liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Ground Duels lost,Index,Handballs conceded,Aerial Duels lost,Corners Taken (incl short corners),Penalties Taken,Goals from Inside Box,Substitute Off,Left Foot Goals,Total Touches In Opposition Box,Successful Short Passes,Tackles Lost,Appearances,Successful Open Play Passes,Open Play Passes,Corners Won,Total Shots,Duels won,Ground Duels,Key Passes (Attempt Assists),Rightside Passes,Unsuccessful Dribbles,Leftside Passes,Time Played,Unsuccessful Long Passes,Unsuccessful Short Passes,Games Played,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Successful Dribbles,Times Tackled,Goals from Outside Box,Right Foot Goals,Hit Woodwork,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Aerial Duels,Total Tackles,Total Clearances,Foul Attempted Tackle,Successful Launches,Aerial Duels won,Ground Duels won,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Opposition Half,Tackles Won,Blocked Shots,Unsuccessful Crosses & Corners,Successful Long Passes,PutThrough/Blocked Distribution,Total Fouls Won,Unsuccessful lay-offs,Shots On Target ( inc goals ),Backward Passes,Through balls,Goals,Unsuccessful Corners into Box,Forward Passes,Successful Passes Own Half,Successful Lay-offs,Duels,Penalty Goals,Touches,Unsuccessful Crosses open play,Yellow Cards,Unsuccessful Passes Own Half,Penalty Goals Conceded,Successful Crosses & Corners,Total Losses Of Possession,Successful Crosses open play,Unsuccessful Passes Opposition Half,Total Fouls Conceded,Goals Conceded,Goals Conceded Inside Box,Starts,Recoveries,Substitute On,Clean Sheets,Offsides,Assists (Intentional),Interceptions,Total Passes,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Unsuccessful Launches,Throw Ins to Opposition Player,Blocks,Throw Ins to Own Player,GK Successful Distribution,Headed Goals,Penalties Conceded,Clearances Off the Line,Second Goal Assists,Foul Won Penalty,Penalties Saved,Saves Made from Inside Box,Punches,Penalties Faced,Catches,Saves from Penalty,Drops,Crosses not Claimed,Saves made - parried,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Goalkeeper Smother,Saves Made from Outside Box,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,Set Pieces Goals,Straight Red Cards,Own Goal Scored,Penalties Off Target
Mexico_Liga_MX,2015-2016,Querétaro FC,8lm8rfsg848ho676ys2o67w7p,E. Hernández,Goalkeeper,23,,,10.0,,,,,,,,,6.0,,1.0,7.0,10.0,,,,,,2.0,,4.0,90.0,11.0,,1.0,,,,,,,,11.0,,,,,,2.0,,,13.0,6.0,,,,7.0,,,,,,,,,18.0,7.0,,,,28.0,,,1.0,,,11.0,,10.0,,2.0,2.0,1.0,4.0,,,,,,24.0,,,,,6.0,,,,7.0,,,,,,,2.0,,,,,,,1.0,,2.0,4.0,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Querétaro FC,9nu96uyhtoq565f332lcyhzop,G. Alcalá,Goalkeeper,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Querétaro FC,5mh7wvpi31e4feo3m4u54fvf9,Edgar Benítez,Forward,24,1.0,29.0,10.0,,8.0,4.0,1.0,3.0,5.0,2.0,,79.0,,10.0,75.0,106.0,4.0,12.0,24.0,53.0,8.0,44.0,13.0,21.0,548.0,3.0,29.0,10.0,6.0,8.0,6.0,,,,,32.0,37.0,8.0,3.0,2.0,3.0,,,24.0,82.0,69.0,3.0,2.0,19.0,3.0,11.0,15.0,,4.0,31.0,,3.0,4.0,18.0,15.0,3.0,61.0,1.0,233.0,15.0,,2.0,,2.0,89.0,2.0,49.0,5.0,10.0,9.0,7.0,9.0,3.0,,5.0,1.0,1.0,114.0,1.0,,,,,,,2.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Querétaro FC,2tjdphfl1b2blixjcza9542d,J. Bornstein,Defender,12,,25.0,10.0,,12.0,2.0,,,1.0,,,264.0,6.0,12.0,271.0,333.0,5.0,5.0,61.0,71.0,5.0,118.0,2.0,23.0,1046.0,20.0,42.0,12.0,7.0,3.0,4.0,,,,,62.0,37.0,27.0,28.0,30.0,7.0,3.0,15.0,46.0,275.0,163.0,22.0,1.0,13.0,11.0,11.0,14.0,,2.0,49.0,,,1.0,147.0,121.0,,98.0,,622.0,12.0,,18.0,,9.0,123.0,8.0,57.0,11.0,20.0,17.0,12.0,47.0,,2.0,1.0,,36.0,337.0,3.0,,,,11.0,14.0,1.0,65.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2015-2016,Querétaro FC,a8rrht3jerm0hxodcudoym85x,Y. Candelo,Midfielder,19,5.0,54.0,10.0,,1.0,43.0,,2.0,4.0,,,272.0,2.0,16.0,270.0,351.0,14.0,17.0,40.0,94.0,31.0,63.0,16.0,134.0,946.0,14.0,70.0,16.0,9.0,10.0,13.0,,,2.0,,84.0,55.0,1.0,13.0,,8.0,,,40.0,285.0,239.0,11.0,9.0,62.0,13.0,22.0,14.0,1.0,7.0,71.0,2.0,2.0,22.0,101.0,78.0,11.0,95.0,,639.0,31.0,,10.0,,32.0,219.0,13.0,136.0,17.0,21.0,19.0,10.0,56.0,6.0,1.0,6.0,3.0,4.0,369.0,2.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,5.0,16.0,1.0,1.0,,,,,
Mexico_Liga_MX,2015-2016,Querétaro FC,ezq1jqcx9xj1rzh2jpykmjhed,Y. Corona,Defender,5,1.0,9.0,10.0,,2.0,,,1.0,,1.0,,84.0,5.0,7.0,102.0,153.0,3.0,9.0,23.0,25.0,2.0,38.0,1.0,15.0,415.0,25.0,31.0,7.0,4.0,7.0,1.0,,,,,56.0,11.0,9.0,12.0,14.0,3.0,3.0,7.0,16.0,113.0,60.0,7.0,1.0,2.0,29.0,8.0,4.0,,2.0,10.0,1.0,1.0,,106.0,54.0,,34.0,,258.0,1.0,3.0,21.0,,1.0,67.0,1.0,37.0,6.0,5.0,4.0,4.0,18.0,3.0,1.0,,1.0,18.0,169.0,1.0,,,,10.0,2.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
Mexico_Liga_MX,2015-2016,Querétaro FC,80jgo5f50a94hyuglcc2rxjo5,G. Corral,Defender,2,1.0,39.0,10.0,1.0,6.0,1.0,,,,,,483.0,1.0,14.0,491.0,586.0,7.0,6.0,58.0,89.0,18.0,28.0,8.0,216.0,1260.0,42.0,53.0,14.0,12.0,3.0,19.0,,,,,95.0,45.0,14.0,23.0,27.0,6.0,1.0,8.0,50.0,505.0,332.0,22.0,4.0,38.0,22.0,27.0,8.0,,3.0,81.0,,,,275.0,187.0,,103.0,,979.0,38.0,1.0,24.0,,14.0,209.0,12.0,109.0,13.0,22.0,19.0,14.0,76.0,,3.0,,,21.0,600.0,3.0,,,,27.0,28.0,3.0,113.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2015-2016,Querétaro FC,eycdwe8plhkcxgo1bjyq4q6sp,J. Cortizo,Midfielder,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Querétaro FC,b1n0bxdqyxc4kahwnqc0j0z4l,N. Domínguez,Midfielder,16,,29.0,10.0,1.0,1.0,,,,4.0,,,375.0,4.0,10.0,405.0,495.0,2.0,12.0,26.0,53.0,11.0,144.0,2.0,121.0,801.0,37.0,54.0,10.0,7.0,8.0,3.0,,1.0,1.0,1.0,91.0,30.0,3.0,14.0,10.0,8.0,1.0,2.0,24.0,426.0,266.0,10.0,3.0,9.0,51.0,15.0,7.0,,4.0,43.0,1.0,1.0,,209.0,160.0,,56.0,,632.0,9.0,2.0,21.0,,,118.0,,79.0,11.0,14.0,12.0,10.0,58.0,,1.0,,,12.0,517.0,2.0,,,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Mexico_Liga_MX,2015-2016,Querétaro FC,d707x4y1d06ojf0dul6r17i6t,D. Escalante,Midfielder,4,,23.0,10.0,,10.0,,,,,,,148.0,4.0,8.0,153.0,183.0,1.0,2.0,50.0,61.0,2.0,76.0,4.0,8.0,571.0,9.0,21.0,8.0,7.0,2.0,5.0,,,,,30.0,33.0,22.0,22.0,18.0,9.0,3.0,12.0,38.0,160.0,78.0,18.0,,4.0,12.0,10.0,13.0,,,30.0,,,,76.0,84.0,,83.0,,356.0,4.0,3.0,14.0,,2.0,68.0,2.0,20.0,14.0,8.0,8.0,6.0,23.0,2.0,1.0,1.0,,21.0,190.0,,,,,5.0,13.0,4.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
