liga,temporada,equipo,id,nombre,posicion,dorsal,Handballs conceded,Shots On Target ( inc goals ),Goal Assists,Tackles Won,Key Passes (Attempt Assists),Total Touches In Opposition Box,Unsuccessful Crosses open play,Total Tackles,Yellow Cards,Tackles Lost,Throw Ins to Own Player,Unsuccessful Crosses & Corners,Leftside Passes,Successful Passes Opposition Half,Rightside Passes,Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Blocks,Goals from Inside Box,Ground Duels lost,Aerial Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Short Passes,Interceptions,Successful Open Play Passes,Duels won,Times Tackled,Penalties Conceded,Unsuccessful Passes Own Half,Total Passes,Goals,Successful Passes Own Half,Aerial Duels,Duels lost,Successful Dribbles,Total Fouls Won,Total Clearances,Backward Passes,Ground Duels won,Index,Penalty Goals Conceded,Substitute On,Games Played,Goals Conceded Inside Box,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Clean Sheets,Touches,Goals Conceded,Substitute Off,Total Losses Of Possession,Corners Won,PutThrough/Blocked Distribution Won,Total Shots,Duels,Successful Long Passes,Time Played,Forward Passes,Starts,Unsuccessful Dribbles,Unsuccessful Short Passes,Foul Attempted Tackle,Unsuccessful Long Passes,Total Fouls Conceded,Recoveries,Right Foot Goals,Aerial Duels lost,Open Play Passes,Successful Lay-offs,Unsuccessful Launches,Successful Launches,Ground Duels,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Throw Ins to Opposition Player,Goals Conceded Outside Box,Successful Crosses & Corners,Successful Corners into Box,Successful Crosses open play,Goals from Outside Box,Attempts from Set Pieces,Second Goal Assists,Assists (Intentional),Unsuccessful Corners into Box,Offsides,Blocked Shots,Hit Woodwork,Headed Goals,Unsuccessful lay-offs,Through balls,Last Man Tackle,Total Red Cards,Left Foot Goals,Straight Red Cards,GK Unsuccessful Distribution,Catches,Punches,Saves made - caught,Saves from Penalty,Penalties Faced,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Drops,Penalties Saved,GK Successful Distribution,Saves Made from Inside Box,Own Goal Scored,Saves made - parried,Crosses not Claimed,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Off Target,Clearances Off the Line,Red Cards - 2nd Yellow,Set Pieces Goals,Other Goals
USA_MLS,2019,DC United,oy75u5wxkw9sp25k39glwhcl,L. Acosta,Midfielder,10,2.0,19.0,1.0,23.0,30.0,85.0,40.0,34.0,,11.0,30.0,58.0,294.0,705.0,360.0,29.0,962.0,32.0,1.0,5.0,212.0,1.0,296.0,896.0,13.0,934.0,132.0,,,42.0,1258.0,6.0,273.0,8.0,219.0,59.0,38.0,7.0,164.0,131.0,51.0,,10.0,32.0,26.0,69.0,312.0,5.0,1911.0,31.0,6.0,584.0,24.0,35.0,48.0,351.0,66.0,2161.0,440.0,22.0,67.0,240.0,27.0,56.0,40.0,147.0,2.0,7.0,1225.0,14.0,15.0,,343.0,,,,27.0,,5.0,16.0,7.0,8.0,1.0,3.0,1.0,,16.0,4.0,11.0,1.0,1.0,1.0,11.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,DC United,9odqxkb5kucctyhjx8t337emt,Q. Amarikwa,Forward,25,1.0,4.0,,8.0,8.0,22.0,1.0,9.0,3.0,1.0,4.0,1.0,13.0,50.0,36.0,7.0,63.0,23.0,1.0,1.0,40.0,21.0,39.0,62.0,4.0,58.0,49.0,,,4.0,102.0,1.0,13.0,44.0,63.0,9.0,10.0,,25.0,28.0,95.0,,20.0,23.0,4.0,10.0,36.0,,221.0,4.0,2.0,83.0,5.0,8.0,11.0,112.0,1.0,414.0,28.0,3.0,7.0,38.0,9.0,1.0,19.0,10.0,1.0,23.0,97.0,4.0,1.0,,68.0,,,,,,,,,,,,1.0,,,8.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,DC United,6glxg9gvqn1uc1jmwisnml68l,P. Arriola,Midfielder,7,3.0,24.0,2.0,21.0,41.0,121.0,59.0,33.0,6.0,12.0,42.0,61.0,276.0,509.0,208.0,22.0,732.0,30.0,4.0,5.0,154.0,24.0,255.0,710.0,17.0,725.0,131.0,,1.0,59.0,987.0,6.0,235.0,69.0,199.0,37.0,38.0,17.0,208.0,107.0,50.0,2.0,1.0,30.0,29.0,59.0,257.0,8.0,1559.0,34.0,10.0,483.0,36.0,26.0,46.0,330.0,22.0,2551.0,295.0,29.0,39.0,214.0,35.0,41.0,46.0,139.0,4.0,45.0,980.0,14.0,22.0,3.0,261.0,,,,6.0,14.0,5.0,12.0,3.0,9.0,1.0,,,2.0,2.0,4.0,16.0,1.0,,3.0,3.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,
USA_MLS,2019,DC United,7ftzvsdtanjzae4acqwp5r0lx,S. Birnbaum,Defender,15,1.0,6.0,,15.0,5.0,69.0,1.0,22.0,5.0,7.0,43.0,1.0,256.0,397.0,431.0,15.0,1178.0,35.0,36.0,1.0,32.0,190.0,299.0,1100.0,42.0,1156.0,225.0,,,112.0,1477.0,1.0,781.0,262.0,104.0,2.0,15.0,181.0,45.0,35.0,52.0,2.0,,35.0,37.0,8.0,188.0,14.0,1936.0,43.0,1.0,334.0,6.0,6.0,21.0,329.0,78.0,3152.0,745.0,35.0,1.0,192.0,9.0,107.0,37.0,115.0,,72.0,1441.0,,51.0,6.0,67.0,,,,,15.0,6.0,,,,,,1.0,,,6.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2019,DC United,6vd4rxmqub05u2dtduy028fyt,E. Boateng,Forward,17,1.0,5.0,,15.0,19.0,63.0,20.0,19.0,1.0,4.0,4.0,20.0,35.0,158.0,93.0,2.0,208.0,25.0,,1.0,51.0,6.0,61.0,204.0,7.0,207.0,37.0,,,11.0,269.0,1.0,57.0,17.0,62.0,9.0,3.0,2.0,75.0,31.0,29.0,2.0,18.0,25.0,14.0,22.0,70.0,,456.0,18.0,7.0,147.0,16.0,10.0,7.0,99.0,4.0,963.0,66.0,7.0,14.0,56.0,7.0,5.0,10.0,41.0,,11.0,268.0,6.0,3.0,,82.0,,,,1.0,,4.0,7.0,,7.0,,,1.0,,,4.0,7.0,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,DC United,6k0onvkpo84py83rbc28852ol,F. Brillant,Defender,13,2.0,9.0,2.0,39.0,7.0,46.0,2.0,56.0,5.0,17.0,40.0,2.0,459.0,310.0,222.0,17.0,1104.0,35.0,39.0,2.0,53.0,102.0,244.0,1034.0,31.0,1056.0,171.0,,,104.0,1348.0,2.0,794.0,153.0,104.0,6.0,8.0,216.0,52.0,69.0,58.0,2.0,1.0,35.0,35.0,25.0,142.0,14.0,1851.0,41.0,4.0,275.0,6.0,15.0,26.0,275.0,70.0,3081.0,615.0,34.0,,145.0,13.0,99.0,27.0,149.0,2.0,51.0,1286.0,,58.0,13.0,122.0,,,,,11.0,6.0,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,4.0,,,
USA_MLS,2019,DC United,8huiai8ptzv19jcgidhyp03x1,R. Canouse,Midfielder,4,,,,48.0,10.0,13.0,3.0,76.0,5.0,28.0,57.0,3.0,390.0,493.0,233.0,7.0,1042.0,27.0,25.0,,107.0,37.0,183.0,992.0,43.0,1024.0,147.0,,1.0,76.0,1225.0,,551.0,81.0,151.0,8.0,27.0,53.0,198.0,110.0,48.0,1.0,1.0,27.0,22.0,41.0,110.0,11.0,1685.0,25.0,4.0,252.0,1.0,23.0,7.0,298.0,50.0,2269.0,404.0,26.0,9.0,131.0,24.0,52.0,38.0,145.0,,44.0,1205.0,7.0,17.0,3.0,217.0,,,,,6.0,3.0,2.0,,2.0,,,,,,,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,DC United,7uv8k6pqob0xqw7zchsfxk4ix,C. Durkin,Midfielder,21,1.0,1.0,,9.0,2.0,3.0,5.0,13.0,1.0,4.0,,5.0,99.0,169.0,120.0,2.0,302.0,13.0,7.0,1.0,33.0,14.0,73.0,280.0,10.0,293.0,45.0,,,30.0,375.0,1.0,133.0,24.0,43.0,6.0,12.0,19.0,41.0,31.0,100.0,,6.0,13.0,5.0,18.0,48.0,3.0,493.0,6.0,1.0,97.0,,8.0,3.0,88.0,22.0,636.0,115.0,7.0,3.0,55.0,5.0,18.0,13.0,34.0,1.0,10.0,366.0,3.0,8.0,,64.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2019,DC United,1n67i9zcakxcf9o5mlqvjbj6d,Marquinhos Pedroso,Defender,6,,1.0,,3.0,4.0,4.0,9.0,6.0,,3.0,26.0,9.0,9.0,72.0,50.0,2.0,136.0,6.0,2.0,,10.0,12.0,38.0,130.0,3.0,136.0,20.0,,,14.0,174.0,,68.0,19.0,17.0,1.0,2.0,10.0,45.0,8.0,61.0,,2.0,6.0,3.0,7.0,33.0,1.0,272.0,4.0,3.0,66.0,3.0,3.0,3.0,37.0,6.0,406.0,70.0,4.0,1.0,21.0,2.0,17.0,4.0,14.0,,7.0,174.0,,13.0,,18.0,,,,,8.0,1.0,4.0,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,DC United,9q3w4j10qfsq94svbmyxa879x,B. Hamid,Goalkeeper,24,,,,,,,,,,,,,70.0,101.0,91.0,,436.0,34.0,,,1.0,14.0,335.0,248.0,2.0,208.0,15.0,,,65.0,771.0,,335.0,14.0,1.0,,1.0,28.0,,1.0,72.0,1.0,,34.0,36.0,,270.0,14.0,1122.0,42.0,,343.0,1.0,,,16.0,188.0,3090.0,610.0,34.0,,4.0,,331.0,,272.0,,,321.0,,120.0,48.0,2.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,147.0,27.0,14.0,10.0,1.0,5.0,7.0,139.0,59.0,2.0,1.0,310.0,79.0,1.0,49.0,,,,,,,,,
