liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded Inside Box,Total Passes,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Leftside Passes,Foul Attempted Tackle,Penalty Goals Conceded,Time Played,Ground Duels lost,Times Tackled,Unsuccessful Crosses & Corners,Successful Passes Opposition Half,Substitute Off,Total Tackles,Unsuccessful Short Passes,Open Play Passes,Index,Tackles Won,Ground Duels won,Games Played,Successful Dribbles,Duels,Total Shots,Total Clearances,Total Fouls Won,Blocks,Throw Ins to Own Player,Ground Duels,Rightside Passes,Successful Short Passes,Unsuccessful Crosses open play,Throw Ins to Opposition Player,Recoveries,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Passes Own Half,Appearances,Goals Conceded,Starts,Shots On Target ( inc goals ),Successful Open Play Passes,Forward Passes,Duels won,Duels lost,Touches,Unsuccessful Passes Opposition Half,Winning Goal,Corners Won,Overruns,Through balls,Successful Long Passes,Assists (Intentional),Unsuccessful Corners into Box,Goals,Goal Assists,Penalties Conceded,Penalties Taken,Aerial Duels,Left Foot Goals,Successful Launches,Aerial Duels won,Goal Kicks,Clean Sheets,Penalty Goals,Successful Lay-offs,Goals Conceded Outside Box,Hit Woodwork,Yellow Cards,GK Successful Distribution,Unsuccessful Dribbles,Key Passes (Attempt Assists),Corners Taken (incl short corners),Blocked Shots,Tackles Lost,Attempts from Set Pieces,Unsuccessful Long Passes,Goals from Inside Box,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Backward Passes,Handballs conceded,Unsuccessful Passes Own Half,Goals Openplay,Successful Crosses & Corners,Right Foot Goals,Interceptions,Unsuccessful lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Successful Corners into Box,Successful Crosses open play,Substitute On,Home Goals,Away Goals,Offsides,Other Goals,Second Goal Assists,Red Cards - 2nd Yellow,Total Red Cards,Saves Made from Inside Box,Saves Made,Clearances Off the Line,Punches,Saves Made from Outside Box,Saves made - parried,GK Unsuccessful Distribution,Catches,Goalkeeper Smother,Drops,Penalties Faced,Straight Red Cards,Last Player Tackle,Headed Goals,Own Goal Scored,Goals from Outside Box,Set Pieces Goals,Penalties Saved,Saves from Penalty,Foul Won Penalty,Crosses not Claimed,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved,Direct Setpiece Goals,Penalties Off Target
USA_MLS_Next_Pro,2025,New York City FC II,cccgw5q9gziyhturpcuxfxvu2,P. Amponsah,Defender,33,37.0,1493.0,11.0,1345.0,190.0,185.0,6.0,2.0,1747.0,33.0,9.0,2.0,469.0,7.0,32.0,81.0,1416.0,10.0,16.0,54.0,22.0,7.0,118.0,2.0,64.0,15.0,10.0,35.0,87.0,688.0,1235.0,2.0,5.0,98.0,6.0,148.0,878.0,22.0,43.0,20.0,,1271.0,516.0,65.0,53.0,1777.0,90.0,0.0,4.0,,1.0,110.0,,,,,,,31.0,,5.0,11.0,34.0,1.0,,,6.0,,,34.0,8.0,3.0,,2.0,16.0,,67.0,,28.0,20.0,12.0,104.0,,60.0,,2.0,,35.0,,27.0,2.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,New York City FC II,1kuo66geyyz9gu2n39w0bvr4k,J. Arroyave,Midfielder,47,1.0,73.0,2.0,53.0,47.0,21.0,2.0,,246.0,17.0,14.0,5.0,40.0,4.0,6.0,17.0,71.0,10.0,4.0,14.0,5.0,5.0,36.0,4.0,3.0,3.0,,2.0,31.0,8.0,52.0,1.0,,10.0,10.0,20.0,14.0,5.0,1.0,4.0,4.0,51.0,21.0,15.0,21.0,137.0,19.0,0.0,2.0,,,1.0,1.0,3.0,,1.0,,,5.0,,,1.0,,,,2.0,,,1.0,,10.0,4.0,5.0,2.0,2.0,,3.0,,8.0,4.0,4.0,23.0,,6.0,,1.0,,3.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,New York City FC II,6sf0pdlzomnt3e1hlc4twyv4k,D. Baiera,Defender,38,27.0,463.0,15.0,337.0,222.0,170.0,4.0,1.0,1255.0,48.0,28.0,17.0,199.0,3.0,20.0,107.0,452.0,10.0,14.0,52.0,15.0,20.0,128.0,10.0,34.0,12.0,8.0,88.0,100.0,37.0,329.0,17.0,15.0,43.0,63.0,126.0,139.0,15.0,33.0,15.0,6.0,327.0,163.0,60.0,68.0,815.0,111.0,0.0,12.0,3.0,2.0,8.0,,,,,,1.0,28.0,,1.0,8.0,,1.0,,2.0,6.0,1.0,2.0,,20.0,22.0,,3.0,6.0,,19.0,,29.0,20.0,6.0,93.0,1.0,32.0,,1.0,,30.0,1.0,13.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
USA_MLS_Next_Pro,2025,New York City FC II,abg4jmp1murncyjlx9g6b2h3o,J. Bilden,Forward,56,4.0,15.0,3.0,14.0,9.0,1.0,1.0,,136.0,7.0,4.0,,9.0,1.0,1.0,1.0,10.0,10.0,1.0,2.0,7.0,,13.0,5.0,,1.0,,,9.0,3.0,14.0,,,3.0,8.0,1.0,5.0,7.0,4.0,1.0,1.0,9.0,1.0,3.0,10.0,35.0,1.0,0.0,,,,,,,1.0,,,,4.0,,,1.0,,,,1.0,,,1.0,,2.0,,,1.0,,,,1.0,1.0,3.0,1.0,10.0,,,1.0,,,,,,4.0,,,6.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,New York City FC II,1msp5omdt4ua364nsgw06e1p0,A. Campos,Defender,82,3.0,44.0,,38.0,6.0,2.0,,,90.0,2.0,,,13.0,,1.0,5.0,44.0,10.0,1.0,2.0,1.0,,5.0,,5.0,1.0,3.0,1.0,4.0,19.0,37.0,,,6.0,,6.0,25.0,1.0,4.0,1.0,,38.0,11.0,2.0,3.0,60.0,3.0,0.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,1.0,,3.0,1.0,2.0,12.0,,3.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,New York City FC II,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,Midfielder,29,22.0,517.0,12.0,439.0,178.0,193.0,5.0,1.0,1089.0,57.0,39.0,18.0,321.0,7.0,9.0,73.0,497.0,10.0,6.0,53.0,14.0,17.0,116.0,16.0,1.0,27.0,,10.0,110.0,74.0,411.0,9.0,,36.0,40.0,78.0,123.0,14.0,27.0,14.0,9.0,420.0,143.0,56.0,60.0,743.0,78.0,0.0,11.0,6.0,4.0,28.0,3.0,8.0,3.0,4.0,,3.0,6.0,3.0,,3.0,,,2.0,24.0,5.0,,3.0,,13.0,19.0,13.0,8.0,3.0,1.0,5.0,3.0,24.0,3.0,9.0,107.0,1.0,18.0,1.0,5.0,,2.0,1.0,1.0,7.0,3.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0
USA_MLS_Next_Pro,2025,New York City FC II,awp96m6ocmikoaymrrq3wps0k,N. Cavallo,Defender,2,7.0,122.0,1.0,103.0,32.0,4.0,1.0,,256.0,9.0,5.0,2.0,51.0,2.0,7.0,16.0,117.0,10.0,5.0,10.0,3.0,1.0,22.0,1.0,6.0,2.0,2.0,11.0,19.0,47.0,99.0,2.0,,13.0,6.0,19.0,57.0,3.0,7.0,3.0,1.0,98.0,50.0,11.0,11.0,179.0,14.0,0.0,2.0,1.0,1.0,4.0,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,,,,,3.0,6.0,,,2.0,,3.0,1.0,5.0,2.0,2.0,21.0,,7.0,1.0,5.0,1.0,3.0,,,,,5.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,New York City FC II,4ka80yhup0as0t9pj0meor5sk,L. De Pinho,Forward,92,3.0,17.0,1.0,10.0,15.0,2.0,,,59.0,3.0,2.0,1.0,8.0,,3.0,5.0,17.0,10.0,2.0,9.0,5.0,6.0,12.0,,2.0,,,,12.0,7.0,10.0,1.0,,1.0,5.0,7.0,2.0,5.0,3.0,,,10.0,4.0,9.0,3.0,45.0,6.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,,2.0,,5.0,,3.0,4.0,,2.0,,,,,,2.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,New York City FC II,2a2b3vmmk7z5h7xyxojl8bdp0,D. Duque,Midfielder,91,2.0,17.0,1.0,10.0,9.0,1.0,1.0,,27.0,2.0,1.0,,6.0,,2.0,6.0,17.0,10.0,2.0,2.0,4.0,,5.0,,1.0,,,1.0,4.0,6.0,10.0,,,5.0,1.0,7.0,4.0,4.0,2.0,,,10.0,8.0,3.0,2.0,28.0,5.0,0.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,2.0,,2.0,2.0,,2.0,,,,1.0,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,New York City FC II,duj699i9620tuf3ii9z06bqsq,P. Elias,Midfielder,42,34.0,917.0,47.0,774.0,275.0,143.0,30.0,1.0,1943.0,128.0,62.0,8.0,551.0,15.0,52.0,117.0,904.0,10.0,31.0,98.0,26.0,25.0,251.0,24.0,2.0,22.0,4.0,8.0,226.0,275.0,758.0,8.0,2.0,115.0,64.0,143.0,224.0,26.0,40.0,21.0,12.0,761.0,309.0,107.0,144.0,1299.0,131.0,0.0,16.0,,6.0,16.0,3.0,,3.0,3.0,1.0,1.0,25.0,1.0,,9.0,,,,19.0,6.0,,10.0,,27.0,19.0,1.0,14.0,21.0,1.0,26.0,2.0,41.0,16.0,24.0,190.0,,20.0,2.0,1.0,2.0,20.0,1.0,12.0,12.0,,1.0,5.0,1.0,2.0,10.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,
