liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Total Tackles,Backward Passes,Tackles Lost,Games Played,Successful Open Play Passes,Aerial Duels won,Rightside Passes,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Ground Duels won,Ground Duels,Total Fouls Conceded,Time Played,Forward Passes,Total Passes,Total Clearances,Duels won,Foul Attempted Tackle,Aerial Duels,Open Play Passes,Appearances,Goals Conceded Inside Box,Goals Conceded,Total Losses Of Possession,Index,Successful Passes Opposition Half,Unsuccessful Short Passes,Recoveries,Successful Short Passes,Unsuccessful Passes Opposition Half,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Times Tackled,Successful Crosses & Corners,Substitute Off,Successful Lay-offs,Interceptions,Leftside Passes,Assists (Intentional),Unsuccessful Long Passes,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Crosses open play,Goal Assists,Unsuccessful Crosses & Corners,Total Fouls Won,Starts,Corners Won,Unsuccessful Passes Own Half,Aerial Duels lost,Tackles Won,Successful Long Passes,Total Touches In Opposition Box,Straight Red Cards,Goals from Inside Box,Total Shots,Total Red Cards,Shots Off Target (inc woodwork),Successful Launches,Penalty Goals Conceded,Blocked Shots,Yellow Cards,Goal Kicks,Goals,Successful Dribbles,GK Successful Distribution,Clearances Off the Line,Goals from Outside Box,Goals Conceded Outside Box,Hit Woodwork,Clean Sheets,Right Foot Goals,Offsides,Throw Ins to Own Player,Key Passes (Attempt Assists),Blocks,Shots On Target ( inc goals ),Home Goals,Away Goals,Foul Won Penalty,Penalties Off Target,Overruns,Penalties Taken,Left Foot Goals,Through balls,Headed Goals,Successful Crosses open play,Unsuccessful lay-offs,Penalty Goals,Handballs conceded,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Drops,Punches,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Throw Ins to Opposition Player,Second Goal Assists,Attempts from Set Pieces,Last Player Tackle,Saves Made from Outside Box,Saves made - caught,Penalties Faced,Catches,Saves made - parried,Penalties Conceded,Own Goal Scored,Red Cards - 2nd Yellow,Goalkeeper Smother,Set Pieces Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Other Goals
USA_USL_Championship,2024,Indy Eleven,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,Forward,0,13.0,76.0,55.0,487.0,25.0,13.0,71.0,4.0,26.0,188.0,38.0,83.0,15.0,82.0,118.0,43.0,98.0,17.0,1012.0,51.0,275.0,7.0,81.0,5.0,101.0,270.0,26.0,7.0,7.0,162.0,10.0,117.0,82.0,41.0,187.0,64.0,199.0,193.0,0.0,37.0,,10.0,21.0,7.0,70.0,1.0,,14.0,,1.0,3.0,1.0,20.0,11.0,3.0,19.0,63.0,9.0,6.0,55.0,,3.0,22.0,,13.0,,1.0,9.0,2.0,,3.0,12.0,,,,,,,1.0,10.0,,6.0,2.0,9.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Indy Eleven,rtercnq9nn7y0814ghe7wo2x,D. Barbir,Defender,4,12.0,599.0,28.0,1244.0,16.0,32.0,72.0,17.0,22.0,829.0,22.0,397.0,2.0,148.0,38.0,45.0,73.0,7.0,1751.0,440.0,1012.0,48.0,67.0,4.0,32.0,975.0,22.0,49.0,53.0,179.0,10.0,265.0,76.0,59.0,798.0,107.0,105.0,864.0,0.0,6.0,,4.0,,20.0,103.0,,72.0,3.0,27.0,2.0,,2.0,12.0,20.0,1.0,43.0,10.0,15.0,66.0,12.0,,,8.0,,6.0,9.0,4.0,3.0,2.0,7.0,,1.0,7.0,,,4.0,,,,1.0,33.0,8.0,13.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Indy Eleven,2co6fedrz8anjzy9ise76dplh,J. Blake,Midfielder,8,21.0,185.0,100.0,1341.0,47.0,39.0,137.0,14.0,28.0,639.0,19.0,249.0,5.0,204.0,122.0,94.0,194.0,30.0,1951.0,352.0,892.0,16.0,113.0,19.0,41.0,838.0,28.0,27.0,32.0,347.0,10.0,520.0,139.0,114.0,627.0,229.0,235.0,688.0,3.0,50.0,17.0,12.0,11.0,16.0,154.0,4.0,65.0,22.0,30.0,36.0,4.0,50.0,44.0,23.0,15.0,25.0,22.0,25.0,61.0,59.0,,9.0,53.0,,23.0,6.0,1.0,25.0,6.0,,10.0,12.0,,,1.0,5.0,,1.0,10.0,1.0,15.0,30.0,2.0,30.0,5.0,5.0,2.0,,,6.0,,3.0,,9.0,1.0,6.0,1.0,,,,,,15.0,8.0,6.0,3.0,,12.0,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2024,Indy Eleven,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,Defender,23,10.0,257.0,67.0,1111.0,26.0,37.0,151.0,10.0,25.0,531.0,22.0,25.0,7.0,126.0,89.0,77.0,144.0,33.0,1628.0,254.0,670.0,23.0,99.0,20.0,44.0,656.0,25.0,31.0,34.0,250.0,10.0,298.0,82.0,72.0,507.0,135.0,188.0,544.0,0.0,27.0,11.0,7.0,,23.0,240.0,2.0,44.0,20.0,21.0,47.0,3.0,48.0,21.0,18.0,11.0,39.0,22.0,27.0,37.0,33.0,,,6.0,,4.0,6.0,2.0,1.0,7.0,,,20.0,,,,3.0,,2.0,,2.0,130.0,21.0,3.0,2.0,,,2.0,,7.0,,,,,9.0,,,2.0,,,,,,3.0,1.0,1.0,11.0,,,,,,,,,1.0,,,,,,,,
USA_USL_Championship,2024,Indy Eleven,4dw662egycd9yn2e86ae4s7hl,C. Chapman-Page,Defender,5,6.0,233.0,34.0,613.0,7.0,20.0,13.0,2.0,16.0,366.0,38.0,106.0,2.0,79.0,60.0,40.0,74.0,18.0,1171.0,182.0,463.0,52.0,78.0,11.0,64.0,443.0,16.0,18.0,19.0,92.0,10.0,151.0,53.0,43.0,355.0,51.0,138.0,384.0,0.0,7.0,,5.0,,4.0,162.0,1.0,26.0,2.0,21.0,,1.0,,16.0,14.0,,28.0,26.0,18.0,29.0,12.0,,,6.0,,4.0,5.0,1.0,1.0,9.0,,,4.0,,,,1.0,,3.0,,,,4.0,8.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,
USA_USL_Championship,2024,Indy Eleven,1nl79aq9il743hgoaijmupmmt,E. Collier,Forward,0,7.0,46.0,40.0,391.0,18.0,3.0,63.0,2.0,31.0,147.0,21.0,63.0,28.0,68.0,72.0,26.0,66.0,13.0,719.0,64.0,221.0,8.0,47.0,9.0,53.0,215.0,31.0,15.0,18.0,143.0,10.0,108.0,64.0,27.0,148.0,74.0,119.0,153.0,1.0,27.0,1.0,3.0,5.0,1.0,31.0,2.0,4.0,12.0,1.0,13.0,2.0,13.0,11.0,3.0,6.0,7.0,32.0,1.0,5.0,46.0,,5.0,17.0,,9.0,,1.0,2.0,2.0,,5.0,13.0,,,,3.0,,,3.0,2.0,4.0,5.0,1.0,8.0,2.0,3.0,,,3.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Indy Eleven,15o19fbppmjn0ms24fpsnmk2c,C. Crawford,Goalkeeper,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Indy Eleven,d36khr0io3lnpg7xruqy5uihg,J. Dindiyal,Midfielder,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Indy Eleven,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,Defender,15,17.0,443.0,80.0,1416.0,31.0,57.0,51.0,24.0,27.0,794.0,83.0,282.0,2.0,231.0,116.0,103.0,183.0,50.0,2130.0,536.0,1048.0,101.0,186.0,33.0,119.0,1017.0,27.0,31.0,33.0,278.0,10.0,378.0,116.0,131.0,733.0,171.0,302.0,817.0,0.0,10.0,4.0,5.0,,33.0,179.0,,115.0,4.0,62.0,10.0,,10.0,33.0,25.0,2.0,70.0,36.0,33.0,84.0,20.0,2.0,1.0,16.0,2.0,9.0,21.0,1.0,,8.0,,1.0,14.0,,1.0,,2.0,1.0,4.0,,1.0,7.0,9.0,13.0,7.0,0.0,1.0,,,4.0,,,1.0,1.0,4.0,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,
USA_USL_Championship,2024,Indy Eleven,d50x000h9o6i8kd8aihie4lx,M. Foster,Forward,0,11.0,138.0,148.0,1252.0,39.0,24.0,189.0,7.0,32.0,556.0,7.0,105.0,4.0,127.0,166.0,128.0,276.0,32.0,2322.0,155.0,698.0,14.0,135.0,13.0,25.0,683.0,32.0,25.0,26.0,349.0,10.0,448.0,107.0,95.0,543.0,150.0,301.0,571.0,1.0,101.0,15.0,18.0,19.0,9.0,249.0,5.0,20.0,67.0,9.0,42.0,5.0,42.0,40.0,28.0,26.0,19.0,18.0,17.0,28.0,139.0,,4.0,43.0,,23.0,1.0,2.0,21.0,6.0,1.0,5.0,64.0,1.0,,1.0,1.0,3.0,3.0,3.0,7.0,38.0,44.0,,20.0,3.0,2.0,1.0,,11.0,,2.0,3.0,,15.0,,,2.0,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,
