liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded Inside Box,Total Passes,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Leftside Passes,Foul Attempted Tackle,Penalty Goals Conceded,Time Played,Ground Duels lost,Times Tackled,Unsuccessful Crosses & Corners,Successful Passes Opposition Half,Substitute Off,Total Tackles,Unsuccessful Short Passes,Open Play Passes,Index,Tackles Won,Ground Duels won,Games Played,Successful Dribbles,Duels,Total Shots,Total Clearances,Total Fouls Won,Blocks,Throw Ins to Own Player,Ground Duels,Rightside Passes,Successful Short Passes,Unsuccessful Crosses open play,Throw Ins to Opposition Player,Recoveries,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Passes Own Half,Appearances,Goals Conceded,Starts,Shots On Target ( inc goals ),Successful Open Play Passes,Forward Passes,Duels won,Duels lost,Touches,Unsuccessful Passes Opposition Half,Winning Goal,Corners Won,Overruns,Through balls,Successful Long Passes,Assists (Intentional),Unsuccessful Corners into Box,Goals,Goal Assists,Penalties Conceded,Penalties Taken,Aerial Duels,Left Foot Goals,Successful Launches,Aerial Duels won,Goal Kicks,Clean Sheets,Penalty Goals,Successful Lay-offs,Goals Conceded Outside Box,Hit Woodwork,Yellow Cards,GK Successful Distribution,Unsuccessful Dribbles,Key Passes (Attempt Assists),Corners Taken (incl short corners),Blocked Shots,Tackles Lost,Attempts from Set Pieces,Unsuccessful Long Passes,Goals from Inside Box,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Backward Passes,Handballs conceded,Unsuccessful Passes Own Half,Goals Openplay,Successful Crosses & Corners,Right Foot Goals,Interceptions,Unsuccessful lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Successful Corners into Box,Successful Crosses open play,Substitute On,Home Goals,Away Goals,Offsides,Other Goals,Second Goal Assists,Red Cards - 2nd Yellow,Total Red Cards,Saves Made from Inside Box,Saves Made,Clearances Off the Line,Punches,Saves Made from Outside Box,Saves made - parried,GK Unsuccessful Distribution,Catches,Goalkeeper Smother,Drops,Penalties Faced,Straight Red Cards,Last Player Tackle,Headed Goals,Own Goal Scored,Goals from Outside Box,Set Pieces Goals,Penalties Saved,Saves from Penalty,Foul Won Penalty,Crosses not Claimed,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved,Direct Setpiece Goals,Penalties Off Target
USA_MLS_Next_Pro,2025,The Town FC,68zfrd8bcu2olggy7csh3mtjo,N. Adimabua,Forward,55,22.0,401.0,36.0,302.0,239.0,101.0,13.0,4.0,1960.0,98.0,61.0,3.0,217.0,19.0,12.0,91.0,390.0,10.0,7.0,68.0,28.0,18.0,247.0,52.0,20.0,40.0,1.0,1.0,166.0,110.0,284.0,3.0,,32.0,137.0,99.0,87.0,28.0,24.0,25.0,27.0,291.0,75.0,108.0,139.0,750.0,86.0,2.0,16.0,1.0,1.0,18.0,6.0,,13.0,6.0,,,81.0,,1.0,40.0,,2.0,,29.0,2.0,2.0,1.0,,22.0,28.0,,13.0,5.0,,8.0,12.0,25.0,41.0,15.0,115.0,4.0,16.0,11.0,2.0,11.0,4.0,3.0,2.0,25.0,,2.0,3.0,8.0,5.0,9.0,,,,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,,1.0,,,145.0,106.0,64.0,5.0,13.0,5.0,,,
USA_MLS_Next_Pro,2025,The Town FC,7b0z3s1wde3iu6vjvfbio6m8k,T. Allen,Defender,70,4.0,41.0,1.0,34.0,16.0,6.0,,1.0,147.0,4.0,3.0,,19.0,,2.0,7.0,37.0,10.0,,5.0,8.0,1.0,15.0,2.0,1.0,2.0,1.0,,9.0,7.0,34.0,,,2.0,7.0,7.0,16.0,8.0,5.0,,2.0,30.0,6.0,8.0,7.0,62.0,5.0,0.0,,1.0,,,,,1.0,,,,6.0,1.0,,3.0,,,,4.0,1.0,,1.0,,,2.0,,,2.0,,,1.0,1.0,3.0,1.0,22.0,,2.0,1.0,1.0,,,1.0,,,,1.0,8.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,5.0,,1.0,,,,
USA_MLS_Next_Pro,2025,The Town FC,95dht3ttq0qyjirhxhkf914kq,D. Baptista,Forward,88,10.0,311.0,24.0,234.0,123.0,34.0,13.0,4.0,891.0,49.0,12.0,13.0,123.0,8.0,27.0,56.0,306.0,10.0,17.0,51.0,23.0,5.0,123.0,10.0,14.0,21.0,2.0,33.0,100.0,78.0,223.0,9.0,3.0,37.0,23.0,77.0,113.0,23.0,14.0,9.0,5.0,230.0,103.0,63.0,60.0,507.0,72.0,2.0,5.0,4.0,,11.0,2.0,2.0,2.0,2.0,,,23.0,2.0,,12.0,1.0,,,7.0,4.0,,4.0,1.0,7.0,9.0,2.0,2.0,10.0,2.0,21.0,1.0,15.0,11.0,8.0,96.0,1.0,18.0,1.0,2.0,,10.0,1.0,7.0,5.0,,2.0,14.0,2.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,76.0,63.0,36.0,3.0,1.0,1.0,,,
USA_MLS_Next_Pro,2025,The Town FC,6865o0b7hs8xp6shc84dacidw,N. Buck,Midfielder,21,2.0,76.0,4.0,62.0,24.0,21.0,2.0,1.0,134.0,10.0,5.0,4.0,45.0,2.0,3.0,12.0,70.0,10.0,2.0,4.0,2.0,,16.0,1.0,1.0,1.0,,1.0,14.0,26.0,57.0,1.0,,8.0,3.0,14.0,20.0,2.0,2.0,2.0,,57.0,22.0,6.0,10.0,102.0,17.0,0.0,2.0,,1.0,5.0,,,,,,,2.0,,,2.0,,,,1.0,,,,,3.0,1.0,4.0,1.0,1.0,1.0,2.0,,4.0,,2.0,7.0,,1.0,,3.0,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,35.0,8.0,,,,,,
USA_MLS_Next_Pro,2025,The Town FC,dqa88ma3jbk33lsyzo45uy2cq,A. Cano,Defender,66,34.0,1957.0,26.0,1719.0,290.0,868.0,5.0,7.0,2730.0,51.0,15.0,8.0,345.0,,59.0,81.0,1856.0,10.0,35.0,89.0,30.0,11.0,217.0,11.0,110.0,20.0,22.0,6.0,140.0,321.0,1576.0,8.0,1.0,139.0,33.0,238.0,1375.0,30.0,40.0,30.0,5.0,1625.0,634.0,126.0,91.0,2348.0,158.0,1.0,4.0,1.0,,143.0,1.0,,2.0,1.0,1.0,,77.0,1.0,33.0,37.0,55.0,9.0,,,6.0,,5.0,54.0,5.0,8.0,,4.0,24.0,,157.0,2.0,27.0,40.0,12.0,134.0,1.0,88.0,,1.0,1.0,41.0,,74.0,6.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,460.0,33.0,254.0,1.0,1.0,2.0,,,
USA_MLS_Next_Pro,2025,The Town FC,4fevpkfk07vvz1lek5eu9ukus,S. Chavira,Defender,95,,9.0,,8.0,2.0,,,,15.0,,,,3.0,,1.0,,8.0,10.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,8.0,,,,1.0,1.0,5.0,1.0,,,,7.0,2.0,1.0,,15.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,7.0,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,,,,,,
USA_MLS_Next_Pro,2025,The Town FC,3514h23j8mh5m37hsg90245ck,C. Cowell,Forward,44,18.0,261.0,12.0,186.0,165.0,79.0,3.0,4.0,1117.0,58.0,23.0,18.0,128.0,12.0,18.0,65.0,261.0,10.0,11.0,37.0,27.0,9.0,113.0,11.0,8.0,10.0,,8.0,95.0,20.0,179.0,18.0,1.0,39.0,43.0,75.0,64.0,27.0,20.0,12.0,7.0,186.0,91.0,44.0,69.0,464.0,72.0,0.0,12.0,3.0,1.0,7.0,1.0,,2.0,3.0,,,18.0,,2.0,7.0,,,,7.0,2.0,,4.0,,17.0,12.0,,9.0,7.0,,10.0,2.0,23.0,11.0,10.0,71.0,,21.0,1.0,6.0,1.0,5.0,2.0,7.0,4.0,,6.0,15.0,2.0,0.0,4.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,107.0,53.0,74.0,8.0,2.0,,,,
USA_MLS_Next_Pro,2025,The Town FC,cac9hjmdwt1gsz0qt3f6d4b2s,J. Donnery,Forward,52,9.0,270.0,15.0,203.0,116.0,66.0,2.0,2.0,907.0,27.0,11.0,9.0,122.0,7.0,3.0,65.0,263.0,10.0,2.0,11.0,28.0,2.0,81.0,27.0,14.0,6.0,,4.0,38.0,66.0,189.0,9.0,,30.0,53.0,67.0,85.0,28.0,12.0,8.0,15.0,196.0,47.0,39.0,42.0,410.0,61.0,2.0,6.0,1.0,2.0,14.0,2.0,,5.0,2.0,,1.0,43.0,5.0,,28.0,,,1.0,26.0,3.0,,3.0,,8.0,12.0,1.0,6.0,1.0,,2.0,5.0,14.0,15.0,6.0,91.0,2.0,15.0,3.0,4.0,,3.0,4.0,,12.0,1.0,3.0,20.0,3.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,88.0,37.0,4.0,6.0,5.0,,,
USA_MLS_Next_Pro,2025,The Town FC,4h8dml0qrwpqza4kqazp5dnqi,W. Eisner,Defender,27,29.0,1731.0,38.0,1493.0,332.0,453.0,21.0,5.0,2461.0,73.0,18.0,39.0,398.0,4.0,58.0,128.0,1692.0,10.0,44.0,100.0,29.0,7.0,272.0,21.0,102.0,37.0,18.0,64.0,173.0,512.0,1369.0,30.0,2.0,131.0,39.0,238.0,1110.0,29.0,33.0,28.0,7.0,1458.0,585.0,159.0,113.0,2237.0,201.0,2.0,5.0,4.0,,124.0,1.0,,2.0,1.0,2.0,,99.0,1.0,17.0,59.0,7.0,8.0,,,4.0,,9.0,7.0,9.0,17.0,,5.0,14.0,2.0,110.0,2.0,26.0,40.0,15.0,181.0,,76.0,,15.0,1.0,31.0,,39.0,14.0,,11.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,413.0,92.0,217.0,1.0,3.0,2.0,,,
USA_MLS_Next_Pro,2025,The Town FC,7ch8yy8pnx08926as6mrmrhbe,N. Fernandez,Midfielder,20,16.0,669.0,22.0,562.0,187.0,161.0,13.0,3.0,1482.0,64.0,29.0,18.0,298.0,7.0,49.0,81.0,624.0,10.0,30.0,113.0,18.0,18.0,185.0,21.0,14.0,47.0,,5.0,177.0,169.0,537.0,15.0,,82.0,66.0,107.0,267.0,18.0,18.0,17.0,14.0,518.0,230.0,118.0,67.0,972.0,106.0,2.0,11.0,,6.0,25.0,3.0,2.0,8.0,4.0,,,8.0,3.0,,5.0,,3.0,,7.0,2.0,1.0,7.0,,16.0,23.0,8.0,8.0,19.0,,26.0,7.0,32.0,3.0,14.0,109.0,,19.0,8.0,3.0,5.0,21.0,,9.0,7.0,1.0,1.0,1.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,228.0,169.0,107.0,7.0,2.0,5.0,,,
