liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Goals Conceded Inside Box,Starts,Appearances,Index,Goals Conceded,Games Played,Substitute Off,Yellow Cards,Substitute On,Goals,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Open Play Passes,Successful Passes Opposition Half,Aerial Duels lost,Total Passes,Touches,Total Touches In Opposition Box,Successful Long Passes,Duels,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Saves Made,GK Successful Distribution,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Unsuccessful Passes Own Half,Catches,Forward Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Throw Ins to Own Player,Backward Passes,Interceptions,Penalties Conceded,Successful Launches,Corners Won,Total Tackles,Total Fouls Conceded,Foul Attempted Tackle,Ground Duels,Duels won,Total Fouls Won,Aerial Duels won,Ground Duels lost,Tackles Won,Ground Duels won,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Tackles Lost,PutThrough/Blocked Distribution,Blocks,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Total Shots,Handballs conceded,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Shots On Target ( inc goals ),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Crosses open play,Successful Dribbles,Throw Ins to Opposition Player,Successful Lay-offs,Right Foot Goals,Unsuccessful Dribbles,Goals from Inside Box,Penalties Taken,Penalty Goals,Hit Woodwork,Foul Won Penalty,Offsides,Through balls,Goals Conceded Outside Box,Assists (Intentional),Goal Assists,Unsuccessful lay-offs,Punches,Drops,Headed Goals,Left Foot Goals,Clean Sheets,Goals from Outside Box,Penalties Off Target,Goalkeeper Smother,Clearances Off the Line,Set Pieces Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks,Second Goal Assists,Own Goal Scored,Other Goals,Last Man Tackle
USA_US_Open_Cup,2017,Colorado Rapids,bzry98hy5bhb4mhil7j4ccfdh,M. Azira,Midfielder,22.0,45.0,1.0,,1.0,10.0,2.0,1.0,,,1.0,1.0,,,,2.0,1.0,,2.0,4.0,,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Rapids,dhwk7axf00z4pe7crgp3ge8yx,D. Badji,Forward,14.0,45.0,,,1.0,10.0,,1.0,,,1.0,1.0,,,,7.0,3.0,2.0,7.0,15.0,4.0,,7.0,,3.0,3.0,3.0,4.0,,,,,7.0,,4.0,3.0,4.0,2.0,,4.0,,,,3.0,,,,,,,,,2.0,,,,2.0,,1.0,1.0,4.0,3.0,1.0,1.0,2.0,,2.0,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Rapids,dtb9aa7wp7e73bm367myma1n9,J. Berner,Goalkeeper,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Rapids,eju8pm7ljrsuf1cozy0j0sel1,N. Boateng,Midfielder,21.0,45.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,,,,,,,5.0,2.0,,5.0,5.0,,1.0,,,5.0,5.0,,,,,,,,3.0,,4.0,,1.0,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Rapids,660v06ea5hufw7gw081tsq6s5,B. Burling,Defender,23.0,45.0,2.0,1.0,1.0,10.0,2.0,1.0,1.0,,,,,,,22.0,10.0,,22.0,25.0,1.0,1.0,1.0,12.0,22.0,22.0,,1.0,,,,,3.0,12.0,,21.0,,5.0,1.0,,2.0,,,5.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Rapids,b9d0uzamji8vccf2eujjsk9g5,C. Calvert,Forward,29.0,90.0,2.0,1.0,1.0,10.0,3.0,1.0,,,,,,,,4.0,1.0,,4.0,4.0,,,2.0,1.0,2.0,2.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,2.0,,,,1.0,,,,,,,,,2.0,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Rapids,3jd12xkywe8nkmby7kbpkln8p,D. Castillo,Defender,26.0,180.0,4.0,2.0,2.0,10.0,5.0,2.0,,1.0,,1.0,,,,59.0,29.0,1.0,59.0,81.0,3.0,5.0,4.0,29.0,50.0,50.0,2.0,2.0,,,1.0,2.0,15.0,24.0,7.0,45.0,9.0,9.0,,8.0,4.0,3.0,,16.0,,,,,,,,5.0,5.0,2.0,,,,1.0,,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,3.0,,3.0,,,,1.0,,,3.0,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Rapids,e1gila7pbgsxwi6tef03jwout,K. Doyle,Forward,9.0,23.0,,,1.0,10.0,,1.0,,,1.0,,,,,4.0,,,4.0,11.0,,,2.0,2.0,2.0,2.0,,1.0,,,,,3.0,2.0,2.0,2.0,2.0,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,1.0,,1.0,,,,,,,,2.0,,,,2.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Rapids,87grwc9qwom78uf9g3zllk2xh,K. Ford,Defender,24.0,88.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,1.0,,1.0,5.0,1.0,,5.0,8.0,1.0,,,3.0,5.0,5.0,,,,,,,1.0,4.0,,5.0,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Rapids,d2h4k9ncbn2727zwv9qvkswr9,S. Gashi,Midfielder,11.0,85.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,8.0,5.0,,8.0,12.0,1.0,1.0,1.0,2.0,5.0,5.0,,1.0,,,,,4.0,1.0,3.0,4.0,3.0,1.0,,2.0,2.0,1.0,,2.0,,,,,,,,,3.0,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,2.0,,1.0,1.0,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
