liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,Minnesota United FC,bzwwxb4t5m2rtbxwubppay3md,J. Aja,Defender,4,82.0,12.0,27.0,31.0,1.0,12.0,105.0,60.0,97.0,,26.0,122.0,207.0,4.0,2.0,1.0,20.0,54.0,,,23.0,310.0,13.0,,13.0,29.0,1.0,8.0,442.0,46.0,4.0,37.0,25.0,345.0,429.0,3.0,1071.0,6.0,2.0,68.0,69.0,15.0,87.0,1.0,35.0,11.0,63.0,334.0,5.0,1.0,6.0,11.0,47.0,14.0,47.0,3.0,6.0,611.0,62.0,51.0,20.0,31.0,29.0,,126.0,258.0,8.0,21.0,1.0,0.0,0.0,,3.0,,,,1.0,1.0,,,,,1.0,,3.0,,1.0,,4.0,,,,,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Minnesota United FC,abbr148gjj0whyyijov67knv9,O. Alonso,Midfielder,6,204.0,16.0,63.0,5.0,2.0,11.0,81.0,80.0,51.0,12.0,20.0,92.0,164.0,10.0,9.0,1.0,15.0,45.0,,9.0,15.0,477.0,13.0,3.0,13.0,19.0,3.0,5.0,567.0,41.0,8.0,8.0,4.0,516.0,545.0,2.0,922.0,4.0,3.0,47.0,35.0,15.0,288.0,3.0,39.0,9.0,15.0,495.0,4.0,2.0,9.0,12.0,45.0,14.0,81.0,6.0,5.0,715.0,12.0,10.0,11.0,39.0,41.0,,136.0,230.0,12.0,4.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,1.0,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Minnesota United FC,9fr41kq66jy4au74nfvl1ifo5,L. Amarilla,Forward,9,27.0,1.0,40.0,1.0,2.0,5.0,60.0,32.0,32.0,8.0,3.0,56.0,25.0,9.0,3.0,2.0,1.0,32.0,1.0,9.0,5.0,81.0,7.0,5.0,7.0,5.0,2.0,12.0,115.0,29.0,,9.0,15.0,83.0,109.0,,425.0,2.0,5.0,24.0,29.0,11.0,62.0,2.0,2.0,,1.0,77.0,7.0,2.0,1.0,,46.0,9.0,8.0,3.0,2.0,192.0,24.0,3.0,2.0,15.0,17.0,,23.0,22.0,4.0,25.0,0.0,2.0,2.0,,4.0,,1.0,,,2.0,1.0,,,,2.0,,5.0,,2.0,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Minnesota United FC,br3w9h9wkn7u2l7ud20wc30fd,N. Billingsley,Forward,2,,,1.0,,1.0,,1.0,2.0,1.0,,1.0,2.0,3.0,,,,1.0,1.0,,,,3.0,1.0,,1.0,1.0,,,4.0,1.0,,,,3.0,4.0,2.0,6.0,,,1.0,,,,,,,2.0,3.0,,,1.0,,97.0,,1.0,,,10.0,,,,1.0,1.0,,,3.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Minnesota United FC,1w1bsi9t9fl2xnsdj96h67vf9,M. Boxall,Defender,15,221.0,25.0,59.0,26.0,,22.0,126.0,78.0,120.0,3.0,34.0,130.0,309.0,4.0,1.0,2.0,46.0,58.0,,,27.0,611.0,22.0,,22.0,62.0,,8.0,780.0,80.0,14.0,33.0,19.0,660.0,739.0,5.0,1980.0,5.0,,72.0,58.0,27.0,191.0,,49.0,24.0,96.0,620.0,5.0,2.0,14.0,19.0,48.0,25.0,102.0,1.0,13.0,1052.0,52.0,40.0,20.0,39.0,39.0,,191.0,469.0,16.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,3.0,,1.0,,8.0,1.0,2.0,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,Minnesota United FC,hhrqf0zpymjvqwoxitlwp04p,T. Chacón,Midfielder,11,16.0,5.0,6.0,3.0,3.0,1.0,22.0,27.0,9.0,6.0,3.0,31.0,9.0,6.0,3.0,,3.0,19.0,,,3.0,21.0,4.0,6.0,4.0,6.0,2.0,1.0,32.0,5.0,3.0,,4.0,23.0,32.0,3.0,172.0,1.0,1.0,12.0,6.0,3.0,19.0,3.0,2.0,,1.0,23.0,,1.0,2.0,1.0,21.0,3.0,8.0,,4.0,74.0,4.0,4.0,1.0,12.0,15.0,,1.0,5.0,6.0,,0.0,0.0,0.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Minnesota United FC,1401jl7f4ybgh9ga617u9ei8l,B. Dibassy,Defender,21,153.0,26.0,55.0,33.0,1.0,13.0,132.0,36.0,101.0,4.0,11.0,73.0,188.0,3.0,3.0,,34.0,36.0,,,12.0,347.0,14.0,,14.0,46.0,12.0,7.0,467.0,57.0,16.0,20.0,17.0,366.0,459.0,25.0,1128.0,3.0,1.0,37.0,67.0,9.0,139.0,12.0,19.0,13.0,59.0,360.0,4.0,5.0,3.0,3.0,100.0,9.0,60.0,6.0,4.0,683.0,37.0,44.0,8.0,17.0,19.0,,71.0,230.0,12.0,13.0,0.0,2.0,0.0,9.0,2.0,,,,,2.0,,,,,2.0,,3.0,,,3.0,7.0,1.0,2.0,3.0,,7.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Minnesota United FC,f2sspwt1mtyf9y3z4xe1csgh6,H. Dotson,Midfielder,31,172.0,25.0,108.0,7.0,8.0,13.0,183.0,148.0,121.0,32.0,41.0,190.0,232.0,18.0,17.0,2.0,32.0,97.0,1.0,12.0,26.0,531.0,21.0,14.0,21.0,33.0,4.0,16.0,685.0,101.0,15.0,18.0,24.0,564.0,669.0,15.0,1370.0,2.0,2.0,93.0,92.0,20.0,324.0,4.0,33.0,11.0,21.0,549.0,9.0,3.0,17.0,19.0,100.0,18.0,86.0,9.0,20.0,985.0,42.0,20.0,24.0,75.0,73.0,1.0,173.0,244.0,36.0,19.0,0.0,1.0,0.0,3.0,4.0,,,,,,,,1.0,,1.0,,7.0,,,4.0,4.0,,,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Minnesota United FC,817ltkyap93lk4mew1u7p8xk9,R. Edwards,Forward,44,38.0,5.0,11.0,,10.0,2.0,75.0,60.0,30.0,24.0,5.0,74.0,31.0,6.0,13.0,,5.0,42.0,2.0,5.0,8.0,69.0,12.0,12.0,12.0,6.0,3.0,5.0,104.0,29.0,3.0,8.0,6.0,74.0,102.0,7.0,259.0,,2.0,32.0,27.0,3.0,52.0,3.0,5.0,,,72.0,5.0,2.0,1.0,6.0,100.0,3.0,26.0,3.0,3.0,208.0,14.0,1.0,4.0,24.0,36.0,2.0,24.0,24.0,9.0,15.0,0.0,0.0,0.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Minnesota United FC,4tengy9p53kcukevpi8s54wh6,F. Emmings,Goalkeeper,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
