liga,temporada,equipo,id,nombre,posicion,dorsal,Key Passes (Attempt Assists),Substitute Off,Interceptions,Aerial Duels lost,Foul Attempted Tackle,PutThrough/Blocked Distribution,Successful Launches,Unsuccessful Launches,Headed Goals,Forward Passes,Penalty Goals Conceded,Successful Crosses open play,Successful Passes Own Half,Aerial Duels,Ground Duels lost,Successful Crosses & Corners,Total Passes,Unsuccessful Dribbles,Duels lost,Total Touches In Opposition Box,Games Played,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Backward Passes,Unsuccessful Crosses & Corners,Unsuccessful Passes Opposition Half,Ground Duels won,Starts,Goals Conceded Inside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Times Tackled,Time Played,Successful Open Play Passes,Goals,Unsuccessful Short Passes,Successful Short Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Successful Lay-offs,Tackles Lost,Total Clearances,Successful Long Passes,Goals Conceded,Touches,Appearances,Leftside Passes,Unsuccessful Passes Own Half,Total Shots,Recoveries,Hit Woodwork,Rightside Passes,Successful Dribbles,Total Tackles,Duels,Corners Won,Open Play Passes,PutThrough/Blocked Distribution Won,Through balls,Index,Duels won,Aerial Duels won,Yellow Cards,Goals from Inside Box,Successful Passes Opposition Half,Tackles Won,Total Fouls Won,Unsuccessful Crosses open play,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels,Total Fouls Conceded,Clean Sheets,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Blocks,Offsides,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Corners into Box,Goal Assists,GK Successful Distribution,Penalties Conceded,GK Unsuccessful Distribution,Handballs conceded,Straight Red Cards,Right Foot Goals,Penalties Taken,Total Red Cards,Unsuccessful lay-offs,Goals from Outside Box,Penalty Goals,Foul Won Penalty,Other Goals,Left Foot Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Saved,Saves Made,Catches,Saves from Penalty,Saves Made from Outside Box,Saves Made from Inside Box,Punches,Penalties Faced,Saves made - parried,Goalkeeper Smother,Set Pieces Goals,Drops,Saves made - caught,Crosses not Claimed,Own Goal Scored,Last Man Tackle,Second Goal Assists,Successful Fifty Fifty,Fifty Fifty,Penalties Off Target
USA_USL_Championship,2021,Memphis 901 FC,erm5zuf9861sxyqflg3ugmsbt,F. Atuahene,Forward,14,6.0,6.0,13.0,16.0,12.0,15.0,,1.0,,30.0,1.0,4.0,36.0,27.0,53.0,4.0,135.0,17.0,69.0,38.0,18.0,7.0,10.0,2.0,35.0,18.0,53.0,41.0,7.0,5.0,98.0,117.0,30.0,694.0,97.0,,35.0,95.0,10.0,1.0,1.0,8.0,2.0,3.0,6.0,326.0,18.0,15.0,2.0,17.0,41.0,,55.0,12.0,17.0,121.0,10.0,134.0,8.0,2.0,10.0,52.0,11.0,3.0,,66.0,9.0,12.0,18.0,11.0,37.0,94.0,16.0,,0.0,0.0,0.0,,,,,,4.0,1.0,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Memphis 901 FC,dtb9aa7wp7e73bm367myma1n9,J. Berner,Goalkeeper,13,,,1.0,,,,7.0,19.0,,95.0,1.0,,65.0,2.0,1.0,,145.0,1.0,1.0,,6.0,,,55.0,,,44.0,,6.0,6.0,88.0,58.0,1.0,539.0,48.0,,2.0,47.0,,1.0,,,5.0,41.0,7.0,214.0,6.0,25.0,13.0,,61.0,,25.0,,,3.0,,68.0,,,10.0,2.0,2.0,,,23.0,,,,,57.0,1.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,60.0,,21.0,,,,,,,,,,,,,,,27.0,7.0,,10.0,17.0,3.0,1.0,4.0,,,,,,,,,,,
USA_USL_Championship,2021,Memphis 901 FC,aep529g3elyee1lga1bwhgcus,S. Betapudi,Forward,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Memphis 901 FC,6r0yd1mnbbjf5bc92dh3yfo5w,M. Brucker,Forward,49,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,10.0,,,,,,,,,1.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Memphis 901 FC,6gsqjke3thgf819b2672i8xcl,Z. Carroll,Defender,3,5.0,,28.0,19.0,6.0,9.0,15.0,27.0,,373.0,3.0,1.0,356.0,61.0,28.0,1.0,712.0,2.0,47.0,14.0,23.0,1.0,1.0,101.0,32.0,1.0,143.0,27.0,17.0,21.0,516.0,210.0,4.0,1630.0,484.0,,95.0,433.0,3.0,2.0,,2.0,64.0,83.0,23.0,894.0,23.0,189.0,54.0,4.0,77.0,,118.0,4.0,16.0,116.0,1.0,662.0,3.0,,10.0,69.0,42.0,6.0,,161.0,14.0,7.0,1.0,6.0,196.0,55.0,16.0,5.0,0.0,0.0,0.0,,,,,12.0,,8.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Memphis 901 FC,79x1jmxpeo86ef63hfj6i55p0,T. Collins,Defender,17,,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,1.0,1.0,,,2.0,1.0,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,1.0,,,1.0,,1.0,,,10.0,,,,,1.0,,,,2.0,,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Memphis 901 FC,7s2oy8fgb92smaa4ttwehnutx,C. Cropper,Goalkeeper,22,,,1.0,,,1.0,31.0,61.0,,271.0,3.0,,148.0,3.0,,,390.0,,,,15.0,,,174.0,,,153.0,1.0,15.0,19.0,211.0,180.0,,1350.0,112.0,,5.0,123.0,,3.0,,,19.0,88.0,22.0,535.0,15.0,74.0,26.0,,128.0,,45.0,,,4.0,1.0,173.0,1.0,,10.0,4.0,3.0,1.0,,63.0,,2.0,,,179.0,1.0,,4.0,0.0,0.0,0.0,,,,,,,,,,,146.0,,68.0,,,,,,,,,,,,,,1.0,42.0,7.0,1.0,12.0,30.0,10.0,5.0,13.0,2.0,,1.0,,,,,,,,
USA_USL_Championship,2021,Memphis 901 FC,4xos6jdbt4bz35m3rc1rtk2xh,K. Dacres,Midfielder,10,44.0,11.0,13.0,49.0,34.0,55.0,1.0,9.0,,227.0,6.0,18.0,130.0,83.0,148.0,42.0,634.0,31.0,197.0,67.0,30.0,13.0,14.0,22.0,154.0,107.0,244.0,127.0,22.0,30.0,469.0,411.0,69.0,2099.0,458.0,4.0,143.0,452.0,24.0,5.0,5.0,23.0,10.0,17.0,35.0,1246.0,30.0,179.0,28.0,37.0,130.0,1.0,74.0,34.0,52.0,358.0,17.0,612.0,36.0,5.0,10.0,161.0,34.0,3.0,4.0,381.0,29.0,42.0,58.0,8.0,165.0,275.0,57.0,3.0,2.0,2.0,0.0,7.0,53.0,31.0,1.0,5.0,5.0,22.0,1.0,20.0,8.0,,1.0,,,,4.0,1.0,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Memphis 901 FC,4yqbrtn4plw6ukovr928ga0h5,R. Dally,Forward,16,7.0,5.0,5.0,27.0,10.0,16.0,,6.0,,36.0,3.0,4.0,45.0,36.0,48.0,4.0,153.0,12.0,75.0,25.0,24.0,1.0,,7.0,46.0,15.0,45.0,30.0,6.0,12.0,114.0,114.0,23.0,606.0,113.0,,32.0,114.0,4.0,2.0,1.0,4.0,6.0,,14.0,311.0,24.0,32.0,9.0,5.0,32.0,,39.0,11.0,11.0,114.0,3.0,152.0,9.0,,10.0,39.0,9.0,2.0,,73.0,7.0,8.0,15.0,18.0,39.0,78.0,20.0,,0.0,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
USA_USL_Championship,2021,Memphis 901 FC,7kwhnmzzskj1g5uv6d17xco6i,B. Evans,Defender,5,5.0,1.0,13.0,16.0,6.0,12.0,5.0,26.0,,178.0,5.0,,163.0,41.0,16.0,,377.0,,32.0,10.0,22.0,1.0,3.0,54.0,37.0,11.0,85.0,15.0,7.0,18.0,279.0,140.0,2.0,832.0,274.0,,44.0,245.0,2.0,2.0,,6.0,38.0,34.0,20.0,559.0,22.0,38.0,24.0,3.0,46.0,,124.0,,13.0,72.0,3.0,371.0,9.0,,10.0,40.0,25.0,1.0,,116.0,7.0,2.0,11.0,15.0,98.0,31.0,8.0,1.0,0.0,0.0,0.0,,,,,5.0,,40.0,22.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
