liga,temporada,equipo,id,nombre,posicion,dorsal,Open Play Passes,Substitute On,Successful Open Play Passes,Successful Short Passes,Games Played,Successful Passes Opposition Half,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Forward Passes,Appearances,Index,Touches,Home Goals,Away Goals,Winning Goal,Duels lost,Ground Duels,Ground Duels won,Total Shots,Unsuccessful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Launches,Recoveries,Unsuccessful Long Passes,Clean Sheets,Times Tackled,Unsuccessful Passes Own Half,Total Touches In Opposition Box,Aerial Duels won,Blocks,Successful Passes Own Half,Goals Conceded Outside Box,Interceptions,Ground Duels lost,Total Clearances,Foul Attempted Tackle,Leftside Passes,Backward Passes,Rightside Passes,PutThrough/Blocked Distribution,Aerial Duels,Tackles Won,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Duels,Goals Conceded,Successful Dribbles,Total Fouls Conceded,Goals Conceded Inside Box,Starts,Total Tackles,Shots Off Target (inc woodwork),Successful Long Passes,Duels won,Total Losses Of Possession,Total Fouls Won,PutThrough/Blocked Distribution Won,Shots On Target ( inc goals ),Blocked Shots,Yellow Cards,Offsides,Unsuccessful Crosses & Corners,Aerial Duels lost,Goals,Attempts from Set Pieces,Unsuccessful Crosses open play,Substitute Off,Goals from Inside Box,Tackles Lost,Key Passes (Attempt Assists),Left Foot Goals,GK Unsuccessful Distribution,Saves Made from Inside Box,Saves Made,GK Successful Distribution,Through balls,Corners Won,Goal Assists,Assists (Intentional),Successful Lay-offs,Throw Ins to Own Player,Right Foot Goals,Corners Taken (incl short corners),Goals from Outside Box,Unsuccessful Corners into Box,Second Goal Assists,Successful Launches,Successful Crosses & Corners,Successful Crosses open play,Foul Won Penalty,Handballs conceded,Successful Corners into Box,Penalties Taken,Penalty Goals,Throw Ins to Opposition Player,Saves made - parried,Punches,Catches,Goalkeeper Smother,Saves Made from Outside Box,Clearances Off the Line,Hit Woodwork,Penalty Goals Conceded,Drops,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Headed Goals
Concacaf_Leagues_Cup_2019_2022,2021,Sporting Kansas City,936lj4sgmt36ovtu791nd7ys5,A. Pulido,Forward,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Sporting Kansas City,682h3bzmosnq6lovf1ioivluy,J. Pulskamp,Goalkeeper,1,18.0,,13.0,18.0,1.0,,25.0,20.0,90.0,9.0,1.0,10.0,35.0,0.0,0.0,0.0,,1.0,1.0,,1.0,5.0,2.0,8.0,4.0,,,4.0,,,,20.0,1.0,,,,,9.0,,7.0,,,1.0,1.0,,1.0,6.0,,,5.0,1.0,1.0,,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,2.0,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Sporting Kansas City,1c13zuow4k4g4tnvc2hexkiqd,R. Punčec,Defender,4,40.0,,35.0,35.0,1.0,10.0,41.0,36.0,90.0,16.0,1.0,10.0,46.0,0.0,0.0,0.0,1.0,1.0,,,3.0,5.0,,7.0,2.0,,,2.0,,,,26.0,1.0,2.0,1.0,1.0,,17.0,3.0,5.0,,,,4.0,,1.0,6.0,,1.0,5.0,1.0,,,1.0,,7.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Sporting Kansas City,d1xlw5bza316m39f9n82hir1m,K. Rad,Defender,48,37.0,,33.0,32.0,1.0,15.0,40.0,36.0,90.0,12.0,1.0,10.0,43.0,0.0,0.0,0.0,2.0,2.0,,,3.0,4.0,1.0,4.0,1.0,,,1.0,1.0,1.0,,21.0,1.0,,2.0,3.0,2.0,2.0,5.0,21.0,,1.0,,3.0,,3.0,6.0,,2.0,5.0,1.0,,,4.0,1.0,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Concacaf_Leagues_Cup_2019_2022,2021,Sporting Kansas City,10v6m35ojf96t9u03ikzhiaxh,Luís Martins,Defender,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Sporting Kansas City,b7uk3tp9v4j1tdtyjont2yaqx,D. Sallói,Forward,20,13.0,,12.0,12.0,1.0,9.0,13.0,12.0,45.0,1.0,1.0,10.0,24.0,0.0,0.0,0.0,,6.0,6.0,,,1.0,,,1.0,,,,3.0,,,4.0,1.0,,,,,1.0,4.0,7.0,1.0,,,2.0,,6.0,3.0,,,2.0,1.0,1.0,,,6.0,4.0,5.0,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Sporting Kansas City,98l6i78kwuwnt2sbcucssgjfu,G. Smith,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Sporting Kansas City,bdwbbro06256s61ed42kejvmd,Ilie Sánchez,Midfielder,6,59.0,,53.0,51.0,1.0,24.0,62.0,56.0,90.0,27.0,1.0,10.0,70.0,0.0,0.0,0.0,1.0,2.0,1.0,,5.0,6.0,,5.0,1.0,,,,,2.0,,32.0,1.0,3.0,1.0,1.0,1.0,22.0,5.0,8.0,3.0,2.0,1.0,6.0,,4.0,6.0,,1.0,5.0,1.0,1.0,,5.0,3.0,6.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Sporting Kansas City,6ved9qz0sjx0iex5ij5c7nx1,R. Walter,Midfielder,54,18.0,,16.0,13.0,1.0,10.0,18.0,16.0,45.0,2.0,1.0,10.0,22.0,0.0,0.0,0.0,3.0,2.0,,,2.0,2.0,,2.0,,,1.0,,,1.0,,8.0,1.0,1.0,2.0,,,5.0,4.0,7.0,,2.0,,2.0,,4.0,3.0,,,2.0,1.0,,,3.0,1.0,3.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Sporting Kansas City,omuez9f9c7bxq7nz23kw5zv9,G. Zusi,Defender,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
