liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Interceptions,Unsuccessful Crosses open play,Throw Ins to Own Player,Corners Won,Successful Crosses & Corners,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Key Passes (Attempt Assists),Blocked Shots,Throw Ins to Opposition Player,Total Touches In Opposition Box,Duels won,Successful Long Passes,Successful Crosses open play,Aerial Duels won,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Aerial Duels,Ground Duels won,Goals,Right Foot Goals,PutThrough/Blocked Distribution Won,Total Tackles,Successful Corners into Box,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Total Fouls Won,Unsuccessful Corners into Box,Tackles Won,Tackles Lost,Attempts from Set Pieces,Aerial Duels lost,Unsuccessful Launches,Yellow Cards,Foul Attempted Tackle,GK Successful Distribution,Catches,GK Unsuccessful Distribution,Substitute On,Offsides,Successful Launches,Blocks,Goals from Inside Box,Through balls,Successful Lay-offs,Saves Made,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Goals Conceded Outside Box,Clean Sheets,Total Red Cards,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Left Foot Goals,Second Goal Assists,Handballs conceded,Penalties Taken,Penalty Goals,Foul Won Penalty,Headed Goals,Hit Woodwork,Times Tackled,Winning Goal,Home Goals,Away Goals,Set Pieces Goals,Goal Kicks,Saves made - caught,Punches,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Clearances Off the Line,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Last Man Tackle,Other Goals,Crosses not Claimed
USA_US_Open_Cup,2019,Indy Eleven,ane7mklbxwoa3fpsxc3qdf9w5,P. Barrett,Defender,29,180.0,119.0,12.0,31.0,38.0,61.0,12.0,123.0,,1.0,85.0,,31.0,6.0,29.0,11.0,2.0,4.0,159.0,2.0,17.0,50.0,10.0,26.0,5.0,1.0,2.0,7.0,55.0,88.0,92.0,12.0,2.0,2.0,6.0,2.0,,19.0,1.0,3.0,1.0,,,1.0,6.0,14.0,7.0,,4.0,2.0,2.0,9.0,10.0,,,2.0,4.0,,2.0,,,,4.0,,3.0,1.0,,5.0,5.0,,1.0,,,,,1.0,,2.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_US_Open_Cup,2019,Indy Eleven,79qyiuj0oektgfulyyhid61ka,A. Diakhate,Forward,18,28.0,2.0,3.0,1.0,2.0,2.0,,3.0,1.0,1.0,3.0,,,,,1.0,1.0,,5.0,1.0,,,10.0,1.0,,,1.0,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Indy Eleven,8ip1nbv9fmpcb7zbuvkkx39p1,T. Enevoldsen,Forward,10,164.0,42.0,11.0,23.0,12.0,10.0,8.0,42.0,1.0,,33.0,,9.0,4.0,9.0,7.0,2.0,1.0,56.0,2.0,3.0,11.0,10.0,6.0,,1.0,2.0,2.0,16.0,33.0,33.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,,5.0,3.0,2.0,,7.0,2.0,,,1.0,,1.0,3.0,1.0,1.0,,,,,1.0,,,3.0,1.0,,,,1.0,2.0,1.0,1.0,,,,,,1.0,,,1.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Indy Eleven,blb3vzbk5bvi986xxswlc3s2x,J. Farr,Goalkeeper,0,152.0,59.0,,9.0,35.0,45.0,1.0,88.0,,,31.0,,34.0,13.0,26.0,26.0,1.0,8.0,107.0,2.0,1.0,58.0,10.0,2.0,2.0,1.0,2.0,1.0,17.0,40.0,54.0,1.0,,,,,,33.0,,,,1.0,,,,1.0,23.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,14.0,,,22.0,1.0,9.0,1.0,,3.0,,,,,5.0,2.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Indy Eleven,dl7ha327gcy54bxffnx8vpxhx,Ayoze García,Defender,7,4.0,2.0,1.0,1.0,,1.0,,2.0,,,1.0,,,1.0,,,,,5.0,1.0,1.0,,10.0,1.0,1.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Indy Eleven,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,Midfielder,4,180.0,106.0,18.0,33.0,31.0,55.0,18.0,109.0,,1.0,80.0,,21.0,30.0,17.0,8.0,2.0,4.0,133.0,2.0,10.0,27.0,10.0,21.0,1.0,1.0,2.0,7.0,34.0,85.0,88.0,13.0,5.0,,,1.0,,3.0,1.0,1.0,1.0,2.0,,,2.0,8.0,8.0,,5.0,1.0,,11.0,3.0,,,,1.0,,2.0,,,,1.0,,1.0,,,6.0,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Indy Eleven,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,Defender,15,180.0,138.0,16.0,33.0,40.0,78.0,8.0,140.0,,,103.0,,29.0,59.0,23.0,28.0,2.0,8.0,191.0,2.0,11.0,53.0,10.0,18.0,3.0,1.0,2.0,3.0,12.0,109.0,111.0,6.0,2.0,2.0,12.0,,,21.0,,4.0,1.0,1.0,,1.0,1.0,12.0,8.0,,4.0,1.0,2.0,7.0,8.0,,,5.0,2.0,,7.0,,,1.0,3.0,,,2.0,,3.0,6.0,,,,,,,,1.0,4.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_US_Open_Cup,2019,Indy Eleven,2ahydamecjom9wgc8o59g3v85,D. Kelly,Forward,17,34.0,5.0,4.0,1.0,7.0,3.0,2.0,6.0,,1.0,4.0,,2.0,,2.0,4.0,,,14.0,2.0,8.0,,10.0,13.0,,1.0,2.0,5.0,2.0,3.0,4.0,10.0,,,,,,,,1.0,,,,,,3.0,,,,1.0,,5.0,3.0,,,,1.0,,,,,,1.0,,1.0,,,5.0,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Indy Eleven,byen3nil262jq5s77zchv2j8p,M. King,Defender,3,180.0,47.0,8.0,14.0,21.0,18.0,8.0,47.0,,3.0,29.0,,16.0,2.0,13.0,7.0,2.0,5.0,78.0,2.0,9.0,18.0,10.0,16.0,4.0,1.0,2.0,6.0,19.0,31.0,31.0,10.0,1.0,2.0,12.0,,1.0,8.0,,,,,,1.0,,6.0,2.0,1.0,3.0,,2.0,7.0,3.0,,,1.0,2.0,,3.0,,,,1.0,,2.0,,,4.0,6.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Indy Eleven,dvfx5383ws30x2tit8h72o05x,E. Newton,Goalkeeper,1,21.0,5.0,,,,5.0,,5.0,,1.0,3.0,,,3.0,,3.0,1.0,,7.0,1.0,1.0,1.0,10.0,2.0,1.0,,1.0,1.0,1.0,5.0,5.0,1.0,,,,,,,,,,,,,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,
