liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Hit Woodwork,Index,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Dribbles,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Successful Crosses & Corners,Successful Crosses open play,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Goal Assists,Goals from Outside Box,Handballs conceded,Second Goal Assists,Throw Ins to Opposition Player,Successful Corners into Box,Unsuccessful Corners into Box,Own Goal Scored,Foul Won Penalty,Goals Openplay,Left Foot Goals,Penalties Conceded,Total Big Chances Scored,Unsuccessful lay-offs,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Red Cards - 2nd Yellow,Total Red Cards,Headed Goals,Penalties Off Target,Penalties Taken,Penalty Goals,Crosses not Claimed,Straight Red Cards,Set Pieces Goals,Other Goals
Canada_Canadian_Premier_League,2025,Forge FC,8ad2vcq9xcul0kkfms8qo0wk5,A. Achinioti-Jönsson,Midfielder,13,57.0,27.0,30.0,30.0,126.0,4.0,16.0,385.0,10.0,,2.0,205.0,78.0,127.0,74.0,493.0,5.0,,30.0,,1.0,25.0,20.0,5.0,1.0,148.0,51.0,97.0,1.0,10.0,34.0,4.0,,333.0,,1520.0,,2.0,258.0,28.0,17.0,96.0,,609.0,7.0,3.0,29.0,2.0,1.0,3.0,8.0,11.0,100.0,1364.0,548.0,858.0,1304.0,23.0,27.0,,1.0,2607.0,14.0,,,,68.0,19.0,45.0,191.0,1561.0,10.0,1404.0,50.0,31.0,157.0,1881.0,7.0,26.0,66.0,113.0,46.0,91.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Canada_Canadian_Premier_League,2025,Forge FC,mno6n0h2ckafrv84gqcl31t5,N. Ampomah,Forward,11,10.0,8.0,2.0,21.0,108.0,8.0,,228.0,1.0,,16.0,238.0,134.0,104.0,84.0,140.0,25.0,,21.0,,6.0,14.0,12.0,2.0,6.0,228.0,126.0,102.0,1.0,10.0,4.0,22.0,,221.0,20.0,508.0,6.0,,110.0,38.0,11.0,76.0,3.0,39.0,21.0,14.0,17.0,14.0,4.0,44.0,,8.0,22.0,379.0,301.0,90.0,357.0,10.0,25.0,5.0,10.0,1416.0,74.0,13.0,5.0,,5.0,40.0,23.0,308.0,508.0,35.0,379.0,35.0,100.0,129.0,899.0,45.0,,11.0,156.0,18.0,118.0,11.0,4.0,2.0,0.0,12.0,12.0,45.0,45.0,3.0,,,3.0,,1.0,,,,,,3.0,5.0,2.0,,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
Canada_Canadian_Premier_League,2025,Forge FC,cfffc2qdknupbftpqye1cbf1l,Mo Babouli,Forward,18,12.0,9.0,3.0,26.0,148.0,8.0,1.0,219.0,4.0,,12.0,173.0,105.0,68.0,63.0,148.0,10.0,,26.0,,4.0,15.0,12.0,3.0,4.0,161.0,96.0,65.0,2.0,10.0,3.0,20.0,,133.0,10.0,561.0,6.0,2.0,94.0,22.0,8.0,83.0,2.0,149.0,14.0,9.0,19.0,10.0,7.0,20.0,,22.0,40.0,455.0,309.0,170.0,432.0,12.0,13.0,4.0,9.0,1699.0,55.0,9.0,3.0,,5.0,19.0,20.0,242.0,578.0,23.0,472.0,25.0,56.0,106.0,869.0,18.0,12.0,25.0,118.0,22.0,81.0,1.0,3.0,1.0,3.0,7.0,4.0,34.0,24.0,2.0,3.0,17.0,2.0,,,1.0,1.0,3.0,6.0,,,4.0,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,
Canada_Canadian_Premier_League,2025,Forge FC,2zedqkn15thv6wx5xmgv48gd1,K. Bekker,Midfielder,10,10.0,6.0,4.0,28.0,306.0,8.0,6.0,258.0,6.0,,12.0,109.0,61.0,48.0,127.0,339.0,10.0,,28.0,,3.0,21.0,16.0,5.0,2.0,99.0,55.0,44.0,4.0,10.0,13.0,51.0,,292.0,1.0,1210.0,1.0,1.0,123.0,28.0,12.0,113.0,2.0,328.0,9.0,7.0,26.0,15.0,2.0,6.0,4.0,31.0,81.0,1049.0,642.0,491.0,1019.0,10.0,14.0,4.0,6.0,2170.0,25.0,10.0,1.0,,21.0,14.0,14.0,310.0,1265.0,16.0,1100.0,24.0,46.0,165.0,1606.0,11.0,15.0,51.0,197.0,45.0,114.0,1.0,1.0,2.0,2.0,33.0,12.0,77.0,29.0,1.0,,69.0,2.0,1.0,,,1.0,16.0,37.0,,,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Forge FC,3w4755k36xb5u0rdvweqcu6wa,D. Bontis,Goalkeeper,36,,,,1.0,,,,,,,,,,,,6.0,,19.0,1.0,10.0,,,,,,,,,,10.0,,,,1.0,,8.0,,,,,,11.0,,11.0,,,1.0,1.0,,,,,1.0,6.0,1.0,14.0,14.0,,,,,89.0,,,,,,,,3.0,18.0,,15.0,,,3.0,32.0,,2.0,3.0,2.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,3.0,3.0,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Forge FC,6d56vy4w9i65ye4c5t5txgkix,T. Borges,Forward,19,17.0,11.0,6.0,23.0,145.0,6.0,1.0,130.0,,,13.0,152.0,82.0,70.0,158.0,102.0,17.0,,23.0,,4.0,12.0,9.0,3.0,3.0,135.0,71.0,64.0,,10.0,9.0,23.0,,138.0,8.0,429.0,1.0,2.0,55.0,27.0,10.0,57.0,1.0,57.0,12.0,11.0,16.0,16.0,7.0,20.0,1.0,13.0,30.0,340.0,276.0,95.0,322.0,4.0,18.0,4.0,3.0,1235.0,35.0,11.0,2.0,,3.0,20.0,23.0,199.0,442.0,23.0,352.0,22.0,65.0,90.0,709.0,16.0,4.0,11.0,117.0,15.0,79.0,2.0,2.0,2.0,1.0,19.0,6.0,42.0,19.0,3.0,4.0,37.0,3.0,1.0,,,,10.0,17.0,,,4.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Forge FC,7v7zo2bljd2zhlv0z1umstf6c,Z. Bruno,Midfielder,32,3.0,2.0,1.0,4.0,12.0,,,18.0,,,,22.0,12.0,10.0,5.0,29.0,3.0,,4.0,,,1.0,1.0,,,19.0,10.0,9.0,,10.0,1.0,1.0,,19.0,,66.0,,1.0,12.0,4.0,3.0,4.0,,8.0,,1.0,1.0,,3.0,2.0,1.0,,3.0,55.0,33.0,24.0,54.0,1.0,4.0,,11.0,137.0,2.0,,,,2.0,5.0,2.0,17.0,68.0,1.0,57.0,5.0,2.0,11.0,104.0,1.0,3.0,3.0,9.0,2.0,8.0,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
Canada_Canadian_Premier_League,2025,Forge FC,6r8emgp7oeom6yyibdb4g77c9,D. Choinière,Forward,7,7.0,6.0,1.0,24.0,176.0,3.0,2.0,213.0,2.0,2.0,10.0,138.0,95.0,43.0,173.0,102.0,11.0,,24.0,,3.0,12.0,9.0,3.0,3.0,131.0,89.0,42.0,1.0,10.0,3.0,13.0,,141.0,4.0,499.0,4.0,2.0,99.0,24.0,12.0,60.0,1.0,84.0,8.0,13.0,13.0,10.0,11.0,13.0,,10.0,28.0,427.0,302.0,136.0,403.0,2.0,11.0,1.0,5.0,1228.0,52.0,3.0,5.0,,3.0,18.0,16.0,182.0,503.0,21.0,431.0,13.0,54.0,72.0,747.0,28.0,3.0,9.0,84.0,11.0,63.0,1.0,3.0,0.0,0.0,7.0,7.0,23.0,22.0,3.0,,3.0,4.0,,1.0,,,,1.0,,,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Forge FC,c8gbyfp650fgai5782915ywa1,E. Cissé,Midfielder,8,4.0,1.0,3.0,11.0,44.0,,,59.0,1.0,,6.0,31.0,9.0,22.0,52.0,82.0,1.0,,11.0,,1.0,3.0,2.0,1.0,1.0,27.0,8.0,19.0,,10.0,7.0,2.0,,109.0,,245.0,1.0,,29.0,8.0,3.0,21.0,,22.0,,2.0,2.0,,9.0,3.0,1.0,,10.0,224.0,110.0,125.0,224.0,5.0,5.0,,24.0,333.0,3.0,,1.0,,8.0,3.0,6.0,41.0,257.0,2.0,234.0,10.0,6.0,23.0,347.0,2.0,1.0,4.0,16.0,11.0,19.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
Canada_Canadian_Premier_League,2025,Forge FC,631zrdzlwdl3vr58yrqlbjpck,M. Filion,Forward,12,16.0,10.0,6.0,15.0,17.0,1.0,2.0,9.0,,,,36.0,24.0,12.0,,3.0,2.0,,15.0,,3.0,3.0,2.0,1.0,3.0,20.0,14.0,6.0,,10.0,,2.0,,8.0,4.0,36.0,,,5.0,,,7.0,1.0,12.0,3.0,4.0,1.0,1.0,14.0,2.0,,2.0,,24.0,16.0,12.0,28.0,1.0,2.0,,,220.0,7.0,,1.0,,,6.0,2.0,27.0,40.0,7.0,28.0,3.0,15.0,12.0,82.0,1.0,,,7.0,5.0,12.0,,1.0,2.0,3.0,,,,,,,,,,,,1.0,,,,,3.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
