liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Outside Box,Goals Openplay,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Through balls,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute On,Aerial Duels lost,Foul Won Penalty,Goals Conceded Inside Box,Goals from Inside Box,Hit Woodwork,Left Foot Goals,Other Goals,Tackles Won,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Passes Own Half,Blocks,GK Successful Distribution,Goal Kicks,Handballs conceded,Interceptions,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Successful Launches,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Red Cards,Unsuccessful Launches,Unsuccessful Long Passes,Assists (Intentional),Clean Sheets,Total Big Chances Saved,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Attempts from Set Pieces,Corners Taken (incl short corners),Successful Corners into Box,Unsuccessful Corners into Box,Second Goal Assists,Catches,Goalkeeper Smother,Penalties Faced,Headed Goals,Penalties Taken,Clearances Off the Line,Last Player Tackle,Own Goal Scored,Unsuccessful lay-offs,Direct Setpiece Goals,Penalty Goals,Set Pieces Goals,Punches,Straight Red Cards,Drops,Penalties Saved,Saves from Penalty,Penalties Off Target,Saves made - caught,Direct Corner Goals,Crosses not Claimed
USA_MLS_Next_Pro,2026,Chattanooga FC,3ya4g8ymk5we3ho89tse85atw,F. Amoateng,Midfielder,21,,,1.0,1.0,,,,3.0,3.0,,1.0,,,1.0,,,,,,,3.0,3.0,,,2.0,,3.0,,,,,1.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,,,15.0,2.0,,1.0,,4.0,3.0,,3.0,,,,7.0,,,1.0,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Chattanooga FC,3xwwblrwal3q83scc8c7wecfe,K. Ancelin,Forward,26,31.0,19.0,8.0,17.0,,16.0,2.0,60.0,36.0,24.0,58.0,22.0,7.0,8.0,,1.0,5.0,1.0,,,29.0,24.0,5.0,3.0,20.0,2.0,75.0,,6.0,3.0,1.0,8.0,1.0,18.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,4.0,,44.0,33.0,14.0,46.0,1.0,,268.0,8.0,3.0,14.0,3.0,53.0,77.0,4.0,46.0,2.0,14.0,31.0,127.0,2.0,2.0,2.0,31.0,30.0,,1.0,0.0,1.0,7.0,12.0,1.0,4.0,1.0,,,,1.0,1.0,,1.0,2.0,,,,,3.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Chattanooga FC,atlxhd0vy00ide6tap7l405xw,A. Arrúa,Forward,29,,,2.0,5.0,,7.0,,3.0,,3.0,5.0,4.0,,2.0,,,1.0,1.0,,,3.0,,3.0,,8.0,,19.0,,,,,2.0,,4.0,,1.0,,,,,,2.0,,,15.0,9.0,8.0,17.0,,,51.0,,,,1.0,5.0,21.0,1.0,17.0,,2.0,4.0,27.0,,,,2.0,4.0,,,,0.0,2.0,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Chattanooga FC,es77zuezg8qvczh819uj6c844,D. Barker John,Midfielder,9,11.0,2.0,9.0,48.0,7.0,108.0,12.0,92.0,50.0,42.0,152.0,40.0,2.0,9.0,,4.0,9.0,1.0,3.0,1.0,81.0,41.0,40.0,4.0,50.0,1.0,153.0,4.0,60.0,15.0,6.0,18.0,1.0,27.0,4.0,5.0,11.0,8.0,5.0,1.0,1.0,20.0,3.0,9.0,117.0,77.0,53.0,120.0,2.0,,632.0,32.0,4.0,2.0,12.0,110.0,165.0,16.0,129.0,8.0,50.0,36.0,350.0,11.0,9.0,26.0,40.0,33.0,,3.0,1.0,2.0,1.0,9.0,2.0,8.0,3.0,1.0,3.0,,6.0,1.0,3.0,2.0,7.0,1.0,,,,2.0,,1.0,,,,3.0,,,3.0,,,,,,,,,1.0,3.0,,2.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,
USA_MLS_Next_Pro,2026,Chattanooga FC,ezq3vqtlf2keocudx8ndelct0,M. Barrueta,Goalkeeper,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Chattanooga FC,8l4bqb8gtyzqpx3pti200phqs,Y. Cohen,Forward,90,,,2.0,9.0,1.0,12.0,,8.0,2.0,6.0,21.0,5.0,,2.0,,,,,,,8.0,2.0,6.0,2.0,9.0,,30.0,,4.0,,,2.0,,8.0,2.0,,,1.0,1.0,,,1.0,,1.0,24.0,19.0,6.0,24.0,1.0,,88.0,2.0,1.0,,2.0,12.0,31.0,,25.0,3.0,4.0,6.0,45.0,,,,4.0,6.0,,,,0.0,1.0,,,,,,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Chattanooga FC,b0gj9mxlb2dtpn2ijr305yolw,J. Flores,Defender,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Chattanooga FC,53ufl7f1lbwnr7klx9ofxufbo,A. García,Midfielder,7,11.0,4.0,10.0,30.0,3.0,56.0,10.0,76.0,46.0,30.0,96.0,21.0,3.0,10.0,,,11.0,3.0,,,65.0,39.0,26.0,6.0,11.0,3.0,79.0,2.0,32.0,11.0,6.0,14.0,,23.0,6.0,4.0,,6.0,4.0,,,5.0,3.0,7.0,52.0,32.0,26.0,51.0,2.0,,448.0,28.0,2.0,8.0,12.0,79.0,85.0,4.0,58.0,9.0,24.0,27.0,195.0,6.0,6.0,16.0,29.0,24.0,,,,0.0,4.0,7.0,,8.0,,,,,7.0,2.0,,,4.0,2.0,,,1.0,3.0,,,,,1.0,,,2.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Chattanooga FC,ax2y5fvc4dzwn4qkxrfutapsk,A. Gordon,Forward,19,2.0,,8.0,22.0,2.0,35.0,6.0,19.0,13.0,6.0,67.0,11.0,,8.0,2.0,,6.0,3.0,,,17.0,11.0,6.0,2.0,14.0,,65.0,,18.0,6.0,2.0,8.0,,18.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,,3.0,43.0,27.0,18.0,40.0,1.0,,275.0,2.0,1.0,3.0,1.0,47.0,65.0,7.0,43.0,2.0,13.0,22.0,118.0,17.0,15.0,,37.0,20.0,,,,0.0,7.0,2.0,,3.0,,,,,1.0,2.0,1.0,,2.0,,,,,3.0,,,,1.0,,1.0,,1.0,2.0,2.0,,,,,,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Chattanooga FC,8u9op6ac2d1la3hcryt1eun3e,M. Hanchard,Defender,4,9.0,7.0,7.0,16.0,,56.0,,23.0,12.0,11.0,4.0,72.0,1.0,7.0,,,9.0,3.0,,,14.0,10.0,4.0,1.0,74.0,,212.0,,34.0,3.0,1.0,16.0,,54.0,1.0,1.0,,6.0,5.0,,,1.0,,13.0,174.0,34.0,143.0,164.0,1.0,,437.0,3.0,13.0,7.0,1.0,44.0,216.0,1.0,177.0,2.0,2.0,39.0,249.0,,,,25.0,14.0,,,,0.0,1.0,2.0,,6.0,,,,,1.0,,,,14.0,1.0,1.0,1.0,,2.0,,,,2.0,,1.0,,12.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
