liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,GK Successful Distribution,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Headed Goals,GK Unsuccessful Distribution,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Dribbles,Blocked Shots,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Offsides,Corners Won,Yellow Cards,Substitute Off,Throw Ins to Opposition Player,Unsuccessful Dribbles,Assists (Intentional),Goal Assists,Right Foot Goals,Handballs conceded,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Hit Woodwork,Unsuccessful lay-offs,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Through balls,Goals Conceded Outside Box,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Faced,Saves made - caught,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,bpcj0ku1qf2e6969fzpafhwb9,O. Arellano,Forward,9,1.0,106.0,,2.0,1.0,,,23.0,4.0,14.0,,,,1.0,1.0,12.0,7.0,3.0,,3.0,23.0,2.0,20.0,2.0,1.0,3.0,9.0,1.0,3.0,4.0,2.0,1.0,1.0,50.0,2.0,,,14.0,,7.0,2.0,46.0,7.0,,,,3.0,1.0,16.0,4.0,2.0,,1.0,2.0,,,8.0,3.0,,20.0,20.0,2.0,,3.0,9.0,,1.0,6.0,,,,1.0,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,b6o0ffhw2hu48cb8dk0bm489h,J. Arrieta,Forward,19,,32.0,,,,,2.0,6.0,1.0,5.0,,,,1.0,,4.0,1.0,,,2.0,8.0,2.0,6.0,2.0,4.0,2.0,3.0,,2.0,2.0,,,,17.0,2.0,2.0,,5.0,,,5.0,100.0,2.0,3.0,,,2.0,,5.0,,2.0,,,2.0,1.0,,3.0,4.0,2.0,4.0,6.0,,,,3.0,,,2.0,,1.0,2.0,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,5bstk01n6ztaxsklnka1sl3h1,R. Azofeifa,Midfielder,12,2.0,180.0,,,2.0,1.0,,90.0,11.0,47.0,1.0,11.0,2.0,,,30.0,34.0,5.0,,11.0,100.0,3.0,72.0,5.0,,22.0,19.0,2.0,22.0,11.0,2.0,2.0,3.0,128.0,2.0,2.0,1.0,15.0,,39.0,,31.0,8.0,,1.0,6.0,2.0,1.0,16.0,1.0,5.0,,3.0,2.0,,,8.0,31.0,,72.0,78.0,1.0,,2.0,8.0,3.0,3.0,7.0,,2.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,62q2795zcocwjl1ugo6wayqj9,K. Brown,Defender,99,1.0,180.0,,1.0,,2.0,,52.0,6.0,13.0,2.0,4.0,,1.0,4.0,10.0,35.0,5.0,,3.0,55.0,6.0,42.0,5.0,1.0,7.0,10.0,,7.0,13.0,2.0,1.0,1.0,79.0,2.0,2.0,2.0,14.0,,23.0,2.0,19.0,10.0,,,6.0,,4.0,22.0,6.0,5.0,,1.0,2.0,,,8.0,16.0,,45.0,48.0,8.0,,2.0,12.0,3.0,3.0,6.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,8qsp4sjkr8vybteqgyrst25ed,D. Cambronero,Goalkeeper,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,52cki9zte648usjhlutb0x239,Allan Cruz,Midfielder,8,,180.0,,2.0,1.0,,,59.0,9.0,30.0,,1.0,1.0,1.0,1.0,15.0,21.0,5.0,,10.0,62.0,3.0,49.0,5.0,1.0,11.0,21.0,4.0,10.0,8.0,2.0,4.0,1.0,90.0,2.0,2.0,,20.0,,15.0,4.0,53.0,12.0,,,2.0,5.0,,21.0,4.0,5.0,,,2.0,,,8.0,17.0,,48.0,51.0,1.0,,5.0,9.0,,3.0,12.0,2.0,1.0,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,dq8i345pvf0c6o9v5hot9jj6d,J. Díaz,Defender,15,2.0,74.0,,2.0,1.0,,,28.0,8.0,14.0,,,,,4.0,8.0,8.0,1.0,,6.0,28.0,1.0,22.0,4.0,,6.0,9.0,1.0,8.0,6.0,1.0,1.0,,40.0,2.0,1.0,,9.0,,8.0,,7.0,6.0,,,,3.0,,13.0,,4.0,,2.0,2.0,,,3.0,3.0,,22.0,22.0,4.0,,1.0,7.0,,1.0,6.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,3m6byyqx4abd37yto3er98v6d,E. Granados,Midfielder,5,1.0,90.0,,,,,,26.0,4.0,12.0,,,,,,9.0,8.0,,,6.0,26.0,,20.0,3.0,,6.0,5.0,,6.0,1.0,1.0,,1.0,32.0,1.0,,,4.0,,6.0,1.0,22.0,5.0,,,,3.0,2.0,6.0,,3.0,,1.0,1.0,,,1.0,11.0,,20.0,20.0,2.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,a17gcip1in9wfn0quv7bp9qs5,L. Landín,Forward,27,1.0,77.0,,,4.0,,,15.0,7.0,8.0,,,1.0,1.0,5.0,10.0,4.0,1.0,,4.0,16.0,2.0,12.0,2.0,1.0,4.0,2.0,1.0,5.0,4.0,1.0,1.0,,28.0,1.0,1.0,,9.0,,3.0,3.0,23.0,3.0,,,,1.0,1.0,15.0,1.0,2.0,,1.0,1.0,,,7.0,4.0,,11.0,12.0,6.0,,,12.0,1.0,1.0,2.0,,,,,,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,7ubvi6dlz5962z4y2293rrzrp,A. Marín,Forward,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,8k3z7zd8xy0rhyvxzhmygiuvp,L. Moreira,Goalkeeper,1,,180.0,16.0,,,6.0,,22.0,,8.0,6.0,12.0,,,,14.0,18.0,,,1.0,39.0,,13.0,5.0,,13.0,5.0,,9.0,11.0,2.0,,4.0,58.0,2.0,,,,,30.0,,46.0,1.0,,,13.0,,1.0,1.0,2.0,5.0,,,2.0,,5.0,,4.0,,16.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,,,1.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,a92pcg1oc5adsjl5vn368nzrp,J. Ordain,Defender,4,5.0,161.0,,5.0,,1.0,,41.0,3.0,23.0,2.0,2.0,1.0,,2.0,19.0,11.0,3.0,,7.0,43.0,2.0,31.0,3.0,,9.0,2.0,,12.0,6.0,2.0,2.0,2.0,88.0,2.0,2.0,2.0,19.0,,20.0,,35.0,13.0,,,3.0,4.0,3.0,24.0,8.0,3.0,,5.0,2.0,,,9.0,18.0,,32.0,34.0,5.0,,3.0,11.0,,3.0,10.0,3.0,1.0,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,b6sufokgj0y598jgmfgosh2vp,E. Ramírez,Forward,29,1.0,63.0,,1.0,,,,17.0,5.0,7.0,1.0,2.0,,,1.0,7.0,5.0,,,3.0,17.0,,11.0,1.0,1.0,5.0,4.0,,5.0,3.0,1.0,2.0,1.0,25.0,1.0,,,2.0,,5.0,,42.0,2.0,1.0,,1.0,,1.0,4.0,1.0,1.0,,1.0,1.0,,,1.0,3.0,,12.0,12.0,2.0,,,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,bw5nmhfsk534ocb9yzo0yh80l,Y. Ruiz,Forward,7,,151.0,,,10.0,,1.0,54.0,22.0,30.0,,1.0,1.0,,3.0,20.0,17.0,2.0,,10.0,58.0,4.0,44.0,4.0,1.0,11.0,15.0,,9.0,4.0,1.0,2.0,2.0,81.0,2.0,3.0,,17.0,,7.0,4.0,72.0,8.0,1.0,,3.0,4.0,1.0,21.0,1.0,4.0,,,2.0,,,10.0,14.0,1.0,45.0,47.0,4.0,,1.0,13.0,1.0,1.0,7.0,1.0,2.0,1.0,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,4crjoytjjci86rkcinolf3vf9,P. Salazar,Defender,21,,180.0,,3.0,2.0,2.0,,52.0,5.0,20.0,1.0,3.0,,1.0,3.0,9.0,29.0,4.0,,5.0,57.0,4.0,42.0,5.0,2.0,8.0,6.0,1.0,4.0,6.0,2.0,,4.0,79.0,2.0,2.0,,9.0,,24.0,2.0,23.0,6.0,1.0,,7.0,,2.0,14.0,9.0,5.0,,,2.0,,,5.0,22.0,,45.0,49.0,5.0,,2.0,8.0,2.0,2.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,33ddekot7rvy9mbwifna8h8et,J. Sánchez,Midfielder,11,,56.0,,,,,,12.0,4.0,11.0,,,,,,3.0,2.0,,,,13.0,,11.0,2.0,,,5.0,1.0,1.0,,,,,18.0,2.0,,,3.0,,2.0,,17.0,2.0,,,2.0,,,3.0,,2.0,,1.0,2.0,,,1.0,2.0,,12.0,13.0,,,,1.0,,,2.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CS Herediano,19xb6exkrygyj1l9al7sfyvv9,H. Saravia,Defender,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
