liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Ground Duels lost,Shots Off Target (inc woodwork),Successful Dribbles,Total Fouls Conceded,Leftside Passes,Penalty Goals Conceded,Ground Duels won,Throw Ins to Opposition Player,Recoveries,Throw Ins to Own Player,Goals Conceded Outside Box,Total Passes,Clearances Off the Line,Touches,Aerial Duels lost,Shots On Target ( inc goals ),Unsuccessful Passes Own Half,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Duels,Total Touches In Opposition Box,Corners Won,Ground Duels,Unsuccessful Crosses open play,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Index,Duels won,Hit Woodwork,Yellow Cards,Successful Open Play Passes,Successful Passes Own Half,Successful Lay-offs,Successful Short Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Duels lost,Successful Crosses & Corners,Successful Crosses open play,Total Shots,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Tackles,Unsuccessful Short Passes,Backward Passes,Forward Passes,Aerial Duels won,Appearances,Clean Sheets,Successful Passes Opposition Half,Unsuccessful Dribbles,Games Played,Total Clearances,Tackles Won,Tackles Lost,Aerial Duels,Open Play Passes,Key Passes (Attempt Assists),Unsuccessful Launches,Times Tackled,Successful Long Passes,Total Fouls Won,Rightside Passes,Successful Launches,PutThrough/Blocked Distribution,Interceptions,Blocks,Starts,Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Winning Goal,Corners Taken (incl short corners),Through balls,Substitute Off,Substitute On,Unsuccessful Corners into Box,Goals from Inside Box,Handballs conceded,Goals,Right Foot Goals,Blocked Shots,Overruns,Unsuccessful lay-offs,Home Goals,Away Goals,Successful Corners into Box,Last Player Tackle,Left Foot Goals,Offsides,Goals from Outside Box,Headed Goals,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Penalties Conceded,Attempts from Set Pieces,Red Cards - 2nd Yellow,Goal Kicks,GK Successful Distribution,Foul Won Penalty,Second Goal Assists,Saves Made from Outside Box,Saves Made,Penalties Faced,GK Unsuccessful Distribution,Punches,Catches,Goalkeeper Smother,Saves Made from Inside Box,Drops,Saves made - parried,Set Pieces Goals,Penalties Taken,Penalty Goals,Own Goal Scored,Saves made - caught,Saves from Penalty,Penalties Saved,Crosses not Claimed,Other Goals,Penalties Off Target
Mexico_Liga_MX,2023-2024,Club Santos Laguna,cs0ukx1l3r8kdyn8iu26qupyh,C. Acevedo,Goalkeeper,1,70.0,,,,,22.0,1.0,,,46.0,,2.0,167.0,,233.0,1.0,,10.0,97.0,720.0,4.0,,,,,14.0,,10.0,3.0,,1.0,42.0,62.0,,53.0,69.0,,1.0,,,,16.0,70.0,,1.0,,125.0,3.0,8.0,1.0,35.0,,8.0,10.0,,,4.0,59.0,1.0,14.0,,44.0,,20.0,6.0,,,,8.0,,60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,68.0,,,15.0,27.0,1.0,31.0,4.0,3.0,1.0,11.0,2.0,10.0,,,,,1.0,,,,,
Mexico_Liga_MX,2023-2024,Club Santos Laguna,9h4vvepqxghptj4mak1v8nsnp,P. Aquino,Midfielder,18,125.0,49.0,2.0,8.0,29.0,155.0,2.0,56.0,,93.0,1.0,2.0,572.0,,743.0,18.0,1.0,30.0,478.0,924.0,150.0,6.0,1.0,105.0,,17.0,,10.0,83.0,,6.0,465.0,206.0,2.0,440.0,23.0,4.0,67.0,,,3.0,19.0,94.0,34.0,71.0,46.0,227.0,27.0,15.0,1.0,272.0,4.0,15.0,26.0,23.0,11.0,45.0,558.0,9.0,11.0,11.0,38.0,14.0,144.0,7.0,8.0,13.0,6.0,12.0,20.0,64.0,0.0,,2.0,7.0,3.0,,1.0,4.0,1.0,,1.0,,,0.0,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Santos Laguna,auegpd36ras84mp8q6j6gs8a1,J. Brunetta,Midfielder,10,354.0,92.0,21.0,56.0,14.0,104.0,3.0,104.0,1.0,97.0,10.0,6.0,646.0,,1170.0,15.0,26.0,13.0,525.0,1593.0,218.0,71.0,32.0,196.0,10.0,29.0,91.0,10.0,111.0,,5.0,486.0,129.0,14.0,478.0,26.0,19.0,107.0,51.0,4.0,47.0,35.0,121.0,18.0,95.0,126.0,210.0,7.0,18.0,1.0,447.0,34.0,18.0,5.0,14.0,4.0,22.0,593.0,66.0,,75.0,47.0,30.0,206.0,,42.0,4.0,,18.0,8.0,199.0,2.0,102.0,15.0,5.0,,62.0,8.0,1.0,10.0,5.0,18.0,9.0,,6.0,4.0,36.0,,5.0,2.0,2.0,,,,10.0,11.0,,13.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Santos Laguna,21pcsi974pxn7yx4uf5w6sphw,O. Campos,Defender,2,226.0,69.0,3.0,14.0,14.0,23.0,3.0,84.0,37.0,87.0,132.0,6.0,555.0,,1007.0,20.0,3.0,57.0,440.0,1682.0,197.0,25.0,11.0,153.0,21.0,31.0,22.0,10.0,108.0,,4.0,433.0,233.0,1.0,401.0,39.0,19.0,89.0,4.0,3.0,6.0,37.0,115.0,53.0,76.0,83.0,289.0,24.0,19.0,2.0,211.0,14.0,19.0,27.0,33.0,20.0,44.0,548.0,13.0,24.0,28.0,39.0,18.0,160.0,12.0,36.0,18.0,6.0,19.0,6.0,80.0,0.0,2.0,,3.0,,1.0,,,,,2.0,6.0,,,,1.0,,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Santos Laguna,87gmnnxvwtr265s3efeziwrft,A. Cervantes,Midfielder,6,141.0,43.0,7.0,14.0,13.0,202.0,3.0,59.0,,111.0,12.0,5.0,680.0,,910.0,32.0,6.0,30.0,594.0,1569.0,162.0,18.0,6.0,102.0,9.0,30.0,9.0,10.0,87.0,1.0,2.0,584.0,209.0,3.0,565.0,16.0,13.0,75.0,2.0,2.0,13.0,35.0,86.0,27.0,70.0,93.0,185.0,28.0,19.0,1.0,387.0,7.0,19.0,19.0,15.0,12.0,60.0,670.0,8.0,7.0,17.0,29.0,19.0,200.0,2.0,22.0,11.0,6.0,19.0,5.0,65.0,0.0,,,9.0,,,1.0,4.0,1.0,1.0,6.0,2.0,,0.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Santos Laguna,4531lhau95nvqia7uzei903x1,J. Correa,Forward,9,46.0,14.0,13.0,8.0,6.0,17.0,,12.0,,13.0,,1.0,73.0,,148.0,6.0,10.0,5.0,51.0,182.0,36.0,25.0,5.0,26.0,1.0,6.0,1.0,10.0,16.0,2.0,,46.0,17.0,1.0,45.0,2.0,,20.0,,,23.0,7.0,22.0,3.0,20.0,19.0,18.0,4.0,15.0,,34.0,9.0,15.0,1.0,2.0,1.0,10.0,68.0,4.0,1.0,10.0,6.0,1.0,19.0,,4.0,,,,1.0,18.0,0.0,,,,15.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,0.0,,,,1.0,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Santos Laguna,3hspnklskppmobi4ihyg5a09h,Matheus Dória,Defender,0,106.0,12.0,5.0,1.0,8.0,78.0,2.0,15.0,,46.0,,4.0,363.0,,473.0,22.0,4.0,26.0,262.0,809.0,75.0,13.0,3.0,27.0,,14.0,,10.0,41.0,1.0,2.0,246.0,158.0,,225.0,66.0,3.0,34.0,1.0,1.0,9.0,18.0,101.0,12.0,35.0,14.0,206.0,26.0,9.0,1.0,105.0,,9.0,28.0,7.0,5.0,48.0,337.0,1.0,23.0,,37.0,2.0,65.0,10.0,8.0,16.0,5.0,9.0,5.0,75.0,0.0,,1.0,1.0,,,,,,,6.0,,,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Santos Laguna,8axmwhckyu87l2shcwptsl3pw,E. Echeverría,Defender,17,1.0,,,,,1.0,,,,,1.0,,8.0,,10.0,,,1.0,7.0,15.0,,,,,,1.0,,10.0,,,,7.0,5.0,,7.0,,,,,,,1.0,1.0,,1.0,1.0,4.0,,1.0,,2.0,,1.0,,,,,8.0,,,,,,2.0,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Santos Laguna,3rn2ztesejsxxl57xhpb8vvu,J. González,Midfielder,17,21.0,6.0,1.0,1.0,2.0,3.0,,4.0,2.0,7.0,3.0,1.0,29.0,,55.0,,1.0,3.0,20.0,89.0,10.0,3.0,3.0,10.0,2.0,2.0,2.0,10.0,4.0,,,20.0,9.0,,18.0,6.0,2.0,6.0,,,2.0,3.0,9.0,1.0,3.0,9.0,12.0,,10.0,,11.0,3.0,10.0,1.0,1.0,,,29.0,,5.0,4.0,2.0,2.0,5.0,1.0,4.0,,,,1.0,8.0,0.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Santos Laguna,f1trc7unzeeqvlexvzkltp46i,I. Govea,Defender,3,132.0,22.0,2.0,,9.0,69.0,2.0,37.0,25.0,51.0,66.0,2.0,290.0,,521.0,11.0,,31.0,211.0,871.0,91.0,9.0,,59.0,13.0,16.0,13.0,10.0,58.0,,2.0,209.0,87.0,2.0,195.0,33.0,6.0,33.0,4.0,4.0,2.0,18.0,79.0,23.0,46.0,52.0,154.0,21.0,12.0,1.0,128.0,2.0,12.0,32.0,15.0,8.0,32.0,288.0,5.0,26.0,9.0,16.0,14.0,15.0,7.0,19.0,6.0,7.0,11.0,2.0,61.0,0.0,,,6.0,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
