liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Passes Opposition Half,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Winning Goal,Successful Crosses & Corners,Unsuccessful Long Passes,Successful Crosses open play,Offsides,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Successful Long Passes,Left Foot Goals,Clean Sheets,Tackles Lost,Successful Launches,Hit Woodwork,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Through balls,Throw Ins to Opposition Player,Handballs conceded,Last Man Tackle,Successful Corners into Box,Second Goal Assists,Attempts from Set Pieces,Foul Won Penalty,Headed Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Home Goals,Away Goals,Goal Kicks,Crosses not Claimed,Total Red Cards,Red Cards - 2nd Yellow,Drops,Straight Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_League_One,2020,New England Revolution II,5o2437unwy8z2k2k2ers86dbd,I. Angking,Midfielder,5,1.0,448.0,3.0,2.0,,162.0,2.0,10.0,39.0,79.0,,8.0,1.0,4.0,56.0,77.0,6.0,14.0,,171.0,3.0,1.0,4.0,138.0,7.0,10.0,19.0,35.0,12.0,27.0,1.0,25.0,5.0,8.0,5.0,268.0,13.0,8.0,1.0,38.0,41.0,12.0,10.0,23.0,5.0,11.0,2.0,4.0,44.0,2.0,8.0,13.0,8.0,7.0,17.0,56.0,1.0,144.0,152.0,6.0,4.0,21.0,1.0,21.0,0.0,4.0,5.0,,2.0,8.0,1.0,,5.0,,14.0,2.0,1.0,2.0,1.0,,,,,2.0,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,0.0,2.0,,,,,,,,,
USA_USL_League_One,2020,New England Revolution II,dneo628ad0z1j9wjiznmlh52h,J. Bell,Defender,23,1.0,1350.0,,,,791.0,1.0,2.0,40.0,204.0,3.0,3.0,5.0,20.0,151.0,479.0,17.0,54.0,,820.0,,12.0,2.0,614.0,20.0,2.0,137.0,246.0,2.0,86.0,1.0,61.0,15.0,8.0,52.0,955.0,,15.0,6.0,41.0,390.0,4.0,10.0,51.0,1.0,5.0,27.0,1.0,88.0,39.0,25.0,1.0,15.0,,17.0,144.0,,657.0,683.0,47.0,9.0,37.0,20.0,24.0,0.0,,83.0,,1.0,5.0,,30.0,1.0,10.0,69.0,,5.0,8.0,12.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_USL_League_One,2020,New England Revolution II,ku7gjjnacyj039k9cljz09ux,O. Bloch,Defender,60,,13.0,1.0,,,11.0,,,1.0,4.0,,,,,5.0,4.0,1.0,4.0,,12.0,,,,7.0,1.0,,4.0,5.0,,1.0,,1.0,,,3.0,20.0,,1.0,,3.0,5.0,,10.0,4.0,,1.0,2.0,,5.0,,1.0,,1.0,,1.0,1.0,,7.0,8.0,2.0,,1.0,,2.0,0.0,,,,,5.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,New England Revolution II,3y6tcm9ibh4km52ufyf36spka,T. Burns,Midfielder,48,,33.0,2.0,,,18.0,,2.0,4.0,9.0,1.0,1.0,,,6.0,5.0,1.0,3.0,,18.0,,1.0,2.0,13.0,1.0,,4.0,5.0,1.0,3.0,,2.0,,1.0,1.0,27.0,,2.0,,9.0,3.0,2.0,10.0,4.0,,1.0,,1.0,9.0,,1.0,,2.0,,5.0,6.0,,14.0,14.0,,1.0,5.0,,4.0,0.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,New England Revolution II,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,Midfielder,29,7.0,1361.0,1.0,4.0,3.0,779.0,5.0,37.0,183.0,343.0,1.0,8.0,5.0,31.0,235.0,297.0,19.0,133.0,,797.0,3.0,20.0,18.0,616.0,20.0,31.0,157.0,198.0,20.0,135.0,5.0,72.0,15.0,24.0,29.0,1051.0,,16.0,14.0,127.0,267.0,45.0,10.0,98.0,13.0,33.0,28.0,15.0,186.0,9.0,25.0,7.0,16.0,,57.0,149.0,2.0,624.0,640.0,59.0,14.0,88.0,10.0,70.0,0.0,,24.0,,5.0,11.0,12.0,5.0,18.0,4.0,24.0,1.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,6.0,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,1.0,3.0,,,,,,,,1.0,
USA_USL_League_One,2020,New England Revolution II,5llun7wkgj2mayy2ykwzqrt62,H. Fujiwara,Midfielder,53,2.0,250.0,9.0,,,108.0,3.0,5.0,37.0,55.0,,3.0,2.0,5.0,45.0,40.0,9.0,21.0,,117.0,1.0,6.0,3.0,86.0,6.0,3.0,24.0,31.0,6.0,23.0,,9.0,1.0,6.0,5.0,175.0,7.0,10.0,2.0,28.0,23.0,8.0,10.0,17.0,2.0,5.0,,1.0,33.0,,8.0,4.0,10.0,2.0,11.0,26.0,,84.0,93.0,5.0,7.0,16.0,2.0,17.0,0.0,2.0,3.0,,1.0,3.0,2.0,1.0,1.0,2.0,7.0,,,2.0,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,New England Revolution II,85aylw3do50wtlmtsxt6sqrmy,K. Fujiwara,Midfielder,63,,28.0,3.0,,,10.0,,4.0,1.0,5.0,,1.0,,2.0,8.0,2.0,,3.0,,10.0,,1.0,,7.0,2.0,,3.0,2.0,,1.0,1.0,2.0,,1.0,2.0,19.0,,3.0,1.0,6.0,5.0,1.0,10.0,,,,,3.0,8.0,1.0,2.0,,3.0,,6.0,2.0,,7.0,7.0,2.0,,8.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,New England Revolution II,269qkqt3hchj2xon1bbh25rl5,S. Lekressner,Defender,32,1.0,45.0,,,,8.0,,1.0,1.0,1.0,,,,1.0,8.0,4.0,,2.0,,8.0,1.0,,,4.0,,,3.0,,,1.0,,1.0,1.0,,3.0,25.0,,1.0,,3.0,3.0,,10.0,2.0,,1.0,1.0,1.0,5.0,,,1.0,1.0,,2.0,4.0,,5.0,5.0,2.0,,3.0,,1.0,0.0,,1.0,,,11.0,,1.0,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,New England Revolution II,2pg1se1i7jadwnkjwfuaxjd62,I. Louis,Forward,59,1.0,10.0,3.0,,,4.0,,,1.0,4.0,,,,1.0,1.0,,,,,4.0,,1.0,,4.0,,,,1.0,,1.0,,,,1.0,,6.0,,3.0,,1.0,,,10.0,1.0,,1.0,,,2.0,,,1.0,3.0,,,2.0,,4.0,4.0,1.0,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,New England Revolution II,5adul4r3hifu5x4tv8efr05ey,Maciel,Midfielder,13,2.0,1414.0,,,,798.0,2.0,14.0,97.0,341.0,3.0,7.0,5.0,10.0,148.0,384.0,24.0,74.0,,829.0,3.0,17.0,12.0,641.0,20.0,6.0,106.0,230.0,9.0,68.0,2.0,110.0,16.0,15.0,40.0,1001.0,1.0,16.0,12.0,93.0,265.0,1.0,10.0,51.0,,7.0,8.0,4.0,111.0,10.0,25.0,2.0,16.0,,50.0,237.0,,694.0,723.0,18.0,16.0,60.0,33.0,43.0,0.0,2.0,32.0,2.0,,1.0,4.0,7.0,6.0,4.0,82.0,,3.0,8.0,2.0,,,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
