liga,temporada,equipo,id,nombre,posicion,dorsal,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Through balls,Total Clearances,Penalty Goals Conceded,Unsuccessful Passes Own Half,Successful Long Passes,Index,Clean Sheets,Leftside Passes,Unsuccessful Launches,Successful Dribbles,Open Play Passes,Interceptions,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Successful Open Play Passes,Aerial Duels lost,Total Fouls Won,Key Passes (Attempt Assists),Blocks,Unsuccessful Long Passes,Times Tackled,Tackles Won,Successful Short Passes,Goals Conceded Outside Box,Throw Ins to Own Player,PutThrough/Blocked Distribution,Successful Launches,Goals Conceded Inside Box,Ground Duels lost,Blocked Shots,Total Fouls Conceded,Total Losses Of Possession,Unsuccessful Short Passes,Successful Crosses & Corners,Total Tackles,Starts,Successful Crosses open play,Recoveries,Unsuccessful Passes Opposition Half,Forward Passes,Tackles Lost,Touches,Time Played,Successful Passes Opposition Half,Goals Conceded,Appearances,Substitute Off,Games Played,Duels lost,Aerial Duels,Backward Passes,Substitute On,Foul Attempted Tackle,Corners Won,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Ground Duels,Ground Duels won,Rightside Passes,Duels,Unsuccessful Dribbles,Total Touches In Opposition Box,Duels won,Throw Ins to Opposition Player,Winning Goal,Penalties Faced,Yellow Cards,Saves made - caught,Catches,Goal Kicks,Saves Made from Inside Box,Punches,Saves Made,Saves Made from Outside Box,Crosses not Claimed,Aerial Duels won,GK Unsuccessful Distribution,Drops,Saves made - parried,GK Successful Distribution,Total Shots,Shots Off Target (inc woodwork),Assists (Intentional),Offsides,Foul Won Penalty,Hit Woodwork,Attempts from Set Pieces,Unsuccessful Corners into Box,Goals from Inside Box,Successful Corners into Box,Right Foot Goals,Goals,Shots On Target ( inc goals ),Second Goal Assists,Corners Taken (incl short corners),Headed Goals,Unsuccessful lay-offs,Handballs conceded,Penalties Taken,Successful Lay-offs,Goal Assists,Home Goals,Away Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Total Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target,Penalties Conceded,Own Goal Scored,Left Foot Goals,Clearances Off the Line,Last Man Tackle,Straight Red Cards,Penalty Goals,Saves from Penalty,Penalties Saved,Goalkeeper Smother
USA_USL_League_One,2022,North Carolina FC,ar3l52h52v2hs28v6vp1fh46i,S. Adams,Forward,17,47.0,9.0,10.0,1.0,1.0,3.0,10.0,2.0,10.0,,25.0,1.0,5.0,135.0,1.0,7.0,31.0,88.0,3.0,6.0,4.0,1.0,3.0,11.0,7.0,91.0,3.0,1.0,18.0,1.0,11.0,27.0,2.0,9.0,83.0,44.0,1.0,11.0,8.0,,23.0,47.0,41.0,4.0,225.0,601.0,63.0,14.0,13.0,8.0,13.0,30.0,6.0,41.0,5.0,4.0,5.0,93.0,140.0,49.0,22.0,33.0,55.0,4.0,23.0,25.0,,1.0,,2.0,,,,,,,,,3.0,,,,,11.0,6.0,,4.0,,1.0,1.0,,1.0,,2.0,2.0,5.0,,1.0,,1.0,,,2.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,
USA_USL_League_One,2022,North Carolina FC,4avmtni30rahy4h40ffg89q6t,O. Anderson,Forward,9,106.0,29.0,29.0,2.0,1.0,1.0,18.0,6.0,10.0,,38.0,4.0,32.0,218.0,7.0,11.0,26.0,112.0,22.0,51.0,15.0,,15.0,60.0,5.0,109.0,5.0,6.0,34.0,,24.0,93.0,10.0,22.0,252.0,91.0,8.0,14.0,19.0,8.0,63.0,117.0,68.0,9.0,580.0,1596.0,97.0,29.0,26.0,15.0,26.0,115.0,36.0,28.0,7.0,10.0,18.0,115.0,221.0,190.0,97.0,87.0,226.0,40.0,111.0,111.0,2.0,1.0,,4.0,,,,,,,,,14.0,,,,,43.0,29.0,4.0,18.0,4.0,1.0,1.0,,7.0,,5.0,7.0,14.0,,,,,,2.0,3.0,4.0,3.0,4.0,,,,,,1.0,,,2.0,,,,1.0,,,
USA_USL_League_One,2022,North Carolina FC,iw8qwhb1vafrs9lbptiuquei,L. Arriaga,Midfielder,7,154.0,10.0,78.0,1.0,14.0,4.0,37.0,52.0,10.0,3.0,205.0,16.0,12.0,821.0,12.0,15.0,348.0,679.0,23.0,16.0,30.0,4.0,36.0,18.0,21.0,650.0,11.0,8.0,27.0,1.0,31.0,46.0,7.0,18.0,286.0,118.0,34.0,31.0,26.0,5.0,126.0,195.0,231.0,10.0,1195.0,2315.0,388.0,42.0,28.0,6.0,28.0,69.0,34.0,220.0,2.0,7.0,9.0,702.0,856.0,105.0,59.0,200.0,139.0,10.0,34.0,70.0,,1.0,,2.0,,,,,,,,,11.0,,,,,19.0,8.0,2.0,,,1.0,4.0,43.0,1.0,18.0,2.0,2.0,11.0,,63.0,,,1.0,,3.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
USA_USL_League_One,2022,North Carolina FC,9lqkxtfg2criva7xpnoca8d1,Pecka,Midfielder,8,56.0,1.0,1.0,,8.0,1.0,14.0,30.0,10.0,,118.0,3.0,3.0,483.0,8.0,5.0,226.0,428.0,14.0,11.0,2.0,2.0,15.0,7.0,11.0,407.0,3.0,,7.0,1.0,15.0,41.0,1.0,27.0,71.0,41.0,,20.0,10.0,,49.0,43.0,146.0,9.0,583.0,874.0,211.0,18.0,20.0,7.0,20.0,55.0,19.0,69.0,10.0,13.0,1.0,437.0,493.0,75.0,34.0,160.0,94.0,6.0,1.0,39.0,1.0,0.0,,3.0,,,,,,,,,5.0,,,,,6.0,5.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,North Carolina FC,enuonl3tkl8vdb22aniwls2ui,G. Fernandes,Defender,6,179.0,4.0,4.0,,77.0,4.0,68.0,114.0,10.0,3.0,316.0,30.0,1.0,1311.0,21.0,7.0,873.0,1141.0,39.0,25.0,1.0,17.0,98.0,3.0,16.0,1063.0,10.0,10.0,19.0,9.0,34.0,44.0,5.0,34.0,200.0,81.0,,32.0,24.0,,86.0,115.0,467.0,16.0,1609.0,2124.0,304.0,44.0,26.0,3.0,26.0,83.0,80.0,52.0,2.0,15.0,4.0,1177.0,1356.0,102.0,58.0,521.0,182.0,1.0,24.0,99.0,1.0,0.0,,11.0,,,,,,,,,41.0,,,,,15.0,12.0,,2.0,,1.0,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,3.0,,,1.0,,,,,,
USA_USL_League_One,2022,North Carolina FC,1795jw1oc3pkthyq0kqexh65m,B. Fischer,Defender,99,67.0,,,,43.0,,26.0,36.0,10.0,1.0,158.0,13.0,2.0,550.0,4.0,,360.0,485.0,14.0,5.0,1.0,11.0,31.0,3.0,9.0,468.0,4.0,3.0,3.0,3.0,13.0,12.0,1.0,5.0,75.0,36.0,,12.0,9.0,,39.0,41.0,184.0,3.0,678.0,796.0,144.0,17.0,14.0,2.0,14.0,26.0,33.0,25.0,5.0,2.0,,504.0,571.0,31.0,19.0,204.0,64.0,1.0,9.0,38.0,,0.0,,,,,,,,,,,19.0,,,,,6.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
USA_USL_League_One,2022,North Carolina FC,32nxcfulbllhw7pajnn444xec,M. Flick,Defender,22,101.0,19.0,19.0,,16.0,3.0,29.0,14.0,10.0,1.0,41.0,6.0,6.0,413.0,17.0,4.0,161.0,313.0,15.0,16.0,8.0,4.0,24.0,19.0,10.0,308.0,4.0,68.0,15.0,1.0,21.0,54.0,2.0,20.0,180.0,77.0,2.0,19.0,12.0,2.0,59.0,91.0,175.0,9.0,688.0,1084.0,163.0,25.0,24.0,3.0,24.0,69.0,29.0,69.0,12.0,9.0,3.0,322.0,423.0,95.0,41.0,138.0,124.0,8.0,14.0,55.0,21.0,0.0,,2.0,,,,,,,,,14.0,,,,,8.0,5.0,,1.0,1.0,,,,1.0,,,1.0,3.0,,,,,2.0,,,2.0,1.0,0.0,,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2022,North Carolina FC,c481wk3de3opu190d8z99w8yy,N. Flores,Defender,3,194.0,39.0,39.0,1.0,29.0,3.0,61.0,44.0,10.0,3.0,30.0,45.0,8.0,860.0,32.0,14.0,412.0,670.0,18.0,33.0,17.0,8.0,95.0,13.0,22.0,653.0,8.0,138.0,30.0,4.0,26.0,43.0,3.0,24.0,345.0,99.0,14.0,30.0,22.0,13.0,84.0,172.0,375.0,8.0,1392.0,1891.0,299.0,34.0,23.0,2.0,23.0,61.0,35.0,158.0,1.0,17.0,9.0,697.0,891.0,114.0,71.0,328.0,149.0,4.0,11.0,88.0,71.0,0.0,,5.0,,,,,,,,,17.0,,,,,6.0,4.0,,,,,1.0,,,,,,2.0,,,,,,,1.0,,,,1.0,,2.0,,,,1.0,,,,,1.0,,,,
USA_USL_League_One,2022,North Carolina FC,axfv8isnopy7tfq22tbzj4l0q,C. Frame,Forward,11,26.0,8.0,9.0,1.0,3.0,1.0,5.0,4.0,10.0,,33.0,,3.0,130.0,4.0,4.0,32.0,104.0,12.0,11.0,7.0,,4.0,26.0,3.0,107.0,2.0,4.0,7.0,,12.0,38.0,,9.0,80.0,22.0,4.0,4.0,5.0,4.0,25.0,30.0,35.0,1.0,247.0,656.0,83.0,14.0,15.0,2.0,15.0,50.0,15.0,38.0,10.0,4.0,3.0,111.0,137.0,56.0,18.0,31.0,71.0,15.0,12.0,21.0,,0.0,,1.0,,,,,,,,,3.0,,,,,3.0,2.0,,3.0,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,North Carolina FC,4npcsyrhri5kmeks8gfon146i,N. Holliday,Goalkeeper,1,44.0,,,,4.0,,10.0,23.0,10.0,1.0,59.0,24.0,1.0,99.0,,,130.0,78.0,1.0,,,,43.0,,,117.0,5.0,1.0,,4.0,11.0,,,,47.0,1.0,,,8.0,,44.0,34.0,85.0,,249.0,720.0,10.0,16.0,8.0,,8.0,1.0,1.0,,,,,140.0,184.0,1.0,1.0,40.0,2.0,,,1.0,,0.0,,,,4.0,61.0,12.0,2.0,20.0,8.0,,,13.0,1.0,7.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
