matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,3xnupgvhv3l68nq0o21rmfk7o,Hailstorm,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/dixqedy703dif9iruxp49xces,Forward,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/bg197i7zlh6jejajyccrcff56,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/match/view/3xnupgvhv3l68nq0o21rmfk7o,29/09/2024,2024,USA_USL_Cup
Semi-finals,d5z299fpk32quo0ib9612v95g,Hailstorm,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/dixqedy703dif9iruxp49xces,Union Omaha,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/f0zwopssynz58fycvsh0vqpgq,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/match/view/d5z299fpk32quo0ib9612v95g,12/09/2024,2024,USA_USL_Cup
Semi-finals,af0pf7bw9xmlfqqi9wza67lec,Forward,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/bg197i7zlh6jejajyccrcff56,Independence,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/1jonibkcr7qa3eozzxh0dcxd5,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/match/view/af0pf7bw9xmlfqqi9wza67lec,12/09/2024,2024,USA_USL_Cup
Group Stage,eos1qz09cidyzcaam9jvlo9as,Tormenta,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/40cyh8n6ttq986iydr3hhk0bs,One Knoxville,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/6ihu2mwc488rjv6ca1mg20wes,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/match/view/eos1qz09cidyzcaam9jvlo9as,02/09/2024,2024,USA_USL_Cup
Group Stage,eoi2nvcit5ol9v19fp827d4b8,Lexington,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/ck22dnk93ng8ax7wonlff7yms,Red Wolves,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/f4x0hx78zcbx4hgnf6w65z8fe,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/match/view/eoi2nvcit5ol9v19fp827d4b8,01/09/2024,2024,USA_USL_Cup
Group Stage,eo8duhvsc44w090zezjvev578,Central Valley,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/6n3xfic7o33siizgamee0915g,Hailstorm,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/dixqedy703dif9iruxp49xces,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/match/view/eo8duhvsc44w090zezjvev578,31/08/2024,2024,USA_USL_Cup
Group Stage,enwrymuimo3ob3spx43mb3m6s,Greenville,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/9feqf3iawhgmv76pzwdebdv8q,Independence,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/1jonibkcr7qa3eozzxh0dcxd5,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/match/view/enwrymuimo3ob3spx43mb3m6s,31/08/2024,2024,USA_USL_Cup
Group Stage,enmte0oqva83chkyaclo0z8k4,Forward,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/bg197i7zlh6jejajyccrcff56,Union Omaha,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/f0zwopssynz58fycvsh0vqpgq,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/match/view/enmte0oqva83chkyaclo0z8k4,30/08/2024,2024,USA_USL_Cup
Group Stage,end5p9vax8ebswz7dipnsirys,Kickers,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/dp2yq55igeru73owerhg95iz4,Velocity,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/2bsqcyameg25qra523lr3bz84,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/match/view/end5p9vax8ebswz7dipnsirys,30/08/2024,2024,USA_USL_Cup
Group Stage,en3gzoqx0e6k5e6sxglfgw0es,Velocity,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/2bsqcyameg25qra523lr3bz84,Hailstorm,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/teams/view/dixqedy703dif9iruxp49xces,https://www.scoresway.com/en_GB/soccer/usl-cup-2024/1zcwnum1ufbc2zqe6ajtmklxw/match/view/en3gzoqx0e6k5e6sxglfgw0es,14/08/2024,2024,USA_USL_Cup
