liga,temporada,equipo,id,nombre,posicion,dorsal,Penalty Goals Conceded,Goals Conceded,Games Played,Appearances,Index,Starts,Goals Conceded Inside Box,Time Played,Winning Goal,Yellow Cards,Substitute On,Substitute Off,Goals Conceded Outside Box,Rightside Passes,Successful Open Play Passes,Forward Passes,Touches,Goalkeeper Smother,Punches,Total Passes,Successful Passes Opposition Half,GK Successful Distribution,Leftside Passes,Saves Made from Outside Box,Unsuccessful Passes Own Half,Unsuccessful Passes Opposition Half,Successful Short Passes,Recoveries,Saves Made,Penalties Faced,Goal Kicks,Successful Long Passes,Total Losses Of Possession,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,GK Unsuccessful Distribution,Saves Made from Inside Box,Total Clearances,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Long Passes,Unsuccessful Launches,Successful Passes Own Half,Saves made - parried,Tackles Lost,PutThrough/Blocked Distribution,Backward Passes,Total Fouls Won,Tackles Won,Duels,Blocked Shots,Unsuccessful Dribbles,Aerial Duels,Ground Duels lost,Corners Won,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution Won,Total Fouls Conceded,Total Tackles,Ground Duels,Total Touches In Opposition Box,Aerial Duels won,Duels lost,Unsuccessful Crosses open play,Successful Dribbles,Unsuccessful Short Passes,Ground Duels won,Duels won,Successful Lay-offs,Total Shots,Shots Off Target (inc woodwork),Interceptions,Foul Attempted Tackle,Throw Ins to Own Player,Last Man Tackle,Throw Ins to Opposition Player,Blocks,Successful Crosses open play,Key Passes (Attempt Assists),Successful Crosses & Corners,Through balls,Assists (Intentional),Shots On Target ( inc goals ),Goal Assists,Goals,Goals from Inside Box,Offsides,Left Foot Goals,Home Goals,Away Goals,Handballs conceded,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Unsuccessful lay-offs,Catches,Clean Sheets,Headed Goals,Hit Woodwork,Right Foot Goals,Red Cards - 2nd Yellow,Total Red Cards,Goals from Outside Box,Second Goal Assists,Saves made - caught,Own Goal Scored,Penalties Taken,Penalty Goals,Foul Won Penalty,Drops,Clearances Off the Line,Set Pieces Goals,Straight Red Cards,Penalties Saved,Saves from Penalty,Overruns
USA_US_Open_Cup,2023,Chicago Fire FC,4brxad2pilyhwhjgri3u0rmga,A. Aceves,Defender,3,,,1.0,1.0,10.0,1.0,,78.0,0.0,,,1.0,,5.0,22.0,15.0,59.0,,,26.0,26.0,,4.0,,,11.0,22.0,3.0,,,,,17.0,4.0,26.0,,,,,22.0,,,5.0,,,3.0,2.0,1.0,1.0,8.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,7.0,1.0,1.0,1.0,7.0,4.0,,5.0,6.0,1.0,4.0,3.0,3.0,,1.0,,,,1.0,,,1.0,3.0,6.0,9.0,,1.0,1.0,1.0,,,,,,,1.0,,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chicago Fire FC,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,Defender,27,,2.0,3.0,3.0,10.0,1.0,2.0,137.0,0.0,1.0,2.0,,,21.0,75.0,35.0,99.0,,,89.0,24.0,,29.0,,6.0,7.0,73.0,10.0,,,,3.0,16.0,13.0,88.0,,,3.0,,76.0,1.0,,52.0,,,,4.0,,1.0,10.0,,,6.0,3.0,,,,,,3.0,1.0,4.0,4.0,6.0,3.0,,,12.0,1.0,7.0,,3.0,1.0,,2.0,,,,,,1.0,,,,2.0,,2.0,2.0,,,2.0,0.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chicago Fire FC,38p90lsdc5iv1jvjbhiinv6ne,J. Casas,Midfielder,37,,,1.0,1.0,10.0,,,45.0,0.0,,1.0,,,9.0,26.0,14.0,40.0,,,35.0,11.0,,6.0,,2.0,7.0,26.0,7.0,,,,,10.0,9.0,35.0,,,,,26.0,1.0,,16.0,,1.0,,6.0,,,5.0,,,2.0,1.0,1.0,,,,,1.0,1.0,3.0,4.0,2.0,1.0,,1.0,8.0,2.0,4.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chicago Fire FC,a5bkiy2acihib9s4gbj31og5x,R. Czichos,Defender,5,1.0,4.0,2.0,2.0,10.0,2.0,4.0,180.0,1.0,,,,,47.0,128.0,47.0,163.0,,,142.0,34.0,,45.0,,4.0,7.0,111.0,10.0,,,,21.0,12.0,10.0,137.0,,,9.0,1.0,132.0,2.0,1.0,98.0,,2.0,,3.0,2.0,,14.0,,,7.0,3.0,,3.0,,1.0,,2.0,2.0,7.0,1.0,4.0,6.0,,,8.0,4.0,8.0,,1.0,,2.0,2.0,,,,,,,,,,1.0,,1.0,1.0,,,0.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chicago Fire FC,2343y1f4dtezub9633ghspqi2,J. Dean,Midfielder,24,,,1.0,1.0,10.0,1.0,,90.0,0.0,,,,,2.0,57.0,30.0,91.0,,,66.0,35.0,,18.0,,2.0,8.0,54.0,6.0,,,,3.0,14.0,9.0,66.0,,,,1.0,57.0,1.0,,22.0,,1.0,3.0,16.0,,3.0,11.0,,,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,7.0,,3.0,3.0,1.0,1.0,8.0,5.0,8.0,,,,,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chicago Fire FC,99hdzy5s45xr72d3lgttdmne1,J. Gal,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chicago Fire FC,5wyc0yzl39mfgquufx99bae39,G. Giménez,Midfielder,30,1.0,4.0,4.0,4.0,10.0,3.0,4.0,266.0,0.0,1.0,1.0,2.0,,22.0,79.0,37.0,155.0,,,114.0,32.0,,42.0,,10.0,19.0,77.0,15.0,,,,9.0,35.0,28.0,107.0,,,3.0,3.0,86.0,7.0,3.0,56.0,,4.0,6.0,13.0,2.0,4.0,21.0,2.0,,5.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,8.0,16.0,2.0,4.0,6.0,1.0,2.0,21.0,11.0,15.0,,1.0,1.0,9.0,3.0,,,,,,3.0,2.0,,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chicago Fire FC,4905smnxfjmrv8ofswccszuqy,B. Gutiérrez,Midfielder,17,1.0,4.0,3.0,3.0,10.0,3.0,4.0,244.0,0.0,,,2.0,,24.0,57.0,24.0,123.0,,,71.0,34.0,,7.0,,4.0,13.0,54.0,11.0,,,,3.0,35.0,14.0,70.0,,,,1.0,57.0,2.0,1.0,25.0,,3.0,3.0,16.0,6.0,3.0,36.0,1.0,6.0,5.0,16.0,2.0,2.0,10.0,3.0,3.0,4.0,6.0,31.0,4.0,3.0,18.0,,3.0,12.0,15.0,18.0,,1.0,,5.0,2.0,,,,,,3.0,2.0,,2.0,1.0,2.0,,,1.0,,,,,,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chicago Fire FC,d8uucuj8x9geirjn1wqdu5fqh,M. Haile-Selassie,Midfielder,7,1.0,4.0,4.0,4.0,10.0,4.0,4.0,270.0,0.0,,,2.0,,5.0,72.0,18.0,143.0,,,83.0,48.0,,25.0,,3.0,17.0,71.0,15.0,,,,1.0,36.0,11.0,83.0,,,1.0,1.0,72.0,1.0,1.0,28.0,,,2.0,35.0,3.0,4.0,29.0,,6.0,5.0,14.0,3.0,3.0,9.0,9.0,1.0,3.0,4.0,24.0,15.0,2.0,17.0,5.0,3.0,10.0,10.0,12.0,1.0,7.0,4.0,,1.0,5.0,,,,2.0,6.0,4.0,1.0,,3.0,,1.0,1.0,,,1.0,0.0,,,5.0,3.0,2.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chicago Fire FC,47tuiac0bvncdjchhc2umerjd,F. Herbers,Forward,21,,1.0,2.0,2.0,10.0,,1.0,53.0,1.0,,2.0,,,4.0,12.0,5.0,31.0,,,15.0,6.0,,5.0,,2.0,1.0,11.0,4.0,,,,1.0,7.0,3.0,15.0,,,1.0,,12.0,,,6.0,,2.0,2.0,1.0,1.0,2.0,10.0,,,1.0,3.0,,1.0,2.0,,1.0,,4.0,9.0,1.0,,4.0,,1.0,3.0,6.0,6.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
