liga,temporada,equipo,id,nombre,posicion,dorsal,Tackles Won,Straight Red Cards,Total Shots,Aerial Duels won,Successful Passes Opposition Half,Tackles Lost,Unsuccessful Short Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Unsuccessful Launches,Unsuccessful Long Passes,Clean Sheets,Games Played,Total Clearances,Unsuccessful Crosses & Corners,Touches,Aerial Duels,Successful Crosses & Corners,Recoveries,Unsuccessful Crosses open play,Successful Crosses open play,Aerial Duels lost,Ground Duels won,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Total Tackles,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Foul Attempted Tackle,Ground Duels,Index,Shots Off Target (inc woodwork),Blocks,Duels lost,Ground Duels lost,Successful Short Passes,Total Fouls Won,Duels won,Rightside Passes,Duels,Successful Long Passes,PutThrough/Blocked Distribution,Penalties Conceded,Goals Conceded Outside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Launches,Goals Conceded,Total Passes,Total Losses Of Possession,Substitute On,Total Fouls Conceded,Times Tackled,Total Touches In Opposition Box,Substitute Off,Interceptions,Appearances,Time Played,Backward Passes,Starts,Total Red Cards,Forward Passes,Throw Ins to Own Player,Leftside Passes,Unsuccessful Passes Own Half,Open Play Passes,Penalty Goals Conceded,Yellow Cards,Clearances Off the Line,Winning Goal,Through balls,Unsuccessful Corners into Box,Goals,Offsides,Right Foot Goals,Corners Taken (incl short corners),Shots On Target ( inc goals ),Attempts from Set Pieces,Goals from Inside Box,Successful Corners into Box,Blocked Shots,Successful Dribbles,Second Goal Assists,Handballs conceded,Goal Assists,Corners Won,Hit Woodwork,Assists (Intentional),Goals from Outside Box,Penalties Taken,Successful Lay-offs,Set Pieces Goals,Home Goals,Away Goals,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Left Foot Goals,GK Successful Distribution,Drops,Punches,Saves Made,GK Unsuccessful Distribution,Saves made - parried,Saves made - caught,Saves Made from Outside Box,Goal Kicks,Catches,Saves Made from Inside Box,Foul Won Penalty,Penalties Faced,Goalkeeper Smother,Penalty Goals,Saves from Penalty,Penalties Saved,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Other Goals
USA_USL_League_One,2021,Union Omaha,2ith944jz6kopy3h1zmvg6iuh,E. Alihodzic,Defender,2,15.0,,14.0,11.0,262.0,14.0,81.0,15.0,119.0,118.0,7.0,226.0,468.0,18.0,37.0,,29.0,12.0,26.0,854.0,24.0,4.0,104.0,23.0,4.0,13.0,69.0,8.0,15.0,29.0,3.0,,8.0,124.0,10.0,10.0,3.0,68.0,55.0,421.0,29.0,80.0,173.0,148.0,63.0,24.0,,5.0,484.0,,12.0,602.0,195.0,15.0,15.0,23.0,23.0,12.0,15.0,29.0,1276.0,107.0,14.0,,172.0,14.0,150.0,25.0,586.0,1.0,4.0,,1.0,2.0,3.0,3.0,4.0,1.0,10.0,4.0,,3.0,,4.0,11.0,,2.0,4.0,5.0,,3.0,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Union Omaha,455giqy5a93c8qxrsjx3vzlgq,D. Boyce,Midfielder,20,26.0,,32.0,37.0,485.0,26.0,193.0,34.0,251.0,232.0,15.0,248.0,694.0,15.0,39.0,4.0,29.0,12.0,65.0,1459.0,82.0,24.0,130.0,45.0,10.0,45.0,110.0,29.0,22.0,52.0,3.0,,20.0,237.0,10.0,16.0,1.0,172.0,127.0,679.0,32.0,147.0,140.0,319.0,30.0,52.0,,5.0,709.0,,20.0,941.0,432.0,2.0,41.0,51.0,54.0,18.0,22.0,29.0,2201.0,235.0,27.0,,302.0,26.0,264.0,46.0,923.0,1.0,3.0,,0.0,4.0,13.0,5.0,4.0,4.0,28.0,16.0,2.0,4.0,10.0,7.0,26.0,,3.0,9.0,17.0,2.0,7.0,1.0,,24.0,,5.0,0.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Union Omaha,6u93ok0drr4byri2lu5g6rq0a,E. Conway,Forward,11,12.0,,40.0,52.0,152.0,12.0,98.0,14.0,109.0,107.0,7.0,25.0,175.0,6.0,9.0,,18.0,9.0,11.0,548.0,106.0,,37.0,11.0,,54.0,67.0,25.0,8.0,24.0,,1.0,20.0,144.0,10.0,15.0,1.0,131.0,77.0,171.0,25.0,119.0,70.0,250.0,6.0,15.0,,2.0,177.0,,9.0,284.0,208.0,3.0,28.0,36.0,94.0,11.0,1.0,18.0,1258.0,65.0,15.0,1.0,88.0,2.0,61.0,9.0,282.0,1.0,1.0,,6.0,1.0,,13.0,4.0,4.0,,25.0,,12.0,,4.0,19.0,,1.0,1.0,10.0,2.0,,1.0,,7.0,,8.0,5.0,3.0,1.0,,5.0,,,,,,,,,,,,2.0,,,,,,,,,1.0
USA_USL_League_One,2021,Union Omaha,a8nwfr7qx711qnvi49q2tfp7u,J. Crull,Defender,16,8.0,,3.0,25.0,241.0,3.0,72.0,3.0,98.0,141.0,10.0,382.0,594.0,35.0,69.0,6.0,23.0,55.0,21.0,984.0,46.0,5.0,102.0,19.0,4.0,21.0,21.0,3.0,4.0,11.0,13.0,,2.0,49.0,10.0,2.0,5.0,49.0,28.0,569.0,7.0,46.0,207.0,95.0,49.0,19.0,,5.0,618.0,9.0,15.0,759.0,192.0,4.0,9.0,7.0,5.0,1.0,23.0,23.0,1723.0,65.0,19.0,,331.0,33.0,156.0,64.0,732.0,,2.0,,0.0,,2.0,,,,4.0,1.0,,,1.0,2.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Union Omaha,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,Midfielder,10,13.0,,11.0,12.0,239.0,3.0,63.0,6.0,51.0,70.0,6.0,116.0,351.0,4.0,7.0,,25.0,,2.0,580.0,34.0,1.0,65.0,2.0,1.0,22.0,42.0,13.0,3.0,16.0,,,8.0,95.0,10.0,7.0,1.0,75.0,53.0,344.0,15.0,54.0,120.0,129.0,10.0,12.0,,1.0,354.0,,7.0,424.0,127.0,16.0,22.0,25.0,20.0,9.0,10.0,25.0,766.0,102.0,9.0,,123.0,6.0,79.0,21.0,421.0,,3.0,,0.0,,,2.0,2.0,2.0,1.0,4.0,,1.0,,4.0,11.0,,,,3.0,,,1.0,1.0,7.0,,0.0,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_USL_League_One,2021,Union Omaha,6ki7cq3dsamhsfb1x1a7i5x3p,C. Doyle,Midfielder,22,24.0,,14.0,35.0,452.0,10.0,182.0,18.0,257.0,259.0,17.0,263.0,698.0,37.0,77.0,6.0,30.0,40.0,38.0,1305.0,51.0,8.0,136.0,37.0,7.0,16.0,57.0,3.0,21.0,34.0,1.0,,19.0,115.0,10.0,11.0,9.0,74.0,58.0,662.0,19.0,92.0,221.0,166.0,45.0,40.0,,6.0,707.0,8.0,23.0,966.0,334.0,2.0,27.0,9.0,25.0,8.0,36.0,30.0,2528.0,164.0,28.0,,393.0,18.0,188.0,40.0,956.0,1.0,6.0,,0.0,2.0,1.0,,1.0,,2.0,3.0,,,1.0,10.0,5.0,,,6.0,13.0,,3.0,,,8.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Union Omaha,b7g49688lk01udut8fusjfthw,Y. Galvan,Midfielder,30,1.0,,,,9.0,,4.0,,5.0,4.0,,1.0,10.0,,,,2.0,,1.0,23.0,,,2.0,1.0,,,3.0,1.0,1.0,1.0,,,1.0,6.0,10.0,,,3.0,3.0,10.0,1.0,3.0,6.0,6.0,,2.0,,,10.0,,,14.0,9.0,2.0,2.0,1.0,1.0,,,2.0,39.0,4.0,,,4.0,,,,14.0,,,,0.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Union Omaha,dxd6p1c8k96armsbg5isjbu95,G. Hurst,Forward,9,8.0,,59.0,22.0,213.0,6.0,109.0,26.0,114.0,118.0,15.0,68.0,237.0,2.0,9.0,4.0,30.0,10.0,8.0,747.0,73.0,1.0,59.0,8.0,1.0,51.0,57.0,18.0,16.0,14.0,,,19.0,142.0,10.0,28.0,2.0,136.0,85.0,265.0,23.0,79.0,100.0,215.0,15.0,31.0,,6.0,280.0,,21.0,398.0,256.0,3.0,37.0,38.0,136.0,15.0,4.0,30.0,2394.0,119.0,27.0,,77.0,1.0,102.0,12.0,355.0,1.0,6.0,,5.0,2.0,,14.0,24.0,8.0,,31.0,4.0,13.0,,18.0,21.0,,3.0,2.0,18.0,,1.0,1.0,1.0,8.0,,12.0,2.0,1.0,1.0,,5.0,,,,,,,,,,,,1.0,,,1.0,,,,,,
USA_USL_League_One,2021,Union Omaha,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,Defender,13,17.0,,7.0,36.0,237.0,9.0,68.0,7.0,98.0,142.0,12.0,544.0,766.0,37.0,74.0,8.0,23.0,66.0,1.0,1126.0,71.0,,104.0,1.0,,35.0,34.0,,5.0,26.0,3.0,,2.0,51.0,10.0,3.0,19.0,52.0,17.0,697.0,8.0,70.0,274.0,122.0,84.0,10.0,,3.0,781.0,15.0,15.0,923.0,152.0,1.0,15.0,1.0,24.0,1.0,25.0,23.0,1975.0,66.0,22.0,,339.0,4.0,244.0,45.0,904.0,,2.0,,0.0,1.0,,1.0,,,,4.0,,1.0,,5.0,,,,1.0,4.0,,1.0,,,1.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Union Omaha,2nu3jw4piu1qnqha0kdq8nzai,B. Malone,Defender,18,3.0,,1.0,8.0,62.0,1.0,25.0,,30.0,44.0,5.0,160.0,217.0,12.0,19.0,2.0,13.0,24.0,1.0,334.0,15.0,,33.0,1.0,,7.0,8.0,2.0,3.0,4.0,,,,15.0,10.0,1.0,6.0,14.0,7.0,205.0,5.0,16.0,76.0,30.0,17.0,6.0,,2.0,222.0,4.0,7.0,266.0,52.0,6.0,2.0,3.0,1.0,1.0,12.0,13.0,682.0,26.0,7.0,,91.0,1.0,73.0,15.0,261.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
