liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Total Red Cards,Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Straight Red Cards,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Right Foot Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Headed Goals,Throw Ins to Opposition Player,Unsuccessful lay-offs,Foul Won Penalty,Penalties Taken,Penalty Goals,GK Successful Distribution,Attempts from Set Pieces,Saves Made,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Clean Sheets,Second Goal Assists,Clearances Off the Line,Last Man Tackle,Own Goal Scored,Crosses not Claimed,Set Pieces Goals,Other Goals,Penalties Off Target,Home Goals,Away Goals
USA_USL_Championship,2020,Hartford Athletic,a8q0m9uczyvjyn6cfzkaxkp1x,D. Barrera,Midfielder,10,23.0,4.0,1310.0,16.0,1.0,9.0,,2.0,577.0,8.0,21.0,133.0,8.0,283.0,18.0,5.0,42.0,10.0,12.0,1.0,26.0,251.0,178.0,16.0,107.0,3.0,602.0,8.0,27.0,11.0,405.0,21.0,21.0,149.0,4.0,119.0,21.0,,167.0,8.0,68.0,16.0,23.0,30.0,847.0,20.0,17.0,17.0,,91.0,213.0,20.0,10.0,41.0,9.0,48.0,4.0,8.0,,6.0,11.0,123.0,5.0,22.0,1.0,48.0,17.0,16.0,4.0,1.0,7.0,56.0,137.0,1.0,434.0,453.0,32.0,7.0,7.0,9.0,82.0,7.0,16.0,35.0,1.0,1.0,,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,
USA_USL_Championship,2020,Hartford Athletic,ci7y4t5sntdjygs7x8beg31zp,I. Cohen,Defender,25,15.0,3.0,508.0,48.0,2.0,,3.0,,172.0,3.0,12.0,33.0,3.0,62.0,5.0,1.0,14.0,7.0,1.0,,7.0,119.0,54.0,8.0,47.0,,174.0,5.0,7.0,8.0,103.0,3.0,1.0,61.0,,7.0,8.0,,62.0,1.0,34.0,6.0,19.0,19.0,349.0,3.0,8.0,6.0,1.0,51.0,69.0,9.0,10.0,26.0,,10.0,2.0,5.0,,5.0,8.0,63.0,12.0,3.0,,20.0,8.0,3.0,,,1.0,30.0,65.0,,112.0,113.0,12.0,1.0,,5.0,37.0,3.0,12.0,21.0,0.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
USA_USL_Championship,2020,Hartford Athletic,2f5muawryz9clafhdastl2lzp,A. Davey,Defender,5,2.0,,246.0,1.0,,,,,83.0,1.0,1.0,8.0,,20.0,3.0,1.0,13.0,1.0,,,2.0,30.0,43.0,2.0,12.0,1.0,88.0,1.0,7.0,1.0,52.0,5.0,1.0,25.0,,15.0,,,16.0,,16.0,3.0,1.0,11.0,134.0,,3.0,2.0,3.0,15.0,41.0,1.0,10.0,13.0,1.0,11.0,,4.0,,6.0,1.0,23.0,20.0,5.0,,2.0,3.0,,,,,8.0,24.0,,60.0,63.0,8.0,1.0,,1.0,10.0,1.0,5.0,7.0,0.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Hartford Athletic,4nphfoqxp05vgi75rgk5cq356,D. Deas,Defender,42,,,66.0,1.0,7.0,1.0,,,21.0,,5.0,6.0,1.0,15.0,,1.0,,2.0,,,5.0,15.0,4.0,3.0,3.0,,21.0,,1.0,3.0,18.0,2.0,1.0,3.0,,5.0,1.0,,2.0,1.0,3.0,,2.0,1.0,53.0,,7.0,1.0,,20.0,5.0,1.0,10.0,11.0,1.0,,1.0,3.0,,2.0,3.0,27.0,,2.0,,,7.0,,,,1.0,11.0,5.0,,18.0,18.0,7.0,1.0,,3.0,16.0,,1.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Hartford Athletic,9glti6ay2zxkigdtjcxtkj7it,A. Dixon,Forward,11,16.0,11.0,1263.0,2.0,1.0,8.0,,6.0,287.0,8.0,36.0,68.0,2.0,149.0,,3.0,11.0,5.0,15.0,1.0,29.0,182.0,60.0,4.0,72.0,2.0,290.0,10.0,7.0,22.0,189.0,16.0,25.0,83.0,,64.0,15.0,,80.0,3.0,61.0,15.0,12.0,19.0,493.0,,16.0,4.0,,91.0,71.0,53.0,10.0,57.0,10.0,18.0,2.0,17.0,,14.0,21.0,134.0,,17.0,,16.0,16.0,,,1.0,,48.0,87.0,5.0,204.0,207.0,43.0,,2.0,2.0,77.0,2.0,3.0,43.0,2.0,4.0,,1.0,2.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Hartford Athletic,1aru75rqlnb9ocgyleyikw2ui,M. Downs,Midfielder,21,1.0,1.0,325.0,,9.0,,2.0,,156.0,1.0,5.0,33.0,,70.0,1.0,1.0,3.0,13.0,,1.0,3.0,32.0,66.0,11.0,18.0,,157.0,1.0,11.0,2.0,130.0,4.0,1.0,21.0,,44.0,3.0,,14.0,,25.0,2.0,14.0,8.0,213.0,,11.0,5.0,1.0,40.0,38.0,1.0,10.0,19.0,1.0,6.0,,2.0,,4.0,2.0,47.0,1.0,5.0,,1.0,11.0,,,,,25.0,42.0,,135.0,136.0,7.0,,,6.0,28.0,5.0,3.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Hartford Athletic,5ktee1fpb1sk9ec01872oidhx,E. Guzmán,Forward,99,1.0,14.0,934.0,4.0,1.0,6.0,2.0,5.0,137.0,3.0,17.0,69.0,1.0,83.0,,1.0,3.0,2.0,10.0,,15.0,68.0,48.0,3.0,29.0,2.0,162.0,9.0,13.0,4.0,126.0,14.0,20.0,32.0,,38.0,7.0,,25.0,1.0,22.0,12.0,3.0,8.0,246.0,,13.0,5.0,,40.0,18.0,37.0,10.0,14.0,10.0,4.0,1.0,3.0,,4.0,9.0,59.0,,14.0,,1.0,13.0,,1.0,,1.0,30.0,37.0,5.0,105.0,130.0,19.0,2.0,,2.0,45.0,1.0,1.0,10.0,4.0,5.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Hartford Athletic,bb31x0lmvx07e83d344y8byay,J. Haak,Midfielder,80,2.0,,675.0,,,,2.0,1.0,207.0,,15.0,27.0,,65.0,7.0,3.0,14.0,8.0,1.0,,8.0,70.0,108.0,15.0,28.0,1.0,215.0,1.0,14.0,4.0,159.0,9.0,2.0,42.0,,67.0,1.0,,34.0,,63.0,8.0,13.0,10.0,333.0,,8.0,8.0,6.0,69.0,72.0,2.0,10.0,43.0,1.0,14.0,,13.0,,12.0,6.0,89.0,7.0,9.0,,2.0,8.0,,1.0,,,38.0,49.0,1.0,165.0,173.0,20.0,,,9.0,46.0,6.0,20.0,31.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
USA_USL_Championship,2020,Hartford Athletic,6aub6p6ssux62o46g0vkl2fop,T. Johnson,Midfielder,88,27.0,1.0,1024.0,56.0,4.0,1.0,2.0,2.0,188.0,9.0,48.0,47.0,11.0,83.0,12.0,2.0,26.0,6.0,3.0,1.0,17.0,226.0,52.0,19.0,45.0,2.0,195.0,7.0,21.0,16.0,112.0,17.0,12.0,71.0,3.0,57.0,7.0,,99.0,2.0,42.0,11.0,16.0,14.0,525.0,15.0,15.0,12.0,1.0,133.0,70.0,20.0,10.0,60.0,9.0,12.0,8.0,19.0,,6.0,25.0,156.0,13.0,18.0,2.0,42.0,15.0,12.0,2.0,,,79.0,21.0,2.0,117.0,124.0,23.0,1.0,1.0,12.0,96.0,7.0,3.0,54.0,1.0,,,,,22.0,,1.0,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,
USA_USL_Championship,2020,Hartford Athletic,aecj3gekj6nh23vnlr6mlfnmy,M. Jørgensen,Midfielder,8,4.0,,687.0,3.0,5.0,6.0,2.0,2.0,288.0,4.0,10.0,61.0,2.0,118.0,12.0,1.0,27.0,5.0,6.0,,11.0,131.0,89.0,18.0,66.0,1.0,298.0,5.0,16.0,6.0,186.0,11.0,14.0,93.0,2.0,58.0,,,91.0,5.0,46.0,8.0,9.0,16.0,423.0,9.0,13.0,7.0,,72.0,105.0,9.0,10.0,53.0,8.0,19.0,,6.0,,23.0,4.0,106.0,5.0,11.0,,14.0,13.0,7.0,,,1.0,42.0,74.0,1.0,197.0,205.0,34.0,1.0,1.0,14.0,53.0,4.0,13.0,30.0,0.0,2.0,,1.0,,1.0,2.0,,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
