liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Successful Open Play Passes,Unsuccessful Short Passes,Duels,Forward Passes,Corners Won,Throw Ins to Own Player,Goals Conceded Inside Box,Ground Duels lost,Unsuccessful Passes Own Half,Touches,Successful Passes Own Half,Substitute On,Penalty Goals Conceded,Index,Goals Conceded,Recoveries,Duels lost,Total Passes,Unsuccessful Crosses open play,Total Fouls Conceded,Yellow Cards,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Appearances,Games Played,Unsuccessful Dribbles,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Ground Duels,Successful Passes Opposition Half,Successful Short Passes,Home Goals,Away Goals,Winning Goal,Rightside Passes,Successful Long Passes,Goals Conceded Outside Box,Successful Launches,Total Tackles,Aerial Duels,Aerial Duels lost,Blocked Shots,Starts,Substitute Off,Total Touches In Opposition Box,Backward Passes,Unsuccessful Long Passes,Tackles Lost,Interceptions,Total Clearances,Unsuccessful Launches,Total Fouls Won,Aerial Duels won,Duels won,Tackles Won,Ground Duels won,Through balls,Successful Crosses & Corners,Handballs conceded,Last Man Tackle,Successful Crosses open play,Successful Dribbles,Key Passes (Attempt Assists),Foul Attempted Tackle,Blocks,Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Clean Sheets,Shots On Target ( inc goals ),Corners Taken (incl short corners),Throw Ins to Opposition Player,Unsuccessful Corners into Box,Total Shots,Left Foot Goals,Offsides,Goal Assists,Goals from Inside Box,Goals,Goals from Outside Box,Assists (Intentional),Hit Woodwork,Right Foot Goals,Penalties Taken,Successful Lay-offs,Unsuccessful lay-offs,Headed Goals,Penalty Goals,Foul Won Penalty,Second Goal Assists,GK Successful Distribution,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Penalties Conceded,Total Red Cards,Saves Made from Outside Box,Catches,Penalties Saved,Saves from Penalty,Saves made - parried,Punches,Saves Made,Penalties Faced,Saves Made from Inside Box,GK Unsuccessful Distribution,Drops,Overruns,Saves made - caught,Goal Kicks,Straight Red Cards,Penalties Off Target,Clearances Off the Line,Own Goal Scored,Goalkeeper Smother,Set Pieces Goals,Last Player Tackle,Crosses not Claimed
Mexico_Liga_MX,2021-2022,Mazatlán FC,4pj1h4jn8fm7lha1im6b6qokp,D. Amador,Midfielder,11,67.0,388.0,35.0,111.0,78.0,29.0,60.0,37.0,2.0,1.0,5.0,15.0,6.0,192.0,25.0,4.0,,10.0,5.0,19.0,33.0,114.0,4.0,7.0,1.0,36.0,79.0,45.0,9.0,9.0,4.0,6.0,6.0,7.0,38.0,55.0,72.0,1.0,0.0,0.0,17.0,7.0,,,9.0,22.0,18.0,,5.0,4.0,13.0,15.0,6.0,4.0,1.0,,,10.0,4.0,27.0,5.0,23.0,1.0,1.0,,,,4.0,7.0,3.0,,1.0,5.0,,4.0,3.0,,2.0,5.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Mazatlán FC,d9yps5iuefppdc8otqz7ofvqi,S. Arce,Forward,195,32.0,312.0,14.0,69.0,55.0,10.0,46.0,19.0,,,7.0,15.0,2.0,125.0,18.0,6.0,2.0,10.0,7.0,14.0,24.0,72.0,4.0,5.0,,16.0,58.0,23.0,10.0,10.0,3.0,7.0,5.0,4.0,34.0,42.0,55.0,0.0,0.0,0.0,11.0,3.0,,,3.0,12.0,9.0,2.0,4.0,4.0,9.0,19.0,4.0,,,1.0,1.0,12.0,3.0,22.0,3.0,19.0,,2.0,,,,4.0,2.0,3.0,,2.0,3.0,,,2.0,,,2.0,,,2.0,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Mazatlán FC,3gxwh529yietclalkd1zf8zu2,U. Cardona,Midfielder,13,3.0,15.0,1.0,7.0,6.0,1.0,2.0,1.0,,,,,,11.0,2.0,2.0,,10.0,,3.0,,7.0,,,,1.0,6.0,,2.0,2.0,,,,,2.0,4.0,6.0,0.0,0.0,0.0,4.0,,,,,,,,,,,2.0,,,,,,,,2.0,,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Mazatlán FC,d16l8ke9mm2khv0begrfz8yqx,B. Colula,Defender,15,138.0,937.0,94.0,227.0,133.0,74.0,86.0,118.0,6.0,28.0,11.0,31.0,32.0,418.0,54.0,3.0,4.0,10.0,13.0,33.0,40.0,229.0,8.0,12.0,2.0,71.0,135.0,60.0,14.0,14.0,6.0,10.0,29.0,9.0,64.0,84.0,120.0,1.0,1.0,0.0,11.0,15.0,2.0,2.0,13.0,22.0,9.0,2.0,11.0,7.0,9.0,40.0,20.0,8.0,14.0,17.0,7.0,18.0,13.0,46.0,5.0,33.0,1.0,3.0,2.0,,1.0,4.0,4.0,9.0,3.0,4.0,10.0,1.0,4.0,3.0,6.0,1.0,8.0,1.0,,,2.0,2.0,,,,1.0,,,,,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Mazatlán FC,dvjwtt5v39s05c5cbd5e25hbd,N. Díaz,Defender,4,184.0,1341.0,102.0,487.0,388.0,65.0,129.0,201.0,2.0,98.0,20.0,49.0,39.0,845.0,260.0,2.0,6.0,10.0,24.0,78.0,63.0,505.0,15.0,28.0,6.0,78.0,403.0,29.0,16.0,16.0,3.0,12.0,27.0,15.0,97.0,148.0,378.0,0.0,1.0,1.0,192.0,25.0,4.0,7.0,31.0,32.0,14.0,1.0,14.0,,9.0,83.0,37.0,15.0,19.0,36.0,16.0,12.0,18.0,66.0,16.0,48.0,,5.0,,,5.0,6.0,5.0,15.0,3.0,4.0,9.0,2.0,2.0,,37.0,,6.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Mazatlán FC,aoz0966dxup25pg67nhvkszx1,G. Freitas,Midfielder,8,151.0,1343.0,113.0,464.0,351.0,82.0,175.0,146.0,3.0,6.0,17.0,62.0,34.0,705.0,230.0,1.0,4.0,10.0,21.0,71.0,80.0,482.0,1.0,29.0,6.0,80.0,369.0,167.0,16.0,16.0,2.0,13.0,23.0,1.0,111.0,139.0,339.0,0.0,0.0,0.0,123.0,30.0,4.0,7.0,36.0,64.0,18.0,2.0,15.0,2.0,13.0,46.0,31.0,18.0,22.0,40.0,13.0,6.0,46.0,95.0,18.0,49.0,,,1.0,,,7.0,6.0,21.0,10.0,8.0,15.0,2.0,1.0,,1.0,,9.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Mazatlán FC,1vyrm2szw740ztlukubtjqhka,R. Gutiérrez,Goalkeeper,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Mazatlán FC,27q7n02x8uzefzcva3viowydw,M. Lozano,Defender,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Mazatlán FC,b1ej41k6xnytyg9vl2e5lgk16,A. López,Midfielder,194,2.0,10.0,1.0,7.0,6.0,1.0,1.0,3.0,,,1.0,,,8.0,4.0,1.0,,10.0,1.0,,1.0,7.0,,,,1.0,6.0,,1.0,1.0,,,,,,2.0,6.0,0.0,0.0,0.0,1.0,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Mazatlán FC,a8fg4hsvv6z4fhmma45d0sfd,R. Meráz,Midfielder,6,71.0,1101.0,56.0,372.0,317.0,36.0,79.0,110.0,,1.0,13.0,19.0,22.0,506.0,220.0,3.0,5.0,10.0,16.0,45.0,30.0,384.0,1.0,11.0,2.0,35.0,328.0,105.0,15.0,15.0,1.0,4.0,12.0,1.0,56.0,108.0,313.0,0.0,0.0,0.0,102.0,15.0,3.0,2.0,16.0,23.0,11.0,,12.0,5.0,5.0,67.0,20.0,9.0,18.0,14.0,11.0,17.0,12.0,49.0,7.0,37.0,,,1.0,,,4.0,5.0,6.0,5.0,1.0,8.0,1.0,1.0,1.0,,,2.0,,1.0,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
