liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,St. Kitts and Nevis Under 17,5y49rpibxx6xxa7qmd43cf6dw,N. Allen,Midfielder,14,42.0,2.0,1.0,13.0,2.0,14.0,3.0,15.0,1.0,21.0,6.0,61.0,5.0,18.0,14.0,225.0,20.0,17.0,11.0,22.0,3.0,3.0,8.0,10.0,2.0,33.0,4.0,36.0,2.0,7.0,23.0,39.0,12.0,4.0,,9.0,10.0,34.0,148.0,3.0,19.0,46.0,12.0,55.0,40.0,0.0,2.0,2.0,,,7.0,3.0,3.0,26.0,3.0,3.0,1.0,2.0,,1.0,,1.0,1.0,,,,,,7.0,,,,,,,1.0,,1.0,7.0,,1.0,2.0,6.0,,1.0,1.0,,5.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_U17,2025,St. Kitts and Nevis Under 17,ci0gtshncpp7jq7pemzzvbh1w,Z. Bradshaw,Defender,11,7.0,2.0,,4.0,,,,5.0,2.0,9.0,1.0,14.0,7.0,3.0,8.0,53.0,5.0,2.0,5.0,5.0,2.0,,4.0,,,4.0,1.0,12.0,,1.0,5.0,7.0,2.0,1.0,,1.0,10.0,3.0,30.0,2.0,2.0,10.0,5.0,10.0,5.0,0.0,,,,,2.0,,4.0,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,St. Kitts and Nevis Under 17,9r2pxgzyq42vnaicwiv8yp1jo,T. Burroughs,Defender,12,19.0,2.0,1.0,3.0,1.0,8.0,8.0,5.0,1.0,9.0,2.0,23.0,3.0,6.0,3.0,98.0,8.0,9.0,2.0,9.0,2.0,1.0,4.0,1.0,1.0,14.0,2.0,20.0,1.0,6.0,10.0,18.0,4.0,2.0,1.0,3.0,10.0,14.0,63.0,2.0,9.0,14.0,3.0,23.0,14.0,0.0,1.0,,,,5.0,1.0,1.0,6.0,1.0,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,St. Kitts and Nevis Under 17,4yqsv55f8hgpkrxbmw2bgesyc,B. Collins,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,St. Kitts and Nevis Under 17,1nef5c3ubptzuh716caei5f6c,J. Greene,Defender,3,11.0,3.0,,9.0,,,,3.0,2.0,8.0,4.0,25.0,3.0,4.0,4.0,114.0,10.0,2.0,8.0,6.0,3.0,,5.0,3.0,1.0,15.0,,15.0,,4.0,9.0,8.0,,1.0,1.0,4.0,10.0,16.0,51.0,3.0,2.0,14.0,8.0,24.0,17.0,0.0,,,,,1.0,3.0,1.0,7.0,,2.0,,7.0,,1.0,,,3.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,St. Kitts and Nevis Under 17,c7f8joobjg11j1f6y6bnpa0ic,V. Hart,Goalkeeper,1,1.0,,1.0,5.0,1.0,,,18.0,,33.0,,80.0,8.0,,31.0,225.0,42.0,,10.0,,3.0,1.0,15.0,9.0,3.0,29.0,,35.0,,2.0,,,,,1.0,27.0,10.0,11.0,128.0,3.0,1.0,47.0,11.0,16.0,47.0,0.0,,1.0,,,,1.0,,5.0,,,,24.0,,,,,,6.0,,,2.0,44.0,18.0,1.0,20.0,14.0,21.0,47.0,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,St. Kitts and Nevis Under 17,259vc1nb0h8klvpqnmo60mdjo,D. Huggins,Goalkeeper,18,1.0,,,2.0,,,,2.0,1.0,2.0,,10.0,1.0,,2.0,45.0,8.0,1.0,1.0,,1.0,,,1.0,,6.0,,3.0,,,,1.0,,,,4.0,10.0,3.0,16.0,1.0,1.0,5.0,1.0,4.0,8.0,0.0,,,,,,,,,,,,4.0,,,,,,,,,,6.0,2.0,,2.0,1.0,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,St. Kitts and Nevis Under 17,6ln3bsttr6l2kfv752z6atfkk,H. Isles,Midfielder,10,19.0,4.0,1.0,2.0,,,,8.0,,5.0,1.0,38.0,1.0,4.0,1.0,156.0,11.0,8.0,1.0,11.0,2.0,1.0,2.0,5.0,2.0,29.0,1.0,26.0,,4.0,11.0,19.0,3.0,7.0,1.0,4.0,10.0,30.0,81.0,2.0,8.0,6.0,2.0,35.0,33.0,0.0,3.0,,1.0,1.0,1.0,,13.0,23.0,3.0,,,14.0,3.0,1.0,,3.0,,,,,,,4.0,,,,,,,1.0,,,2.0,,2.0,5.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,1.0,,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_U17,2025,St. Kitts and Nevis Under 17,b9zafh244g7ih5fqjsnwac07o,D. Liburd,Midfielder,17,7.0,1.0,,1.0,2.0,,,4.0,1.0,7.0,,17.0,2.0,2.0,4.0,92.0,7.0,2.0,8.0,4.0,2.0,3.0,3.0,3.0,1.0,9.0,,12.0,,3.0,5.0,6.0,2.0,2.0,1.0,3.0,10.0,9.0,32.0,2.0,2.0,5.0,8.0,16.0,10.0,0.0,1.0,,1.0,,,1.0,3.0,3.0,,,,6.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,St. Kitts and Nevis Under 17,81nd57yj5x0lxg22fa7bhe6ms,J. Merritt,Defender,4,20.0,4.0,,7.0,1.0,15.0,8.0,6.0,1.0,15.0,2.0,38.0,9.0,4.0,9.0,165.0,15.0,8.0,9.0,10.0,3.0,4.0,9.0,1.0,2.0,22.0,,28.0,,6.0,10.0,18.0,2.0,3.0,1.0,10.0,10.0,23.0,91.0,3.0,10.0,25.0,9.0,38.0,23.0,0.0,2.0,2.0,,,1.0,2.0,4.0,8.0,1.0,,,8.0,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
