liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Substitute On,Penalty Goals Conceded,Aerial Duels won,Total Clearances,Handballs conceded,Successful Launches,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Blocked Shots,Throw Ins to Opposition Player,Second Goal Assists,Hit Woodwork,Penalties Conceded,Total Red Cards,Red Cards - 2nd Yellow,Successful Corners into Box,Attempts from Set Pieces,Left Foot Goals,Goals from Outside Box,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,GK Unsuccessful Distribution,Foul Won Penalty,Penalties Taken,Penalty Goals,Goalkeeper Smother,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Penalties Saved,Saves from Penalty,Straight Red Cards,Last Man Tackle,Clearances Off the Line,Home Goals,Away Goals,Set Pieces Goals,Saves made - caught
Canada_Canadian_Premier_League,2020,Forge FC,8ad2vcq9xcul0kkfms8qo0wk5,A. Achinioti-Jönsson,Midfielder,13,1.0,,792.0,,2.0,3.0,1.0,329.0,2.0,1.0,51.0,,113.0,1.0,24.0,6.0,1.0,12.0,73.0,165.0,18.0,38.0,340.0,3.0,12.0,1.0,259.0,8.0,6.0,62.0,87.0,,38.0,40.0,9.0,10.0,25.0,436.0,,11.0,8.0,50.0,112.0,9.0,10.0,48.0,4.0,19.0,,13.0,,78.0,9.0,1.0,11.0,,,18.0,90.0,3.0,267.0,278.0,28.0,3.0,,,10.0,30.0,8.0,22.0,32.0,1.0,2.0,2.0,16.0,6.0,,3.0,12.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,1.0,,
Canada_Canadian_Premier_League,2020,Forge FC,d3uo72swkorck8mo41kv1yp61,D. Krutzen,Defender,5,4.0,,961.0,1.0,,2.0,,616.0,2.0,2.0,27.0,2.0,152.0,2.0,93.0,2.0,1.0,16.0,168.0,357.0,15.0,50.0,650.0,1.0,14.0,3.0,420.0,9.0,10.0,143.0,202.0,4.0,106.0,52.0,11.0,3.0,46.0,819.0,4.0,11.0,8.0,55.0,339.0,11.0,10.0,58.0,3.0,87.0,1.0,18.0,2.0,95.0,10.0,9.0,11.0,4.0,,21.0,82.0,2.0,479.0,507.0,40.0,5.0,,,10.0,37.0,5.0,34.0,34.0,2.0,,2.0,24.0,38.0,1.0,6.0,33.0,7.0,4.0,3.0,,,1.0,1.0,,,,5.0,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,
Canada_Canadian_Premier_League,2020,Forge FC,9u43821bgzomf56br5toaywdm,B. Maan,Goalkeeper,31,,,90.0,,,,,15.0,,,,,1.0,,7.0,,,,8.0,18.0,,,26.0,,,,16.0,2.0,,7.0,4.0,,5.0,11.0,1.0,,2.0,45.0,,1.0,,,12.0,,10.0,2.0,,3.0,,2.0,,2.0,2.0,,1.0,,,,10.0,,12.0,19.0,2.0,,,,,,,,,0.0,,,2.0,3.0,,,3.0,,,,,,,,,,,,,,6.0,11.0,,2.0,,1.0,3.0,2.0,3.0,,2.0,,,,,,,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,Forge FC,btd38hasv7hxy5bw4g43ymhyi,M. Mohsen,Defender,22,4.0,1.0,208.0,3.0,,,,42.0,,6.0,9.0,2.0,23.0,,3.0,2.0,,2.0,30.0,14.0,4.0,4.0,42.0,2.0,,5.0,33.0,4.0,,7.0,15.0,3.0,13.0,6.0,3.0,3.0,1.0,101.0,3.0,3.0,,29.0,17.0,5.0,10.0,19.0,,2.0,1.0,10.0,1.0,31.0,4.0,7.0,3.0,2.0,,10.0,1.0,,35.0,35.0,2.0,1.0,,,4.0,12.0,,1.0,19.0,0.0,,,,3.0,,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,Forge FC,6pi1u2mdt56ns3pqkdjp772s5,C. Nanco,Forward,11,4.0,,224.0,1.0,2.0,2.0,2.0,46.0,1.0,11.0,9.0,1.0,22.0,,1.0,2.0,,4.0,33.0,11.0,4.0,13.0,46.0,4.0,7.0,4.0,31.0,3.0,3.0,14.0,15.0,1.0,17.0,9.0,4.0,5.0,1.0,87.0,,5.0,4.0,33.0,9.0,11.0,10.0,10.0,3.0,1.0,1.0,2.0,7.0,37.0,3.0,4.0,5.0,,,23.0,13.0,2.0,32.0,32.0,4.0,,,,3.0,27.0,1.0,,10.0,0.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
Canada_Canadian_Premier_League,2020,Forge FC,32fe58rlsvv1h3qthbhol08yy,A. Novak,Forward,23,,1.0,381.0,,4.0,2.0,1.0,88.0,1.0,11.0,49.0,,51.0,,1.0,2.0,1.0,15.0,47.0,29.0,3.0,18.0,99.0,4.0,4.0,4.0,78.0,3.0,8.0,19.0,17.0,3.0,16.0,12.0,4.0,4.0,3.0,166.0,,9.0,2.0,31.0,14.0,16.0,10.0,20.0,6.0,2.0,,9.0,2.0,50.0,4.0,,9.0,,,15.0,19.0,2.0,69.0,80.0,19.0,,,,3.0,30.0,,2.0,16.0,0.0,5.0,1.0,4.0,1.0,,,1.0,2.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,0.0,,
Canada_Canadian_Premier_League,2020,Forge FC,bzfamx9nfvg0cwshyldxiea5l,P. Sabak,Midfielder,24,7.0,1.0,752.0,1.0,4.0,2.0,2.0,326.0,6.0,12.0,57.0,1.0,163.0,1.0,19.0,10.0,1.0,6.0,107.0,97.0,8.0,58.0,336.0,6.0,14.0,13.0,241.0,5.0,11.0,77.0,78.0,10.0,68.0,49.0,8.0,18.0,17.0,449.0,6.0,11.0,6.0,78.0,134.0,18.0,10.0,44.0,3.0,18.0,,21.0,6.0,87.0,6.0,8.0,11.0,1.0,,37.0,67.0,2.0,250.0,259.0,9.0,1.0,2.0,1.0,4.0,43.0,4.0,6.0,41.0,0.0,3.0,1.0,3.0,4.0,1.0,2.0,8.0,8.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,0.0,2.0,,
Canada_Canadian_Premier_League,2020,Forge FC,6rsihixcpnuyulgk4giwpzvth,D. Samuel,Defender,4,7.0,,721.0,73.0,,,,268.0,2.0,15.0,41.0,2.0,106.0,2.0,22.0,5.0,,4.0,117.0,105.0,16.0,46.0,277.0,2.0,12.0,11.0,195.0,8.0,2.0,68.0,15.0,2.0,52.0,31.0,8.0,8.0,23.0,491.0,,10.0,9.0,71.0,144.0,7.0,10.0,59.0,,14.0,2.0,17.0,5.0,92.0,8.0,7.0,10.0,,,29.0,77.0,,201.0,209.0,21.0,4.0,,,7.0,33.0,9.0,10.0,42.0,0.0,2.0,2.0,17.0,20.0,2.0,3.0,12.0,2.0,2.0,,12.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,Forge FC,4bc5n4bry6a5wswiwzq8d9oq2,K. Thomas,Forward,17,10.0,3.0,283.0,,,,,64.0,2.0,18.0,15.0,,34.0,1.0,,6.0,,4.0,56.0,13.0,18.0,17.0,64.0,2.0,11.0,6.0,46.0,2.0,3.0,17.0,15.0,2.0,22.0,27.0,1.0,11.0,5.0,151.0,,9.0,9.0,69.0,17.0,14.0,10.0,32.0,1.0,1.0,,7.0,10.0,74.0,2.0,10.0,9.0,,1.0,38.0,17.0,,47.0,47.0,5.0,,1.0,,11.0,42.0,7.0,3.0,31.0,0.0,8.0,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,Forge FC,apavbqkzwn6ik22hi8d8mo1qt,M. Tissot,Midfielder,15,5.0,1.0,394.0,8.0,,1.0,,169.0,6.0,10.0,39.0,8.0,78.0,1.0,19.0,1.0,1.0,9.0,79.0,64.0,6.0,26.0,179.0,3.0,4.0,2.0,128.0,3.0,5.0,45.0,50.0,7.0,46.0,20.0,3.0,8.0,14.0,271.0,12.0,11.0,2.0,30.0,61.0,10.0,10.0,16.0,3.0,6.0,3.0,4.0,3.0,43.0,4.0,15.0,11.0,6.0,2.0,18.0,29.0,,126.0,134.0,13.0,,2.0,,5.0,27.0,1.0,4.0,12.0,0.0,8.0,2.0,4.0,6.0,,2.0,11.0,2.0,2.0,4.0,1.0,,,,,,3.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,
Canada_Canadian_Premier_League,2020,Forge FC,28s4e8xbplnxxbi8dx7544g2y,G. Wiethaeuper-Balbinotti,Forward,20,,3.0,203.0,,1.0,,,30.0,3.0,7.0,10.0,,13.0,1.0,2.0,2.0,,10.0,26.0,9.0,2.0,12.0,36.0,3.0,8.0,2.0,20.0,3.0,5.0,14.0,7.0,,11.0,3.0,3.0,2.0,3.0,66.0,,6.0,6.0,21.0,10.0,9.0,10.0,10.0,1.0,2.0,,3.0,1.0,35.0,3.0,,6.0,,,15.0,9.0,,17.0,22.0,14.0,,,,2.0,25.0,,1.0,6.0,0.0,3.0,,4.0,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,Forge FC,bpxxztlpukizv1d2a5506ilbe,M. Zajac,Forward,9,4.0,2.0,237.0,1.0,,,,57.0,,14.0,22.0,,31.0,2.0,2.0,5.0,,6.0,35.0,16.0,6.0,10.0,59.0,4.0,6.0,3.0,44.0,4.0,3.0,12.0,10.0,,11.0,13.0,4.0,8.0,5.0,122.0,,4.0,2.0,39.0,17.0,10.0,10.0,17.0,1.0,3.0,,5.0,1.0,48.0,4.0,4.0,4.0,,,25.0,10.0,,45.0,47.0,9.0,,,,4.0,31.0,2.0,5.0,14.0,0.0,,,3.0,1.0,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
