liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Goals Conceded Outside Box,Offsides,Right Foot Goals,Headed Goals,Goals from Inside Box,Throw Ins to Own Player,Set Pieces Goals,Successful Corners into Box,Attempts from Set Pieces,Penalties Taken,Throw Ins to Opposition Player,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Total Red Cards,Straight Red Cards,Foul Won Penalty,Second Goal Assists,Hit Woodwork,Penalty Goals,Crosses not Claimed,Other Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Own Goal Scored,Last Man Tackle,Penalties Off Target
Canada_Canadian_Premier_League,2019,Cavalry FC,5m5p9c4iyl4f4j1rr1rdmojfu,E. Adekugbe,Midfielder,16,5.0,1575.0,2.0,14.0,4.0,1.0,919.0,1.0,204.0,2.0,312.0,8.0,6.0,39.0,17.0,7.0,15.0,188.0,503.0,41.0,104.0,1.0,956.0,1.0,36.0,21.0,729.0,10.0,8.0,143.0,252.0,8.0,123.0,1.0,120.0,17.0,30.0,28.0,1196.0,2.0,19.0,19.0,2.0,166.0,1.0,284.0,3.0,10.0,117.0,1.0,84.0,2.0,39.0,18.0,2.0,199.0,17.0,10.0,1.0,8.0,19.0,2.0,2.0,3.0,67.0,216.0,780.0,813.0,33.0,9.0,1.0,4.0,2.0,26.0,82.0,15.0,18.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,2bwli6laejcfs9eb6euey2lbe,Gabriel Bitar,Forward,19,3.0,90.0,,,,,15.0,2.0,3.0,,8.0,,,1.0,1.0,1.0,1.0,14.0,6.0,3.0,1.0,,16.0,,1.0,1.0,14.0,,5.0,2.0,6.0,2.0,5.0,,2.0,1.0,2.0,,42.0,,1.0,1.0,,16.0,,6.0,5.0,10.0,5.0,4.0,,,1.0,,3.0,17.0,1.0,3.0,,3.0,1.0,,,,11.0,1.0,13.0,14.0,1.0,,,,,1.0,12.0,2.0,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,c0bz7h3es1ym0n5he0l4ntzop,J. Brown,Forward,9,17.0,1397.0,10.0,7.0,1.0,4.0,288.0,13.0,107.0,5.0,151.0,4.0,2.0,8.0,12.0,16.0,42.0,181.0,80.0,26.0,63.0,,297.0,5.0,34.0,13.0,222.0,7.0,29.0,71.0,77.0,16.0,80.0,13.0,57.0,15.0,28.0,8.0,549.0,,25.0,11.0,,133.0,1.0,64.0,70.0,10.0,67.0,13.0,4.0,5.0,7.0,21.0,15.0,196.0,4.0,8.0,1.0,17.0,25.0,,3.0,1.0,87.0,49.0,217.0,226.0,63.0,7.0,1.0,1.0,,15.0,129.0,11.0,2.0,46.0,1.0,5.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,ar6i26vtb7c9tjfrlul7pp3v9,J. Büscher,Midfielder,8,29.0,1768.0,4.0,11.0,5.0,5.0,972.0,10.0,209.0,36.0,420.0,26.0,5.0,92.0,23.0,14.0,26.0,417.0,396.0,62.0,154.0,1.0,1026.0,12.0,51.0,13.0,697.0,10.0,27.0,246.0,247.0,37.0,297.0,5.0,187.0,21.0,50.0,35.0,1511.0,68.0,25.0,34.0,4.0,268.0,3.0,359.0,24.0,10.0,135.0,13.0,83.0,8.0,50.0,12.0,8.0,306.0,15.0,10.0,,86.0,25.0,40.0,2.0,4.0,145.0,211.0,742.0,780.0,38.0,4.0,,4.0,2.0,44.0,171.0,18.0,29.0,123.0,,2.0,5.0,,2.0,7.0,1.0,21.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,6re26cen7xbrynezb3rerst05,S. Camargo,Midfielder,10,17.0,1260.0,5.0,7.0,1.0,6.0,376.0,12.0,103.0,3.0,204.0,1.0,1.0,6.0,11.0,7.0,18.0,202.0,92.0,18.0,89.0,,388.0,8.0,10.0,20.0,283.0,9.0,18.0,95.0,113.0,19.0,102.0,6.0,68.0,15.0,26.0,12.0,630.0,6.0,20.0,6.0,1.0,122.0,,96.0,77.0,10.0,61.0,11.0,10.0,2.0,15.0,9.0,19.0,149.0,4.0,9.0,1.0,19.0,20.0,2.0,1.0,3.0,70.0,76.0,282.0,293.0,27.0,2.0,,3.0,1.0,8.0,88.0,10.0,8.0,52.0,,7.0,5.0,,6.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,7tmc8hrkee4lo05qa26i7e5zp,M. Carducci,Goalkeeper,1,,2250.0,,,49.0,,386.0,1.0,1.0,,59.0,115.0,1.0,236.0,,,,246.0,395.0,,7.0,1.0,697.0,,1.0,,310.0,17.0,,243.0,135.0,1.0,191.0,,214.0,25.0,,52.0,932.0,,25.0,1.0,,6.0,,418.0,1.0,10.0,11.0,,144.0,,6.0,7.0,,13.0,21.0,17.0,,,25.0,,,,2.0,143.0,295.0,454.0,7.0,9.0,,,,,2.0,,,4.0,,,,,,,,,,,,65.0,238.0,1.0,13.0,1.0,2.0,1.0,13.0,32.0,19.0,33.0,2.0,1.0,1.0,65.0,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,79xw5l1zq2huxdmeod9t19nmd,J. Escalante,Midfielder,11,40.0,1613.0,6.0,3.0,5.0,4.0,427.0,22.0,115.0,38.0,234.0,11.0,3.0,39.0,22.0,17.0,27.0,320.0,124.0,33.0,97.0,2.0,456.0,6.0,24.0,13.0,296.0,12.0,33.0,136.0,154.0,24.0,184.0,10.0,84.0,18.0,43.0,31.0,918.0,54.0,24.0,14.0,,185.0,2.0,133.0,63.0,10.0,108.0,16.0,24.0,15.0,45.0,18.0,29.0,230.0,10.0,12.0,4.0,79.0,24.0,26.0,,4.0,95.0,54.0,297.0,320.0,45.0,4.0,,4.0,,24.0,122.0,9.0,9.0,90.0,,10.0,,,2.0,24.0,1.0,17.0,5.0,1.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,ewbf6v0sbw5mtcdt7zs2vq5ed,M. Eustáquio,Midfielder,18,3.0,533.0,5.0,1.0,2.0,,340.0,1.0,43.0,1.0,116.0,11.0,2.0,29.0,5.0,1.0,12.0,106.0,160.0,17.0,56.0,2.0,360.0,,16.0,2.0,238.0,4.0,2.0,85.0,90.0,2.0,61.0,1.0,43.0,5.0,9.0,29.0,457.0,1.0,10.0,8.0,1.0,65.0,,128.0,,10.0,44.0,1.0,37.0,1.0,11.0,15.0,3.0,92.0,9.0,7.0,,5.0,10.0,1.0,1.0,,36.0,99.0,257.0,275.0,27.0,2.0,,,,11.0,48.0,6.0,11.0,29.0,3.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,3mdoaxl9nv5pgiya30nqm3qi,O.Fakunle,Forward,25,2.0,9.0,2.0,,,,3.0,,1.0,,2.0,,,,2.0,,,3.0,1.0,,,,3.0,,,,3.0,1.0,,,1.0,,2.0,,1.0,,2.0,,10.0,,2.0,,,,,1.0,,10.0,,,,,,,,,,1.0,,2.0,2.0,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Cavalry FC,207co3fpu5mhbs1r0e6p8vze1,N. Giantsopoulos,Goalkeeper,22,,450.0,,,6.0,,67.0,,,,8.0,12.0,,30.0,,,,32.0,77.0,,1.0,1.0,116.0,,,,67.0,1.0,,31.0,16.0,1.0,18.0,,48.0,5.0,,13.0,178.0,,5.0,,,2.0,,57.0,,10.0,4.0,,18.0,,4.0,2.0,,4.0,2.0,4.0,,,5.0,,,,,43.0,54.0,85.0,2.0,3.0,,,,,,,,2.0,3.0,,,,,,,,,,,20.0,57.0,,,,,,1.0,11.0,4.0,9.0,1.0,,,10.0,,,,,,,1.0,,,,,,
