liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded,Forward Passes,Interceptions,Substitute On,Total Losses Of Possession,Total Passes,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Unsuccessful Passes Opposition Half,Throw Ins to Own Player,Own Goal Scored,Games Played,Unsuccessful Launches,Open Play Passes,Blocks,Goals Conceded Inside Box,Successful Long Passes,Unsuccessful Long Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Successful Passes Opposition Half,Touches,Index,Appearances,Winning Goal,Goal Kicks,Saves made - parried,Penalties Faced,Successful Passes Own Half,Total Clearances,GK Successful Distribution,Penalty Goals Conceded,Rightside Passes,GK Unsuccessful Distribution,Recoveries,Unsuccessful Passes Own Half,Goals Conceded Outside Box,Successful Short Passes,Saves Made from Inside Box,Punches,Duels,Duels won,Aerial Duels,Starts,Saves Made,Aerial Duels won,Saves Made from Outside Box,Leftside Passes,Tackles Won,Foul Attempted Tackle,Tackles Lost,Total Tackles,Total Fouls Conceded,Handballs conceded,Duels lost,Total Touches In Opposition Box,Ground Duels lost,Ground Duels won,Substitute Off,Aerial Duels lost,Unsuccessful Short Passes,Ground Duels,Successful Lay-offs,Shots Off Target (inc woodwork),Clean Sheets,Backward Passes,Yellow Cards,Offsides,PutThrough/Blocked Distribution,Total Shots,Shots On Target ( inc goals ),PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Unsuccessful lay-offs,Times Tackled,Successful Dribbles,Unsuccessful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses & Corners,Unsuccessful Crosses open play,Total Fouls Won,Successful Corners into Box,Through balls,Penalties Conceded,Blocked Shots,Penalties Taken,Throw Ins to Opposition Player,Clearances Off the Line,Overruns,Key Passes (Attempt Assists),Catches,Crosses not Claimed,Last Player Tackle,Right Foot Goals,Goals from Inside Box,Goals,Corners Won,Penalty Goals,Home Goals,Away Goals,Assists (Intentional),Attempts from Set Pieces,Unsuccessful Corners into Box,Goal Assists,Successful Crosses open play,Goals from Outside Box,Saves from Penalty,Penalties Saved,Total Red Cards,Straight Red Cards,Saves made - caught,Headed Goals,Second Goal Assists,Goalkeeper Smother,Foul Won Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Hit Woodwork,Left Foot Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Scored,Final Third Touches,Total Big Chances Missed,Drops,Total Big Chances Saved,Goals Openplay,Set Pieces Goals,Direct Setpiece Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cuba,4vkjc1j6xebd8wkwa8i09dqwa,J. Aguirre,Forward,0,1.0,10.0,,,22.0,40.0,,11.0,27.0,11.0,,,2.0,,38.0,,1.0,1.0,1.0,29.0,132.0,18.0,67.0,10.0,2.0,0.0,,,,11.0,1.0,,,14.0,,10.0,1.0,,28.0,,,13.0,6.0,1.0,2.0,,1.0,,7.0,1.0,,,1.0,2.0,1.0,7.0,7.0,7.0,5.0,2.0,,10.0,12.0,1.0,2.0,,9.0,,,4.0,3.0,1.0,2.0,2.0,,4.0,2.0,1.0,,,1.0,2.0,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,2.0,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cuba,470xuwiwevwy86l2ararrkyga,R. Arozarena,Goalkeeper,0,3.0,41.0,,,12.0,83.0,3.0,12.0,57.0,7.0,,,2.0,7.0,67.0,,3.0,16.0,12.0,71.0,180.0,5.0,102.0,67.0,2.0,0.0,12.0,2.0,,66.0,,22.0,,24.0,2.0,22.0,5.0,,55.0,3.0,,,,,2.0,6.0,,3.0,18.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cuba,74u75ag9f6zn49xgev0a4cs9g,P. Bravo,Midfielder,0,2.0,20.0,,,23.0,77.0,,18.0,58.0,16.0,,,2.0,2.0,75.0,,2.0,9.0,4.0,59.0,180.0,29.0,106.0,10.0,2.0,1.0,,,,30.0,5.0,,,22.0,,3.0,2.0,,50.0,,,21.0,14.0,10.0,2.0,,8.0,,28.0,1.0,1.0,,1.0,3.0,,7.0,6.0,5.0,6.0,,2.0,14.0,11.0,1.0,4.0,1.0,7.0,,,,6.0,2.0,,,,2.0,2.0,,,,,3.0,,,,4.0,,,,,2.0,,,,1.0,1.0,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cuba,5kve8dhpubbnibcluxbouritw,O. Calvo,Defender,0,5.0,36.0,5.0,,52.0,108.0,,25.0,81.0,25.0,25.0,,3.0,,106.0,2.0,5.0,10.0,4.0,83.0,266.0,43.0,198.0,49.0,3.0,0.0,,,,41.0,5.0,,,6.0,,9.0,8.0,,73.0,,,38.0,24.0,11.0,3.0,,9.0,,48.0,6.0,2.0,4.0,10.0,3.0,,14.0,,12.0,15.0,1.0,2.0,21.0,27.0,,1.0,1.0,18.0,,1.0,4.0,1.0,,1.0,1.0,,4.0,2.0,8.0,,1.0,8.0,3.0,,,,,,4.0,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cuba,3aawieiwx379azn3g6pgd0efo,M. Campo,Midfielder,0,1.0,2.0,,2.0,8.0,20.0,,4.0,14.0,3.0,,,2.0,,18.0,,1.0,,,16.0,37.0,13.0,31.0,10.0,2.0,0.0,,,,4.0,,,,8.0,,4.0,2.0,,16.0,,,6.0,3.0,,,,,,4.0,2.0,1.0,,2.0,2.0,,3.0,2.0,3.0,3.0,,,4.0,6.0,1.0,,,6.0,,,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cuba,aqbtfatocqmra3wpw5t7szzf8,E. Casanova,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cuba,6ws3ie429s02yg05uiah89g5w,D. Catasus,Midfielder,0,1.0,23.0,,,32.0,66.0,,16.0,49.0,22.0,,,2.0,,64.0,,1.0,1.0,4.0,50.0,147.0,32.0,92.0,10.0,2.0,0.0,,,,20.0,1.0,,,9.0,,6.0,1.0,,49.0,,,12.0,5.0,2.0,2.0,,1.0,,12.0,1.0,1.0,2.0,3.0,2.0,,7.0,6.0,6.0,4.0,1.0,1.0,12.0,10.0,1.0,1.0,1.0,22.0,,,6.0,1.0,,2.0,1.0,,5.0,,7.0,6.0,2.0,3.0,1.0,2.0,,,,,,,,2.0,,,,,,,3.0,,,,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cuba,739qk8awhfycr9n1ij77blbtg,D. Díaz,Forward,17,3.0,3.0,,,10.0,17.0,,3.0,14.0,2.0,,,1.0,,17.0,,3.0,,,14.0,90.0,10.0,34.0,21.0,1.0,0.0,,,,4.0,2.0,,,4.0,,4.0,1.0,,14.0,,,10.0,3.0,4.0,1.0,,2.0,,6.0,,1.0,,,1.0,,7.0,,5.0,1.0,,2.0,3.0,6.0,,,,4.0,,,3.0,,,2.0,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cuba,6v01v59k36zdru896ewmxmyg9,K. Espino,Midfielder,0,4.0,55.0,1.0,,24.0,165.0,2.0,21.0,139.0,19.0,4.0,,3.0,5.0,160.0,,4.0,25.0,17.0,144.0,244.0,54.0,190.0,22.0,3.0,0.0,,,,90.0,8.0,,,28.0,,11.0,3.0,,119.0,,,13.0,7.0,5.0,3.0,,3.0,,76.0,1.0,1.0,2.0,3.0,2.0,,6.0,,4.0,4.0,1.0,2.0,4.0,8.0,,1.0,1.0,6.0,,,,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Cuba,8epqbhzxmlos4ttsov37uaihg,E. Hernández,Midfielder,0,2.0,4.0,1.0,,8.0,17.0,,5.0,12.0,4.0,,,1.0,,17.0,1.0,2.0,,,12.0,64.0,5.0,34.0,20.0,1.0,0.0,,,,7.0,1.0,,,1.0,,4.0,1.0,,12.0,,,14.0,9.0,,1.0,,,,9.0,3.0,2.0,3.0,6.0,2.0,,5.0,,5.0,9.0,1.0,,5.0,14.0,,,,3.0,1.0,,,,,,1.0,,3.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
