liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,6vd4rxmqub05u2dtduy028fyt,E. Boateng,Midfielder,18.0,5,0,0,0,0,0,4,1
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,24sgu58uugxgy49el075dz21g,E. Bajraktarević,Attacker,47.0,6,1,0,0,0,0,3,2
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,anysxg2z6niqapc5m3f4tzims,J. Bolma,Attacker,16.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,akz1nwcvnrtkelhxy7m5f14yy,D. Borrero,Midfielder,11.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,6865o0b7hs8xp6shc84dacidw,N. Buck,Midfielder,29.0,5,0,0,0,0,0,3,2
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,25pwi3q1y4tx1in9425eyln56,B. Bye,Defender,15.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,3s5k43ngpwa66vj4ypvcdu8a2,T. Chancalay,Attacker,5.0,6,4,0,0,0,0,1,4
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,35mgbjlnao8d0s85peht48rf9,E. Edwards,Goalkeeper,36.0,2,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,1zs83jkejm70g1uzm1i71puqd,A. Farrell,Defender,88.0,5,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,bzv3yqbc7ttf7fftbm2nelxck,M. Fry,Attacker,32.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,48lml5m8b3r23vndb0my5opn9,Nacho Gil,Midfielder,21.0,5,1,0,0,0,0,0,3
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,5lfpx5azm0hzx5kiqmnjtkfkl,Carles Gil,Midfielder,10.0,4,0,0,0,0,0,1,3
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,Midfielder,14.0,5,0,0,0,0,0,2,1
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,4ss487gmb4rf044t895o21xm2,J. Jackson,Goalkeeper,98.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,bqve6k75eu81dheqxec2l9lka,D. Jones,Defender,24.0,5,0,1,0,0,0,1,1
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,62smmy1d3o9sm36mhyw5nrphx,M. Kaye,Midfielder,28.0,6,1,1,0,0,0,3,1
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,d6pdees4dyeloza4ya3jqd5d6,H. Kessler,Defender,4.0,4,0,1,0,0,0,1,3
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,8mjjt1miy57nwm5iy8usck4q1,N. Lima,Defender,12.0,5,1,0,0,0,0,2,2
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,5vt3tmawbb1c87csuukwtr9at,T. McNamara,Midfielder,26.0,2,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,ehalix6sdzrzgddodpxfc0lhx,J. Mensah,Defender,6.0,3,0,1,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,9d864k8ppwryu5b7v57fkurdg,P. Miller,Defender,25.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,4iepghv4p490fxo5s429qeicq,J. Panayotou,Midfielder,22.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,4tz0a34w3gb0xozcyjj0wylex,M. Polster,Midfielder,8.0,5,0,1,0,0,0,0,2
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,2irxiyoa2xdn1jr0mo24pn5jp,H. Ravas,Goalkeeper,1.0,4,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,49hih9ka1cljgkihamec6b17t,D. Romney,Defender,2.0,6,0,0,0,0,0,1,1
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,Defender,34.0,4,0,1,0,0,0,1,1
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,Defender,43.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,8x0tfplff9e3042uewyhkoa1,G. Vrioni,Attacker,9.0,5,3,3,0,0,0,2,2
Concacaf_Concacaf_Champions_Cup,2024,New England Revolution,bal171qhyaij41oyk9y05d61h,B. Wood,Attacker,17.0,4,0,0,0,0,0,3,1
