liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels lost,Successful Open Play Passes,Total Touches In Opposition Box,Interceptions,Aerial Duels won,Ground Duels won,Aerial Duels lost,Times Tackled,Starts,Open Play Passes,PutThrough/Blocked Distribution,Total Tackles,Offsides,Successful Crosses open play,Touches,Unsuccessful Short Passes,Leftside Passes,Successful Passes Opposition Half,Substitute Off,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Successful Launches,Penalty Goals Conceded,Forward Passes,Time Played,Total Fouls Won,Foul Attempted Tackle,Duels,Overruns,Unsuccessful Long Passes,Successful Passes Own Half,Appearances,Index,Total Clearances,Total Fouls Conceded,Goals Conceded Inside Box,Ground Duels,Successful Long Passes,Unsuccessful Crosses & Corners,Aerial Duels,Rightside Passes,Backward Passes,Shots Off Target (inc woodwork),Successful Crosses & Corners,Tackles Won,Total Passes,Yellow Cards,Tackles Lost,Successful Dribbles,Duels lost,Unsuccessful Passes Opposition Half,Corners Won,Throw Ins to Own Player,Games Played,Successful Short Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Total Shots,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Unsuccessful Launches,Duels won,Key Passes (Attempt Assists),Blocks,Total Losses Of Possession,Unsuccessful Passes Own Half,Winning Goal,Substitute On,Foul Won Penalty,Successful Lay-offs,Shots On Target ( inc goals ),Goals,Total Red Cards,Handballs conceded,Headed Goals,Straight Red Cards,Unsuccessful Corners into Box,Through balls,Corners Taken (incl short corners),Blocked Shots,Right Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Goal Assists,Penalties Conceded,Unsuccessful lay-offs,Hit Woodwork,Goals from Outside Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Assists (Intentional),Penalties Taken,Penalty Goals,Clearances Off the Line,Successful Corners into Box,Saves Made from Inside Box,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made,Own Goal Scored,Red Cards - 2nd Yellow,Saves made - parried,Punches,Saves made - caught,Catches,Goalkeeper Smother,Penalties Faced,Penalties Off Target,Successful Fifty Fifty,Fifty Fifty,Second Goal Assists,Saves from Penalty,Penalties Saved,Crosses not Claimed,Drops,Last Player Tackle,Other Goals
Mexico_Liga_MX,2020-2021,Club Universidad Nacional,7z526tgrv8dcqsg3mx7azkhk9,J. Alcántara,Midfielder,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Universidad Nacional,b5sb95todbvuc6i7qgkzecrxm,M. Carreón,Midfielder,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Universidad Nacional,4456keyaj8fnnvr286bh0gb8p,J. Cobián,Midfielder,65,7.0,37.0,3.0,2.0,2.0,9.0,3.0,3.0,2.0,54.0,4.0,2.0,,2.0,86.0,11.0,3.0,29.0,2.0,4.0,17.0,2.0,3.0,1.0,2.0,25.0,219.0,3.0,,21.0,1.0,6.0,10.0,7.0,10.0,1.0,2.0,4.0,16.0,5.0,3.0,5.0,16.0,10.0,,2.0,1.0,54.0,1.0,1.0,4.0,10.0,13.0,1.0,1.0,7.0,32.0,3.0,37.0,,1.0,12.0,,,1.0,11.0,1.0,,25.0,7.0,0.0,5.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Universidad Nacional,3fyvwy7aepjownin2ajv40pre,Á. Cruz,Goalkeeper,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Universidad Nacional,1ufneb2htj56ng3i8n2e6o9n9,J. Dinenno,Forward,9,92.0,241.0,87.0,1.0,66.0,45.0,62.0,48.0,23.0,348.0,18.0,8.0,5.0,1.0,640.0,95.0,82.0,198.0,8.0,23.0,108.0,20.0,3.0,4.0,3.0,79.0,1942.0,25.0,19.0,265.0,1.0,13.0,73.0,23.0,10.0,7.0,35.0,17.0,137.0,28.0,7.0,128.0,124.0,93.0,27.0,1.0,5.0,378.0,7.0,3.0,15.0,154.0,104.0,9.0,1.0,23.0,242.0,7.0,270.0,5.0,54.0,41.0,6.0,,5.0,111.0,19.0,2.0,209.0,11.0,4.0,,,19.0,27.0,12.0,,1.0,5.0,,,1.0,,11.0,6.0,11.0,8.0,4.0,1.0,1.0,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
Mexico_Liga_MX,2020-2021,Club Universidad Nacional,5kx8qa1fd1ff6sexs3hhe742y,B. Figueroa,Midfielder,15,4.0,10.0,2.0,,1.0,3.0,,2.0,,11.0,1.0,2.0,,,23.0,,4.0,8.0,,,1.0,1.0,1.0,,,3.0,28.0,,1.0,8.0,,1.0,2.0,3.0,10.0,,2.0,,7.0,,1.0,1.0,,4.0,1.0,,1.0,11.0,,1.0,1.0,4.0,2.0,,,3.0,10.0,1.0,10.0,,2.0,,,,,4.0,,,4.0,,0.0,3.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Universidad Nacional,3ndpqn2snwrmb51rbadhrroph,N. Freire,Defender,23,17.0,547.0,23.0,31.0,60.0,25.0,35.0,1.0,21.0,707.0,18.0,16.0,,,965.0,73.0,116.0,198.0,,22.0,170.0,1.0,12.0,18.0,2.0,347.0,1890.0,9.0,5.0,137.0,,97.0,381.0,21.0,10.0,91.0,13.0,16.0,42.0,109.0,2.0,95.0,255.0,31.0,7.0,,10.0,749.0,5.0,6.0,,52.0,120.0,1.0,,21.0,470.0,2.0,579.0,6.0,12.0,77.0,6.0,,47.0,85.0,6.0,13.0,177.0,52.0,0.0,,,,5.0,1.0,,,1.0,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Universidad Nacional,3fy0iphvltx8ujfyvm87tno16,R. Galindo,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Universidad Nacional,5yc9y7f8aoxptz1o4ieu22ezu,A. García,Midfielder,14,15.0,20.0,5.0,,1.0,2.0,3.0,3.0,2.0,30.0,2.0,1.0,,,48.0,9.0,7.0,13.0,2.0,1.0,10.0,,1.0,,1.0,11.0,134.0,1.0,7.0,21.0,,1.0,7.0,5.0,10.0,,12.0,1.0,17.0,1.0,,4.0,10.0,2.0,3.0,,,30.0,3.0,1.0,,18.0,4.0,1.0,,5.0,19.0,,20.0,,4.0,4.0,,,,3.0,,,17.0,6.0,0.0,3.0,,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Universidad Nacional,c1145cq8xqwj59vug45bcvu5m,Ángel García,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
