liga,temporada,equipo,id,nombre,posicion,dorsal,Open Play Passes,Substitute On,Successful Open Play Passes,Successful Short Passes,Games Played,Successful Passes Opposition Half,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Forward Passes,Appearances,Index,Touches,Home Goals,Away Goals,Winning Goal,Duels lost,Ground Duels,Ground Duels won,Total Shots,Unsuccessful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Launches,Recoveries,Unsuccessful Long Passes,Clean Sheets,Times Tackled,Unsuccessful Passes Own Half,Total Touches In Opposition Box,Aerial Duels won,Blocks,Successful Passes Own Half,Goals Conceded Outside Box,Interceptions,Ground Duels lost,Total Clearances,Foul Attempted Tackle,Leftside Passes,Backward Passes,Rightside Passes,PutThrough/Blocked Distribution,Aerial Duels,Tackles Won,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Duels,Goals Conceded,Successful Dribbles,Total Fouls Conceded,Goals Conceded Inside Box,Starts,Total Tackles,Shots Off Target (inc woodwork),Successful Long Passes,Duels won,Total Losses Of Possession,Total Fouls Won,PutThrough/Blocked Distribution Won,Shots On Target ( inc goals ),Blocked Shots,Yellow Cards,Offsides,Unsuccessful Crosses & Corners,Aerial Duels lost,Goals,Attempts from Set Pieces,Unsuccessful Crosses open play,Substitute Off,Goals from Inside Box,Tackles Lost,Key Passes (Attempt Assists),Left Foot Goals,GK Unsuccessful Distribution,Saves Made from Inside Box,Saves Made,GK Successful Distribution,Through balls,Corners Won,Goal Assists,Assists (Intentional),Successful Lay-offs,Throw Ins to Own Player,Right Foot Goals,Corners Taken (incl short corners),Goals from Outside Box,Unsuccessful Corners into Box,Second Goal Assists,Successful Launches,Successful Crosses & Corners,Successful Crosses open play,Foul Won Penalty,Handballs conceded,Successful Corners into Box,Penalties Taken,Penalty Goals,Throw Ins to Opposition Player,Saves made - parried,Punches,Catches,Goalkeeper Smother,Saves Made from Outside Box,Clearances Off the Line,Hit Woodwork,Penalty Goals Conceded,Drops,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Headed Goals
Concacaf_Leagues_Cup_2019_2022,2021,Seattle Sounders FC,dmkjak486yfipq71pu953zpey,Léo Chú,Midfielder,0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,8.0,1.0,1.0,10.0,10.0,0.0,0.0,0.0,1.0,3.0,2.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,2.0,,,,1.0,1.0,3.0,,1.0,,,,1.0,,,2.0,4.0,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Seattle Sounders FC,3aox5gs2l4gg22h97sixaiqj9,X. Arreaga,Defender,3,72.0,,64.0,58.0,3.0,13.0,77.0,68.0,270.0,34.0,3.0,10.0,115.0,0.0,0.0,0.0,15.0,15.0,6.0,,5.0,9.0,,20.0,4.0,2.0,1.0,1.0,1.0,8.0,4.0,55.0,,4.0,9.0,17.0,2.0,17.0,9.0,17.0,,14.0,3.0,8.0,,29.0,3.0,,8.0,3.0,3.0,3.0,,10.0,14.0,11.0,4.0,,,1.0,2.0,,,6.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Seattle Sounders FC,3p7l8nat5o6ry2pmm8hgfnmui,J. Atencio,Midfielder,84,9.0,2.0,7.0,7.0,2.0,4.0,9.0,7.0,21.0,3.0,2.0,10.0,14.0,0.0,0.0,0.0,,2.0,2.0,,1.0,2.0,,2.0,1.0,,,,,1.0,,3.0,,,,,,2.0,3.0,1.0,,1.0,2.0,2.0,,3.0,1.0,,,1.0,,2.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Seattle Sounders FC,809wpocve7kf4vpdn7wd84v3e,R. Baker-Whiting,Midfielder,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Seattle Sounders FC,4ba5k9nags1osdel19zd25fpx,N. Benezet,Midfielder,0,15.0,2.0,8.0,7.0,2.0,6.0,15.0,8.0,30.0,3.0,2.0,10.0,20.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,7.0,7.0,,4.0,,,,3.0,2.0,2.0,,2.0,,,2.0,1.0,,2.0,4.0,6.0,3.0,2.0,,4.0,,5.0,1.0,,,1.0,,1.0,,1.0,3.0,9.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Seattle Sounders FC,dut4jl28mnzev74hm4pc9s2j9,W. Bruin,Forward,17,11.0,3.0,7.0,8.0,3.0,6.0,12.0,8.0,20.0,6.0,3.0,10.0,12.0,0.0,0.0,0.0,5.0,1.0,,,4.0,4.0,,1.0,,,,,2.0,,,2.0,,,1.0,,,1.0,3.0,2.0,1.0,4.0,,4.0,,5.0,2.0,,1.0,2.0,,,,,,4.0,,,,,,1.0,,4.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Seattle Sounders FC,d99eakp27bro9g50wpzti8rca,A. Cissoko,Defender,92,,1.0,,,1.0,,,,5.0,,1.0,10.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Seattle Sounders FC,ei4ddhpc4jooivjfq9uw3092h,S. Cleveland,Goalkeeper,30,13.0,,8.0,10.0,1.0,1.0,26.0,15.0,90.0,18.0,1.0,10.0,34.0,0.0,0.0,0.0,,,,,,11.0,5.0,9.0,11.0,1.0,,3.0,,1.0,,14.0,,,,,,5.0,,3.0,,1.0,,8.0,,1.0,,,,,1.0,,,5.0,1.0,11.0,,,,,,,,,,,,,,,,,4.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Seattle Sounders FC,49iwtxrt13s34ib195mr98ewa,E. Dobbelaere,Midfielder,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Seattle Sounders FC,27fyf4lu42ovf02lksw45pjo5,S. Frei,Goalkeeper,24,26.0,,15.0,9.0,2.0,10.0,47.0,27.0,180.0,36.0,2.0,10.0,57.0,0.0,0.0,0.0,,,,,1.0,20.0,12.0,7.0,19.0,1.0,,4.0,,,,17.0,,,,1.0,,7.0,,4.0,,,,16.0,,,3.0,,,3.0,2.0,,,18.0,,20.0,,,,,,,,,,,,,,,,,7.0,1.0,3.0,15.0,,,,,,,,,,,,9.0,,,,,,,,,,1.0,,,2.0,,,1.0,,1.0,,,,,
