root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Blocks,Successful Lay-offs,Goals,Successful Crosses & Corners,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Successful Dribbles,Total Shots,Successful Corners into Box,Blocked Shots,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Total Fouls Won,Unsuccessful Dribbles,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Tackles Lost,Shots Off Target (inc woodwork),Substitute Off,Saves Made,GK Successful Distribution,Successful Launches,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Offsides,Unsuccessful lay-offs,Successful Crosses open play,Goals from Inside Box,Right Foot Goals,Other Goals,Clearances Off the Line,Hit Woodwork,Headed Goals,Penalties Taken,Goalkeeper Smother,Penalty Goals Conceded,Crosses not Claimed,Penalties Saved,Penalties Faced,Saves from Penalty,Penalties Conceded,Total Red Cards,Straight Red Cards,Set Pieces Goals,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Second Goal Assists,Foul Won Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Curaçao,Curaçao,1o881umps99h0tdnxrf95vbh1,K. Agustien,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Curaçao,Curaçao,6djx23ctpkopwbtavfr8ov8id,J. Antonia,Forward,7,10.0,212.0,3.0,60.0,1.0,24.0,37.0,1.0,2.0,,35.0,19.0,5.0,10.0,62.0,,47.0,4.0,12.0,18.0,7.0,26.0,,10.0,3.0,1.0,112.0,3.0,,18.0,15.0,10.0,10.0,3.0,,18.0,1.0,4.0,15.0,3.0,8.0,5.0,49.0,50.0,,,4.0,8.0,2.0,10.0,,,1.0,,6.0,,1.0,,4.0,3.0,2.0,,2.0,8.0,,4.0,1.0,,1.0,3.0,,5.0,,,,,1.0,2.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Curaçao,Curaçao,9080840ngisugqraum27d0us5,L. Bacuna,Midfielder,0,,270.0,2.0,169.0,,18.0,91.0,,11.0,1.0,37.0,57.0,7.0,14.0,173.0,6.0,136.0,6.0,25.0,55.0,7.0,23.0,,16.0,3.0,2.0,223.0,3.0,4.0,36.0,61.0,10.0,22.0,12.0,3.0,40.0,4.0,6.0,,3.0,17.0,39.0,144.0,148.0,4.0,,3.0,18.0,2.0,19.0,,,3.0,,,1.0,3.0,,9.0,5.0,,1.0,4.0,,,5.0,1.0,1.0,3.0,2.0,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Curaçao,Curaçao,n9vc4h06jl6lwtp0f91qlwb9,A. Bernardus,Midfielder,14,,18.0,,9.0,,,8.0,,,,2.0,,,1.0,9.0,,7.0,1.0,1.0,3.0,,1.0,,,,,11.0,1.0,,,2.0,10.0,,1.0,,,,1.0,,1.0,,4.0,8.0,8.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Curaçao,Curaçao,7k47y1ot6sc3pfsm13odv5d5h,S. Carmelia,Midfielder,0,1.0,90.0,2.0,24.0,1.0,4.0,8.0,4.0,5.0,,12.0,8.0,5.0,4.0,25.0,1.0,16.0,2.0,9.0,,,9.0,,8.0,1.0,1.0,48.0,1.0,1.0,11.0,16.0,10.0,9.0,,1.0,12.0,2.0,2.0,1.0,1.0,3.0,5.0,15.0,16.0,1.0,,2.0,3.0,5.0,8.0,,,,,,,,,3.0,1.0,,1.0,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Curaçao,Curaçao,9787nemt11c372uird332d13p,J. Gaari,Defender,0,2.0,90.0,5.0,29.0,1.0,1.0,14.0,,,1.0,13.0,10.0,4.0,5.0,29.0,1.0,21.0,2.0,5.0,3.0,,6.0,3.0,1.0,1.0,1.0,52.0,1.0,,10.0,12.0,10.0,6.0,3.0,1.0,12.0,1.0,2.0,2.0,1.0,5.0,13.0,24.0,24.0,2.0,,4.0,6.0,3.0,5.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Curaçao,Curaçao,bz37kwt6qh2ivofd0zyexh9sl,E. Hooi,Forward,0,3.0,137.0,,53.0,3.0,8.0,28.0,1.0,3.0,2.0,19.0,16.0,2.0,8.0,55.0,4.0,43.0,5.0,11.0,19.0,2.0,11.0,,3.0,2.0,3.0,82.0,3.0,1.0,14.0,8.0,10.0,7.0,1.0,,16.0,2.0,5.0,3.0,3.0,7.0,20.0,42.0,44.0,2.0,,1.0,9.0,1.0,7.0,1.0,1.0,,,,,1.0,,4.0,4.0,,3.0,2.0,,,5.0,4.0,,1.0,1.0,,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Curaçao,Curaçao,18rqlekrgpacs6t2r56nvpc5x,Q. Jakoba,Defender,0,,151.0,1.0,73.0,1.0,2.0,19.0,,2.0,1.0,10.0,50.0,1.0,6.0,77.0,2.0,63.0,4.0,8.0,11.0,,5.0,,8.0,2.0,3.0,95.0,2.0,1.0,9.0,37.0,10.0,3.0,6.0,,10.0,4.0,4.0,,2.0,6.0,27.0,65.0,69.0,1.0,,1.0,7.0,3.0,3.0,,,,,,,1.0,,,,,3.0,1.0,,,2.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Curaçao,Curaçao,1j835btnkq15067iuoe5teuvp,R. Janga,Forward,0,,181.0,,17.0,1.0,12.0,10.0,,,7.0,11.0,5.0,,6.0,21.0,5.0,15.0,5.0,6.0,2.0,4.0,7.0,,1.0,2.0,,38.0,3.0,2.0,12.0,3.0,10.0,7.0,,3.0,22.0,2.0,5.0,1.0,3.0,8.0,4.0,11.0,15.0,10.0,,,15.0,,4.0,1.0,,3.0,,,,1.0,,,4.0,,,1.0,1.0,,7.0,1.0,,4.0,,,1.0,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Curaçao,Curaçao,4ky7cryzhjn7lrkstcxiv3xsl,G. Justiana,Defender,17,3.0,180.0,10.0,90.0,2.0,12.0,50.0,6.0,14.0,1.0,35.0,18.0,2.0,13.0,93.0,1.0,60.0,4.0,27.0,24.0,1.0,21.0,5.0,9.0,2.0,9.0,129.0,2.0,1.0,5.0,53.0,10.0,2.0,6.0,,6.0,3.0,4.0,3.0,2.0,3.0,4.0,64.0,66.0,1.0,,2.0,4.0,6.0,2.0,,,1.0,,2.0,1.0,1.0,,,1.0,,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
