liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Launches,Goals Conceded,Goal Kicks,Games Played,Saves Made from Inside Box,Appearances,Starts,Unsuccessful Passes Own Half,Successful Long Passes,Total Losses Of Possession,GK Unsuccessful Distribution,Time Played,Successful Passes Opposition Half,Forward Passes,Unsuccessful Long Passes,Total Clearances,Goals Conceded Outside Box,Saves Made,Duels won,Open Play Passes,Successful Open Play Passes,Recoveries,Rightside Passes,Touches,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Ground Duels won,Unsuccessful Passes Opposition Half,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),GK Successful Distribution,Total Passes,Goalkeeper Smother,Leftside Passes,Goals Conceded Inside Box,Ground Duels,Saves Made from Outside Box,Winning Goal,Duels lost,Aerial Duels lost,Unsuccessful Launches,Penalties Conceded,Foul Attempted Tackle,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Aerial Duels,Yellow Cards,Interceptions,Throw Ins to Own Player,Total Fouls Conceded,Total Fouls Won,Throw Ins to Opposition Player,Backward Passes,Penalty Goals Conceded,Ground Duels lost,Handballs conceded,Substitute Off,PutThrough/Blocked Distribution Won,Times Tackled,Own Goal Scored,Blocks,Goals,Aerial Duels won,Total Shots,Unsuccessful Crosses & Corners,Blocked Shots,Successful Dribbles,Right Foot Goals,Unsuccessful Dribbles,Total Touches In Opposition Box,Unsuccessful Crosses open play,Shots On Target ( inc goals ),Key Passes (Attempt Assists),Goals from Outside Box,Home Goals,Away Goals,Corners Taken (incl short corners),Total Tackles,Substitute On,Successful Corners into Box,Attempts from Set Pieces,Successful Crosses & Corners,Tackles Won,Corners Won,Saves made - parried,Penalties Faced,Successful Crosses open play,Tackles Lost,Overruns,Shots Off Target (inc woodwork),Successful Lay-offs,Offsides,Goals from Inside Box,Unsuccessful lay-offs,Headed Goals,Catches,Punches,Through balls,Penalty Goals,Left Foot Goals,Penalties Taken,Assists (Intentional),Goal Assists,Foul Won Penalty,Unsuccessful Corners into Box,Clean Sheets,Hit Woodwork,Last Player Tackle,Second Goal Assists,Drops,Straight Red Cards,Total Red Cards,Saves made - caught
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guyana,9sqiaw0m9ad80vg33xj765g16,K. Benjamin,Forward,11,5.0,,1.0,,2.0,,2.0,,,,6.0,,20.0,2.0,,,1.0,,,5.0,9.0,5.0,2.0,1.0,20.0,10.0,5.0,9.0,4.0,4.0,3.0,4.0,,9.0,,6.0,1.0,8.0,,0.0,4.0,,,,1.0,4.0,1.0,1.0,,2.0,,1.0,,,2.0,,4.0,,,1.0,1.0,,,,1.0,,,,3.0,,1.0,2.0,,,,,,,,1.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guyana,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,Midfielder,23,55.0,,4.0,,2.0,,2.0,2.0,2.0,1.0,17.0,,177.0,23.0,15.0,5.0,3.0,,,8.0,61.0,53.0,6.0,21.0,87.0,10.0,56.0,19.0,6.0,8.0,33.0,10.0,,66.0,,25.0,4.0,17.0,,0.0,11.0,,1.0,1.0,2.0,5.0,1.0,2.0,1.0,,,5.0,2.0,,5.0,1.0,11.0,1.0,1.0,1.0,5.0,,,,2.0,,,,1.0,,1.0,2.0,,,1.0,,,,,3.0,,,,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guyana,sliufo8zim3o6ovkuv4egp2h,R. Brackenridge,Defender,16,2.0,,,,1.0,,1.0,,,,3.0,,6.0,,3.0,2.0,1.0,,,,4.0,2.0,,1.0,8.0,10.0,2.0,,,2.0,2.0,2.0,,4.0,,,,,,0.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guyana,d043ppr554ym2j2xf3fcmbqsq,L. Butts,Forward,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guyana,3vqwe5so7fhyxw4w0t1mpeyac,M. Cadogan,Forward,15,1.0,,1.0,,1.0,,1.0,,1.0,2.0,2.0,,13.0,3.0,1.0,,1.0,,,,4.0,3.0,1.0,,6.0,10.0,3.0,,,,,1.0,,4.0,,3.0,1.0,,,0.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guyana,7q276lz9pgjgsuzvvkl3zndud,A. Clarke,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guyana,f2o93fidub5hzdxp0jikgfd9l,S. Duke-McKenna,Midfielder,8,8.0,,2.0,,2.0,,2.0,,,,12.0,,58.0,6.0,3.0,,,,,4.0,9.0,7.0,1.0,2.0,29.0,10.0,8.0,12.0,4.0,3.0,3.0,2.0,,10.0,,2.0,2.0,12.0,,0.0,8.0,,,,1.0,2.0,,,,,,1.0,2.0,,3.0,1.0,8.0,,,,7.0,,,,,2.0,1.0,,1.0,,3.0,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guyana,1y75t2wnhnyytypvaafhc9uxh,N. Ferguson,Midfielder,7,3.0,,,,1.0,,1.0,,,,,,3.0,,1.0,,,,,,3.0,3.0,1.0,1.0,4.0,10.0,3.0,2.0,,,3.0,,,3.0,,,,2.0,,0.0,2.0,,,,,,,,,,,1.0,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guyana,1uer7zbsjiqa7blhlqnksr5k9,M. Ferrier,Forward,12,18.0,,4.0,,2.0,,2.0,2.0,,,18.0,,175.0,16.0,3.0,,1.0,,,11.0,22.0,17.0,3.0,5.0,48.0,10.0,18.0,20.0,6.0,6.0,2.0,5.0,,23.0,,7.0,4.0,9.0,,0.0,9.0,6.0,,,,5.0,,11.0,,,,1.0,4.0,,8.0,1.0,3.0,1.0,1.0,,3.0,,,,5.0,,1.0,,1.0,,1.0,7.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guyana,831zq6zluqjf84tf7ec10xjpw,E. George,Forward,4,2.0,,,,1.0,,1.0,,,,2.0,,5.0,2.0,,,,,,,2.0,2.0,,,4.0,10.0,2.0,1.0,,,,,,2.0,,1.0,,1.0,,0.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
