root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,2b681vlph4trcngio2nb44rmd,J. Benítez,Defender,5.0,28,1,3,1,1,0,1,4
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,awagggfalu3hw3eysu28ygiqd,F. Castillo,Attacker,7.0,26,6,7,0,0,0,3,13
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,bongyxfj4elj6bc65ngon4n2t,J. de Guzmán,Midfielder,12.0,28,1,6,0,0,0,7,8
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,663mj4g241wy4gfrp8a08fs9h,D. Ferreira,Midfielder,10.0,17,2,3,0,0,0,1,2
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,5xs9jt9zdxt7xfzvkg5iemthx,Jackson Gonçalves,Midfielder,6.0,21,4,4,0,0,0,3,2
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,eozf431befsv6x2sre6znwhqt,Bruno Guarda,Midfielder,8.0,4,0,0,0,0,0,3,1
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,8zgbal8ea1h23t6pn12zshjh1,K. Hartman,Goalkeeper,1.0,30,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,cmz985xi3gvv1mdwb10r5ijmd,M. Hedges,Defender,24.0,28,3,1,0,0,0,5,3
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,4epe7bo8ue9a9l7rmaxeoy385,D. Hernández,Midfielder,2.0,28,0,4,4,2,2,6,5
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,e6ubrovhf8hi704f1kuyeafv9,M. Hernández,Defender,29.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,4bbusuq867ov7sl4shxy48tsl,U. Ihemelu,Defender,3.0,10,1,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,e7lr9m8e22kb0xxf0b9pffmxh,A. Jacobson,Midfielder,4.0,31,1,6,0,0,0,0,9
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,9sdto0218mc301korrf45iymt,M. Jara,Attacker,15.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,4wj53byj4f9do2a7s71wjlyhh,G. John,Defender,14.0,23,0,4,0,0,0,4,3
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,4j3cem0pawzo5kbve6e1epdxx,B. Leyva,Midfielder,21.0,8,0,0,0,0,0,2,6
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,9qo5m138mgxcux6kbkid4jk5x,Z. Loyd,Defender,17.0,32,2,4,4,2,2,1,1
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,1qwfuyvv8uof5oybfjn3xs4wl,R. Luna,Attacker,34.0,7,1,0,0,0,0,5,2
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,4a4m18zkb35qgn6h57rhuhu51,J. Marcelin,Midfielder,27.0,19,0,1,0,0,0,13,2
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,2sc081mofdwjhdhyggnz78b9,L. Perea,Attacker,15.0,2,0,0,0,0,0,2,0
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,15b2nynloa5lr4ed6ize90t79,B. Pérez,Attacker,9.0,20,9,3,1,1,0,1,0
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,21oy9npdnbhhoqk0n2tj6b4l,H. Pertúz,Defender,13.0,30,1,0,0,0,0,6,6
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,1mcmdq6w3n8b0rjkht758gted,C. Rodríguez,Defender,22.0,24,1,1,0,0,0,12,3
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,Goalkeeper,40.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,8zenvcz2e233oj4iupfha6cwl,S. Sealy,Attacker,31.0,16,2,0,0,0,0,8,7
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,8njj3j7pdb071u9fs2wxozc9h,C. Seitz,Goalkeeper,18.0,4,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,cipf4dnh5novtb3wtsm2zy11x,B. Shea,Defender,20.0,21,3,1,0,0,0,1,5
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,hffd229q68qxzf1hijb7dped,J. Top,Attacker,32.0,4,1,0,0,0,0,3,1
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,hko74gjxp71eto4a30f86bpx,V. Ulloa,Midfielder,28.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,16dhewlr09z84x967b11tzefp,A. Lee,Defender,35.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,1ysxnxcihn07dpouiedhgorf9,Ricardo,Midfielder,11.0,9,2,1,0,0,0,1,6
testeo_ligas_norteamerica,USA_MLS,2012,FC Dallas,FC_Dallas,hptstzlz1lufprgz6t85r4k5,B. Warshaw,Midfielder,16.0,6,0,0,0,0,0,4,3
