liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Interceptions,Unsuccessful Crosses open play,Throw Ins to Own Player,Corners Won,Successful Crosses & Corners,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Key Passes (Attempt Assists),Blocked Shots,Throw Ins to Opposition Player,Total Touches In Opposition Box,Duels won,Successful Long Passes,Successful Crosses open play,Aerial Duels won,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Aerial Duels,Ground Duels won,Goals,Right Foot Goals,PutThrough/Blocked Distribution Won,Total Tackles,Successful Corners into Box,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Total Fouls Won,Unsuccessful Corners into Box,Tackles Won,Tackles Lost,Attempts from Set Pieces,Aerial Duels lost,Unsuccessful Launches,Yellow Cards,Foul Attempted Tackle,GK Successful Distribution,Catches,GK Unsuccessful Distribution,Substitute On,Offsides,Successful Launches,Blocks,Goals from Inside Box,Through balls,Successful Lay-offs,Saves Made,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Goals Conceded Outside Box,Clean Sheets,Total Red Cards,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Left Foot Goals,Second Goal Assists,Handballs conceded,Penalties Taken,Penalty Goals,Foul Won Penalty,Headed Goals,Hit Woodwork,Times Tackled,Winning Goal,Home Goals,Away Goals,Set Pieces Goals,Goal Kicks,Saves made - caught,Punches,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Clearances Off the Line,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Last Man Tackle,Other Goals,Crosses not Claimed
USA_US_Open_Cup,2019,FC Dallas,m1lbmlled2xtj2ilk4oiyrc9,P. Aránguiz,Midfielder,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Dallas,dhwk7axf00z4pe7crgp3ge8yx,D. Badji,Forward,14,180.0,52.0,18.0,36.0,19.0,10.0,7.0,53.0,,1.0,46.0,2.0,7.0,17.0,8.0,9.0,2.0,1.0,89.0,2.0,15.0,4.0,10.0,18.0,2.0,2.0,2.0,7.0,14.0,45.0,46.0,8.0,,2.0,,6.0,,,2.0,1.0,6.0,3.0,2.0,,12.0,10.0,,,2.0,,2.0,3.0,8.0,1.0,1.0,3.0,1.0,,4.0,,,4.0,7.0,,1.0,,,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Dallas,1k3vd2f0e8r92fqkg5981y66t,M. Barrios,Forward,21,161.0,55.0,18.0,46.0,34.0,9.0,9.0,60.0,1.0,2.0,47.0,2.0,10.0,11.0,23.0,9.0,2.0,,109.0,2.0,15.0,15.0,10.0,16.0,2.0,2.0,2.0,5.0,16.0,46.0,50.0,6.0,1.0,7.0,2.0,3.0,5.0,1.0,,4.0,1.0,5.0,2.0,,16.0,10.0,3.0,2.0,,2.0,13.0,1.0,10.0,1.0,1.0,1.0,5.0,5.0,2.0,12.0,,1.0,1.0,6.0,2.0,3.0,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Dallas,dtj5zjdur2d1of2ip3ar4r88a,E. Cerrillo,Midfielder,33,109.0,108.0,14.0,56.0,12.0,47.0,4.0,113.0,,4.0,95.0,2.0,10.0,32.0,10.0,7.0,1.0,1.0,123.0,2.0,10.0,38.0,10.0,13.0,,2.0,2.0,6.0,29.0,98.0,103.0,9.0,1.0,1.0,,1.0,,6.0,1.0,2.0,2.0,2.0,,,2.0,4.0,8.0,,,,1.0,3.0,4.0,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,3.0,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Dallas,5wttdjpftd57c2t5959sm2yg9,J. Ferreira,Forward,27,180.0,103.0,23.0,57.0,32.0,32.0,14.0,107.0,,,73.0,2.0,19.0,25.0,21.0,5.0,2.0,3.0,144.0,2.0,11.0,30.0,10.0,13.0,1.0,2.0,2.0,6.0,29.0,84.0,88.0,8.0,2.0,2.0,4.0,1.0,1.0,5.0,2.0,3.0,5.0,2.0,,,3.0,5.0,15.0,,,2.0,5.0,2.0,5.0,,,2.0,1.0,3.0,5.0,4.0,,3.0,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Dallas,83fa3xeia5zzfl19tk08vy3f9,J. Gonzalez,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Dallas,abmg1ps5i7uo3p08vpnvqdr6x,J. Hayes,Midfielder,15,90.0,71.0,10.0,32.0,9.0,31.0,5.0,71.0,,1.0,61.0,,8.0,19.0,7.0,5.0,1.0,1.0,84.0,1.0,8.0,20.0,10.0,9.0,1.0,,1.0,2.0,22.0,63.0,63.0,2.0,2.0,,,,,3.0,,,,2.0,,,,7.0,2.0,,1.0,,,1.0,6.0,,,,3.0,,1.0,,,,3.0,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Dallas,cmz985xi3gvv1mdwb10r5ijmd,M. Hedges,Defender,24,180.0,133.0,8.0,40.0,17.0,81.0,10.0,136.0,,,104.0,2.0,15.0,10.0,8.0,11.0,2.0,7.0,156.0,2.0,6.0,64.0,10.0,13.0,8.0,2.0,2.0,2.0,54.0,118.0,121.0,4.0,3.0,,,,,5.0,,,1.0,1.0,,1.0,3.0,9.0,17.0,,5.0,1.0,,7.0,4.0,1.0,,2.0,4.0,,4.0,,,1.0,,,3.0,1.0,,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Dallas,82sayfife5cfdk9isox5gg8ut,R. Hollingshead,Defender,12,180.0,116.0,26.0,52.0,20.0,53.0,14.0,120.0,,6.0,101.0,2.0,15.0,55.0,9.0,12.0,2.0,6.0,156.0,2.0,18.0,37.0,10.0,23.0,2.0,2.0,2.0,9.0,2.0,101.0,105.0,10.0,2.0,,12.0,1.0,,1.0,2.0,4.0,4.0,1.0,1.0,,6.0,13.0,4.0,,4.0,1.0,,5.0,9.0,,,,4.0,,,,,2.0,1.0,,2.0,2.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Dallas,9aozq6tkkb4ufscam4o1q0kb9,J. Maurer,Goalkeeper,20,180.0,30.0,,,6.0,34.0,,40.0,,,30.0,2.0,6.0,13.0,4.0,12.0,2.0,2.0,51.0,2.0,,19.0,10.0,,1.0,2.0,2.0,,8.0,26.0,34.0,,,,,,,6.0,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,15.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
