liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Foul Attempted Tackle,Unsuccessful Corners into Box,Successful Passes Own Half,Ground Duels lost,Starts,Unsuccessful Passes Opposition Half,Interceptions,Total Fouls Conceded,Recoveries,Ground Duels,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Key Passes (Attempt Assists),Appearances,Rightside Passes,Aerial Duels,PutThrough/Blocked Distribution,Total Passes,Index,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Total Fouls Won,Unsuccessful Launches,Penalties Conceded,Throw Ins to Opposition Player,Unsuccessful Short Passes,Total Touches In Opposition Box,Corners Taken (incl short corners),Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels won,Total Tackles,Touches,Aerial Duels won,Throw Ins to Own Player,Backward Passes,Successful Open Play Passes,Successful Long Passes,Open Play Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Ground Duels won,Duels lost,Times Tackled,Time Played,Forward Passes,Aerial Duels lost,PutThrough/Blocked Distribution Won,Successful Dribbles,Unsuccessful Crosses open play,Penalty Goals Conceded,Tackles Lost,Leftside Passes,Unsuccessful Passes Own Half,Goals Conceded,Total Clearances,Tackles Won,Total Losses Of Possession,Winning Goal,Blocks,Shots Off Target (inc woodwork),Successful Crosses & Corners,Successful Corners into Box,Total Shots,Unsuccessful Dribbles,Corners Won,Shots On Target ( inc goals ),Offsides,Saves Made from Inside Box,Catches,Saves Made,Saves made - parried,Penalties Faced,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Successful Crosses open play,Blocked Shots,Successful Lay-offs,Goals Conceded Outside Box,Attempts from Set Pieces,Right Foot Goals,Clean Sheets,Goals from Inside Box,Home Goals,Away Goals,Overruns,Goal Assists,Assists (Intentional),Hit Woodwork,Through balls,Left Foot Goals,Unsuccessful lay-offs,Saves Made from Outside Box,Headed Goals,Handballs conceded,Own Goal Scored,Goals from Outside Box,Last Player Tackle,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Saved,Second Goal Assists,Foul Won Penalty,Penalty Goals,Penalties Taken,Set Pieces Goals,Saves made - caught,Clearances Off the Line,Crosses not Claimed
Concacaf_Concacaf_Champions_Cup,2025,Inter Miami CF,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,Defender,18.0,7.0,1.0,1.0,,,,,1.0,,2.0,124.0,18.0,7.0,94.0,8.0,1.0,28.0,28.0,6.0,21.0,15.0,7.0,223.0,1.0,13.0,414.0,10.0,1.0,330.0,304.0,3.0,2.0,,3.0,70.0,27.0,9.0,29.0,84.0,11.0,4.0,566.0,1.0,49.0,74.0,321.0,26.0,405.0,211.0,14.0,10.0,18.0,13.0,615.0,99.0,,1.0,3.0,18.0,,,18.0,11.0,8.0,9.0,4.0,136.0,0.0,2.0,,5.0,3.0,1.0,9.0,9.0,1.0,,,,,,,,,,,3.0,1.0,3.0,2.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Inter Miami CF,3oqz86s2ngipsrb1jbb36buqy,N. Allen,Defender,32.0,8.0,,,,,,2.0,1.0,,,226.0,12.0,6.0,23.0,9.0,6.0,33.0,30.0,6.0,4.0,1.0,8.0,189.0,12.0,6.0,446.0,10.0,2.0,406.0,375.0,4.0,5.0,,,24.0,1.0,,42.0,40.0,22.0,12.0,535.0,4.0,16.0,45.0,399.0,31.0,438.0,180.0,16.0,18.0,20.0,2.0,575.0,159.0,8.0,4.0,2.0,4.0,,1.0,53.0,21.0,8.0,17.0,11.0,49.0,0.0,5.0,2.0,,,2.0,,1.0,,,,,,,,2.0,,2.0,,,2.0,,2.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Inter Miami CF,6mgwcjden6vbuyrcexaxu9ogk,T. Allende,Forward,21.0,7.0,2.0,,,,,,3.0,3.0,,55.0,33.0,7.0,46.0,3.0,7.0,26.0,53.0,6.0,8.0,6.0,7.0,39.0,14.0,14.0,194.0,10.0,,147.0,140.0,8.0,1.0,,,42.0,37.0,,67.0,47.0,29.0,7.0,310.0,9.0,1.0,54.0,147.0,7.0,194.0,92.0,5.0,20.0,38.0,21.0,597.0,44.0,5.0,2.0,6.0,8.0,,4.0,57.0,9.0,7.0,3.0,3.0,102.0,2.0,,6.0,,,11.0,14.0,5.0,5.0,1.0,,,,,,,,,,,2.0,6.0,1.0,,1.0,2.0,2.0,2.0,0.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Inter Miami CF,eyks55tzqu6xmvgvhypzhlwr8,T. Avilés,Defender,6.0,4.0,,,,,,2.0,1.0,,,113.0,3.0,2.0,7.0,3.0,2.0,6.0,10.0,,,,4.0,49.0,2.0,4.0,158.0,10.0,,143.0,140.0,,8.0,,,5.0,1.0,,12.0,15.0,9.0,7.0,183.0,2.0,1.0,11.0,138.0,3.0,152.0,30.0,10.0,7.0,3.0,,166.0,34.0,,4.0,,,,3.0,64.0,8.0,,7.0,4.0,15.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Inter Miami CF,bmuuex6k6mwfnqmvvq4ai0f10,Y. Bright,Midfielder,42.0,6.0,,2.0,,,,4.0,2.0,3.0,,68.0,10.0,2.0,18.0,6.0,4.0,23.0,28.0,2.0,,2.0,6.0,59.0,6.0,14.0,202.0,10.0,1.0,174.0,167.0,3.0,3.0,,,24.0,3.0,,34.0,28.0,23.0,12.0,259.0,5.0,1.0,18.0,172.0,7.0,199.0,106.0,4.0,18.0,11.0,3.0,233.0,57.0,1.0,10.0,3.0,,,4.0,68.0,10.0,3.0,4.0,8.0,36.0,0.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Inter Miami CF,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,Midfielder,5.0,7.0,,2.0,,,,,3.0,5.0,,168.0,17.0,7.0,35.0,12.0,8.0,31.0,53.0,5.0,,4.0,7.0,135.0,6.0,5.0,425.0,10.0,,378.0,359.0,16.0,,,,38.0,8.0,,59.0,47.0,39.0,17.0,504.0,3.0,1.0,52.0,360.0,19.0,407.0,210.0,9.0,36.0,20.0,4.0,558.0,122.0,3.0,1.0,3.0,,,9.0,116.0,12.0,7.0,6.0,8.0,56.0,0.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,5.0,2.0,,,1.0,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Inter Miami CF,29rxabx4plofa06zgwuxlejca,D. Callender,Goalkeeper,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Inter Miami CF,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,Midfielder,30.0,8.0,,,,,,7.0,1.0,2.0,,31.0,16.0,1.0,22.0,1.0,4.0,12.0,24.0,2.0,4.0,2.0,8.0,31.0,7.0,9.0,135.0,10.0,,112.0,109.0,2.0,1.0,,,20.0,18.0,3.0,31.0,23.0,11.0,1.0,184.0,3.0,5.0,40.0,108.0,3.0,131.0,81.0,3.0,8.0,20.0,8.0,276.0,25.0,4.0,5.0,5.0,4.0,,,39.0,5.0,2.0,1.0,1.0,44.0,0.0,,,,,3.0,4.0,3.0,3.0,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Inter Miami CF,9fz4lzq3u50914qgqhkuvydpl,M. Falcón,Defender,37.0,7.0,,2.0,,,,,3.0,2.0,,298.0,13.0,7.0,23.0,13.0,6.0,28.0,25.0,5.0,,,7.0,122.0,19.0,5.0,439.0,10.0,2.0,408.0,382.0,2.0,7.0,,,14.0,7.0,,44.0,31.0,24.0,6.0,514.0,12.0,,24.0,396.0,26.0,427.0,110.0,17.0,12.0,20.0,4.0,546.0,102.0,7.0,3.0,4.0,,,2.0,191.0,8.0,7.0,22.0,4.0,39.0,0.0,3.0,1.0,,,3.0,3.0,1.0,2.0,,,,,,,1.0,,1.0,,,1.0,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,
Concacaf_Concacaf_Champions_Cup,2025,Inter Miami CF,87plrqqcwrv16d5v8mretfp7u,I. Fray,Defender,17.0,3.0,,1.0,,,,,,3.0,,76.0,20.0,3.0,8.0,1.0,7.0,17.0,41.0,,2.0,,3.0,3.0,,4.0,128.0,10.0,,113.0,107.0,9.0,4.0,,1.0,11.0,1.0,,41.0,15.0,21.0,8.0,232.0,,37.0,23.0,112.0,6.0,127.0,37.0,4.0,21.0,20.0,10.0,270.0,44.0,,2.0,4.0,2.0,,3.0,58.0,9.0,1.0,6.0,5.0,40.0,0.0,4.0,,,,,5.0,1.0,,,,,,,,,,,,,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
