liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Interceptions,Unsuccessful Crosses open play,Throw Ins to Own Player,Corners Won,Successful Crosses & Corners,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Key Passes (Attempt Assists),Blocked Shots,Throw Ins to Opposition Player,Total Touches In Opposition Box,Duels won,Successful Long Passes,Successful Crosses open play,Aerial Duels won,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Aerial Duels,Ground Duels won,Goals,Right Foot Goals,PutThrough/Blocked Distribution Won,Total Tackles,Successful Corners into Box,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Total Fouls Won,Unsuccessful Corners into Box,Tackles Won,Tackles Lost,Attempts from Set Pieces,Aerial Duels lost,Unsuccessful Launches,Yellow Cards,Foul Attempted Tackle,GK Successful Distribution,Catches,GK Unsuccessful Distribution,Substitute On,Offsides,Successful Launches,Blocks,Goals from Inside Box,Through balls,Successful Lay-offs,Saves Made,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Goals Conceded Outside Box,Clean Sheets,Total Red Cards,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Left Foot Goals,Second Goal Assists,Handballs conceded,Penalties Taken,Penalty Goals,Foul Won Penalty,Headed Goals,Hit Woodwork,Times Tackled,Winning Goal,Home Goals,Away Goals,Set Pieces Goals,Goal Kicks,Saves made - caught,Punches,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Clearances Off the Line,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Last Man Tackle,Other Goals,Crosses not Claimed
USA_US_Open_Cup,2019,FC Tulsa,5oh5w8pj19i54rrefn7j4iac5,I. Abdallah,Forward,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Tulsa,2zc39af5p56ztezagnl6klcyx,A. Ajeakwa,Forward,14,90.0,40.0,11.0,22.0,16.0,10.0,8.0,40.0,,1.0,29.0,2.0,9.0,8.0,6.0,6.0,1.0,4.0,53.0,1.0,9.0,10.0,10.0,10.0,,2.0,1.0,6.0,11.0,31.0,31.0,7.0,,,1.0,,1.0,1.0,,,,4.0,,,,3.0,2.0,1.0,,3.0,1.0,1.0,3.0,,,,1.0,,1.0,,,,2.0,,,1.0,,1.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Tulsa,2txemem3n0frq4ijglbeh8k4p,A. Barrett,Forward,10,90.0,36.0,8.0,9.0,17.0,15.0,11.0,36.0,,2.0,22.0,2.0,12.0,8.0,11.0,10.0,1.0,2.0,53.0,1.0,12.0,12.0,10.0,13.0,,2.0,1.0,6.0,8.0,24.0,24.0,7.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,,,2.0,6.0,2.0,,,,1.0,1.0,6.0,,,,3.0,,1.0,,,,1.0,,3.0,,,1.0,,,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Tulsa,d2b3t69kejw3f828wz3hnd17u,T. Blackwell,Midfielder,30,45.0,18.0,3.0,5.0,4.0,10.0,3.0,18.0,1.0,5.0,15.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,24.0,1.0,6.0,5.0,10.0,9.0,,1.0,1.0,6.0,4.0,15.0,15.0,9.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,,,2.0,,,,,,,,,3.0,,1.0,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Tulsa,g17m9nyq5zim3r33zrttaa22,Renan,Defender,3,19.0,11.0,1.0,1.0,2.0,8.0,1.0,11.0,1.0,,8.0,,2.0,,1.0,1.0,1.0,1.0,13.0,1.0,,6.0,10.0,2.0,1.0,,1.0,,4.0,9.0,9.0,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Tulsa,7teczo6d5ovj12rpvonen015h,M. González,Defender,8,90.0,58.0,6.0,25.0,11.0,26.0,3.0,60.0,,,44.0,2.0,9.0,19.0,8.0,7.0,1.0,2.0,69.0,1.0,2.0,21.0,10.0,2.0,1.0,2.0,1.0,,14.0,49.0,51.0,,1.0,,,,,6.0,1.0,,1.0,,,,,2.0,7.0,,,,1.0,,2.0,,,1.0,1.0,,2.0,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Tulsa,9kai27qo3ay0hs4az1g6f1muh,C. Haskin,Defender,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Tulsa,b9drqiu0559h2rn50lf52p6cq,A. Legendre,Defender,18,90.0,28.0,8.0,14.0,6.0,12.0,3.0,28.0,,,24.0,2.0,3.0,11.0,3.0,3.0,1.0,2.0,45.0,1.0,8.0,9.0,10.0,10.0,,2.0,1.0,3.0,,25.0,25.0,5.0,,2.0,3.0,,1.0,,,3.0,,2.0,,,2.0,5.0,1.0,1.0,,,2.0,2.0,5.0,,,2.0,2.0,,2.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Tulsa,e8gm9eq1o6gonq3blbesa16g9,S. Lewis,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,FC Tulsa,efdm6w0j34p172bjjpmcfi0kq,Luca Lobo,Defender,12,90.0,35.0,3.0,3.0,7.0,26.0,5.0,35.0,,,27.0,2.0,6.0,8.0,1.0,6.0,1.0,5.0,41.0,1.0,,14.0,10.0,2.0,3.0,2.0,1.0,,10.0,29.0,29.0,1.0,2.0,,,,,1.0,,,,,,,,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
