liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Progressive Carries,Recoveries,Rightside Passes,Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Foul Attempted Tackle,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Substitute Off,Unsuccessful lay-offs,Hit Woodwork,Substitute On,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Yellow Cards,Successful Crosses & Corners,Successful Crosses open play,Total Fouls Won,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Successful Launches,Total Big Chances Saved,Corners Taken (incl short corners),Corners Won,Key Passes (Attempt Assists),Overruns,Successful Corners into Box,Successful Lay-offs,Total Big Chances Created,Unsuccessful Corners into Box,Offsides,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Total Big Chances Scored,Home Goals,Away Goals,Assists (Intentional),Goal Assists,Blocked Shots,Through balls,Catches,Saves made - parried,Clearances Off the Line,Handballs conceded,Attempts from Set Pieces,Goals from Outside Box,Right Foot Goals,Goalkeeper Smother,Goals Conceded Outside Box,Penalty Goals Conceded,Shots Created,Drops,Penalties Faced,Left Foot Goals,Penalties Conceded,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Other Goals,Straight Red Cards,Total Red Cards,Last Player Tackle,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty,Own Goal Scored
Concacaf_Concacaf_Champions_Cup,2026,FC Cincinnati,ejztyr0yny1hh0eukahp8mpec,A. Chirilă,Defender,88,10.0,2.0,8.0,2.0,12.0,1.0,47.0,2.0,17.0,6.0,11.0,17.0,76.0,2.0,,,7.0,4.0,3.0,,8.0,140.0,32.0,5.0,44.0,1.0,2.0,2.0,10.0,129.0,60.0,70.0,119.0,,1.0,,4.0,180.0,1.0,1.0,8.0,3.0,14.0,140.0,2.0,129.0,1.0,2.0,11.0,167.0,,,3.0,8.0,3.0,8.0,0.0,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,FC Cincinnati,7u1kmvvgmk08p9pawrhxkqwvd,T. Anunga,Midfielder,27,1.0,,1.0,4.0,30.0,1.0,23.0,1.0,15.0,9.0,6.0,24.0,30.0,4.0,1.0,,14.0,9.0,5.0,4.0,31.0,118.0,10.0,14.0,28.0,,2.0,1.0,6.0,104.0,46.0,59.0,99.0,2.0,2.0,,,198.0,,,2.0,9.0,20.0,119.0,1.0,105.0,4.0,1.0,14.0,143.0,,3.0,5.0,9.0,6.0,9.0,0.0,5.0,2.0,2.0,1.0,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,FC Cincinnati,dle7vdziz4yge5whx1mdnfy8k,Ayoub Lajhar,Defender,55,1.0,1.0,,1.0,1.0,,4.0,,1.0,1.0,,8.0,1.0,1.0,,,,,,,,4.0,4.0,,2.0,,,,,4.0,5.0,,4.0,,,,,21.0,,,,,4.0,4.0,,4.0,,2.0,,9.0,,,,3.0,,,0.0,,1.0,,,,,,1.0,3.0,3.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,FC Cincinnati,dnkvm6zpfsxyjie6esilvw15,T. Barlow,Forward,16,20.0,8.0,12.0,4.0,17.0,,10.0,,30.0,17.0,13.0,38.0,10.0,4.0,4.0,3.0,10.0,9.0,1.0,,11.0,43.0,5.0,5.0,6.0,5.0,4.0,1.0,,30.0,22.0,9.0,31.0,,,,1.0,267.0,6.0,2.0,3.0,3.0,27.0,44.0,7.0,31.0,,13.0,13.0,78.0,3.0,,,13.0,1.0,13.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,4.0,1.0,,,3.0,3.0,3.0,,3.0,2.0,1.0,,,,,,,,1.0,,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,FC Cincinnati,8zn34nxvyoyrl30f4e84vvmga,P. Bucha,Midfielder,20,6.0,5.0,1.0,3.0,22.0,,28.0,1.0,25.0,15.0,10.0,45.0,20.0,3.0,5.0,3.0,19.0,10.0,9.0,2.0,22.0,80.0,7.0,20.0,20.0,1.0,2.0,4.0,2.0,71.0,43.0,33.0,73.0,1.0,1.0,,1.0,201.0,7.0,1.0,4.0,2.0,26.0,84.0,3.0,75.0,2.0,8.0,9.0,130.0,2.0,1.0,2.0,10.0,2.0,7.0,0.0,1.0,6.0,3.0,2.0,,,1.0,1.0,3.0,3.0,1.0,1.0,,3.0,,,,,,,,,,1.0,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,FC Cincinnati,g2s7y5pviwdn8hr20cohuk4q,R. Celentano,Goalkeeper,18,1.0,,1.0,3.0,,,6.0,2.0,2.0,,2.0,,70.0,3.0,5.0,3.0,1.0,,1.0,,12.0,50.0,1.0,22.0,10.0,,3.0,,16.0,28.0,13.0,35.0,32.0,,,,,270.0,,,1.0,,45.0,92.0,,48.0,,,44.0,110.0,,26.0,42.0,33.0,11.0,2.0,0.0,,,,,,,,,,,,,,2.0,19.0,6.0,19.0,,5.0,3.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,FC Cincinnati,7ot9ngo8usbdkhjlim9omaj9w,A. Chávez,Midfielder,30,,,,1.0,3.0,,7.0,,5.0,2.0,3.0,17.0,5.0,1.0,,,5.0,2.0,3.0,,3.0,13.0,1.0,3.0,2.0,1.0,,2.0,,12.0,12.0,1.0,12.0,1.0,,,,45.0,2.0,,,,4.0,13.0,1.0,12.0,1.0,1.0,1.0,25.0,2.0,,,1.0,,1.0,0.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,0.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,FC Cincinnati,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,Forward,9,10.0,7.0,3.0,3.0,15.0,,30.0,,34.0,18.0,16.0,50.0,7.0,3.0,5.0,3.0,24.0,11.0,13.0,,12.0,44.0,13.0,11.0,13.0,4.0,3.0,2.0,1.0,36.0,23.0,16.0,38.0,1.0,,,,238.0,6.0,,,4.0,27.0,47.0,6.0,39.0,1.0,8.0,8.0,95.0,,,,5.0,3.0,8.0,1.0,1.0,2.0,,2.0,2.0,,,,,,,,,10.0,,,,,,,,,,,1.0,1.0,,,2.0,2.0,,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,2.0,3.0,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,FC Cincinnati,4r4a2d3piuh8wusw8ftrsh016,B. Dowd,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,FC Cincinnati,afmj0dx8rvb4t9cejdqoz7qqc,E. Echenique,Forward,66,4.0,4.0,,2.0,9.0,,25.0,,14.0,11.0,3.0,29.0,13.0,2.0,2.0,2.0,10.0,7.0,3.0,1.0,17.0,39.0,16.0,8.0,,,2.0,2.0,2.0,34.0,25.0,10.0,32.0,,,1.0,3.0,123.0,6.0,,,,17.0,39.0,1.0,34.0,,3.0,5.0,64.0,4.0,2.0,3.0,7.0,1.0,2.0,0.0,,2.0,1.0,1.0,2.0,,,,3.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
