liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Outside Box,Goals Openplay,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Through balls,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute On,Aerial Duels lost,Foul Won Penalty,Goals Conceded Inside Box,Goals from Inside Box,Hit Woodwork,Left Foot Goals,Other Goals,Tackles Won,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Passes Own Half,Blocks,GK Successful Distribution,Goal Kicks,Handballs conceded,Interceptions,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Successful Launches,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Red Cards,Unsuccessful Launches,Unsuccessful Long Passes,Assists (Intentional),Clean Sheets,Total Big Chances Saved,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Attempts from Set Pieces,Corners Taken (incl short corners),Successful Corners into Box,Unsuccessful Corners into Box,Second Goal Assists,Catches,Goalkeeper Smother,Penalties Faced,Headed Goals,Penalties Taken,Clearances Off the Line,Last Player Tackle,Own Goal Scored,Unsuccessful lay-offs,Direct Setpiece Goals,Penalty Goals,Set Pieces Goals,Punches,Straight Red Cards,Drops,Penalties Saved,Saves from Penalty,Penalties Off Target,Saves made - caught,Direct Corner Goals,Crosses not Claimed
USA_MLS_Next_Pro,2026,New York City FC II,6nvi3m06o96k6zv97p8veqwru,K. Acito,Defender,45,9.0,4.0,6.0,19.0,,124.0,,41.0,18.0,23.0,12.0,141.0,2.0,6.0,1.0,,11.0,3.0,,,32.0,13.0,19.0,,161.0,,435.0,,67.0,5.0,2.0,26.0,,157.0,1.0,,,6.0,,,,3.0,,30.0,387.0,83.0,346.0,399.0,3.0,,540.0,8.0,15.0,5.0,5.0,60.0,478.0,,429.0,11.0,2.0,49.0,548.0,,,1.0,22.0,28.0,1.0,,,0.0,,5.0,,8.0,,,,,8.0,,,,27.0,4.0,30.0,31.0,,9.0,,,,5.0,,1.0,,8.0,21.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,New York City FC II,1kuo66geyyz9gu2n39w0bvr4k,J. Arroyave,Midfielder,47,2.0,2.0,4.0,11.0,,15.0,,13.0,6.0,7.0,34.0,9.0,,4.0,,,2.0,,,,11.0,6.0,5.0,5.0,14.0,,42.0,,7.0,4.0,,2.0,,8.0,5.0,1.0,,,,,,,1.0,,34.0,25.0,9.0,34.0,1.0,,85.0,5.0,2.0,,2.0,17.0,42.0,1.0,34.0,3.0,3.0,8.0,65.0,1.0,1.0,2.0,8.0,5.0,,,,0.0,4.0,,,2.0,,,,,2.0,,,,1.0,,,,,1.0,,,,,,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,New York City FC II,6sf0pdlzomnt3e1hlc4twyv4k,D. Baiera,Defender,38,,,1.0,4.0,,9.0,,13.0,5.0,8.0,5.0,15.0,,1.0,,,1.0,1.0,,,13.0,5.0,8.0,,7.0,,27.0,2.0,6.0,3.0,3.0,4.0,,2.0,,,,1.0,,,,1.0,,,20.0,6.0,15.0,21.0,1.0,,90.0,4.0,,1.0,4.0,14.0,28.0,,21.0,3.0,1.0,7.0,54.0,,,1.0,5.0,6.0,,,,0.0,,,,,,,,,2.0,,,,2.0,,,,,2.0,,,,,1.0,6.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,New York City FC II,1msp5omdt4ua364nsgw06e1p0,A. Campos,Defender,82,3.0,2.0,4.0,26.0,,21.0,1.0,25.0,8.0,17.0,29.0,39.0,1.0,4.0,,,4.0,,,,22.0,7.0,15.0,,29.0,,113.0,,12.0,3.0,1.0,13.0,,19.0,,1.0,1.0,3.0,3.0,1.0,1.0,4.0,,7.0,98.0,38.0,61.0,91.0,7.0,,236.0,1.0,7.0,1.0,,22.0,113.0,2.0,98.0,11.0,3.0,15.0,178.0,,,,8.0,10.0,,,,0.0,1.0,1.0,,4.0,,1.0,,,4.0,,,,7.0,,,,,5.0,,,,2.0,3.0,21.0,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,New York City FC II,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,Midfielder,29,1.0,,4.0,25.0,3.0,45.0,2.0,46.0,31.0,15.0,62.0,34.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,45.0,30.0,15.0,2.0,48.0,1.0,116.0,1.0,21.0,5.0,2.0,23.0,,13.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,5.0,84.0,53.0,37.0,83.0,2.0,,283.0,20.0,1.0,5.0,8.0,63.0,120.0,5.0,88.0,3.0,10.0,32.0,185.0,,,5.0,22.0,27.0,2.0,1.0,0.0,1.0,,1.0,,2.0,,,1.0,,1.0,,1.0,,10.0,,,,,2.0,,,,,,3.0,,,5.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,New York City FC II,awp96m6ocmikoaymrrq3wps0k,N. Cavallo,Defender,2,,,2.0,34.0,,42.0,1.0,15.0,7.0,8.0,40.0,38.0,,2.0,,,1.0,1.0,,,15.0,7.0,8.0,,2.0,1.0,111.0,,30.0,2.0,1.0,13.0,,42.0,,,1.0,2.0,,,,2.0,1.0,8.0,95.0,43.0,57.0,92.0,1.0,,180.0,4.0,4.0,2.0,3.0,26.0,116.0,1.0,100.0,3.0,2.0,16.0,171.0,3.0,3.0,2.0,13.0,11.0,1.0,,,1.0,,,,,,,,,2.0,,,,6.0,2.0,,,,6.0,,,,2.0,,19.0,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,New York City FC II,3bykfszu0i03hvrircj5ulslw,C. Danquah,Midfielder,79,,,3.0,10.0,,25.0,,13.0,6.0,7.0,37.0,3.0,2.0,3.0,,,3.0,,,,13.0,6.0,7.0,1.0,12.0,1.0,35.0,,16.0,3.0,1.0,8.0,,11.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,2.0,27.0,18.0,10.0,26.0,3.0,,140.0,4.0,1.0,3.0,1.0,21.0,36.0,3.0,28.0,5.0,8.0,8.0,70.0,1.0,1.0,2.0,8.0,7.0,1.0,,,0.0,1.0,,,3.0,,,,,2.0,,1.0,,1.0,,,,,2.0,,2.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,New York City FC II,4ka80yhup0as0t9pj0meor5sk,L. De Pinho,Forward,92,,,1.0,4.0,,3.0,1.0,5.0,4.0,1.0,10.0,1.0,,1.0,,,2.0,1.0,,,5.0,4.0,1.0,,2.0,,6.0,,,,,,,2.0,,,1.0,,,,,,1.0,,4.0,4.0,3.0,7.0,,,25.0,4.0,,,1.0,8.0,9.0,1.0,7.0,,2.0,2.0,17.0,,,1.0,2.0,2.0,,,,0.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,New York City FC II,2a2b3vmmk7z5h7xyxojl8bdp0,D. Duque,Midfielder,97,3.0,1.0,3.0,12.0,,19.0,,22.0,11.0,11.0,22.0,21.0,1.0,3.0,1.0,1.0,5.0,,1.0,1.0,19.0,9.0,10.0,1.0,11.0,,52.0,,11.0,6.0,4.0,9.0,,11.0,2.0,,1.0,2.0,,,,1.0,,3.0,46.0,41.0,8.0,46.0,2.0,1.0,189.0,4.0,3.0,1.0,3.0,15.0,55.0,1.0,49.0,6.0,2.0,6.0,85.0,,,3.0,5.0,5.0,,0.0,1.0,0.0,1.0,2.0,,5.0,,,1.0,,4.0,1.0,,,1.0,,,,,1.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,New York City FC II,30vlwe98cix2oo2jdwvig5yj8,Arnau Farnós,Forward,87,1.0,,2.0,13.0,2.0,19.0,2.0,15.0,12.0,3.0,48.0,21.0,,2.0,,,2.0,,,,14.0,11.0,3.0,2.0,9.0,,51.0,,8.0,1.0,,8.0,,16.0,2.0,5.0,,2.0,1.0,1.0,,,,3.0,39.0,38.0,9.0,43.0,,,154.0,8.0,2.0,1.0,1.0,31.0,59.0,5.0,46.0,2.0,10.0,13.0,95.0,4.0,,4.0,12.0,12.0,,,,0.0,,1.0,,2.0,,,,,2.0,,,,5.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,11.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,
