liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Opposition Player,Offsides,Goals,Right Foot Goals,Yellow Cards,Successful Corners into Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Goals from Inside Box,Penalties Taken,Penalty Goals,Penalties Conceded,Total Red Cards,Straight Red Cards,Unsuccessful lay-offs,Headed Goals,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Clearances Off the Line,Penalty Goals Conceded,Winning Goal,Times Tackled,Overruns,Own Goal Scored,Second Goal Assists,Home Goals,Away Goals,Saves from Penalty,Penalties Saved,Goal Kicks,Goals from Outside Box,Goalkeeper Smother,Crosses not Claimed,Red Cards - 2nd Yellow,Set Pieces Goals,Last Player Tackle,Penalties Off Target,Other Goals
Mexico_Liga_MX,2018-2019,Club Santos Laguna,apsv0c0r1zc7q3bjqex8033kl,J. Abella,Defender,0,18.0,1610.0,149.0,,1.0,14.0,675.0,4.0,81.0,7.0,285.0,36.0,75.0,9.0,1.0,2.0,17.0,223.0,251.0,50.0,82.0,686.0,1.0,23.0,1.0,457.0,18.0,1.0,157.0,36.0,11.0,137.0,2.0,76.0,18.0,19.0,38.0,1082.0,,18.0,13.0,12.0,106.0,334.0,11.0,10.0,78.0,,,72.0,7.0,7.0,21.0,1.0,144.0,44.0,20.0,18.0,18.0,,,1.0,49.0,235.0,518.0,529.0,38.0,4.0,1.0,,36.0,66.0,14.0,24.0,57.0,21.0,1.0,,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,4.0,0.0,13.0,,,,,,,,,,,,1.0,,,,
Mexico_Liga_MX,2018-2019,Club Santos Laguna,cs0ukx1l3r8kdyn8iu26qupyh,C. Acevedo,Goalkeeper,1,,360.0,,,,9.0,38.0,,,,25.0,15.0,35.0,,,1.0,,37.0,42.0,,1.0,103.0,,1.0,,34.0,5.0,,36.0,16.0,,28.0,,31.0,4.0,,8.0,145.0,,4.0,1.0,,1.0,74.0,,10.0,4.0,,,33.0,,1.0,4.0,,5.0,1.0,6.0,,4.0,,,,1.0,13.0,28.0,67.0,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,20.0,43.0,,2.0,4.0,11.0,8.0,7.0,2.0,1.0,12.0,,2.0,0.0,,,,,,,,,42.0,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Santos Laguna,9huan6xgicwq30iix8q59aehh,G. Alcoba,Defender,3,,203.0,,2.0,,,112.0,,9.0,,24.0,3.0,11.0,,2.0,1.0,6.0,23.0,71.0,7.0,9.0,115.0,,6.0,,86.0,3.0,2.0,20.0,18.0,,17.0,1.0,6.0,2.0,,3.0,154.0,,4.0,2.0,2.0,14.0,54.0,4.0,10.0,17.0,,,9.0,,2.0,8.0,,28.0,12.0,4.0,,4.0,,,,5.0,34.0,92.0,95.0,14.0,,,1.0,5.0,11.0,2.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Santos Laguna,609edevf8qla1f6vi4mjkkgkp,J. Angulo,Defender,4,10.0,1276.0,104.0,,,5.0,508.0,2.0,56.0,5.0,192.0,26.0,32.0,15.0,1.0,2.0,10.0,163.0,232.0,66.0,69.0,520.0,4.0,30.0,11.0,390.0,15.0,1.0,101.0,203.0,6.0,67.0,1.0,97.0,15.0,26.0,44.0,912.0,,15.0,19.0,1.0,156.0,237.0,5.0,10.0,109.0,,,29.0,5.0,20.0,14.0,8.0,180.0,38.0,17.0,10.0,15.0,,,1.0,61.0,24.0,408.0,419.0,24.0,3.0,1.0,2.0,47.0,71.0,19.0,29.0,95.0,18.0,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,17.0,2.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Santos Laguna,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,Defender,17,6.0,459.0,39.0,8.0,,1.0,174.0,,36.0,,82.0,8.0,12.0,5.0,3.0,,6.0,65.0,65.0,16.0,15.0,174.0,,6.0,3.0,142.0,4.0,3.0,27.0,61.0,2.0,23.0,1.0,30.0,4.0,9.0,10.0,333.0,,12.0,4.0,2.0,57.0,70.0,6.0,10.0,40.0,,,5.0,,17.0,6.0,7.0,69.0,10.0,4.0,6.0,12.0,,,,23.0,7.0,147.0,147.0,12.0,1.0,,,9.0,29.0,7.0,13.0,34.0,6.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Santos Laguna,bqxblzyl35uts9hxtfchhp0ph,E. Castillo,Forward,13,13.0,686.0,5.0,6.0,9.0,,162.0,15.0,33.0,3.0,95.0,1.0,3.0,6.0,10.0,3.0,27.0,134.0,30.0,3.0,45.0,170.0,3.0,6.0,13.0,117.0,9.0,16.0,48.0,52.0,17.0,57.0,5.0,20.0,7.0,16.0,5.0,334.0,2.0,13.0,,1.0,72.0,42.0,44.0,10.0,41.0,6.0,,5.0,2.0,16.0,10.0,15.0,109.0,1.0,12.0,14.0,13.0,1.0,,,41.0,43.0,115.0,122.0,37.0,,,,2.0,68.0,1.0,3.0,31.0,4.0,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,0.0,34.0,4.0,,,1.0,0.0,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Santos Laguna,3j5itq7h2505o5p3f4hq49cr9,A. Castro,Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Santos Laguna,cxx7inbt8w96c9ugep94h53ah,E. Cetré,Forward,12,,48.0,,4.0,1.0,,19.0,,7.0,,13.0,,1.0,,2.0,,3.0,5.0,2.0,,3.0,19.0,,3.0,,15.0,,2.0,4.0,8.0,,4.0,,2.0,,,,23.0,,4.0,2.0,,3.0,2.0,2.0,10.0,,,,,,,,,6.0,1.0,,,4.0,,,,3.0,2.0,15.0,15.0,3.0,,,,,6.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Santos Laguna,bijkyq3dfwpy22qabssbvkic5,J. Cortés,Midfielder,27,2.0,76.0,2.0,3.0,1.0,,33.0,1.0,9.0,1.0,17.0,1.0,1.0,1.0,,1.0,,8.0,14.0,2.0,2.0,33.0,2.0,1.0,,28.0,,,3.0,1.0,1.0,3.0,,3.0,1.0,3.0,2.0,47.0,1.0,4.0,1.0,,5.0,7.0,1.0,10.0,2.0,,,2.0,,,,,5.0,,1.0,2.0,4.0,,,,3.0,16.0,30.0,30.0,,,,,2.0,3.0,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,1.0,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Santos Laguna,3hspnklskppmobi4ihyg5a09h,Matheus Dória,Defender,0,,1530.0,5.0,,,15.0,630.0,,49.0,,149.0,40.0,92.0,4.0,7.0,1.0,29.0,142.0,395.0,20.0,35.0,671.0,,30.0,1.0,470.0,16.0,10.0,127.0,213.0,2.0,96.0,1.0,59.0,17.0,8.0,31.0,875.0,,17.0,17.0,13.0,65.0,265.0,14.0,10.0,61.0,3.0,,74.0,,9.0,31.0,,125.0,71.0,17.0,,17.0,,,,35.0,144.0,514.0,544.0,60.0,4.0,,,12.0,64.0,8.0,30.0,30.0,,2.0,1.0,,3.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,5.0,,1.0,,0.0,1.0,,,,,,,,,,,
