liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Foul Attempted Tackle,Unsuccessful Corners into Box,Successful Passes Own Half,Ground Duels lost,Starts,Unsuccessful Passes Opposition Half,Interceptions,Total Fouls Conceded,Recoveries,Ground Duels,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Key Passes (Attempt Assists),Appearances,Rightside Passes,Aerial Duels,PutThrough/Blocked Distribution,Total Passes,Index,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Total Fouls Won,Unsuccessful Launches,Penalties Conceded,Throw Ins to Opposition Player,Unsuccessful Short Passes,Total Touches In Opposition Box,Corners Taken (incl short corners),Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels won,Total Tackles,Touches,Aerial Duels won,Throw Ins to Own Player,Backward Passes,Successful Open Play Passes,Successful Long Passes,Open Play Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Ground Duels won,Duels lost,Times Tackled,Time Played,Forward Passes,Aerial Duels lost,PutThrough/Blocked Distribution Won,Successful Dribbles,Unsuccessful Crosses open play,Penalty Goals Conceded,Tackles Lost,Leftside Passes,Unsuccessful Passes Own Half,Goals Conceded,Total Clearances,Tackles Won,Total Losses Of Possession,Winning Goal,Blocks,Shots Off Target (inc woodwork),Successful Crosses & Corners,Successful Corners into Box,Total Shots,Unsuccessful Dribbles,Corners Won,Shots On Target ( inc goals ),Offsides,Saves Made from Inside Box,Catches,Saves Made,Saves made - parried,Penalties Faced,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Successful Crosses open play,Blocked Shots,Successful Lay-offs,Goals Conceded Outside Box,Attempts from Set Pieces,Right Foot Goals,Clean Sheets,Goals from Inside Box,Home Goals,Away Goals,Overruns,Goal Assists,Assists (Intentional),Hit Woodwork,Through balls,Left Foot Goals,Unsuccessful lay-offs,Saves Made from Outside Box,Headed Goals,Handballs conceded,Own Goal Scored,Goals from Outside Box,Last Player Tackle,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Saved,Second Goal Assists,Foul Won Penalty,Penalty Goals,Penalties Taken,Set Pieces Goals,Saves made - caught,Clearances Off the Line,Crosses not Claimed
Concacaf_Concacaf_Champions_Cup,2025,CD Guadalajara,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Forward,25.0,3.0,,,,,,,2.0,1.0,7.0,27.0,12.0,3.0,29.0,,3.0,9.0,31.0,3.0,14.0,2.0,3.0,20.0,5.0,4.0,110.0,10.0,,89.0,86.0,8.0,,,,20.0,6.0,9.0,36.0,21.0,23.0,7.0,176.0,4.0,4.0,17.0,88.0,3.0,107.0,66.0,1.0,19.0,13.0,8.0,261.0,36.0,1.0,,4.0,6.0,,4.0,37.0,6.0,5.0,,3.0,49.0,0.0,,3.0,4.0,2.0,5.0,6.0,,2.0,,,,,,,,,,,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CD Guadalajara,c52rbcdu5hiukdhoshthvctbe,F. Beltrán,Midfielder,20.0,4.0,1.0,,,,,1.0,2.0,,2.0,20.0,5.0,3.0,23.0,2.0,,8.0,13.0,2.0,7.0,4.0,4.0,36.0,3.0,2.0,110.0,10.0,,94.0,90.0,1.0,,,,11.0,7.0,5.0,16.0,16.0,10.0,4.0,143.0,2.0,2.0,18.0,87.0,4.0,103.0,75.0,5.0,8.0,6.0,3.0,215.0,36.0,1.0,1.0,3.0,4.0,,1.0,20.0,,3.0,,3.0,28.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CD Guadalajara,52xjaejv3eeiyd2xn5642g2xh,I. Brizuela,Midfielder,11.0,3.0,,,,,,2.0,,,,21.0,4.0,1.0,10.0,1.0,,4.0,6.0,1.0,3.0,2.0,3.0,11.0,2.0,1.0,79.0,10.0,1.0,70.0,68.0,1.0,,,,9.0,4.0,,8.0,9.0,4.0,1.0,112.0,2.0,13.0,8.0,69.0,2.0,78.0,51.0,,2.0,4.0,4.0,131.0,35.0,,,,3.0,,,25.0,2.0,2.0,4.0,1.0,17.0,0.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CD Guadalajara,b1jej3boquh6utc4u6tg8328k,H. Camberos,Midfielder,58.0,3.0,,1.0,,,,2.0,1.0,1.0,3.0,18.0,14.0,1.0,16.0,,3.0,12.0,27.0,,8.0,1.0,3.0,12.0,,4.0,60.0,10.0,,51.0,51.0,4.0,,,,7.0,3.0,3.0,27.0,9.0,13.0,6.0,102.0,,1.0,11.0,50.0,,59.0,34.0,2.0,13.0,14.0,9.0,117.0,23.0,,2.0,3.0,5.0,,,14.0,1.0,,1.0,6.0,29.0,0.0,,1.0,1.0,,1.0,5.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CD Guadalajara,ey0dok6grjk40qsvo6as36hre,José Castillo Pérez,Defender,21.0,4.0,,,,,,,2.0,,,87.0,4.0,4.0,21.0,8.0,1.0,17.0,14.0,2.0,3.0,3.0,4.0,51.0,6.0,6.0,179.0,10.0,2.0,153.0,148.0,1.0,7.0,,1.0,15.0,3.0,,20.0,26.0,13.0,7.0,237.0,3.0,6.0,27.0,149.0,5.0,175.0,69.0,11.0,10.0,7.0,2.0,307.0,59.0,3.0,1.0,2.0,3.0,,,42.0,8.0,3.0,11.0,7.0,34.0,0.0,2.0,,3.0,,2.0,1.0,1.0,2.0,,,,,,,1.0,,1.0,,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CD Guadalajara,es363spp9pgd4hralx6ni2xw4,M. Chávez,Defender,50.0,3.0,,1.0,,,,,,5.0,,45.0,11.0,3.0,18.0,5.0,5.0,7.0,35.0,3.0,8.0,,3.0,53.0,1.0,4.0,109.0,10.0,,94.0,89.0,6.0,1.0,,3.0,12.0,5.0,,36.0,15.0,24.0,11.0,190.0,,24.0,25.0,89.0,5.0,104.0,50.0,3.0,24.0,12.0,1.0,270.0,28.0,1.0,3.0,7.0,8.0,,1.0,3.0,5.0,4.0,5.0,10.0,28.0,0.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CD Guadalajara,5vjalgmy5e9xhfdjoeq6kxqwa,C. Cowell,Forward,16.0,4.0,,,,,,2.0,2.0,2.0,,5.0,12.0,2.0,15.0,2.0,2.0,8.0,20.0,,8.0,2.0,4.0,18.0,6.0,5.0,52.0,10.0,,42.0,40.0,2.0,,,,9.0,13.0,,26.0,10.0,12.0,2.0,101.0,4.0,2.0,22.0,42.0,2.0,52.0,40.0,1.0,8.0,14.0,9.0,167.0,6.0,2.0,1.0,4.0,8.0,,,6.0,3.0,1.0,,2.0,33.0,0.0,,4.0,3.0,,5.0,6.0,1.0,1.0,,,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CD Guadalajara,7h5ljia67tprz9dgap90nbnfu,E. García,Goalkeeper,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CD Guadalajara,bacfellhebfxls5mhsg416fpw,A. González,Forward,34.0,1.0,1.0,1.0,,,,1.0,,2.0,,,2.0,,1.0,,2.0,2.0,2.0,,,,1.0,1.0,2.0,,5.0,10.0,,3.0,3.0,,,,,2.0,3.0,,4.0,2.0,1.0,,9.0,1.0,,3.0,3.0,,5.0,3.0,,,3.0,,26.0,1.0,1.0,,,,,,,1.0,,,,4.0,0.0,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CD Guadalajara,evsi15yzlgsbn8fj4phrhi39,R. González,Midfielder,28.0,4.0,,1.0,,,,1.0,2.0,5.0,,47.0,6.0,3.0,12.0,7.0,5.0,16.0,16.0,3.0,,1.0,4.0,50.0,2.0,3.0,145.0,10.0,,130.0,124.0,3.0,,,,14.0,2.0,,18.0,15.0,12.0,7.0,181.0,2.0,3.0,11.0,126.0,6.0,141.0,83.0,1.0,10.0,6.0,,267.0,54.0,,1.0,,,,2.0,30.0,3.0,5.0,4.0,5.0,20.0,0.0,,2.0,,,3.0,,1.0,1.0,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CD Guadalajara,asgdx8h7m480fa15oa4x3quol,O. Govea,Midfielder,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
