liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels,Unsuccessful Passes Opposition Half,Starts,Leftside Passes,Penalty Goals Conceded,Total Touches In Opposition Box,Corners Taken (incl short corners),Shots On Target ( inc goals ),Appearances,Unsuccessful Passes Own Half,Aerial Duels,Unsuccessful Long Passes,Total Shots,Rightside Passes,Ground Duels won,Successful Open Play Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Yellow Cards,Successful Short Passes,Aerial Duels won,Backward Passes,Substitute Off,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Unsuccessful Corners into Box,Total Passes,Interceptions,PutThrough/Blocked Distribution,Duels lost,Time Played,Unsuccessful Dribbles,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Forward Passes,Unsuccessful Crosses open play,Successful Passes Own Half,Through balls,Aerial Duels lost,Substitute On,Successful Lay-offs,Total Losses Of Possession,Total Fouls Conceded,Goals Conceded Inside Box,Touches,Times Tackled,Shots Off Target (inc woodwork),Corners Won,Successful Passes Opposition Half,Ground Duels lost,Goals Conceded,Key Passes (Attempt Assists),Unsuccessful Launches,Games Played,Index,Successful Long Passes,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Foul Attempted Tackle,Open Play Passes,Total Fouls Won,Duels won,Winning Goal,Blocks,Tackles Lost,Handballs conceded,Total Tackles,Throw Ins to Opposition Player,Total Clearances,Goals,Tackles Won,Straight Red Cards,PutThrough/Blocked Distribution Won,Total Red Cards,Overruns,Goals Openplay,Goals from Inside Box,Headed Goals,Home Goals,Away Goals,Successful Dribbles,Successful Launches,Penalties Conceded,Successful Crosses open play,Successful Crosses & Corners,Successful Corners into Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Goals from Outside Box,Offsides,Blocked Shots,Last Player Tackle,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,Saves Made from Outside Box,Penalties Faced,Punches,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Assists (Intentional),Right Foot Goals,Hit Woodwork,Catches,Saves from Penalty,Penalties Saved,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Saves made - caught,Second Goal Assists,Other Goals,Penalties Off Target
Concacaf_Leagues_Cup,2025,New York City Football Club,6sf0pdlzomnt3e1hlc4twyv4k,D. Baiera,Defender,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York City Football Club,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,Midfielder,29,3.0,1.0,,3.0,,1.0,,,1.0,,3.0,,,2.0,,9.0,1.0,1.0,9.0,2.0,2.0,,,,,,10.0,,,4.0,31.0,,9.0,6.0,3.0,,4.0,,1.0,1.0,,1.0,2.0,1.0,11.0,,,,5.0,3.0,1.0,1.0,,1.0,10.0,,1.0,,1.0,10.0,,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York City Football Club,awp96m6ocmikoaymrrq3wps0k,N. Cavallo,Defender,2,3.0,1.0,1.0,,,,,,1.0,1.0,,,,6.0,,12.0,2.0,1.0,11.0,,1.0,1.0,2.0,,7.0,,14.0,3.0,,3.0,45.0,,12.0,3.0,7.0,,5.0,,,,,4.0,1.0,2.0,27.0,,,,7.0,3.0,2.0,,,1.0,10.0,1.0,2.0,,1.0,14.0,,,0.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York City Football Club,bcqm1336567dby1unnafdx638,J. Fernández,Forward,11,17.0,18.0,1.0,41.0,,11.0,8.0,2.0,3.0,6.0,8.0,,4.0,4.0,11.0,66.0,16.0,,64.0,3.0,20.0,,9.0,,3.0,6.0,85.0,1.0,6.0,11.0,148.0,1.0,69.0,25.0,20.0,2.0,16.0,,5.0,2.0,1.0,32.0,,3.0,132.0,3.0,2.0,4.0,54.0,6.0,3.0,3.0,,3.0,10.0,5.0,16.0,8.0,,82.0,2.0,14.0,0.0,,1.0,,6.0,,2.0,,5.0,,4.0,,,,,,,,3.0,,,,1.0,1.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York City Football Club,eg5xrgue41p7yq97ge9iri99m,N. Fernández,Midfielder,7,25.0,26.0,3.0,24.0,,4.0,5.0,,3.0,4.0,5.0,6.0,,13.0,13.0,60.0,18.0,,61.0,2.0,17.0,3.0,13.0,,,3.0,83.0,2.0,4.0,15.0,185.0,2.0,65.0,30.0,29.0,4.0,15.0,,3.0,,1.0,42.0,6.0,4.0,132.0,6.0,,2.0,51.0,12.0,4.0,1.0,3.0,3.0,10.0,4.0,12.0,12.0,2.0,78.0,10.0,15.0,0.0,,,,1.0,,2.0,,1.0,,2.0,,1.0,,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Concacaf_Leagues_Cup,2025,New York City Football Club,8jcyfhvczj2dw1gmxrmna2609,M. Freese,Goalkeeper,49,1.0,23.0,3.0,4.0,,,,,3.0,4.0,,27.0,,9.0,,27.0,27.0,,25.0,,,,23.0,,,,57.0,,,1.0,270.0,,30.0,1.0,44.0,,27.0,,,,,28.0,,5.0,89.0,,,,3.0,1.0,5.0,,17.0,3.0,10.0,5.0,,,,46.0,,,0.0,,,,,,2.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,16.0,6.0,5.0,1.0,11.0,7.0,,4.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York City Football Club,3dt4cojmf1ahkayoeob2ryl4a,T. Gray,Defender,24,11.0,10.0,2.0,18.0,,,,,3.0,5.0,6.0,4.0,,2.0,9.0,56.0,12.0,,52.0,3.0,11.0,1.0,17.0,,10.0,,71.0,2.0,2.0,5.0,152.0,1.0,59.0,17.0,40.0,3.0,22.0,2.0,3.0,1.0,,24.0,,1.0,117.0,2.0,,1.0,38.0,2.0,1.0,1.0,2.0,3.0,10.0,7.0,8.0,3.0,,67.0,5.0,12.0,0.0,,1.0,,4.0,2.0,6.0,,3.0,,2.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York City Football Club,bb31x0lmvx07e83d344y8byay,J. Haak,Midfielder,80,12.0,11.0,3.0,20.0,,4.0,,1.0,3.0,3.0,8.0,8.0,3.0,57.0,7.0,117.0,14.0,1.0,123.0,6.0,10.0,1.0,14.0,,1.0,,144.0,3.0,2.0,7.0,263.0,2.0,130.0,20.0,57.0,,95.0,,2.0,,,19.0,2.0,5.0,183.0,2.0,2.0,,35.0,5.0,5.0,,5.0,3.0,10.0,7.0,6.0,,1.0,131.0,2.0,13.0,0.0,1.0,1.0,,4.0,,15.0,,3.0,,2.0,,,,,,,,1.0,,,,,,,,,,2.0,,,10.0,10.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York City Football Club,9z6j3662jvnhse83i6p1vekiy,M. Ilenič,Defender,35,10.0,10.0,1.0,15.0,,,,1.0,2.0,3.0,,5.0,1.0,6.0,7.0,38.0,12.0,,38.0,,4.0,1.0,6.0,,7.0,,50.0,,4.0,3.0,119.0,2.0,38.0,10.0,25.0,1.0,16.0,,,1.0,,22.0,,4.0,81.0,2.0,,1.0,23.0,3.0,4.0,,3.0,2.0,10.0,,7.0,1.0,,50.0,1.0,7.0,0.0,1.0,1.0,,3.0,2.0,1.0,,2.0,,3.0,,,,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York City Football Club,8w96twarnbzkyuoo07rnb3hii,A. Martínez,Forward,16,11.0,6.0,2.0,8.0,,20.0,,5.0,3.0,1.0,1.0,,8.0,6.0,1.0,22.0,4.0,,23.0,,7.0,1.0,3.0,,,,27.0,,2.0,11.0,179.0,5.0,23.0,12.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,22.0,,3.0,60.0,10.0,3.0,7.0,19.0,10.0,3.0,2.0,,3.0,10.0,,4.0,3.0,,26.0,1.0,1.0,1.0,,,,,,,2.0,,,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
