root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Successful Open Play Passes,Substitute On,Aerial Duels,Forward Passes,Total Clearances,Games Played,Goals Conceded Outside Box,Ground Duels lost,Appearances,Successful Crosses open play,Successful Long Passes,Time Played,GK Successful Distribution,Ground Duels,Total Shots,Successful Passes Own Half,Aerial Duels lost,Index,Key Passes (Attempt Assists),Total Touches In Opposition Box,Blocks,Open Play Passes,Successful Passes Opposition Half,Starts,Ground Duels won,Goals Conceded Inside Box,Shots Off Target (inc woodwork),Touches,Unsuccessful Short Passes,Tackles Won,Substitute Off,Leftside Passes,Backward Passes,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Fouls Conceded,Duels,Aerial Duels won,Throw Ins to Own Player,Tackles Lost,Goal Assists,Interceptions,Unsuccessful Passes Opposition Half,Assists (Intentional),Duels lost,Goals Conceded,Unsuccessful Launches,Total Fouls Won,Goal Kicks,Duels won,Foul Attempted Tackle,Total Losses Of Possession,Successful Launches,Unsuccessful Long Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Unsuccessful Crosses & Corners,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Crosses & Corners,Total Passes,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Dribbles,Throw Ins to Opposition Player,Total Tackles,Winning Goal,Successful Lay-offs,Blocked Shots,Penalties Taken,Corners Won,Clean Sheets,Penalty Goals Conceded,Through balls,Foul Won Penalty,Handballs conceded,Penalty Goals,Yellow Cards,Right Foot Goals,Goals from Inside Box,Left Foot Goals,Goals,Successful Dribbles,Offsides,Headed Goals,Shots On Target ( inc goals ),Overruns,Home Goals,Away Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Penalties Conceded,Own Goal Scored,Hit Woodwork,Catches,Punches,GK Unsuccessful Distribution,Saves made - parried,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Goals from Outside Box,Drops,Saves made - caught,Penalties Faced,Penalties Saved,Saves from Penalty,Red Cards - 2nd Yellow,Crosses not Claimed,Last Player Tackle,Attempts from Set Pieces,Other Goals,Clearances Off the Line,Set Pieces Goals,Penalties Off Target,Last Man Tackle,Goalkeeper Smother,Second Goal Assists
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Real Monarchs SLC,Real_Monarchs_SLC,48vc423tkz4mx7oql1ahqneac,O. Alba,Defender,51,797.0,1.0,18.0,387.0,77.0,22.0,2.0,32.0,22.0,,87.0,1835.0,,77.0,6.0,617.0,8.0,10.0,5.0,8.0,22.0,990.0,208.0,21.0,45.0,33.0,5.0,1266.0,80.0,15.0,1.0,383.0,52.0,2.0,11.0,77.0,12.0,95.0,10.0,2.0,8.0,,34.0,124.0,,40.0,35.0,40.0,14.0,,55.0,7.0,223.0,9.0,119.0,134.0,825.0,738.0,2.0,202.0,199.0,,1024.0,9.0,24.0,4.0,1.0,23.0,0.0,,3.0,,,5.0,3.0,1.0,,,,3.0,,,,,8.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Real Monarchs SLC,Real_Monarchs_SLC,72dbw7qmu3g31kn5s9tryuy38,P. Allen,Defender,92,16.0,2.0,5.0,21.0,2.0,3.0,,5.0,3.0,,1.0,105.0,,7.0,,12.0,3.0,10.0,,,,34.0,4.0,1.0,2.0,5.0,,66.0,9.0,1.0,,,3.0,2.0,1.0,7.0,3.0,12.0,2.0,14.0,,,1.0,13.0,,8.0,5.0,6.0,,,4.0,1.0,25.0,1.0,9.0,4.0,16.0,15.0,2.0,10.0,18.0,,34.0,1.0,2.0,1.0,2.0,1.0,0.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Real Monarchs SLC,Real_Monarchs_SLC,929ogu77f1e7edncwll3wv4t0,I. Amparo,Midfielder,88,13.0,1.0,2.0,12.0,2.0,3.0,1.0,5.0,3.0,,1.0,94.0,,11.0,,4.0,2.0,10.0,,,2.0,20.0,9.0,2.0,6.0,2.0,,42.0,5.0,3.0,2.0,2.0,3.0,,,2.0,,13.0,,,1.0,,,5.0,,7.0,3.0,,1.0,,6.0,,14.0,1.0,2.0,5.0,13.0,12.0,,3.0,7.0,,20.0,3.0,,1.0,,4.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Real Monarchs SLC,Real_Monarchs_SLC,6kpb5yyfk2ifjgtfkspb8xwd0,O. Anderson,Midfielder,84,32.0,6.0,,21.0,1.0,9.0,,10.0,9.0,,1.0,238.0,,21.0,2.0,14.0,,10.0,3.0,5.0,,45.0,23.0,3.0,11.0,8.0,,95.0,10.0,6.0,3.0,7.0,15.0,1.0,6.0,6.0,3.0,21.0,,,,,1.0,12.0,,10.0,8.0,2.0,2.0,,11.0,1.0,34.0,,4.0,9.0,35.0,34.0,4.0,6.0,14.0,2.0,49.0,6.0,7.0,2.0,,6.0,0.0,2.0,1.0,,1.0,,,,,1.0,,,,1.0,1.0,1.0,3.0,,,2.0,,1.0,0.0,3.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Real Monarchs SLC,Real_Monarchs_SLC,880or6l86xi5mg7dcqej6psyx,A. Arias,Midfielder,55,404.0,5.0,20.0,170.0,10.0,17.0,3.0,83.0,17.0,1.0,37.0,1067.0,,170.0,4.0,227.0,9.0,10.0,6.0,5.0,1.0,519.0,192.0,12.0,87.0,22.0,1.0,745.0,80.0,35.0,6.0,131.0,110.0,2.0,20.0,43.0,35.0,190.0,11.0,2.0,19.0,,10.0,75.0,,92.0,25.0,12.0,18.0,,98.0,25.0,171.0,2.0,36.0,97.0,418.0,381.0,2.0,123.0,116.0,1.0,534.0,21.0,34.0,9.0,,54.0,0.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,,7.0,1.0,1.0,,2.0,15.0,,1.0,3.0,2.0,2.0,0.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Real Monarchs SLC,Real_Monarchs_SLC,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,Goalkeeper,35,40.0,,,36.0,1.0,3.0,2.0,,3.0,,17.0,270.0,41.0,1.0,,51.0,,10.0,,,,46.0,10.0,3.0,1.0,3.0,,108.0,,,,20.0,,,,2.0,,1.0,,,,,,9.0,,,5.0,3.0,,21.0,1.0,,11.0,2.0,11.0,32.0,61.0,44.0,,16.0,11.0,,72.0,,,,,,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,5.0,1.0,3.0,4.0,1.0,,,,1.0,,,,,,,,,,,,2.0,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Real Monarchs SLC,Real_Monarchs_SLC,2dyragxnxo2hoqgu74157pfkk,D. Berrios,Midfielder,87,85.0,7.0,1.0,24.0,,9.0,,13.0,9.0,,1.0,209.0,,26.0,2.0,44.0,1.0,10.0,2.0,2.0,,95.0,46.0,2.0,13.0,4.0,1.0,127.0,10.0,4.0,2.0,32.0,21.0,1.0,,2.0,5.0,27.0,,,1.0,,,9.0,,14.0,4.0,,7.0,,13.0,1.0,18.0,,,17.0,90.0,89.0,1.0,23.0,10.0,,100.0,5.0,,5.0,,5.0,0.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Real Monarchs SLC,Real_Monarchs_SLC,5tuhsstzfsgr1dxoz9ki36tjo,A. Bikyeombe,Midfielder,48,1.0,2.0,,2.0,1.0,2.0,,1.0,2.0,,,9.0,,2.0,,,,10.0,,,,3.0,1.0,,1.0,,,10.0,2.0,,,,,,1.0,,,2.0,,,1.0,,2.0,2.0,,1.0,,,,,1.0,,2.0,,,,1.0,1.0,,1.0,2.0,,3.0,,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Real Monarchs SLC,Real_Monarchs_SLC,14hkfiu3q5s8uddoupp9qi1hw,D. Chan,Goalkeeper,81,41.0,1.0,1.0,33.0,5.0,4.0,,1.0,4.0,,13.0,347.0,49.0,2.0,,61.0,1.0,10.0,,,,58.0,8.0,3.0,1.0,8.0,,143.0,1.0,1.0,,28.0,,,,12.0,,3.0,,,,,,11.0,,2.0,8.0,5.0,,27.0,1.0,,24.0,,22.0,33.0,69.0,56.0,,31.0,23.0,,92.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,8.0,16.0,8.0,,1.0,,,,,,,,,,,,,,1.0,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Real Monarchs SLC,Real_Monarchs_SLC,2ig362xub2syd45v3usgymbkk,F. Delgado,Goalkeeper,57,100.0,,1.0,120.0,15.0,10.0,2.0,2.0,10.0,,52.0,822.0,109.0,2.0,,170.0,,10.0,,,,152.0,17.0,10.0,,16.0,,358.0,6.0,,,92.0,,,,43.0,2.0,3.0,1.0,,,,,43.0,,2.0,18.0,23.0,,90.0,1.0,1.0,89.0,2.0,80.0,70.0,187.0,135.0,,61.0,86.0,,273.0,1.0,1.0,,,,0.0,,,,,4.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,10.0,18.0,3.0,16.0,26.0,10.0,,,,2.0,1.0,1.0,,,,,,,,,,3.0,
