liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded,Forward Passes,Interceptions,Substitute On,Total Losses Of Possession,Total Passes,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Unsuccessful Passes Opposition Half,Throw Ins to Own Player,Own Goal Scored,Games Played,Unsuccessful Launches,Open Play Passes,Blocks,Goals Conceded Inside Box,Successful Long Passes,Unsuccessful Long Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Successful Passes Opposition Half,Touches,Index,Appearances,Winning Goal,Goal Kicks,Saves made - parried,Penalties Faced,Successful Passes Own Half,Total Clearances,GK Successful Distribution,Penalty Goals Conceded,Rightside Passes,GK Unsuccessful Distribution,Recoveries,Unsuccessful Passes Own Half,Goals Conceded Outside Box,Successful Short Passes,Saves Made from Inside Box,Punches,Duels,Duels won,Aerial Duels,Starts,Saves Made,Aerial Duels won,Saves Made from Outside Box,Leftside Passes,Tackles Won,Foul Attempted Tackle,Tackles Lost,Total Tackles,Total Fouls Conceded,Handballs conceded,Duels lost,Total Touches In Opposition Box,Ground Duels lost,Ground Duels won,Substitute Off,Aerial Duels lost,Unsuccessful Short Passes,Ground Duels,Successful Lay-offs,Shots Off Target (inc woodwork),Clean Sheets,Backward Passes,Yellow Cards,Offsides,PutThrough/Blocked Distribution,Total Shots,Shots On Target ( inc goals ),PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Unsuccessful lay-offs,Times Tackled,Successful Dribbles,Unsuccessful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses & Corners,Unsuccessful Crosses open play,Total Fouls Won,Successful Corners into Box,Through balls,Penalties Conceded,Blocked Shots,Penalties Taken,Throw Ins to Opposition Player,Clearances Off the Line,Overruns,Key Passes (Attempt Assists),Catches,Crosses not Claimed,Last Player Tackle,Right Foot Goals,Goals from Inside Box,Goals,Corners Won,Penalty Goals,Home Goals,Away Goals,Assists (Intentional),Attempts from Set Pieces,Unsuccessful Corners into Box,Goal Assists,Successful Crosses open play,Goals from Outside Box,Saves from Penalty,Penalties Saved,Total Red Cards,Straight Red Cards,Saves made - caught,Headed Goals,Second Goal Assists,Goalkeeper Smother,Foul Won Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Hit Woodwork,Left Foot Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Scored,Final Third Touches,Total Big Chances Missed,Drops,Total Big Chances Saved,Goals Openplay,Set Pieces Goals,Direct Setpiece Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Aruba,a0c1yqvs6ick342wd349pa489,W. Bennett,Midfielder,0,10.0,32.0,5.0,,35.0,87.0,,24.0,61.0,19.0,,,4.0,3.0,83.0,2.0,9.0,5.0,9.0,63.0,360.0,19.0,141.0,26.0,4.0,0.0,,,,44.0,6.0,,1.0,17.0,,18.0,6.0,1.0,58.0,,,45.0,23.0,4.0,4.0,,2.0,,22.0,6.0,3.0,6.0,12.0,11.0,,22.0,3.0,20.0,21.0,,2.0,15.0,41.0,,1.0,,16.0,1.0,,5.0,2.0,1.0,1.0,3.0,,6.0,2.0,1.0,,,1.0,8.0,,,,,,,,,2.0,,,,,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Aruba,dntoxsmdjnpozfpf71tbci54a,D. Bäly,Defender,0,2.0,7.0,1.0,,6.0,12.0,1.0,3.0,8.0,1.0,4.0,,1.0,3.0,11.0,,2.0,2.0,3.0,9.0,90.0,3.0,29.0,23.0,1.0,0.0,,,,6.0,3.0,,,4.0,,3.0,2.0,,7.0,,,7.0,6.0,,1.0,,,,1.0,4.0,1.0,2.0,6.0,1.0,,1.0,,1.0,6.0,,,,7.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Aruba,68bu296mujbf3rcx613rmipqt,A. Charles,Defender,0,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,5.0,100.0,1.0,0.0,,,,,,,,,,,,,,,,4.0,3.0,2.0,,,1.0,,,1.0,,,1.0,,,1.0,1.0,,2.0,,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Aruba,4ph9ni08bl2kqbxpu3fr4in84,J. Eisden,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Aruba,egchgbyjlhuydcl7fazpey32s,E. Frans,Midfielder,0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,11.0,1.0,5.0,10.0,1.0,0.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Aruba,64hwv55ldl8459k37878rsauh,T. Groothusen,Forward,0,6.0,16.0,,,41.0,66.0,,24.0,33.0,20.0,,,4.0,,57.0,1.0,6.0,1.0,1.0,42.0,286.0,27.0,104.0,19.0,4.0,0.0,,,,15.0,2.0,,1.0,14.0,,8.0,6.0,,41.0,,,27.0,15.0,10.0,4.0,,8.0,,11.0,,1.0,,,5.0,,12.0,5.0,10.0,7.0,4.0,2.0,23.0,17.0,3.0,,,25.0,,,7.0,3.0,3.0,3.0,3.0,1.0,5.0,,2.0,,,2.0,7.0,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Aruba,5hmexq1eg3o38vjaqnrj9n6l0,E. Hersilia,Defender,0,1.0,2.0,1.0,2.0,7.0,3.0,,2.0,,1.0,4.0,,2.0,1.0,2.0,2.0,1.0,,2.0,1.0,52.0,,20.0,10.0,2.0,0.0,,,,1.0,3.0,,,,,,1.0,,1.0,,,6.0,3.0,,,,,,,1.0,2.0,2.0,3.0,2.0,,3.0,,3.0,3.0,,,,6.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Aruba,uaybp6fscylsesxigi441x7u,M. Jacobs,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Aruba,57fw1r5nbufqcggfaw00vqsmi,J. Jiménez,Forward,0,3.0,,,2.0,5.0,6.0,,2.0,2.0,2.0,2.0,,2.0,,4.0,,2.0,,,4.0,58.0,1.0,13.0,10.0,2.0,0.0,,,,3.0,,,,4.0,,2.0,1.0,1.0,4.0,,,2.0,2.0,,,,,,1.0,1.0,,,1.0,,,,,,2.0,,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Aruba,74zldjh2wyrgy2tny03eqa7f8,J. Kruydenhof,Forward,0,2.0,4.0,,2.0,11.0,10.0,,4.0,6.0,3.0,,,2.0,2.0,10.0,,2.0,,3.0,6.0,54.0,5.0,23.0,18.0,2.0,0.0,,,,1.0,1.0,,,1.0,,1.0,2.0,,6.0,,,6.0,2.0,,,,,,3.0,2.0,,,2.0,,,4.0,6.0,4.0,2.0,,,1.0,6.0,,1.0,,2.0,,,3.0,1.0,,1.0,2.0,,3.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
