liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,FC Tulsa,2giowiodzndu5m2gwn79iiui1,L. Batista,Defender,15,3.0,10.0,32.0,20.0,16.0,52.0,3.0,6.0,3.0,23.0,12.0,1.0,12.0,102.0,19.0,34.0,1.0,4.0,,,,68.0,23.0,49.0,66.0,2.0,300.0,6.0,47.0,108.0,5.0,72.0,9.0,36.0,159.0,,6.0,17.0,26.0,10.0,19.0,1.0,9.0,1.0,8.0,1.0,12.0,,3.0,1.0,,3.0,3.0,,6.0,2.0,3.0,10.0,9.0,5.0,1.0,,,,,,,1.0,5.0,,,6.0,11.0,,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,3.0,,,,,,,23.0,14.0,,1.0,,1.0,,1.0,0.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Tulsa,7cfp6e4dpn8qm38hkk8wc8goa,Bruno Lapa,Midfielder,11,2.0,9.0,10.0,4.0,29.0,5.0,2.0,1.0,1.0,10.0,4.0,,7.0,27.0,2.0,7.0,1.0,,,1.0,1.0,22.0,20.0,4.0,23.0,,163.0,1.0,12.0,28.0,1.0,23.0,2.0,5.0,50.0,2.0,,2.0,7.0,,3.0,0.0,,,,2.0,6.0,,2.0,1.0,1.0,2.0,,,,1.0,2.0,,1.0,3.0,,,,,,2.0,,,,,,1.0,6.0,2.0,1.0,,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,8.0,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Tulsa,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,Forward,7,3.0,11.0,16.0,2.0,28.0,5.0,3.0,4.0,2.0,13.0,1.0,1.0,8.0,25.0,3.0,5.0,1.0,2.0,1.0,,,19.0,15.0,8.0,22.0,,173.0,1.0,16.0,29.0,3.0,23.0,2.0,6.0,49.0,1.0,,,7.0,,6.0,1.0,3.0,2.0,1.0,2.0,14.0,,1.0,3.0,,2.0,,2.0,1.0,,,1.0,6.0,,,,,,,2.0,,,,,,2.0,12.0,1.0,1.0,,6.0,1.0,5.0,2.0,,,,,,,,,,,2.0,,,,,,1.0,4.0,3.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Tulsa,d99eakp27bro9g50wpzti8rca,A. Cissoko,Defender,91,2.0,5.0,18.0,10.0,10.0,27.0,2.0,6.0,3.0,8.0,3.0,2.0,20.0,69.0,11.0,20.0,2.0,,,,,54.0,18.0,39.0,51.0,,168.0,2.0,15.0,72.0,,57.0,9.0,15.0,91.0,,2.0,6.0,12.0,3.0,9.0,0.0,10.0,3.0,7.0,,8.0,,4.0,,,2.0,,,6.0,1.0,,5.0,4.0,1.0,1.0,,,,,1.0,,,,,,1.0,5.0,,,1.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Tulsa,2ems54713lw90ntltooeo7bis,A. Clarke,Midfielder,25,3.0,6.0,8.0,3.0,4.0,20.0,3.0,2.0,2.0,4.0,1.0,,8.0,35.0,5.0,2.0,,,2.0,1.0,1.0,19.0,6.0,15.0,16.0,4.0,118.0,,22.0,36.0,,20.0,1.0,16.0,57.0,,3.0,8.0,12.0,4.0,8.0,0.0,4.0,2.0,2.0,1.0,5.0,,1.0,1.0,,1.0,1.0,,4.0,,1.0,3.0,2.0,1.0,2.0,,,,,,,,5.0,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Tulsa,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Tulsa,dgpphcc9ql3pv3b4chhchml90,O. Damm,Defender,2,3.0,12.0,21.0,13.0,34.0,19.0,3.0,3.0,1.0,19.0,11.0,1.0,4.0,40.0,8.0,7.0,1.0,2.0,2.0,,,28.0,17.0,13.0,30.0,3.0,182.0,2.0,27.0,42.0,2.0,30.0,2.0,12.0,82.0,4.0,2.0,5.0,14.0,2.0,7.0,0.0,2.0,,2.0,,8.0,,2.0,3.0,,1.0,,,,3.0,6.0,1.0,4.0,9.0,,2.0,,,,,,,5.0,,1.0,2.0,8.0,,,,3.0,3.0,,,,,,,,,,,,,2.0,,,,,,,11.0,9.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Tulsa,8td51fzpdl6c1yrz6r0igle22,D. Pierre,Defender,4,3.0,5.0,16.0,9.0,12.0,19.0,3.0,3.0,1.0,10.0,5.0,,10.0,41.0,4.0,9.0,,,2.0,,,33.0,19.0,16.0,30.0,1.0,168.0,3.0,10.0,43.0,,35.0,2.0,8.0,65.0,1.0,3.0,3.0,7.0,2.0,5.0,0.0,6.0,2.0,4.0,,7.0,,1.0,1.0,,1.0,,,5.0,,2.0,6.0,5.0,2.0,2.0,,,,,1.0,,,1.0,,,4.0,5.0,,,1.0,,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Tulsa,do5q14naxm61jw8px8qvacn4k,B. Diallo,Midfielder,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Tulsa,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,Midfielder,10,3.0,4.0,15.0,5.0,20.0,5.0,3.0,2.0,1.0,13.0,4.0,,3.0,18.0,3.0,6.0,,,2.0,,,11.0,9.0,2.0,11.0,,127.0,1.0,17.0,18.0,,11.0,3.0,7.0,36.0,3.0,,,10.0,,7.0,0.0,2.0,1.0,1.0,1.0,10.0,,,,,1.0,,3.0,,1.0,2.0,1.0,2.0,3.0,,,,,,1.0,,,,,,1.0,9.0,,,,7.0,3.0,3.0,,,,,,,,,,,,1.0,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
