liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Times Tackled,Successful Launches,Open Play Passes,Backward Passes,Total Passes,Aerial Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels,Successful Open Play Passes,Tackles Won,Goals from Inside Box,Yellow Cards,Ground Duels won,Throw Ins to Opposition Player,Corners Won,Total Fouls Conceded,Goal Assists,Games Played,Through balls,Unsuccessful Crosses open play,Successful Crosses open play,Assists (Intentional),Successful Passes Own Half,Substitute Off,Unsuccessful Passes Opposition Half,Total Losses Of Possession,Foul Attempted Tackle,Duels lost,Unsuccessful Long Passes,Time Played,Total Touches In Opposition Box,Rightside Passes,Total Shots,PutThrough/Blocked Distribution,Appearances,Total Fouls Won,Total Successful Passes ( Excl Crosses & Corners ) ,Shots On Target ( inc goals ),Right Foot Goals,Aerial Duels won,Ground Duels,Key Passes (Attempt Assists),Leftside Passes,Touches,Throw Ins to Own Player,Blocks,Interceptions,Duels,Duels won,Successful Crosses & Corners,Clean Sheets,Unsuccessful Crosses & Corners,Successful Short Passes,Goals Conceded Inside Box,Ground Duels lost,Goals Conceded,Goals Conceded Outside Box,Offsides,Successful Long Passes,Unsuccessful Launches,Total Clearances,Forward Passes,Goals,Successful Passes Opposition Half,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Unsuccessful Passes Own Half,Overruns,Total Tackles,Starts,Substitute On,Handballs conceded,Recoveries,Tackles Lost,Successful Dribbles,Index,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Successful Lay-offs,Successful Corners into Box,Blocked Shots,Headed Goals,Unsuccessful lay-offs,Left Foot Goals,Unsuccessful Corners into Box,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Penalties Taken,Hit Woodwork,Penalty Goals,Straight Red Cards,Penalties Conceded,Total Red Cards,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Penalties Faced,Saves Made from Inside Box,Catches,Penalties Saved,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Saves made - caught,Saves from Penalty,Punches,Drops,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Last Man Tackle,Second Goal Assists,Penalty Goals Conceded,Other Goals,Penalties Off Target,Red Cards - 2nd Yellow,Last Player Tackle,Crosses not Claimed
Canada_Canadian_Premier_League,2023,Atlético Ottawa,b2fxe6y0xulg212cls9zrp6mt,Miguel Acosta,Defender,17,19.0,10.0,28.0,8.0,869.0,115.0,890.0,14.0,169.0,29.0,702.0,48.0,1.0,3.0,98.0,37.0,4.0,29.0,2.0,25.0,2.0,30.0,7.0,1.0,429.0,2.0,144.0,280.0,19.0,114.0,85.0,2168.0,12.0,147.0,8.0,45.0,25.0,11.0,721.0,5.0,1.0,15.0,198.0,11.0,296.0,1368.0,98.0,7.0,24.0,227.0,113.0,7.0,7.0,30.0,644.0,26.0,100.0,31.0,5.0,1.0,77.0,32.0,55.0,332.0,1.0,299.0,3.0,84.0,55.0,2.0,75.0,24.0,1.0,1.0,120.0,27.0,13.0,10.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Atlético Ottawa,9jmrmkr0q6fq1luh7ar9uf3oq,A. Agyekum,Midfielder,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Atlético Ottawa,8vp11oeb0zdxnecv79eprj6dw,Gabriel Antinoro,Midfielder,30,11.0,17.0,25.0,,178.0,37.0,181.0,7.0,49.0,11.0,129.0,16.0,2.0,3.0,45.0,1.0,2.0,16.0,,23.0,4.0,6.0,2.0,,39.0,8.0,41.0,116.0,6.0,59.0,15.0,720.0,16.0,42.0,9.0,17.0,23.0,9.0,132.0,5.0,1.0,4.0,97.0,7.0,38.0,341.0,,,5.0,108.0,49.0,3.0,,6.0,127.0,16.0,52.0,19.0,3.0,,5.0,7.0,1.0,64.0,2.0,96.0,4.0,34.0,14.0,2.0,22.0,8.0,15.0,,51.0,6.0,14.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Atlético Ottawa,8texi81doeqhy7eu6fnhrstbe,J. Assi,Forward,14,11.0,45.0,73.0,1.0,544.0,153.0,547.0,7.0,121.0,12.0,423.0,23.0,1.0,3.0,100.0,9.0,8.0,20.0,3.0,26.0,2.0,27.0,4.0,2.0,167.0,15.0,110.0,291.0,12.0,119.0,17.0,1743.0,60.0,27.0,8.0,32.0,26.0,14.0,426.0,4.0,1.0,5.0,212.0,27.0,225.0,943.0,44.0,,7.0,224.0,105.0,4.0,3.0,27.0,416.0,16.0,112.0,19.0,3.0,8.0,10.0,10.0,12.0,142.0,1.0,263.0,4.0,104.0,38.0,12.0,43.0,20.0,6.0,2.0,87.0,20.0,43.0,10.0,0.0,1.0,0.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Atlético Ottawa,4qii6ycyfpukpd538kwp1fms4,Z. Bahous,Midfielder,0,9.0,2.0,10.0,,284.0,39.0,291.0,8.0,50.0,9.0,235.0,22.0,1.0,1.0,63.0,,4.0,12.0,,16.0,,5.0,,,96.0,4.0,39.0,78.0,5.0,45.0,13.0,664.0,10.0,84.0,9.0,20.0,16.0,9.0,241.0,4.0,,1.0,100.0,4.0,84.0,438.0,4.0,1.0,11.0,109.0,64.0,,,5.0,215.0,9.0,37.0,11.0,2.0,1.0,26.0,4.0,6.0,84.0,1.0,145.0,5.0,37.0,16.0,1.0,38.0,5.0,11.0,,61.0,16.0,16.0,10.0,0.0,1.0,0.0,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Atlético Ottawa,7ao58e6608lb8eu3dmk17jisp,O. Bassett,Midfielder,10,14.0,34.0,63.0,,896.0,188.0,926.0,6.0,182.0,8.0,714.0,18.0,9.0,3.0,91.0,,25.0,22.0,3.0,27.0,8.0,43.0,7.0,2.0,264.0,13.0,242.0,404.0,14.0,131.0,45.0,2329.0,69.0,175.0,40.0,51.0,27.0,16.0,744.0,20.0,10.0,2.0,216.0,32.0,266.0,1403.0,7.0,,23.0,224.0,93.0,23.0,1.0,95.0,703.0,26.0,125.0,31.0,5.0,6.0,41.0,12.0,4.0,297.0,11.0,503.0,20.0,137.0,35.0,3.0,32.0,27.0,,1.0,135.0,14.0,43.0,10.0,4.0,7.0,6.0,61.0,3.0,14.0,17.0,,,1.0,34.0,1.0,2.0,5.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Atlético Ottawa,af2xmjnq15zvwfm6ozt5dxh5g,O. Darwish,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Atlético Ottawa,b1v4hzu506vc92ep7j8gzwtl,R. del Campo,Forward,99,7.0,10.0,19.0,,87.0,29.0,98.0,15.0,35.0,37.0,52.0,2.0,,2.0,18.0,,5.0,11.0,2.0,16.0,,3.0,3.0,1.0,22.0,5.0,34.0,71.0,5.0,47.0,2.0,610.0,32.0,14.0,15.0,11.0,16.0,7.0,63.0,6.0,,22.0,50.0,8.0,34.0,202.0,1.0,,1.0,87.0,40.0,3.0,,3.0,63.0,7.0,32.0,9.0,2.0,3.0,,1.0,2.0,21.0,,44.0,9.0,33.0,4.0,,4.0,6.0,10.0,1.0,18.0,2.0,8.0,10.0,,,0.0,,1.0,,7.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Atlético Ottawa,cefejvf3fekx46dfyybecffmx,B. Engbers,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Atlético Ottawa,58i2hjymxpqbymprh7c48t1qs,Diego Espejo,Defender,4,8.0,1.0,3.0,5.0,858.0,30.0,886.0,10.0,154.0,54.0,709.0,15.0,1.0,5.0,49.0,2.0,,20.0,,19.0,,1.0,,,540.0,3.0,102.0,165.0,5.0,47.0,91.0,1590.0,16.0,265.0,9.0,13.0,19.0,20.0,732.0,3.0,,44.0,86.0,3.0,319.0,1118.0,5.0,8.0,20.0,140.0,93.0,,5.0,1.0,660.0,20.0,37.0,23.0,3.0,,72.0,31.0,100.0,272.0,1.0,192.0,6.0,63.0,53.0,,28.0,18.0,1.0,1.0,61.0,13.0,1.0,10.0,1.0,0.0,0.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
