liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,Seattle Sounders FC,3aox5gs2l4gg22h97sixaiqj9,X. Arreaga,Defender,3,286.0,11.0,65.0,20.0,1.0,13.0,79.0,68.0,67.0,3.0,22.0,108.0,259.0,15.0,5.0,2.0,26.0,40.0,1.0,,14.0,597.0,14.0,1.0,14.0,27.0,,3.0,727.0,35.0,8.0,27.0,13.0,660.0,712.0,,1147.0,4.0,2.0,68.0,40.0,11.0,182.0,,63.0,2.0,37.0,647.0,2.0,,9.0,7.0,55.0,9.0,80.0,,7.0,866.0,40.0,32.0,13.0,41.0,27.0,,117.0,478.0,9.0,2.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,1.0,,,,3.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,Seattle Sounders FC,3p7l8nat5o6ry2pmm8hgfnmui,J. Atencio,Midfielder,84,12.0,,5.0,,5.0,,4.0,2.0,3.0,,,2.0,9.0,,,,,2.0,,,1.0,29.0,5.0,,5.0,2.0,,,34.0,3.0,,,,31.0,34.0,,11.0,,,,1.0,,10.0,,2.0,,,31.0,,,,1.0,100.0,,1.0,,,37.0,,,,,2.0,,8.0,21.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Seattle Sounders FC,dut4jl28mnzev74hm4pc9s2j9,W. Bruin,Forward,17,44.0,25.0,35.0,,12.0,5.0,77.0,41.0,44.0,16.0,5.0,70.0,29.0,10.0,5.0,2.0,,34.0,,2.0,4.0,98.0,17.0,7.0,17.0,6.0,2.0,11.0,146.0,43.0,11.0,16.0,13.0,102.0,136.0,,605.0,1.0,4.0,36.0,40.0,9.0,79.0,2.0,4.0,,2.0,92.0,6.0,4.0,2.0,1.0,97.0,7.0,15.0,7.0,1.0,232.0,29.0,1.0,3.0,20.0,21.0,,38.0,23.0,7.0,46.0,2.0,0.0,0.0,,3.0,1.0,1.0,,2.0,2.0,,,,,2.0,,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Seattle Sounders FC,8t08t0apxw269hv16vhxaycbt,H. Bwana,Midfielder,70,16.0,5.0,28.0,1.0,7.0,2.0,35.0,21.0,20.0,6.0,4.0,25.0,21.0,2.0,2.0,,2.0,16.0,,1.0,7.0,65.0,9.0,2.0,9.0,4.0,3.0,5.0,90.0,18.0,2.0,1.0,3.0,70.0,90.0,1.0,255.0,,2.0,9.0,19.0,2.0,48.0,3.0,5.0,,1.0,70.0,2.0,1.0,3.0,3.0,29.0,2.0,9.0,5.0,5.0,138.0,4.0,2.0,1.0,8.0,13.0,,25.0,23.0,9.0,12.0,0.0,1.0,0.0,,,1.0,,,,1.0,,,,,1.0,,3.0,,,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Seattle Sounders FC,ei4ddhpc4jooivjfq9uw3092h,S. Cleveland,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Seattle Sounders FC,cv3xqr4xxkxub011e67s2awgl,J. Delem,Midfielder,8,107.0,14.0,48.0,7.0,9.0,9.0,56.0,43.0,48.0,1.0,14.0,56.0,116.0,14.0,1.0,,16.0,20.0,,2.0,13.0,299.0,18.0,,18.0,13.0,,1.0,367.0,34.0,8.0,7.0,6.0,319.0,359.0,3.0,738.0,2.0,7.0,36.0,35.0,8.0,148.0,,20.0,5.0,12.0,311.0,1.0,,5.0,9.0,21.0,8.0,51.0,3.0,3.0,457.0,13.0,14.0,9.0,29.0,14.0,,96.0,171.0,7.0,3.0,0.0,0.0,0.0,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Seattle Sounders FC,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,Forward,99,,,1.0,,1.0,,3.0,,1.0,,,2.0,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,2.0,1.0,,1.0,1.0,1.0,2.0,,5.0,,,1.0,1.0,,1.0,,,,,1.0,,,,,18.0,,,,,5.0,2.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Seattle Sounders FC,49iwtxrt13s34ib195mr98ewa,E. Dobbelaere,Midfielder,45,2.0,2.0,2.0,,,1.0,3.0,3.0,,1.0,,3.0,2.0,,,,1.0,3.0,,,1.0,9.0,1.0,1.0,1.0,,1.0,,9.0,,1.0,,,9.0,9.0,,54.0,,1.0,,1.0,,8.0,1.0,,,2.0,9.0,,1.0,,1.0,22.0,,1.0,,1.0,18.0,,,,,3.0,,3.0,2.0,1.0,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Seattle Sounders FC,27fyf4lu42ovf02lksw45pjo5,S. Frei,Goalkeeper,24,175.0,,,82.0,,26.0,161.0,,157.0,,,9.0,424.0,3.0,,5.0,,,,,,424.0,26.0,,26.0,65.0,,,755.0,3.0,,9.0,,598.0,515.0,,2340.0,,,9.0,92.0,29.0,65.0,,174.0,,17.0,410.0,,,,,60.0,24.0,188.0,,,984.0,9.0,154.0,,,,,156.0,533.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,41.0,,,,,,251.0,,12.0,28.0,40.0,7.0,29.0,15.0,1.0,19.0,68.0,1.0,1.0,,,2.0,,,3.0,,,1.0,1.0,,,,,,,,,,,,
USA_MLS,2020,Seattle Sounders FC,bmnmlbq9uk9c7p1sxc09shl1x,Y. Gómez,Defender,28,197.0,47.0,96.0,41.0,,23.0,227.0,99.0,208.0,5.0,38.0,184.0,499.0,15.0,8.0,5.0,64.0,68.0,,,25.0,914.0,23.0,2.0,23.0,87.0,1.0,13.0,1213.0,117.0,32.0,55.0,30.0,1005.0,1187.0,3.0,1986.0,5.0,3.0,116.0,122.0,24.0,296.0,1.0,91.0,11.0,81.0,983.0,8.0,5.0,18.0,12.0,57.0,19.0,139.0,4.0,8.0,1507.0,85.0,91.0,20.0,61.0,38.0,,421.0,709.0,20.0,31.0,1.0,1.0,1.0,,5.0,1.0,,,,2.0,,,,,2.0,,5.0,,,,6.0,1.0,,,,9.0,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
