root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Successful Open Play Passes,Substitute On,Aerial Duels,Forward Passes,Total Clearances,Games Played,Goals Conceded Outside Box,Ground Duels lost,Appearances,Successful Crosses open play,Successful Long Passes,Time Played,GK Successful Distribution,Ground Duels,Total Shots,Successful Passes Own Half,Aerial Duels lost,Index,Key Passes (Attempt Assists),Total Touches In Opposition Box,Blocks,Open Play Passes,Successful Passes Opposition Half,Starts,Ground Duels won,Goals Conceded Inside Box,Shots Off Target (inc woodwork),Touches,Unsuccessful Short Passes,Tackles Won,Substitute Off,Leftside Passes,Backward Passes,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Fouls Conceded,Duels,Aerial Duels won,Throw Ins to Own Player,Tackles Lost,Goal Assists,Interceptions,Unsuccessful Passes Opposition Half,Assists (Intentional),Duels lost,Goals Conceded,Unsuccessful Launches,Total Fouls Won,Goal Kicks,Duels won,Foul Attempted Tackle,Total Losses Of Possession,Successful Launches,Unsuccessful Long Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Unsuccessful Crosses & Corners,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Crosses & Corners,Total Passes,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Dribbles,Throw Ins to Opposition Player,Total Tackles,Winning Goal,Successful Lay-offs,Blocked Shots,Penalties Taken,Corners Won,Clean Sheets,Penalty Goals Conceded,Through balls,Foul Won Penalty,Handballs conceded,Penalty Goals,Yellow Cards,Right Foot Goals,Goals from Inside Box,Left Foot Goals,Goals,Successful Dribbles,Offsides,Headed Goals,Shots On Target ( inc goals ),Overruns,Home Goals,Away Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Penalties Conceded,Own Goal Scored,Hit Woodwork,Catches,Punches,GK Unsuccessful Distribution,Saves made - parried,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Goals from Outside Box,Drops,Saves made - caught,Penalties Faced,Penalties Saved,Saves from Penalty,Red Cards - 2nd Yellow,Crosses not Claimed,Last Player Tackle,Attempts from Set Pieces,Other Goals,Clearances Off the Line,Set Pieces Goals,Penalties Off Target,Last Man Tackle,Goalkeeper Smother,Second Goal Assists
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Vancouver Whitecaps FC II,Vancouver_Whitecaps_FC_II,efma0zrimza00ykod1yqmatm2,G. Aguilar,Midfielder,66,654.0,4.0,34.0,230.0,18.0,26.0,4.0,88.0,26.0,8.0,79.0,2097.0,,186.0,19.0,327.0,16.0,10.0,25.0,47.0,9.0,784.0,342.0,22.0,98.0,35.0,12.0,1144.0,91.0,32.0,1.0,179.0,137.0,16.0,13.0,34.0,32.0,220.0,18.0,3.0,13.0,3.0,40.0,112.0,,104.0,39.0,14.0,15.0,,116.0,21.0,237.0,6.0,39.0,157.0,661.0,582.0,16.0,245.0,130.0,8.0,791.0,46.0,33.0,26.0,,45.0,0.0,7.0,6.0,,11.0,5.0,3.0,4.0,,3.0,,6.0,,2.0,,2.0,38.0,3.0,2.0,7.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Vancouver Whitecaps FC II,Vancouver_Whitecaps_FC_II,255wdp11nymy9rfa1s4onnfo4,D. Ajagbe,Forward,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Vancouver Whitecaps FC II,Vancouver_Whitecaps_FC_II,6yqcj6z7ok9bkkvy57awg82y1,G. Amanda,Forward,44,216.0,7.0,49.0,58.0,9.0,24.0,1.0,89.0,24.0,2.0,19.0,1450.0,,131.0,25.0,105.0,27.0,10.0,16.0,65.0,1.0,285.0,148.0,17.0,42.0,34.0,16.0,553.0,63.0,7.0,10.0,70.0,105.0,9.0,11.0,5.0,35.0,180.0,22.0,1.0,1.0,2.0,3.0,73.0,1.0,116.0,35.0,,15.0,,64.0,12.0,166.0,,6.0,45.0,251.0,232.0,9.0,87.0,69.0,2.0,320.0,45.0,23.0,16.0,,8.0,0.0,10.0,7.0,1.0,12.0,1.0,4.0,1.0,,2.0,1.0,4.0,1.0,3.0,,3.0,19.0,7.0,2.0,9.0,3.0,2.0,1.0,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Vancouver Whitecaps FC II,Vancouver_Whitecaps_FC_II,6cdhdb44atdm9b3n7swgi002y,M. Anchor,Goalkeeper,50,178.0,,6.0,138.0,12.0,14.0,3.0,3.0,14.0,,59.0,1260.0,152.0,11.0,,269.0,,10.0,1.0,,,233.0,20.0,14.0,8.0,33.0,,533.0,5.0,,,156.0,,,,43.0,,17.0,6.0,,2.0,,2.0,47.0,,3.0,36.0,29.0,4.0,111.0,14.0,,91.0,4.0,85.0,86.0,289.0,230.0,,85.0,90.0,,379.0,,1.0,,,2.0,0.0,,,,,2.0,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,4.0,3.0,20.0,16.0,43.0,60.0,17.0,,4.0,3.0,4.0,3.0,3.0,,,,,,,,,,1.0,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Vancouver Whitecaps FC II,Vancouver_Whitecaps_FC_II,bhzjqo4qidpkmh7lqqir9h4ic,J. Badwal,Midfielder,59,97.0,3.0,1.0,34.0,1.0,8.0,,19.0,8.0,1.0,5.0,407.0,,36.0,,46.0,1.0,10.0,4.0,6.0,1.0,117.0,52.0,5.0,17.0,3.0,,165.0,16.0,3.0,2.0,34.0,17.0,4.0,,8.0,4.0,37.0,,1.0,3.0,,7.0,16.0,,20.0,3.0,2.0,9.0,,17.0,2.0,37.0,1.0,4.0,22.0,97.0,92.0,4.0,32.0,20.0,1.0,117.0,6.0,,1.0,,6.0,0.0,1.0,,,2.0,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Vancouver Whitecaps FC II,Vancouver_Whitecaps_FC_II,2z2u3vezttpjwfwf2yc6aelg4,E. Bah,Defender,57,606.0,6.0,17.0,288.0,26.0,26.0,4.0,112.0,26.0,2.0,40.0,1861.0,,243.0,6.0,356.0,12.0,10.0,9.0,27.0,3.0,750.0,281.0,20.0,131.0,27.0,4.0,1340.0,112.0,31.0,10.0,247.0,158.0,21.0,11.0,51.0,36.0,260.0,5.0,165.0,21.0,1.0,31.0,115.0,1.0,124.0,31.0,7.0,43.0,,136.0,15.0,284.0,1.0,33.0,136.0,635.0,595.0,21.0,87.0,145.0,2.0,780.0,49.0,40.0,28.0,26.0,52.0,0.0,,1.0,,17.0,3.0,3.0,3.0,1.0,2.0,,4.0,,,,,36.0,1.0,,2.0,10.0,,,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Vancouver Whitecaps FC II,Vancouver_Whitecaps_FC_II,2xewnia49fvj3u2x3y8tfq2ju,S. Becher,Forward,29,8.0,,1.0,5.0,1.0,1.0,,6.0,1.0,,,90.0,,8.0,,1.0,,10.0,1.0,8.0,,14.0,7.0,1.0,2.0,1.0,,28.0,5.0,,,1.0,3.0,,1.0,1.0,,9.0,1.0,,,,,5.0,,6.0,1.0,1.0,1.0,,3.0,,13.0,,1.0,1.0,8.0,8.0,,5.0,6.0,,14.0,4.0,2.0,2.0,,,0.0,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Vancouver Whitecaps FC II,Vancouver_Whitecaps_FC_II,1g87lk1nglquvmvpowjfpcpre,I. Boehmer,Goalkeeper,0,102.0,,4.0,143.0,7.0,9.0,1.0,3.0,9.0,,57.0,810.0,112.0,4.0,,142.0,,10.0,,,,157.0,30.0,9.0,1.0,9.0,,384.0,1.0,,,72.0,,,,26.0,1.0,8.0,4.0,,,,,63.0,,3.0,10.0,27.0,1.0,80.0,5.0,1.0,92.0,11.0,88.0,81.0,172.0,115.0,,46.0,89.0,,261.0,1.0,,,,,0.0,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,14.0,3.0,25.0,9.0,27.0,41.0,14.0,,1.0,,1.0,,,,,,,,,,,,1.0,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Vancouver Whitecaps FC II,Vancouver_Whitecaps_FC_II,dp3chasr11o48ehnokswl8l7u,D. Caicedo,Forward,7,19.0,,,7.0,,1.0,1.0,,1.0,2.0,1.0,74.0,,1.0,4.0,4.0,,10.0,2.0,8.0,,23.0,19.0,1.0,1.0,1.0,1.0,41.0,2.0,,1.0,4.0,8.0,,,,,1.0,,,,1.0,,9.0,1.0,,2.0,,,,1.0,,12.0,,2.0,3.0,20.0,19.0,5.0,5.0,4.0,3.0,24.0,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,0.0,3.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Vancouver Whitecaps FC II,Vancouver_Whitecaps_FC_II,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,Defender,61,523.0,,35.0,238.0,49.0,13.0,1.0,24.0,13.0,,78.0,1145.0,2.0,46.0,5.0,420.0,11.0,10.0,3.0,13.0,8.0,632.0,140.0,13.0,22.0,20.0,3.0,827.0,51.0,12.0,1.0,222.0,51.0,3.0,8.0,41.0,12.0,81.0,24.0,13.0,3.0,,21.0,74.0,,35.0,21.0,19.0,4.0,2.0,46.0,3.0,127.0,2.0,61.0,71.0,560.0,482.0,3.0,161.0,112.0,,672.0,1.0,12.0,,2.0,15.0,1.0,,2.0,,1.0,2.0,1.0,2.0,,1.0,,1.0,,1.0,,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
