liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Index,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots On Target ( inc goals ),Substitute On,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Throw Ins to Opposition Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocked Shots,Blocks,Corners Won,Final Third Touches,Goals Conceded Outside Box,Goals Openplay,Handballs conceded,Hit Woodwork,Key Passes (Attempt Assists),Penalty Goals Conceded,Shots Off Target (inc woodwork),Starts,Straight Red Cards,Substitute Off,Throw Ins to Own Player,Total Big Chances Missed,Total Fouls Won,Total Red Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Passes Own Half,Clean Sheets,Clearances Off the Line,Interceptions,Successful Launches,Tackles Lost,Unsuccessful lay-offs,Assists (Intentional),Corners Taken (incl short corners),Foul Won Penalty,Goal Assists,Second Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Big Chances Created,Unsuccessful Corners into Box,Attempts from Set Pieces,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Successful Corners into Box,Through balls,GK Successful Distribution,Goal Kicks,Left Foot Goals,Headed Goals,Penalties Conceded,Total Big Chances Saved,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Own Goal Scored,Last Player Tackle,Red Cards - 2nd Yellow,Crosses not Claimed,Penalties Off Target,Direct Corner Goals
USA_USL_League_One,2025,Charlotte Independence,cnyz9by7c5ws261h9i0t03xl,T. Adewole,Defender,20,51.0,17.0,34.0,10.0,27.0,108.0,96.0,38.0,58.0,184.0,4.0,10.0,1.0,20.0,20.0,1.0,45.0,21.0,24.0,10.0,130.0,,404.0,,,,50.0,10.0,7.0,23.0,,83.0,2.0,,1.0,,37.0,322.0,89.0,253.0,305.0,10.0,,897.0,2.0,1.0,60.0,16.0,92.0,424.0,3.0,342.0,11.0,13.0,82.0,569.0,1.0,53.0,62.0,29.0,2.0,0.0,1.0,0.0,2.0,9.0,3.0,17.0,,,1.0,,2.0,2.0,1.0,10.0,,2.0,2.0,2.0,14.0,,1.0,1.0,32.0,21.0,,,15.0,6.0,1.0,,,,,,,,,,,,,,,,1.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Charlotte Independence,eltgqe9riu1eggdnxps36fg15,P. Alcocer,Midfielder,14,4.0,2.0,2.0,1.0,,1.0,6.0,4.0,2.0,3.0,,1.0,,1.0,1.0,,2.0,2.0,,10.0,2.0,,6.0,,,,1.0,,,1.0,,1.0,,1.0,,,1.0,4.0,4.0,,3.0,,,10.0,1.0,,1.0,1.0,3.0,6.0,,4.0,,,2.0,10.0,1.0,,1.0,2.0,1.0,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
USA_USL_League_One,2025,Charlotte Independence,elrk1g42unngk20wovqd2f6s4,M. Arango,Midfielder,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Charlotte Independence,547hoahcy6nbgk48wvovoaind,Jon Bakero,Forward,9,46.0,17.0,29.0,29.0,241.0,245.0,131.0,59.0,72.0,246.0,3.0,29.0,3.0,27.0,26.0,3.0,85.0,42.0,43.0,10.0,171.0,4.0,837.0,1.0,1.0,,116.0,33.0,12.0,57.0,2.0,237.0,14.0,4.0,9.0,36.0,34.0,686.0,525.0,263.0,708.0,16.0,1.0,1832.0,25.0,1.0,31.0,9.0,318.0,895.0,36.0,742.0,22.0,63.0,153.0,1277.0,11.0,24.0,227.0,129.0,2.0,3.0,0.0,1.0,5.0,3.0,19.0,250.0,1.0,3.0,1.0,2.0,41.0,4.0,22.0,25.0,,23.0,10.0,8.0,14.0,,99.0,46.0,6.0,25.0,,,5.0,1.0,6.0,3.0,8.0,69.0,,9.0,,46.0,17.0,12.0,37.0,3.0,,,,22.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Charlotte Independence,8rm6nz4smfio7orona6d3cb8,I. Bonus,Defender,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Charlotte Independence,a9xcv9evxwsmocgnrzz614w5x,C. Chaney,Forward,99,182.0,80.0,102.0,31.0,151.0,169.0,395.0,195.0,200.0,131.0,15.0,31.0,13.0,41.0,38.0,13.0,213.0,115.0,98.0,10.0,114.0,20.0,476.0,5.0,4.0,4.0,60.0,31.0,10.0,46.0,8.0,123.0,30.0,5.0,28.0,27.0,12.0,322.0,246.0,123.0,353.0,10.0,,2295.0,76.0,11.0,37.0,41.0,349.0,519.0,69.0,365.0,14.0,159.0,154.0,1044.0,34.0,4.0,127.0,150.0,8.0,6.0,7.0,4.0,15.0,5.0,16.0,159.0,3.0,9.0,3.0,1.0,21.0,3.0,39.0,26.0,,13.0,5.0,10.0,59.0,,3.0,3.0,1.0,30.0,,1.0,7.0,,4.0,6.0,2.0,,1.0,3.0,,4.0,4.0,6.0,,3.0,,,,,3.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Charlotte Independence,8gm6yotwnqihxn67u5tx9m2cq,O. Ciss,Midfielder,6,28.0,16.0,12.0,31.0,119.0,207.0,177.0,86.0,91.0,324.0,26.0,31.0,1.0,41.0,38.0,1.0,149.0,70.0,79.0,10.0,381.0,1.0,1043.0,1.0,,,82.0,27.0,17.0,128.0,,259.0,4.0,4.0,8.0,14.0,80.0,901.0,477.0,465.0,860.0,26.0,,2340.0,25.0,1.0,36.0,35.0,197.0,1083.0,14.0,940.0,38.0,22.0,143.0,1358.0,8.0,55.0,113.0,88.0,9.0,1.0,0.0,0.0,7.0,8.0,4.0,71.0,3.0,1.0,4.0,,16.0,5.0,10.0,27.0,,11.0,9.0,1.0,33.0,,9.0,9.0,26.0,39.0,5.0,,13.0,10.0,12.0,,1.0,,,2.0,,2.0,2.0,2.0,,,,,,,3.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Charlotte Independence,1rua8d3nlisesyrzeic1rj8tm,M. DeShields,Defender,23,11.0,2.0,9.0,3.0,7.0,15.0,24.0,7.0,17.0,56.0,2.0,3.0,,,,,13.0,5.0,8.0,10.0,28.0,,101.0,,,,8.0,2.0,1.0,7.0,,15.0,,,1.0,,9.0,84.0,23.0,65.0,79.0,2.0,,244.0,,,22.0,3.0,22.0,106.0,,88.0,5.0,5.0,18.0,147.0,,8.0,10.0,10.0,,,,0.0,1.0,1.0,2.0,,,,,,,,,3.0,,1.0,,,2.0,,,,1.0,8.0,2.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Charlotte Independence,3tufsrejg0sddkpj3ibf74qju,C. Dimick,Defender,17,57.0,30.0,27.0,31.0,243.0,234.0,117.0,57.0,60.0,368.0,5.0,31.0,1.0,52.0,48.0,1.0,60.0,27.0,33.0,10.0,420.0,4.0,1037.0,,,,113.0,30.0,8.0,58.0,,33.0,3.0,,4.0,1.0,58.0,878.0,491.0,438.0,846.0,9.0,42.0,2790.0,7.0,1.0,68.0,16.0,280.0,1064.0,11.0,904.0,18.0,56.0,160.0,1586.0,4.0,59.0,159.0,101.0,3.0,0.0,1.0,0.0,2.0,9.0,14.0,150.0,4.0,1.0,1.0,,27.0,6.0,8.0,31.0,,,200.0,1.0,11.0,,49.0,49.0,29.0,50.0,5.0,,11.0,7.0,9.0,,2.0,,,2.0,1.0,25.0,25.0,5.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Charlotte Independence,cw82e3thqltq1p3q1fxf4gmj8,B. Faye,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
