root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Open Play Passes,Goals from Inside Box,Successful Open Play Passes,Leftside Passes,Ground Duels lost,Unsuccessful Short Passes,Successful Lay-offs,Unsuccessful Passes Own Half,Aerial Duels won,Penalty Goals Conceded,Goals Conceded Inside Box,Successful Passes Opposition Half,Appearances,Goals Conceded,Goals from Outside Box,Aerial Duels,Left Foot Goals,Total Fouls Won,Index,Backward Passes,Touches,Total Passes,Substitute Off,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Substitute On,Successful Passes Own Half,Foul Attempted Tackle,Goals Conceded Outside Box,Times Tackled,Offsides,Total Losses Of Possession,Unsuccessful Dribbles,Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Starts,Ground Duels,PutThrough/Blocked Distribution Won,Goals,Shots On Target ( inc goals ),Ground Duels won,Right Foot Goals,Total Touches In Opposition Box,Unsuccessful Passes Opposition Half,Rightside Passes,PutThrough/Blocked Distribution,Overruns,Total Fouls Conceded,Aerial Duels lost,Forward Passes,Time Played,Recoveries,Games Played,Duels won,Shots Off Target (inc woodwork),Successful Short Passes,Successful Dribbles,Yellow Cards,Duels,Home Goals,Away Goals,Winning Goal,Key Passes (Attempt Assists),Through balls,Successful Crosses & Corners,Corners Won,Unsuccessful Launches,Successful Launches,Successful Long Passes,Unsuccessful Long Passes,Interceptions,Total Clearances,Blocked Shots,Tackles Lost,Corners Taken (incl short corners),Unsuccessful Crosses open play,Attempts from Set Pieces,Unsuccessful Corners into Box,Successful Corners into Box,Tackles Won,Unsuccessful Crosses & Corners,Throw Ins to Own Player,Total Tackles,Clean Sheets,Successful Crosses open play,Blocks,Goal Assists,Unsuccessful lay-offs,Goal Kicks,GK Successful Distribution,Throw Ins to Opposition Player,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Drops,Saves Made,Catches,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Foul Won Penalty,Assists (Intentional),Hit Woodwork,Headed Goals,Punches,Penalty Goals,Penalties Taken,Set Pieces Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Own Goal Scored,Saves made - caught,Goalkeeper Smother,Clearances Off the Line,Saves from Penalty,Penalties Saved,Last Player Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Anguilla,Anguilla,errbto66kvhxa8bw2hyh42sr8,M. Brooks,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Anguilla,Anguilla,b5onlkx5iberoj5uvw3fmphck,L. Carpenter,Midfielder,0,22.0,1.0,14.0,5.0,9.0,8.0,1.0,2.0,2.0,1.0,1.0,7.0,3.0,2.0,1.0,5.0,1.0,1.0,10.0,10.0,51.0,26.0,2.0,1.0,18.0,1.0,11.0,2.0,1.0,4.0,1.0,18.0,2.0,12.0,8.0,9.0,2.0,12.0,1.0,2.0,7.0,3.0,1.0,12.0,6.0,5.0,2.0,1.0,4.0,3.0,6.0,207.0,2.0,3.0,5.0,2.0,18.0,2.0,2.0,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Anguilla,Anguilla,2gc5b6l6k02muuu0lss9bk55g,K. Connor,Midfielder,0,105.0,,64.0,17.0,21.0,17.0,1.0,9.0,3.0,1.0,3.0,36.0,4.0,4.0,,3.0,,9.0,10.0,23.0,198.0,115.0,1.0,1.0,71.0,,38.0,7.0,1.0,8.0,,72.0,4.0,21.0,44.0,4.0,4.0,38.0,5.0,,2.0,17.0,,1.0,48.0,21.0,7.0,,8.0,,54.0,358.0,23.0,4.0,20.0,2.0,65.0,1.0,1.0,41.0,,,0.0,5.0,1.0,3.0,2.0,11.0,1.0,6.0,27.0,5.0,9.0,2.0,2.0,12.0,4.0,4.0,6.0,2.0,5.0,13.0,3.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Anguilla,Anguilla,5fgaq2lx6c9g64eduiwcy8pp0,T. Connor,Forward,0,14.0,,9.0,3.0,9.0,4.0,,1.0,,,1.0,7.0,2.0,1.0,,4.0,,3.0,10.0,4.0,40.0,15.0,2.0,,10.0,1.0,3.0,7.0,,1.0,,13.0,,13.0,5.0,2.0,1.0,16.0,2.0,,,7.0,,1.0,4.0,3.0,2.0,,8.0,4.0,5.0,106.0,1.0,2.0,7.0,2.0,9.0,3.0,1.0,20.0,,,0.0,,,,2.0,,,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Anguilla,Anguilla,79gbkf5a9hkxzk5mfuaq0s2z8,K. Duncan,Midfielder,0,41.0,,34.0,6.0,3.0,6.0,1.0,3.0,,,2.0,18.0,2.0,2.0,,,,1.0,10.0,12.0,62.0,43.0,2.0,,36.0,,18.0,1.0,,,,8.0,,3.0,7.0,,2.0,11.0,,,,8.0,,1.0,4.0,15.0,,,1.0,,10.0,121.0,6.0,2.0,8.0,,36.0,,,11.0,,,0.0,,,,1.0,1.0,,,1.0,2.0,2.0,,1.0,,,,,,6.0,,,7.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Anguilla,Anguilla,44g9usee5k6whh079kq5vycd0,A. Fleming,Midfielder,0,103.0,,79.0,22.0,7.0,9.0,,9.0,1.0,1.0,3.0,26.0,4.0,4.0,,1.0,,3.0,10.0,2.0,176.0,124.0,1.0,1.0,99.0,,73.0,1.0,1.0,3.0,,39.0,3.0,7.0,25.0,1.0,4.0,19.0,2.0,,,12.0,,,18.0,34.0,4.0,,2.0,,66.0,353.0,9.0,4.0,13.0,1.0,83.0,1.0,,20.0,,,0.0,,,,,7.0,8.0,16.0,16.0,3.0,8.0,,4.0,,,,,,4.0,2.0,8.0,8.0,1.0,,,,1.0,9.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Anguilla,Anguilla,2l9fosyh5q3r35tgr0m3c2fe2,A. Fleming,Defender,0,9.0,,7.0,2.0,4.0,2.0,,,,,2.0,3.0,2.0,2.0,,,,5.0,10.0,2.0,27.0,9.0,2.0,,7.0,,4.0,1.0,,2.0,,9.0,,4.0,2.0,1.0,2.0,11.0,,,1.0,7.0,,2.0,2.0,2.0,,,1.0,,3.0,107.0,2.0,2.0,7.0,,6.0,,,11.0,,,0.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,2.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Anguilla,Anguilla,7ypcxngiz3toyj2udtzgvga38,D. Francis,Defender,0,87.0,,47.0,25.0,26.0,25.0,,15.0,2.0,1.0,3.0,21.0,4.0,4.0,,5.0,,4.0,10.0,11.0,201.0,91.0,1.0,1.0,50.0,,30.0,8.0,1.0,11.0,,84.0,8.0,29.0,41.0,1.0,4.0,49.0,2.0,,,23.0,,3.0,30.0,7.0,3.0,,11.0,3.0,48.0,341.0,20.0,4.0,25.0,1.0,39.0,7.0,1.0,54.0,,,0.0,1.0,,1.0,2.0,9.0,1.0,11.0,16.0,11.0,11.0,2.0,4.0,,4.0,,,,8.0,4.0,11.0,12.0,1.0,1.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Anguilla,Anguilla,3vbltxr3stkdwu711jeh9lwr8,K. Gumbs,Midfielder,0,,,,,,,,,,,,,1.0,,,,,,10.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Anguilla,Anguilla,89qta250uyv3bev82vbmshwwl,G. Hughes,Midfielder,0,64.0,1.0,47.0,14.0,6.0,15.0,,1.0,4.0,1.0,2.0,27.0,4.0,3.0,,10.0,,4.0,10.0,19.0,110.0,65.0,,,48.0,1.0,21.0,1.0,1.0,1.0,,21.0,,12.0,17.0,3.0,3.0,18.0,5.0,1.0,1.0,12.0,1.0,10.0,16.0,11.0,5.0,1.0,1.0,6.0,21.0,298.0,13.0,4.0,16.0,2.0,47.0,3.0,,28.0,1.0,0.0,1.0,6.0,,,1.0,2.0,,1.0,2.0,5.0,6.0,1.0,2.0,,,,,,3.0,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
