liga,temporada,equipo,id,nombre,posicion,dorsal,Key Passes (Attempt Assists),Substitute Off,Interceptions,Aerial Duels lost,Foul Attempted Tackle,PutThrough/Blocked Distribution,Successful Launches,Unsuccessful Launches,Headed Goals,Forward Passes,Penalty Goals Conceded,Successful Crosses open play,Successful Passes Own Half,Aerial Duels,Ground Duels lost,Successful Crosses & Corners,Total Passes,Unsuccessful Dribbles,Duels lost,Total Touches In Opposition Box,Games Played,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Backward Passes,Unsuccessful Crosses & Corners,Unsuccessful Passes Opposition Half,Ground Duels won,Starts,Goals Conceded Inside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Times Tackled,Time Played,Successful Open Play Passes,Goals,Unsuccessful Short Passes,Successful Short Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Successful Lay-offs,Tackles Lost,Total Clearances,Successful Long Passes,Goals Conceded,Touches,Appearances,Leftside Passes,Unsuccessful Passes Own Half,Total Shots,Recoveries,Hit Woodwork,Rightside Passes,Successful Dribbles,Total Tackles,Duels,Corners Won,Open Play Passes,PutThrough/Blocked Distribution Won,Through balls,Index,Duels won,Aerial Duels won,Yellow Cards,Goals from Inside Box,Successful Passes Opposition Half,Tackles Won,Total Fouls Won,Unsuccessful Crosses open play,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels,Total Fouls Conceded,Clean Sheets,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Blocks,Offsides,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Corners into Box,Goal Assists,GK Successful Distribution,Penalties Conceded,GK Unsuccessful Distribution,Handballs conceded,Straight Red Cards,Right Foot Goals,Penalties Taken,Total Red Cards,Unsuccessful lay-offs,Goals from Outside Box,Penalty Goals,Foul Won Penalty,Other Goals,Left Foot Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Saved,Saves Made,Catches,Saves from Penalty,Saves Made from Outside Box,Saves Made from Inside Box,Punches,Penalties Faced,Saves made - parried,Goalkeeper Smother,Set Pieces Goals,Drops,Saves made - caught,Crosses not Claimed,Own Goal Scored,Last Man Tackle,Second Goal Assists,Successful Fifty Fifty,Fifty Fifty,Penalties Off Target
USA_USL_Championship,2021,Rio Grande Valley FC Toros,6gpc9t5sowbo83n783x3xjs6i,R. Albuquerque,Defender,22,3.0,6.0,9.0,9.0,3.0,17.0,1.0,14.0,,227.0,2.0,,273.0,31.0,25.0,,513.0,3.0,34.0,6.0,16.0,,2.0,31.0,43.0,2.0,64.0,26.0,12.0,14.0,415.0,118.0,7.0,1022.0,399.0,,67.0,389.0,1.0,1.0,,4.0,22.0,26.0,15.0,679.0,16.0,85.0,36.0,1.0,61.0,,158.0,3.0,15.0,82.0,1.0,496.0,8.0,1.0,10.0,48.0,22.0,1.0,,142.0,11.0,9.0,2.0,4.0,98.0,51.0,11.0,1.0,0.0,0.0,0.0,,,,,3.0,1.0,50.0,6.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Rio Grande Valley FC Toros,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,Forward,9,15.0,11.0,10.0,74.0,20.0,21.0,,,2.0,60.0,2.0,,89.0,126.0,83.0,,378.0,14.0,157.0,89.0,22.0,21.0,12.0,5.0,128.0,3.0,84.0,65.0,19.0,22.0,280.0,221.0,37.0,1566.0,260.0,13.0,93.0,274.0,17.0,2.0,7.0,7.0,20.0,6.0,24.0,696.0,22.0,92.0,17.0,38.0,58.0,4.0,98.0,20.0,25.0,274.0,15.0,358.0,11.0,2.0,10.0,117.0,52.0,4.0,13.0,191.0,18.0,20.0,3.0,3.0,98.0,148.0,41.0,1.0,4.0,9.0,3.0,1.0,,,,3.0,11.0,2.0,,,1.0,,,,,,10.0,3.0,1.0,7.0,,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Rio Grande Valley FC Toros,2wi0zqtz6ke3yueass4vy7l5h,J. Azócar,Midfielder,7,10.0,7.0,20.0,23.0,12.0,19.0,2.0,8.0,1.0,256.0,3.0,11.0,241.0,40.0,94.0,11.0,690.0,38.0,117.0,64.0,27.0,9.0,7.0,27.0,149.0,37.0,132.0,84.0,19.0,24.0,561.0,300.0,59.0,1805.0,546.0,6.0,102.0,538.0,21.0,5.0,7.0,11.0,24.0,23.0,29.0,1160.0,27.0,215.0,34.0,30.0,75.0,,70.0,41.0,23.0,218.0,20.0,673.0,9.0,1.0,10.0,101.0,17.0,3.0,6.0,331.0,12.0,21.0,35.0,8.0,129.0,178.0,25.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,6.0,76.0,15.0,,3.0,,1.0,,2.0,,2.0,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,
USA_USL_Championship,2021,Rio Grande Valley FC Toros,en6q7ddrr22sz6knipkbqhyw9,Wan Kuzain,Midfielder,21,9.0,12.0,3.0,11.0,11.0,9.0,,4.0,,54.0,,1.0,62.0,16.0,46.0,3.0,263.0,7.0,57.0,24.0,19.0,7.0,2.0,11.0,78.0,10.0,44.0,53.0,12.0,8.0,218.0,98.0,18.0,954.0,206.0,3.0,34.0,210.0,15.0,1.0,5.0,6.0,2.0,8.0,9.0,428.0,19.0,78.0,11.0,22.0,34.0,,53.0,7.0,19.0,115.0,3.0,251.0,5.0,,10.0,58.0,5.0,5.0,3.0,159.0,13.0,27.0,7.0,7.0,45.0,99.0,20.0,,3.0,0.0,1.0,1.0,8.0,2.0,5.0,1.0,3.0,1.0,,3.0,1.0,,1.0,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Rio Grande Valley FC Toros,2az3hi45krcxbzny070v5mo5x,J. Cabezas,Midfielder,5,12.0,6.0,27.0,22.0,23.0,21.0,1.0,17.0,1.0,272.0,1.0,,339.0,61.0,73.0,,801.0,3.0,95.0,17.0,19.0,2.0,6.0,38.0,86.0,5.0,93.0,75.0,15.0,20.0,678.0,157.0,13.0,1341.0,657.0,1.0,85.0,612.0,8.0,4.0,2.0,20.0,16.0,66.0,24.0,1019.0,19.0,213.0,35.0,10.0,127.0,,230.0,8.0,57.0,209.0,3.0,778.0,16.0,1.0,10.0,114.0,39.0,7.0,1.0,339.0,37.0,10.0,5.0,4.0,123.0,148.0,33.0,2.0,1.0,0.0,0.0,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Rio Grande Valley FC Toros,68tqdxlstpilrkvyvdnbhy31l,A. Cerritos,Forward,24,16.0,9.0,5.0,15.0,10.0,8.0,1.0,1.0,,64.0,,2.0,89.0,22.0,53.0,2.0,326.0,12.0,68.0,38.0,22.0,6.0,6.0,4.0,89.0,3.0,38.0,75.0,9.0,15.0,286.0,124.0,33.0,1014.0,278.0,1.0,36.0,268.0,5.0,5.0,5.0,10.0,7.0,18.0,20.0,543.0,22.0,88.0,5.0,11.0,46.0,,85.0,28.0,22.0,150.0,7.0,317.0,5.0,1.0,10.0,82.0,7.0,1.0,1.0,199.0,12.0,26.0,3.0,13.0,40.0,128.0,16.0,,1.0,0.0,0.0,1.0,,,,,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Rio Grande Valley FC Toros,7aq775owdtnqe0p1k0qab2qc5,T. Deric,Goalkeeper,1,,2.0,,,,,31.0,101.0,,335.0,1.0,,317.0,8.0,1.0,,586.0,,1.0,,28.0,,,218.0,,,165.0,7.0,28.0,25.0,367.0,225.0,,2447.0,163.0,,1.0,270.0,,6.0,,1.0,23.0,97.0,31.0,810.0,28.0,126.0,54.0,,210.0,,125.0,,1.0,16.0,,260.0,,,10.0,15.0,8.0,1.0,,50.0,,11.0,,,219.0,8.0,,6.0,0.0,0.0,0.0,,,,,,,,,,,250.0,,59.0,,,,,,,,,,,,,,,49.0,11.0,,14.0,34.0,9.0,1.0,16.0,3.0,,3.0,1.0,,,,,,,
USA_USL_Championship,2021,Rio Grande Valley FC Toros,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,Defender,15,5.0,,51.0,25.0,18.0,7.0,14.0,42.0,1.0,485.0,2.0,,547.0,93.0,49.0,,1033.0,2.0,74.0,20.0,23.0,2.0,,119.0,30.0,1.0,142.0,62.0,19.0,22.0,817.0,242.0,6.0,1765.0,776.0,1.0,97.0,704.0,11.0,5.0,,12.0,98.0,113.0,27.0,1334.0,23.0,290.0,75.0,13.0,118.0,1.0,228.0,6.0,35.0,204.0,1.0,988.0,6.0,,10.0,130.0,68.0,6.0,1.0,270.0,23.0,24.0,1.0,4.0,216.0,111.0,32.0,1.0,1.0,0.0,0.0,1.0,,,,10.0,3.0,4.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
USA_USL_Championship,2021,Rio Grande Valley FC Toros,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,Forward,27,5.0,8.0,,20.0,3.0,6.0,,1.0,,23.0,1.0,1.0,26.0,38.0,25.0,1.0,104.0,3.0,45.0,31.0,14.0,9.0,1.0,3.0,33.0,5.0,36.0,24.0,8.0,11.0,68.0,80.0,14.0,652.0,61.0,3.0,33.0,66.0,8.0,2.0,2.0,,7.0,2.0,13.0,218.0,14.0,25.0,5.0,17.0,17.0,1.0,23.0,15.0,4.0,87.0,6.0,97.0,1.0,,10.0,42.0,18.0,2.0,3.0,43.0,4.0,6.0,5.0,6.0,36.0,49.0,14.0,,3.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Rio Grande Valley FC Toros,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,Forward,29,11.0,8.0,4.0,4.0,3.0,16.0,,2.0,,35.0,,4.0,25.0,8.0,44.0,4.0,126.0,27.0,48.0,47.0,8.0,9.0,2.0,4.0,40.0,14.0,39.0,26.0,8.0,5.0,97.0,105.0,36.0,608.0,90.0,3.0,25.0,95.0,9.0,1.0,2.0,1.0,,2.0,6.0,276.0,8.0,26.0,4.0,18.0,24.0,2.0,25.0,15.0,3.0,78.0,12.0,119.0,5.0,1.0,10.0,30.0,4.0,1.0,3.0,76.0,2.0,8.0,14.0,,29.0,70.0,7.0,,2.0,1.0,2.0,1.0,,,,,1.0,2.0,,,1.0,,,,2.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
