liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Passes Opposition Half,Successful Long Passes,Forward Passes,Starts,Saves Made from Outside Box,Open Play Passes,Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,GK Unsuccessful Distribution,Appearances,Recoveries,Catches,Total Passes,Saves Made from Inside Box,Goals Conceded,Unsuccessful Passes Own Half,Saves Made,Games Played,Index,Unsuccessful Long Passes,Time Played,Goal Kicks,Crosses not Claimed,Total Successful Passes ( Excl Crosses & Corners ) ,GK Successful Distribution,Leftside Passes,Total Losses Of Possession,Saves made - parried,Touches,Winning Goal,Headed Goals,Penalty Goals,Aerial Duels won,Successful Crosses & Corners,Through balls,Corners Won,Times Tackled,Tackles Lost,Blocks,Unsuccessful Crosses open play,Goals Conceded Outside Box,Successful Crosses open play,Backward Passes,Goals from Inside Box,Hit Woodwork,Duels lost,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Interceptions,Throw Ins to Own Player,Ground Duels lost,Goals,Ground Duels,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Successful Corners into Box,Unsuccessful Short Passes,Foul Attempted Tackle,Substitute Off,Successful Lay-offs,Right Foot Goals,Total Tackles,Aerial Duels lost,Successful Dribbles,Aerial Duels,Penalties Taken,Shots On Target ( inc goals ),Total Shots,Penalty Goals Conceded,Duels,Overruns,Substitute On,Duels won,Unsuccessful Dribbles,Handballs conceded,Unsuccessful Crosses & Corners,Attempts from Set Pieces,Total Fouls Won,Corners Taken (incl short corners),Shots Off Target (inc woodwork),Blocked Shots,Ground Duels won,Unsuccessful Corners into Box,Total Touches In Opposition Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Total Clearances,Offsides,Total Fouls Conceded,Key Passes (Attempt Assists),Home Goals,Away Goals,Left Foot Goals,Straight Red Cards,Goals from Outside Box,Successful Launches,Total Red Cards,Yellow Cards,Clearances Off the Line,Assists (Intentional),Goal Assists,Penalties Conceded,Clean Sheets,Penalties Faced,Punches,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Own Goal Scored,Red Cards - 2nd Yellow,Last Man Tackle,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Penalties Off Target,Other Goals
USA_USL_League_One,2023,Charlotte Independence,4kycyoyxmsfs6w1kanr4pjqj8,N. Abrams,Goalkeeper,31,5.0,,1.0,5.0,,,5.0,,6.0,4.0,,1.0,,,1.0,4.0,,7.0,,,1.0,,1.0,10.0,1.0,33.0,2.0,,6.0,6.0,2.0,1.0,,11.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Charlotte Independence,auovphw2qu2hb8ksdrln14f3e,H. Acosta,Defender,3,567.0,173.0,70.0,301.0,19.0,,746.0,24.0,465.0,626.0,147.0,122.0,87.0,,26.0,85.0,,759.0,,30.0,39.0,,26.0,10.0,78.0,1725.0,,,637.0,,262.0,159.0,,1014.0,0.0,1.0,,26.0,1.0,,1.0,10.0,9.0,14.0,4.0,6.0,1.0,49.0,1.0,1.0,78.0,25.0,10.0,25.0,17.0,49.0,1.0,98.0,13.0,,19.0,,44.0,10.0,4.0,,,28.0,29.0,6.0,55.0,,1.0,7.0,3.0,153.0,1.0,7.0,75.0,5.0,,4.0,,15.0,,6.0,,49.0,,7.0,4.0,,64.0,2.0,24.0,3.0,0.0,1.0,,,,6.0,,2.0,,1.0,1.0,1.0,4.0,,,,,,,,,1.0,,,,,,
USA_USL_League_One,2023,Charlotte Independence,du30trc0q9ruks93lbl8vbd3o,J. Ammann,Goalkeeper,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Charlotte Independence,ak8qtklu33xyv7o3ze3b8usq1,K. Bennett,Forward,90,211.0,138.0,6.0,69.0,11.0,,289.0,13.0,82.0,209.0,70.0,80.0,75.0,,33.0,47.0,,297.0,,16.0,19.0,,33.0,10.0,11.0,1365.0,,,217.0,,51.0,159.0,,541.0,2.0,3.0,1.0,26.0,3.0,1.0,13.0,28.0,3.0,2.0,14.0,3.0,3.0,107.0,6.0,,92.0,3.0,10.0,5.0,2.0,56.0,6.0,113.0,24.0,1.0,3.0,,69.0,5.0,6.0,12.0,3.0,6.0,36.0,26.0,62.0,3.0,22.0,42.0,2.0,175.0,12.0,22.0,83.0,13.0,3.0,14.0,,26.0,,20.0,8.0,57.0,,76.0,,1.0,6.0,10.0,19.0,9.0,4.0,2.0,,,,1.0,,2.0,,,,,3.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Charlotte Independence,8gm6yotwnqihxn67u5tx9m2cq,O. Ciss,Midfielder,6,933.0,485.0,100.0,465.0,34.0,,1261.0,35.0,555.0,1006.0,315.0,255.0,211.0,,35.0,174.0,,1288.0,,41.0,70.0,,35.0,10.0,105.0,3061.0,,,1033.0,,345.0,361.0,,1714.0,0.0,,,17.0,7.0,4.0,8.0,38.0,18.0,10.0,21.0,6.0,3.0,163.0,1.0,2.0,134.0,35.0,26.0,19.0,9.0,106.0,2.0,239.0,45.0,,46.0,4.0,150.0,16.0,11.0,15.0,1.0,64.0,28.0,28.0,45.0,,9.0,24.0,4.0,284.0,1.0,1.0,150.0,23.0,2.0,26.0,4.0,42.0,10.0,15.0,14.0,133.0,5.0,41.0,,1.0,28.0,3.0,27.0,30.0,2.0,0.0,1.0,,1.0,3.0,,6.0,,2.0,4.0,1.0,8.0,,,,,,,,,,1.0,,,,,
USA_USL_League_One,2023,Charlotte Independence,3tufsrejg0sddkpj3ibf74qju,C. Dimick,Defender,17,590.0,291.0,32.0,270.0,21.0,,750.0,22.0,336.0,607.0,58.0,143.0,112.0,,21.0,88.0,,765.0,,25.0,49.0,,21.0,10.0,49.0,1890.0,,,622.0,,257.0,196.0,,1134.0,1.0,,,19.0,5.0,1.0,10.0,8.0,9.0,8.0,18.0,3.0,5.0,180.0,2.0,1.0,63.0,21.0,10.0,10.0,155.0,42.0,2.0,84.0,33.0,,17.0,,94.0,8.0,,1.0,1.0,26.0,21.0,5.0,40.0,,7.0,12.0,5.0,124.0,,,61.0,3.0,,18.0,,11.0,,5.0,2.0,42.0,,32.0,17.0,,46.0,4.0,22.0,8.0,1.0,1.0,1.0,,,4.0,,6.0,2.0,1.0,1.0,,6.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Charlotte Independence,c7xfrcywzfkh6ysuhv3bk8fvu,R. Djédjé,Defender,21,248.0,138.0,18.0,103.0,10.0,,313.0,17.0,128.0,265.0,87.0,48.0,26.0,,14.0,35.0,,314.0,,17.0,23.0,,14.0,10.0,9.0,849.0,,,266.0,,78.0,77.0,,450.0,0.0,,,14.0,,1.0,1.0,10.0,12.0,4.0,1.0,,,46.0,1.0,,63.0,6.0,9.0,14.0,,44.0,2.0,89.0,15.0,,17.0,,39.0,12.0,6.0,4.0,1.0,29.0,19.0,4.0,33.0,,3.0,5.0,3.0,122.0,1.0,4.0,59.0,4.0,,1.0,,12.0,,2.0,,45.0,,9.0,,2.0,8.0,,23.0,3.0,0.0,2.0,1.0,,1.0,,,5.0,,,2.0,1.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Charlotte Independence,yssdijoe84uz0f1s573t5ecp,B. Dunwell,Midfielder,12,728.0,335.0,31.0,199.0,16.0,,801.0,15.0,424.0,732.0,237.0,70.0,45.0,,34.0,94.0,,829.0,,20.0,30.0,,34.0,10.0,12.0,1505.0,,,759.0,,217.0,100.0,,1010.0,0.0,,,20.0,,1.0,1.0,10.0,11.0,9.0,5.0,5.0,,176.0,,,86.0,3.0,6.0,15.0,7.0,56.0,1.0,118.0,12.0,,13.0,,58.0,13.0,12.0,10.0,,24.0,30.0,2.0,50.0,,3.0,5.0,4.0,168.0,,18.0,82.0,3.0,3.0,5.0,,36.0,,2.0,2.0,62.0,,11.0,,,16.0,,26.0,7.0,0.0,1.0,1.0,,1.0,4.0,,8.0,,,,,2.0,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2023,Charlotte Independence,21ieu51sk5euvb02y0zedmt7u,S. Dutey,Defender,5,781.0,245.0,100.0,433.0,20.0,,1054.0,22.0,636.0,855.0,371.0,203.0,138.0,,32.0,102.0,,1084.0,,25.0,65.0,,32.0,10.0,121.0,1811.0,,,881.0,,216.0,220.0,,1317.0,1.0,,,32.0,,1.0,1.0,5.0,10.0,17.0,,3.0,,64.0,1.0,,75.0,25.0,7.0,16.0,1.0,39.0,1.0,81.0,14.0,,13.0,,82.0,4.0,3.0,1.0,,23.0,36.0,5.0,68.0,,3.0,11.0,4.0,149.0,2.0,12.0,74.0,1.0,1.0,,1.0,14.0,,8.0,1.0,42.0,,10.0,,,95.0,2.0,21.0,3.0,0.0,1.0,1.0,,,8.0,1.0,5.0,,,,,7.0,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2023,Charlotte Independence,1nltrcfmwyslw30mouylpm5ii,A. Flanagan,Midfielder,7,677.0,344.0,47.0,367.0,30.0,,888.0,31.0,402.0,689.0,322.0,204.0,216.0,,34.0,123.0,,928.0,,36.0,88.0,,34.0,10.0,53.0,2541.0,,,724.0,,51.0,432.0,,1703.0,2.0,,,36.0,22.0,1.0,20.0,50.0,19.0,8.0,55.0,5.0,11.0,188.0,1.0,,160.0,21.0,33.0,18.0,175.0,111.0,2.0,257.0,56.0,,30.0,9.0,151.0,15.0,21.0,4.0,1.0,49.0,49.0,45.0,85.0,,6.0,13.0,4.0,342.0,5.0,4.0,182.0,31.0,1.0,100.0,,52.0,53.0,7.0,4.0,146.0,38.0,48.0,15.0,,57.0,2.0,33.0,18.0,2.0,0.0,1.0,,1.0,7.0,,3.0,,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
