liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Launches,Goals Conceded,Goal Kicks,Games Played,Saves Made from Inside Box,Appearances,Starts,Unsuccessful Passes Own Half,Successful Long Passes,Total Losses Of Possession,GK Unsuccessful Distribution,Time Played,Successful Passes Opposition Half,Forward Passes,Unsuccessful Long Passes,Total Clearances,Goals Conceded Outside Box,Saves Made,Duels won,Open Play Passes,Successful Open Play Passes,Recoveries,Rightside Passes,Touches,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Ground Duels won,Unsuccessful Passes Opposition Half,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),GK Successful Distribution,Total Passes,Goalkeeper Smother,Leftside Passes,Goals Conceded Inside Box,Ground Duels,Saves Made from Outside Box,Winning Goal,Duels lost,Aerial Duels lost,Unsuccessful Launches,Penalties Conceded,Foul Attempted Tackle,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Aerial Duels,Yellow Cards,Interceptions,Throw Ins to Own Player,Total Fouls Conceded,Total Fouls Won,Throw Ins to Opposition Player,Backward Passes,Penalty Goals Conceded,Ground Duels lost,Handballs conceded,Substitute Off,PutThrough/Blocked Distribution Won,Times Tackled,Own Goal Scored,Blocks,Goals,Aerial Duels won,Total Shots,Unsuccessful Crosses & Corners,Blocked Shots,Successful Dribbles,Right Foot Goals,Unsuccessful Dribbles,Total Touches In Opposition Box,Unsuccessful Crosses open play,Shots On Target ( inc goals ),Key Passes (Attempt Assists),Goals from Outside Box,Home Goals,Away Goals,Corners Taken (incl short corners),Total Tackles,Substitute On,Successful Corners into Box,Attempts from Set Pieces,Successful Crosses & Corners,Tackles Won,Corners Won,Saves made - parried,Penalties Faced,Successful Crosses open play,Tackles Lost,Overruns,Shots Off Target (inc woodwork),Successful Lay-offs,Offsides,Goals from Inside Box,Unsuccessful lay-offs,Headed Goals,Catches,Punches,Through balls,Penalty Goals,Left Foot Goals,Penalties Taken,Assists (Intentional),Goal Assists,Foul Won Penalty,Unsuccessful Corners into Box,Clean Sheets,Hit Woodwork,Last Player Tackle,Second Goal Assists,Drops,Straight Red Cards,Total Red Cards,Saves made - caught
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,65u4m1urvgdzmmfa6nwpwugdm,K. López,Forward,20,9.0,,11.0,,2.0,,2.0,2.0,,1.0,25.0,,166.0,9.0,4.0,1.0,2.0,2.0,,11.0,15.0,9.0,6.0,5.0,58.0,10.0,10.0,28.0,9.0,9.0,2.0,6.0,,16.0,,4.0,9.0,23.0,,0.0,17.0,3.0,,,,5.0,2.0,5.0,,3.0,,1.0,5.0,1.0,3.0,1.0,14.0,,1.0,2.0,9.0,,,,2.0,1.0,3.0,1.0,3.0,,6.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,8kns4h4wg2l8mffkoqskem25m,P. Martínez,Defender,2,9.0,3.0,13.0,1.0,2.0,,2.0,2.0,4.0,4.0,18.0,1.0,180.0,5.0,19.0,12.0,10.0,2.0,,2.0,20.0,10.0,3.0,4.0,50.0,10.0,13.0,7.0,1.0,12.0,8.0,16.0,,29.0,,5.0,11.0,5.0,,0.0,5.0,1.0,10.0,,1.0,4.0,2.0,2.0,,1.0,,3.0,,,1.0,1.0,4.0,,,1.0,2.0,,2.0,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,drev8ty4352eoninsfglgdct0,M. Meza,Midfielder,25,2.0,,2.0,,1.0,,1.0,,1.0,,3.0,,15.0,1.0,2.0,,,,,1.0,3.0,2.0,1.0,,6.0,10.0,2.0,3.0,1.0,,1.0,1.0,,3.0,,1.0,2.0,2.0,,0.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,e67bc53zob0cmyupoznw7eq22,D. Myvett,Midfielder,14,17.0,,13.0,,2.0,,2.0,2.0,2.0,,9.0,,180.0,2.0,8.0,1.0,4.0,2.0,,9.0,23.0,17.0,7.0,3.0,43.0,10.0,17.0,17.0,8.0,4.0,15.0,6.0,,23.0,,8.0,11.0,14.0,,0.0,8.0,2.0,1.0,,2.0,5.0,1.0,3.0,,2.0,,2.0,3.0,,4.0,1.0,6.0,,,,3.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,4.0,,,,,1.0,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,8l0gb46ufgkbc117njmfxwphw,J. Mèņå,Forward,21,1.0,,2.0,,2.0,,2.0,,,,2.0,,25.0,,,,,,,1.0,1.0,1.0,1.0,,5.0,10.0,1.0,4.0,1.0,,1.0,,,1.0,,1.0,2.0,3.0,,0.0,3.0,1.0,,,,,,1.0,,,,1.0,1.0,,,,2.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,dkj34rgt4nacxdvruhgno3i3u,D. Nembhard,Defender,5,17.0,,13.0,5.0,2.0,,2.0,2.0,3.0,6.0,13.0,2.0,180.0,12.0,23.0,7.0,9.0,2.0,,5.0,23.0,15.0,5.0,6.0,58.0,10.0,23.0,11.0,5.0,7.0,11.0,10.0,3.0,33.0,,1.0,11.0,9.0,,0.0,6.0,2.0,4.0,,,3.0,1.0,2.0,,1.0,5.0,2.0,2.0,3.0,3.0,1.0,4.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,3.0,,,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,52lcz314hfr2m4ht4o6kjj5lg,F. Pagoada,Midfielder,36,2.0,,6.0,,1.0,,1.0,1.0,3.0,,6.0,,90.0,,4.0,2.0,2.0,2.0,,5.0,7.0,2.0,2.0,,24.0,10.0,2.0,6.0,4.0,2.0,2.0,5.0,,7.0,,3.0,4.0,5.0,,0.0,1.0,,2.0,,,3.0,1.0,1.0,1.0,7.0,,1.0,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,1ndc6n7nfkk5h2nxr70wgn4es,J. Ramos,Forward,6,19.0,,9.0,,2.0,,2.0,1.0,4.0,2.0,17.0,,129.0,7.0,16.0,3.0,,1.0,,6.0,24.0,17.0,5.0,6.0,48.0,10.0,21.0,10.0,6.0,7.0,14.0,9.0,,30.0,,3.0,8.0,8.0,,0.0,4.0,2.0,2.0,,,6.0,,2.0,,,,,2.0,,5.0,1.0,2.0,,,,1.0,,,,,,2.0,,1.0,,,1.0,,,,,,,,3.0,1.0,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,daafpc0atjaci8x9or79tswt0,E. Rodriguez,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,4qcbl41kozs605x2m6401bsic,K. Wagner,Midfielder,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,2nb3ombm3z27un4vvrb2o5kb8,E. Williams,Midfielder,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,ax6bb51qk736qof3yvde4f2fo,N. Wilson,Midfielder,11,6.0,2.0,11.0,9.0,2.0,,2.0,2.0,4.0,3.0,24.0,8.0,165.0,4.0,21.0,12.0,3.0,2.0,,6.0,14.0,7.0,6.0,4.0,51.0,10.0,9.0,18.0,6.0,13.0,5.0,17.0,1.0,26.0,,,9.0,15.0,,0.0,12.0,3.0,4.0,,2.0,5.0,4.0,3.0,2.0,1.0,,2.0,4.0,,1.0,1.0,9.0,,1.0,1.0,4.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,2apoancw9q15lg9cielk7rqj8,S. Young,Forward,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
