liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Throw Ins to Own Player,Goals,Corners Won,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Shots On Target ( inc goals ),Total Fouls Won,Left Foot Goals,Goals from Inside Box,Ground Duels won,Successful Launches,Unsuccessful Launches,Yellow Cards,Total Tackles,Successful Dribbles,Throw Ins to Opposition Player,Tackles Lost,Interceptions,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Blocks,Total Clearances,Unsuccessful Crosses & Corners,Tackles Won,Substitute On,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Unsuccessful Corners into Box,Offsides,Successful Crosses open play,Assists (Intentional),Goal Assists,Through balls,Successful Lay-offs,Handballs conceded,Penalties Conceded,Unsuccessful Dribbles,Headed Goals,Saves Made,GK Successful Distribution,Punches,Penalties Saved,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Catches,Saves Made from Outside Box,Penalties Taken,Penalty Goals,Times Tackled,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Clean Sheets,Goalkeeper Smother,Hit Woodwork,Total Red Cards,Straight Red Cards,Own Goal Scored,Clearances Off the Line,Unsuccessful lay-offs,Drops,Second Goal Assists,Saves made - caught,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,4jm7smcc60dp01s4udgui1jv9,C. Acosta,Midfielder,6,54,28,3,10,2,1,7,15,4,1,31,1,2,23,3,6,8,1,5,4,1,1,1,32,1,2,4,10,14,2,2,2,7,3,1,4,10,22,25,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,2r76dkkaf0jlrwjszmz7spfx1,J. Aguilar,Forward,7,159,15,10,8,1,4,10,9,4,1,22,1,,17,6,5,3,,4,2,2,,1,37,2,,3,3,51,2,,1,8,6,2,2,6,10,17,5,6,1,1,1,4,7,6,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,a6kfmkibpofzq1tcux9redqeh,P. Arboine,Defender,3,90,38,5,8,3,1,12,22,7,,40,,3,23,1,10,2,1,4,3,1,1,6,51,1,2,5,22,13,3,7,1,7,1,1,3,11,28,30,2,4,,,,,,1,,,,,2,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,e5onjeujcex3ix38wisc8ql05,F. Brenes,Midfielder,4,180,59,5,15,10,3,27,29,11,1,65,,1,35,6,21,17,,15,11,2,4,7,94,2,1,9,30,35,9,9,4,16,6,2,4,13,38,44,7,7,,,,,,1,,2,,,5,1,3,,4,,2,1,3,1,2,1,9,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,2ox9r6ckrkehlocymzgik5o0l,O. Browne,Forward,99,127,22,4,11,,,20,7,7,,24,,2,13,3,7,3,1,8,2,1,4,3,59,2,2,24,6,87,12,4,,24,3,2,12,11,15,17,,12,,1,1,1,3,2,2,5,1,,12,,,,3,4,,1,,1,3,,,4,2,1,1,1,1,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,cb8o8l688w6ozwhklub9ftxbd,K. Chamorro,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,96iw685mz711s1cch2njazizt,R. Chirino,Midfielder,20,160,55,8,29,4,3,20,17,6,1,55,1,1,39,5,10,18,1,10,14,2,3,1,95,2,1,23,18,77,13,6,,26,5,2,10,11,45,45,3,13,,,2,1,2,,1,6,,,13,,,,3,4,,2,2,1,2,2,,1,1,,1,,,,,1,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,cxlc70rd6u7503edldw10ht9m,R. Chirino,Forward,21,30,6,3,4,,,,2,,,6,,1,6,,,2,,,3,,1,,13,1,1,5,1,52,4,,,5,,1,1,,6,6,,1,,,,,1,,1,3,,,4,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,dlinhzd1ai2db49p83uygwwk5,J. Cruz,Forward,77,74,7,3,2,1,4,12,2,2,1,7,1,4,4,3,3,1,,6,,1,,,22,2,2,7,1,6,4,,1,12,3,2,4,2,4,4,5,8,1,,1,1,1,4,,2,,,3,,,1,1,,,,,3,,,,3,1,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,AD San Carlos,bxmduzk75c8k5tzegdexxezmx,R. Córdoba,Midfielder,11,60,28,1,9,3,,11,12,4,,28,1,,20,1,7,13,,5,1,1,,2,40,1,,6,5,39,3,1,,6,1,1,3,9,21,21,,3,,,,3,3,,,,,,3,,2,,2,1,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
