liga,temporada,equipo,id,nombre,posicion,dorsal,Penalty Goals Conceded,Goals Conceded,Games Played,Appearances,Index,Starts,Goals Conceded Inside Box,Time Played,Winning Goal,Yellow Cards,Substitute On,Substitute Off,Goals Conceded Outside Box,Rightside Passes,Successful Open Play Passes,Forward Passes,Touches,Goalkeeper Smother,Punches,Total Passes,Successful Passes Opposition Half,GK Successful Distribution,Leftside Passes,Saves Made from Outside Box,Unsuccessful Passes Own Half,Unsuccessful Passes Opposition Half,Successful Short Passes,Recoveries,Saves Made,Penalties Faced,Goal Kicks,Successful Long Passes,Total Losses Of Possession,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,GK Unsuccessful Distribution,Saves Made from Inside Box,Total Clearances,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Long Passes,Unsuccessful Launches,Successful Passes Own Half,Saves made - parried,Tackles Lost,PutThrough/Blocked Distribution,Backward Passes,Total Fouls Won,Tackles Won,Duels,Blocked Shots,Unsuccessful Dribbles,Aerial Duels,Ground Duels lost,Corners Won,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution Won,Total Fouls Conceded,Total Tackles,Ground Duels,Total Touches In Opposition Box,Aerial Duels won,Duels lost,Unsuccessful Crosses open play,Successful Dribbles,Unsuccessful Short Passes,Ground Duels won,Duels won,Successful Lay-offs,Total Shots,Shots Off Target (inc woodwork),Interceptions,Foul Attempted Tackle,Throw Ins to Own Player,Last Man Tackle,Throw Ins to Opposition Player,Blocks,Successful Crosses open play,Key Passes (Attempt Assists),Successful Crosses & Corners,Through balls,Assists (Intentional),Shots On Target ( inc goals ),Goal Assists,Goals,Goals from Inside Box,Offsides,Left Foot Goals,Home Goals,Away Goals,Handballs conceded,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Unsuccessful lay-offs,Catches,Clean Sheets,Headed Goals,Hit Woodwork,Right Foot Goals,Red Cards - 2nd Yellow,Total Red Cards,Goals from Outside Box,Second Goal Assists,Saves made - caught,Own Goal Scored,Penalties Taken,Penalty Goals,Foul Won Penalty,Drops,Clearances Off the Line,Set Pieces Goals,Straight Red Cards,Penalties Saved,Saves from Penalty,Overruns
USA_US_Open_Cup,2023,Greenville Triumph SC,5ovqq8auluw1j3k3j73x03sb8,J. Biggar,Defender,6,,1.0,1.0,1.0,10.0,1.0,1.0,90.0,0.0,,,,,8.0,18.0,13.0,48.0,,,26.0,9.0,,3.0,,1.0,6.0,17.0,12.0,,,,2.0,10.0,7.0,25.0,,,3.0,,19.0,3.0,3.0,10.0,,1.0,2.0,2.0,3.0,,7.0,,,,3.0,,,1.0,,2.0,,1.0,7.0,,,3.0,,,4.0,4.0,4.0,,,,1.0,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Greenville Triumph SC,455giqy5a93c8qxrsjx3vzlgq,D. Boyce,Midfielder,11,,,1.0,1.0,10.0,,,30.0,0.0,,1.0,,,2.0,11.0,5.0,21.0,,,16.0,7.0,,6.0,,3.0,3.0,11.0,2.0,,,,,7.0,5.0,16.0,,,,,11.0,1.0,,4.0,,,3.0,3.0,,1.0,3.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,2.0,1.0,,4.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Greenville Triumph SC,74kulsc49v28gagdio1exxv4l,L. Castro,Forward,25,,1.0,1.0,1.0,10.0,1.0,1.0,70.0,0.0,,,1.0,,1.0,12.0,5.0,23.0,,,15.0,7.0,,2.0,,1.0,2.0,13.0,2.0,,,,,7.0,2.0,14.0,,,,,13.0,,,6.0,,1.0,1.0,7.0,,,13.0,,1.0,4.0,7.0,,4.0,1.0,1.0,,3.0,1.0,9.0,1.0,,11.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Greenville Triumph SC,1obodv132w5wxq4nb008ty06i,Lucas Coutinho,Midfielder,10,,,1.0,1.0,10.0,,,20.0,0.0,,1.0,,,2.0,2.0,2.0,10.0,,,4.0,2.0,,,,,2.0,,1.0,,,,2.0,4.0,2.0,4.0,,,,,2.0,,,1.0,,,,,,,2.0,,1.0,,2.0,1.0,,1.0,,,1.0,,2.0,1.0,,2.0,,,2.0,,,,2.0,,,1.0,1.0,,,,,,1.0,,,2.0,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Greenville Triumph SC,3dukfh4bzwt1f43e42kd86jv8,A. Cox-Ashwood,Forward,7,,,1.0,1.0,10.0,,,1.0,0.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Greenville Triumph SC,7ey36fzfv9qmuxhswgnvehilm,V. Evans,Forward,19,,1.0,1.0,1.0,10.0,1.0,1.0,90.0,0.0,,,,,4.0,8.0,4.0,28.0,,,12.0,7.0,,1.0,,1.0,4.0,3.0,4.0,,,,5.0,10.0,4.0,11.0,,,1.0,1.0,8.0,1.0,1.0,3.0,,,,3.0,2.0,1.0,7.0,,1.0,1.0,3.0,,,3.0,1.0,,,1.0,6.0,,1.0,3.0,1.0,,3.0,3.0,4.0,,1.0,,1.0,,1.0,,,,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Greenville Triumph SC,bnzbojx4ox8a4vvxywxep1ln9,N. Franke,Defender,13,,1.0,1.0,1.0,10.0,1.0,1.0,90.0,0.0,,,,,2.0,28.0,15.0,50.0,,,36.0,18.0,,14.0,,1.0,4.0,30.0,5.0,,,,2.0,6.0,4.0,32.0,,,,1.0,32.0,,,16.0,,1.0,,5.0,2.0,1.0,7.0,,,1.0,1.0,,,,1.0,,1.0,2.0,6.0,,1.0,1.0,1.0,1.0,4.0,5.0,6.0,,,,,1.0,3.0,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Greenville Triumph SC,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,Midfielder,23,,,1.0,1.0,10.0,,,20.0,0.0,,1.0,,,2.0,4.0,3.0,11.0,,,7.0,5.0,,2.0,,,5.0,5.0,,,,,,5.0,2.0,6.0,,,,,5.0,1.0,,,,,1.0,,,,1.0,,,,,,,,3.0,,,,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Greenville Triumph SC,7xu75spzqhk3bm2fzbj34fq7e,J. Labovitz,Forward,18,,1.0,1.0,1.0,10.0,1.0,1.0,89.0,0.0,,,1.0,,3.0,8.0,2.0,20.0,,,14.0,6.0,,3.0,,2.0,4.0,8.0,,,,,,9.0,6.0,14.0,,,,,8.0,,,2.0,,,,6.0,1.0,,5.0,,,2.0,2.0,,2.0,,,,2.0,,3.0,1.0,,4.0,,,6.0,1.0,1.0,,1.0,1.0,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Greenville Triumph SC,8mnq6su69w3xyujz7n03n4zqh,E. Lee,Defender,12,,1.0,1.0,1.0,10.0,1.0,1.0,90.0,0.0,,,,,5.0,20.0,14.0,33.0,,,29.0,3.0,,6.0,,4.0,3.0,22.0,4.0,,,,,7.0,7.0,27.0,,,3.0,,22.0,4.0,1.0,19.0,,,,4.0,,1.0,2.0,,,,1.0,,,,,,1.0,1.0,2.0,,,1.0,,,3.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
