liga,temporada,equipo,id,nombre,posicion,dorsal,Tackles Won,Straight Red Cards,Total Shots,Aerial Duels won,Successful Passes Opposition Half,Tackles Lost,Unsuccessful Short Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Unsuccessful Launches,Unsuccessful Long Passes,Clean Sheets,Games Played,Total Clearances,Unsuccessful Crosses & Corners,Touches,Aerial Duels,Successful Crosses & Corners,Recoveries,Unsuccessful Crosses open play,Successful Crosses open play,Aerial Duels lost,Ground Duels won,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Total Tackles,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Foul Attempted Tackle,Ground Duels,Index,Shots Off Target (inc woodwork),Blocks,Duels lost,Ground Duels lost,Successful Short Passes,Total Fouls Won,Duels won,Rightside Passes,Duels,Successful Long Passes,PutThrough/Blocked Distribution,Penalties Conceded,Goals Conceded Outside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Launches,Goals Conceded,Total Passes,Total Losses Of Possession,Substitute On,Total Fouls Conceded,Times Tackled,Total Touches In Opposition Box,Substitute Off,Interceptions,Appearances,Time Played,Backward Passes,Starts,Total Red Cards,Forward Passes,Throw Ins to Own Player,Leftside Passes,Unsuccessful Passes Own Half,Open Play Passes,Penalty Goals Conceded,Yellow Cards,Clearances Off the Line,Winning Goal,Through balls,Unsuccessful Corners into Box,Goals,Offsides,Right Foot Goals,Corners Taken (incl short corners),Shots On Target ( inc goals ),Attempts from Set Pieces,Goals from Inside Box,Successful Corners into Box,Blocked Shots,Successful Dribbles,Second Goal Assists,Handballs conceded,Goal Assists,Corners Won,Hit Woodwork,Assists (Intentional),Goals from Outside Box,Penalties Taken,Successful Lay-offs,Set Pieces Goals,Home Goals,Away Goals,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Left Foot Goals,GK Successful Distribution,Drops,Punches,Saves Made,GK Unsuccessful Distribution,Saves made - parried,Saves made - caught,Saves Made from Outside Box,Goal Kicks,Catches,Saves Made from Inside Box,Foul Won Penalty,Penalties Faced,Goalkeeper Smother,Penalty Goals,Saves from Penalty,Penalties Saved,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Other Goals
USA_USL_League_One,2021,Toronto FC II,c760g3hvhvi7nra7gpdrynn1m,J. Altobelli,Forward,82,9.0,,32.0,5.0,243.0,10.0,57.0,16.0,71.0,69.0,16.0,103.0,326.0,1.0,12.0,,23.0,4.0,9.0,641.0,17.0,3.0,46.0,2.0,2.0,12.0,59.0,11.0,10.0,19.0,,,9.0,124.0,10.0,19.0,,77.0,65.0,323.0,18.0,64.0,90.0,141.0,20.0,21.0,,3.0,343.0,,19.0,412.0,159.0,5.0,21.0,31.0,46.0,13.0,2.0,23.0,1551.0,101.0,18.0,,106.0,1.0,115.0,7.0,394.0,,3.0,,1.0,5.0,6.0,2.0,3.0,2.0,9.0,13.0,1.0,2.0,1.0,5.0,23.0,2.0,1.0,1.0,9.0,3.0,1.0,,,7.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Toronto FC II,6wbtc3di25kcbqrat4pcwo5m2,T. Antonoglou,Midfielder,81,7.0,,10.0,4.0,132.0,6.0,35.0,18.0,52.0,44.0,11.0,68.0,183.0,1.0,9.0,,19.0,4.0,23.0,379.0,12.0,13.0,52.0,12.0,6.0,8.0,29.0,8.0,6.0,13.0,,,5.0,57.0,10.0,4.0,1.0,36.0,28.0,170.0,9.0,33.0,61.0,69.0,17.0,12.0,,,187.0,1.0,11.0,231.0,102.0,10.0,8.0,13.0,25.0,8.0,7.0,19.0,824.0,70.0,9.0,,54.0,12.0,46.0,15.0,226.0,1.0,2.0,,0.0,2.0,6.0,3.0,4.0,,15.0,6.0,2.0,3.0,6.0,2.0,7.0,,1.0,1.0,5.0,1.0,1.0,,,4.0,,2.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Toronto FC II,c1intld7zmds6we57fwpwf04q,Enric Bernat,Midfielder,71,5.0,,2.0,2.0,105.0,3.0,28.0,2.0,32.0,42.0,7.0,157.0,252.0,4.0,14.0,,9.0,6.0,2.0,374.0,6.0,1.0,26.0,2.0,1.0,4.0,22.0,3.0,1.0,8.0,,,3.0,44.0,10.0,2.0,1.0,26.0,22.0,235.0,14.0,24.0,107.0,50.0,26.0,5.0,,,261.0,,7.0,303.0,56.0,2.0,7.0,5.0,4.0,6.0,7.0,9.0,533.0,36.0,7.0,,73.0,1.0,87.0,12.0,294.0,1.0,,,0.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Toronto FC II,bewzox1rnh1n28tkj5k0rmrqh,D. Campbell,Defender,48,12.0,,5.0,12.0,223.0,13.0,61.0,6.0,61.0,84.0,8.0,134.0,345.0,7.0,23.0,3.0,20.0,7.0,4.0,620.0,22.0,1.0,79.0,4.0,1.0,10.0,60.0,9.0,22.0,25.0,,,4.0,102.0,10.0,4.0,4.0,52.0,42.0,327.0,28.0,72.0,139.0,124.0,29.0,33.0,,2.0,356.0,1.0,10.0,440.0,123.0,10.0,13.0,15.0,11.0,2.0,13.0,20.0,972.0,58.0,10.0,,139.0,3.0,104.0,27.0,429.0,1.0,4.0,,0.0,,,,1.0,,,1.0,,,,1.0,7.0,,1.0,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
USA_USL_League_One,2021,Toronto FC II,ajrliesse5lkknkl4599bfk2y,A. Carlini,Midfielder,85,19.0,,18.0,9.0,421.0,15.0,78.0,16.0,74.0,87.0,18.0,201.0,614.0,1.0,9.0,2.0,27.0,9.0,5.0,964.0,27.0,1.0,73.0,5.0,1.0,18.0,72.0,14.0,15.0,34.0,1.0,,12.0,136.0,10.0,8.0,1.0,82.0,64.0,603.0,29.0,81.0,192.0,163.0,18.0,20.0,,4.0,621.0,2.0,22.0,708.0,160.0,6.0,21.0,28.0,41.0,12.0,8.0,27.0,1869.0,184.0,21.0,,178.0,10.0,154.0,18.0,700.0,1.0,5.0,,3.0,4.0,,3.0,2.0,3.0,,10.0,,2.0,,8.0,10.0,1.0,,1.0,4.0,1.0,1.0,1.0,,10.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_USL_League_One,2021,Toronto FC II,c71n0j2gn476m4fzwxldxfms4,A. Ćurić,Defender,65,11.0,,4.0,24.0,191.0,7.0,36.0,1.0,51.0,69.0,7.0,340.0,516.0,11.0,33.0,2.0,15.0,32.0,,705.0,40.0,,37.0,,,16.0,29.0,,1.0,18.0,1.0,,6.0,43.0,10.0,3.0,6.0,30.0,14.0,498.0,7.0,53.0,218.0,83.0,33.0,3.0,,2.0,531.0,,9.0,600.0,76.0,6.0,14.0,,7.0,,18.0,15.0,865.0,27.0,9.0,,194.0,,161.0,18.0,583.0,1.0,3.0,,0.0,1.0,,,,,,1.0,,,,2.0,4.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Toronto FC II,13wkddshf1c9zrygeg7r3s6w9,J. Dunn,Defender,5,4.0,,1.0,10.0,70.0,1.0,19.0,,24.0,39.0,5.0,134.0,189.0,8.0,20.0,1.0,4.0,9.0,1.0,287.0,14.0,,23.0,1.0,,4.0,8.0,,3.0,5.0,,,2.0,15.0,10.0,,1.0,11.0,7.0,191.0,3.0,18.0,61.0,29.0,13.0,4.0,,1.0,204.0,1.0,6.0,243.0,48.0,,4.0,3.0,3.0,,4.0,4.0,360.0,10.0,4.0,,79.0,1.0,93.0,16.0,227.0,,,,0.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Toronto FC II,cefejvf3fekx46dfyybecffmx,B. Engbers,Goalkeeper,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Toronto FC II,5ojrqo87ls5o6d3fqhki8ztyi,M. Essoussi,Midfielder,35,11.0,,11.0,15.0,285.0,11.0,69.0,5.0,66.0,101.0,15.0,287.0,561.0,7.0,32.0,,15.0,11.0,2.0,853.0,21.0,1.0,65.0,2.0,1.0,6.0,42.0,13.0,11.0,22.0,,,9.0,97.0,10.0,7.0,6.0,61.0,55.0,528.0,8.0,57.0,193.0,118.0,43.0,20.0,,,571.0,2.0,15.0,672.0,160.0,2.0,14.0,25.0,19.0,4.0,8.0,15.0,1141.0,104.0,13.0,,185.0,1.0,190.0,37.0,662.0,1.0,3.0,,0.0,,,,,,,4.0,1.0,,,6.0,13.0,,1.0,1.0,5.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,Toronto FC II,9j0dl8lq1nrln027rj65gh3ze,K. Franklin,Defender,58,22.0,1.0,13.0,12.0,467.0,18.0,119.0,33.0,227.0,232.0,22.0,389.0,774.0,36.0,113.0,5.0,24.0,41.0,69.0,1745.0,26.0,37.0,154.0,38.0,21.0,14.0,110.0,27.0,13.0,40.0,30.0,,8.0,191.0,10.0,4.0,10.0,95.0,81.0,745.0,32.0,122.0,52.0,217.0,74.0,35.0,,4.0,819.0,7.0,26.0,1051.0,428.0,,18.0,43.0,17.0,1.0,46.0,24.0,2151.0,155.0,24.0,1.0,440.0,183.0,404.0,74.0,997.0,2.0,3.0,,0.0,2.0,22.0,2.0,4.0,1.0,46.0,9.0,2.0,2.0,14.0,1.0,39.0,,1.0,6.0,12.0,1.0,6.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
