liga,temporada,equipo,id,nombre,posicion,dorsal,Times Tackled,Aerial Duels won,Aerial Duels,Aerial Duels lost,Rightside Passes,Successful Passes Opposition Half,Unsuccessful Crosses open play,Right Foot Goals,Corners Taken (incl short corners),Goals Conceded,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Ground Duels,Appearances,Games Played,Starts,Total Fouls Won,Total Tackles,Tackles Won,Assists (Intentional),Foul Attempted Tackle,Index,Tackles Lost,Clean Sheets,Total Passes,Goals Conceded Outside Box,Backward Passes,Goals,Interceptions,Ground Duels lost,Yellow Cards,Shots Off Target (inc woodwork),Ground Duels won,Duels lost,Duels,Offsides,Successful Open Play Passes,Total Touches In Opposition Box,Penalties Conceded,Leftside Passes,Throw Ins to Opposition Player,Unsuccessful Launches,Successful Passes Own Half,Successful Crosses open play,PutThrough/Blocked Distribution,Blocks,Handballs conceded,Successful Long Passes,Unsuccessful Passes Own Half,Successful Dribbles,Total Clearances,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Unsuccessful Short Passes,Goal Assists,Shots On Target ( inc goals ),Time Played,Corners Won,Recoveries,Throw Ins to Own Player,Key Passes (Attempt Assists),Left Foot Goals,Successful Crosses & Corners,Penalty Goals Conceded,Total Shots,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Forward Passes,Touches,Duels won,Hit Woodwork,Total Fouls Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Blocked Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Successful Launches,Successful Lay-offs,Goals from Inside Box,Open Play Passes,Total Losses Of Possession,Home Goals,Away Goals,Winning Goal,Clearances Off the Line,Headed Goals,Red Cards - 2nd Yellow,Substitute Off,Total Red Cards,Substitute On,Through balls,GK Unsuccessful Distribution,GK Successful Distribution,Goals from Outside Box,Second Goal Assists,Unsuccessful Corners into Box,Successful Corners into Box,Straight Red Cards,Attempts from Set Pieces,Foul Won Penalty,Unsuccessful lay-offs,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Penalties Faced,Saves Made,Penalties Saved,Catches,Punches,Saves made - caught,Goalkeeper Smother,Saves from Penalty,Drops,Penalty Goals,Penalties Taken,Own Goal Scored,Set Pieces Goals,Other Goals,Penalties Off Target,Crosses not Claimed,Last Man Tackle
Canada_Canadian_Premier_League,2021,Cavalry FC,d9fii53ahtb9ptnn8diw4sijt,N. Apostol,Forward,2,4.0,3.0,7.0,4.0,1.0,26.0,5.0,,,4.0,5.0,4.0,44.0,7.0,7.0,3.0,9.0,13.0,10.0,1.0,9.0,10.0,3.0,1.0,114.0,,27.0,,3.0,19.0,1.0,1.0,25.0,23.0,51.0,1.0,80.0,3.0,,33.0,5.0,7.0,57.0,1.0,7.0,,,8.0,10.0,3.0,4.0,4.0,15.0,17.0,1.0,,301.0,2.0,11.0,24.0,1.0,,1.0,,1.0,27.0,3.0,53.0,201.0,28.0,,10.0,32.0,,82.0,74.0,2.0,,,112.0,48.0,0.0,0.0,0.0,,,,2.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,6re26cen7xbrynezb3rerst05,S. Camargo,Midfielder,10,42.0,10.0,20.0,10.0,116.0,251.0,11.0,1.0,3.0,17.0,12.0,17.0,113.0,23.0,23.0,19.0,23.0,7.0,4.0,2.0,3.0,10.0,3.0,,453.0,,104.0,4.0,5.0,61.0,3.0,8.0,52.0,71.0,133.0,5.0,327.0,68.0,,85.0,3.0,3.0,108.0,4.0,25.0,,2.0,17.0,12.0,22.0,1.0,12.0,15.0,84.0,2.0,13.0,1313.0,17.0,76.0,8.0,24.0,1.0,5.0,1.0,21.0,99.0,24.0,148.0,716.0,62.0,,13.0,99.0,3.0,354.0,337.0,,6.0,3.0,426.0,218.0,3.0,1.0,0.0,,2.0,,18.0,,4.0,4.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,7tmc8hrkee4lo05qa26i7e5zp,M. Carducci,Goalkeeper,1,,4.0,4.0,,126.0,86.0,,,,31.0,,28.0,6.0,25.0,25.0,25.0,3.0,1.0,,,1.0,10.0,1.0,7.0,708.0,3.0,,,,3.0,1.0,,3.0,3.0,10.0,,330.0,,1.0,132.0,,103.0,380.0,,,,,145.0,53.0,1.0,17.0,,237.0,5.0,,,2280.0,,214.0,,,,,4.0,,189.0,,450.0,909.0,7.0,,1.0,242.0,,466.0,321.0,38.0,,,468.0,248.0,0.0,0.0,0.0,,,,,,,,66.0,209.0,,,,,,,,,16.0,39.0,13.0,4.0,57.0,,11.0,3.0,2.0,1.0,,2.0,,,1.0,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,7yfwpe3tltsxez80puqy7hoet,J. Di Chiara,Midfielder,14,36.0,29.0,66.0,37.0,166.0,337.0,4.0,,1.0,26.0,4.0,23.0,198.0,25.0,25.0,15.0,46.0,45.0,26.0,1.0,24.0,10.0,19.0,3.0,667.0,3.0,151.0,1.0,16.0,94.0,4.0,11.0,104.0,131.0,264.0,2.0,541.0,48.0,,177.0,,3.0,224.0,,30.0,2.0,2.0,18.0,22.0,14.0,10.0,14.0,10.0,97.0,3.0,9.0,1519.0,5.0,82.0,9.0,14.0,1.0,1.0,4.0,20.0,89.0,14.0,173.0,960.0,133.0,,33.0,107.0,8.0,560.0,542.0,1.0,8.0,1.0,648.0,189.0,1.0,0.0,0.0,,,1.0,5.0,1.0,10.0,2.0,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,79xw5l1zq2huxdmeod9t19nmd,J. Escalante,Midfielder,11,49.0,15.0,28.0,13.0,265.0,298.0,69.0,1.0,45.0,26.0,101.0,23.0,223.0,26.0,26.0,24.0,46.0,46.0,31.0,1.0,18.0,10.0,15.0,6.0,727.0,3.0,160.0,1.0,22.0,108.0,9.0,10.0,115.0,121.0,251.0,5.0,495.0,33.0,2.0,56.0,20.0,33.0,257.0,18.0,45.0,1.0,3.0,53.0,63.0,23.0,20.0,17.0,86.0,124.0,3.0,7.0,2089.0,17.0,135.0,128.0,27.0,,38.0,4.0,17.0,248.0,33.0,246.0,1350.0,130.0,2.0,32.0,210.0,6.0,517.0,464.0,3.0,,1.0,697.0,428.0,1.0,0.0,1.0,,,,10.0,,2.0,1.0,,,,1.0,20.0,16.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,elyp1bpa1kq1hl6sigml22jf9,T. Farago,Goalkeeper,22,,,,,13.0,12.0,,,,1.0,,1.0,1.0,4.0,4.0,4.0,1.0,,,,,10.0,,3.0,111.0,,,,,,,,1.0,,1.0,,39.0,,,28.0,,12.0,56.0,,,,,18.0,11.0,,2.0,,42.0,1.0,,,360.0,,36.0,,,,,,,32.0,,70.0,154.0,1.0,,,43.0,,68.0,50.0,3.0,,,59.0,45.0,0.0,0.0,0.0,,,,,,,,13.0,43.0,,,,,,,,,5.0,3.0,4.0,,8.0,,2.0,,,1.0,,1.0,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,49rr75teem0kobuhr4cesh756,M. Farsi,Defender,21,52.0,15.0,46.0,31.0,55.0,470.0,58.0,1.0,2.0,28.0,60.0,26.0,206.0,26.0,26.0,24.0,36.0,42.0,28.0,2.0,16.0,10.0,14.0,7.0,1033.0,2.0,280.0,1.0,19.0,98.0,6.0,7.0,108.0,129.0,252.0,8.0,803.0,78.0,,379.0,14.0,20.0,376.0,16.0,45.0,1.0,1.0,38.0,61.0,30.0,25.0,21.0,45.0,159.0,2.0,7.0,2257.0,27.0,132.0,162.0,24.0,,17.0,4.0,14.0,203.0,29.0,319.0,1662.0,123.0,,27.0,204.0,7.0,829.0,791.0,2.0,,1.0,1003.0,402.0,1.0,0.0,1.0,1.0,,,1.0,,2.0,1.0,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,3141if674kt100fnbi3unstsl,T. Field,Defender,3,5.0,10.0,18.0,8.0,90.0,102.0,13.0,,4.0,7.0,17.0,7.0,57.0,12.0,12.0,8.0,2.0,33.0,15.0,1.0,3.0,10.0,18.0,1.0,268.0,,43.0,,11.0,17.0,,,40.0,25.0,75.0,,193.0,,,10.0,7.0,11.0,102.0,4.0,14.0,4.0,,8.0,27.0,5.0,12.0,5.0,23.0,46.0,1.0,,587.0,3.0,35.0,56.0,2.0,,5.0,,,59.0,4.0,125.0,453.0,50.0,,3.0,69.0,,199.0,191.0,3.0,,,261.0,109.0,0.0,0.0,0.0,,,,7.0,,4.0,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,ewjp0ru1c4fn1h5bqyqdih0wl,B. Fisk,Midfielder,17,32.0,3.0,19.0,16.0,100.0,203.0,31.0,1.0,30.0,14.0,52.0,14.0,97.0,18.0,18.0,14.0,10.0,17.0,11.0,4.0,2.0,10.0,6.0,1.0,355.0,,79.0,1.0,3.0,55.0,,7.0,42.0,71.0,116.0,5.0,255.0,26.0,,49.0,,1.0,80.0,5.0,35.0,1.0,,21.0,21.0,15.0,5.0,18.0,13.0,79.0,5.0,4.0,1171.0,9.0,53.0,5.0,18.0,,20.0,2.0,11.0,123.0,13.0,127.0,609.0,45.0,,5.0,92.0,11.0,263.0,242.0,,4.0,1.0,344.0,216.0,0.0,1.0,0.0,,,,10.0,,4.0,4.0,,,,1.0,16.0,12.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Cavalry FC,zrowi3rzq9fndgtn1qozene1,J. Hernández,Midfielder,18,23.0,5.0,8.0,3.0,30.0,63.0,6.0,,1.0,3.0,6.0,3.0,77.0,17.0,17.0,2.0,14.0,9.0,3.0,,5.0,10.0,6.0,,131.0,,46.0,,3.0,35.0,1.0,6.0,42.0,38.0,85.0,1.0,96.0,27.0,,24.0,,,36.0,,7.0,1.0,,10.0,9.0,19.0,4.0,3.0,2.0,30.0,,4.0,413.0,4.0,17.0,9.0,6.0,,,,10.0,29.0,16.0,31.0,271.0,47.0,,9.0,32.0,2.0,99.0,89.0,1.0,1.0,,128.0,85.0,0.0,0.0,0.0,,,,3.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
