liga,temporada,equipo,id,nombre,posicion,dorsal,Through balls,Time Played,Shots On Target ( inc goals ),Successful Short Passes,Ground Duels lost,Aerial Duels lost,Handballs conceded,Headed Goals,Duels,Goal Assists,Aerial Duels won,Total Losses Of Possession,Penalty Goals Conceded,Total Fouls Won,Successful Long Passes,Yellow Cards,Goals Conceded Inside Box,Forward Passes,Foul Attempted Tackle,Ground Duels,Goals from Inside Box,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Duels won,Rightside Passes,Games Played,Right Foot Goals,Total Fouls Conceded,Unsuccessful Long Passes,Successful Passes Opposition Half,Tackles Won,Leftside Passes,Substitute On,Open Play Passes,Ground Duels won,Unsuccessful Short Passes,Starts,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Tackles Lost,Successful Passes Own Half,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded,Overruns,Successful Launches,Goals,Unsuccessful Crosses & Corners,Interceptions,Recoveries,Index,PutThrough/Blocked Distribution,Hit Woodwork,Unsuccessful lay-offs,Total Touches In Opposition Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels,Unsuccessful Passes Opposition Half,Total Passes,Total Clearances,Duels lost,Blocks,Total Shots,Successful Crosses & Corners,Unsuccessful Launches,Successful Crosses open play,Corners Won,Times Tackled,Goals Conceded Outside Box,Touches,Appearances,Offsides,Successful Open Play Passes,Throw Ins to Own Player,Total Tackles,Substitute Off,Unsuccessful Dribbles,Backward Passes,Successful Dribbles,Successful Lay-offs,Home Goals,Away Goals,Winning Goal,Left Foot Goals,Goals from Outside Box,Clearances Off the Line,Penalties Conceded,Penalty Goals,Penalties Taken,Attempts from Set Pieces,Foul Won Penalty,Successful Corners into Box,Corners Taken (incl short corners),Set Pieces Goals,Unsuccessful Corners into Box,GK Successful Distribution,Goal Kicks,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Other Goals,Second Goal Assists,Catches,Saves Made from Outside Box,GK Unsuccessful Distribution,Drops,Punches,Saves Made,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Saves made - parried,Saves from Penalty,Penalties Saved,Goalkeeper Smother,Straight Red Cards,Last Man Tackle,Penalties Off Target,Last Player Tackle,Crosses not Claimed
USA_USL_Championship,2023,Rio Grande Valley FC Toros,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,Defender,3,,1972.0,5.0,727.0,28.0,16.0,1.0,1.0,98.0,,20.0,211.0,6.0,11.0,87.0,2.0,30.0,478.0,1.0,62.0,2.0,,194.0,9.0,814.0,5.0,54.0,171.0,23.0,,11.0,99.0,319.0,14.0,311.0,1.0,976.0,34.0,95.0,22.0,64.0,7.0,7.0,498.0,,3.0,33.0,,11.0,2.0,,34.0,140.0,10.0,15.0,1.0,,22.0,,,36.0,130.0,1008.0,66.0,44.0,15.0,14.0,3.0,25.0,3.0,2.0,6.0,3.0,1244.0,23.0,1.0,785.0,17.0,21.0,1.0,2.0,48.0,2.0,,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2023,Rio Grande Valley FC Toros,d2igy3a2hajsn5amr4cge5qs5,G. Benítez,Defender,6,,1797.0,4.0,670.0,60.0,15.0,,,172.0,,25.0,244.0,4.0,15.0,79.0,8.0,24.0,371.0,24.0,132.0,,12.0,191.0,2.0,749.0,4.0,97.0,349.0,24.0,,29.0,87.0,317.0,40.0,81.0,4.0,904.0,72.0,104.0,20.0,77.0,13.0,9.0,436.0,,5.0,28.0,,7.0,,15.0,24.0,91.0,10.0,30.0,,,7.0,,15.0,40.0,129.0,940.0,40.0,75.0,10.0,6.0,4.0,24.0,4.0,4.0,9.0,4.0,1276.0,24.0,,717.0,93.0,49.0,7.0,7.0,139.0,8.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Rio Grande Valley FC Toros,2az3hi45krcxbzny070v5mo5x,J. Cabezas,Midfielder,5,1.0,1832.0,8.0,920.0,86.0,26.0,1.0,1.0,228.0,1.0,32.0,200.0,7.0,20.0,113.0,4.0,29.0,394.0,29.0,170.0,1.0,1.0,160.0,11.0,1033.0,4.0,116.0,401.0,24.0,,47.0,47.0,467.0,25.0,299.0,2.0,1134.0,84.0,113.0,22.0,54.0,25.0,21.0,567.0,6.0,10.0,32.0,,3.0,1.0,3.0,32.0,148.0,10.0,34.0,1.0,1.0,24.0,1.0,2.0,58.0,109.0,1193.0,39.0,112.0,9.0,19.0,1.0,11.0,1.0,2.0,14.0,3.0,1488.0,24.0,2.0,974.0,5.0,46.0,6.0,4.0,99.0,18.0,3.0,0.0,1.0,0.0,,,,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,
USA_USL_Championship,2023,Rio Grande Valley FC Toros,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,Forward,13,1.0,1830.0,22.0,375.0,115.0,28.0,,,278.0,3.0,6.0,337.0,5.0,64.0,11.0,2.0,28.0,115.0,14.0,244.0,6.0,1.0,137.0,17.0,386.0,1.0,135.0,123.0,25.0,2.0,23.0,11.0,297.0,23.0,125.0,5.0,504.0,129.0,126.0,20.0,24.0,28.0,8.0,103.0,13.0,21.0,31.0,11.0,,7.0,48.0,8.0,63.0,10.0,46.0,1.0,4.0,94.0,3.0,18.0,34.0,161.0,523.0,3.0,143.0,,39.0,14.0,1.0,2.0,22.0,73.0,3.0,1010.0,25.0,7.0,370.0,13.0,31.0,11.0,42.0,160.0,35.0,22.0,3.0,4.0,1.0,5.0,1.0,,,,,11.0,1.0,10.0,37.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Rio Grande Valley FC Toros,53zmc257rzr74zaut60r0b7dg,I. Cerro,Forward,17,,761.0,8.0,226.0,50.0,9.0,,,103.0,2.0,4.0,125.0,3.0,22.0,14.0,1.0,12.0,96.0,8.0,90.0,2.0,,59.0,4.0,240.0,,44.0,62.0,27.0,2.0,14.0,13.0,190.0,10.0,71.0,19.0,289.0,40.0,46.0,8.0,9.0,11.0,2.0,54.0,5.0,5.0,13.0,2.0,2.0,2.0,14.0,5.0,52.0,10.0,22.0,,1.0,21.0,1.0,13.0,13.0,64.0,299.0,3.0,59.0,2.0,12.0,4.0,5.0,3.0,5.0,27.0,1.0,461.0,27.0,3.0,230.0,4.0,12.0,7.0,9.0,70.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Rio Grande Valley FC Toros,c4g35kho1qirnu4q420knnl9m,R. Coronado,Defender,16,,2058.0,4.0,784.0,72.0,14.0,1.0,,180.0,1.0,18.0,221.0,7.0,35.0,78.0,4.0,31.0,276.0,13.0,148.0,,1.0,142.0,10.0,862.0,4.0,94.0,313.0,30.0,1.0,26.0,32.0,515.0,23.0,232.0,7.0,975.0,76.0,110.0,23.0,37.0,30.0,13.0,348.0,4.0,18.0,33.0,2.0,2.0,1.0,17.0,16.0,123.0,10.0,47.0,,1.0,22.0,,17.0,32.0,122.0,1004.0,11.0,86.0,,14.0,1.0,9.0,1.0,7.0,26.0,2.0,1309.0,30.0,,834.0,40.0,36.0,9.0,14.0,183.0,6.0,23.0,0.0,1.0,0.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2023,Rio Grande Valley FC Toros,d2ny0huv78m4m6p65y8eou7oq,T. Davila,Midfielder,8,6.0,2958.0,21.0,1121.0,133.0,22.0,,,293.0,5.0,15.0,424.0,7.0,15.0,153.0,8.0,39.0,494.0,20.0,256.0,1.0,1.0,235.0,19.0,1274.0,9.0,138.0,305.0,34.0,1.0,34.0,71.0,865.0,49.0,515.0,2.0,1449.0,123.0,164.0,32.0,44.0,34.0,18.0,433.0,18.0,61.0,43.0,2.0,2.0,6.0,79.0,28.0,204.0,10.0,61.0,3.0,,35.0,4.0,17.0,37.0,270.0,1509.0,25.0,155.0,5.0,40.0,24.0,15.0,5.0,27.0,58.0,4.0,2046.0,34.0,1.0,1224.0,9.0,67.0,6.0,24.0,195.0,41.0,14.0,3.0,3.0,1.0,5.0,5.0,,,,,8.0,,16.0,67.0,1.0,43.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Rio Grande Valley FC Toros,7aq775owdtnqe0p1k0qab2qc5,T. Deric,Goalkeeper,1,,2520.0,,329.0,1.0,,,,17.0,,8.0,261.0,6.0,8.0,143.0,1.0,35.0,396.0,,9.0,,,254.0,,472.0,8.0,16.0,164.0,28.0,,,250.0,90.0,,166.0,,343.0,8.0,4.0,28.0,51.0,,,382.0,,,38.0,,14.0,,,,291.0,10.0,,,,,,,8.0,203.0,726.0,25.0,1.0,,,,55.0,,2.0,,3.0,1023.0,28.0,,234.0,,,,,,,,,,0.0,,,,,,,,,,,,,264.0,186.0,,,,,,39.0,27.0,52.0,2.0,12.0,76.0,48.0,6.0,1.0,18.0,,,10.0,,,,,
USA_USL_Championship,2023,Rio Grande Valley FC Toros,axfv8isnopy7tfq22tbzj4l0q,C. Frame,Forward,0,,94.0,,30.0,4.0,2.0,,,11.0,,,13.0,,2.0,1.0,,2.0,20.0,,9.0,,2.0,6.0,,31.0,,5.0,3.0,3.0,,,,24.0,2.0,8.0,2.0,36.0,5.0,6.0,1.0,1.0,,1.0,7.0,,,2.0,,,,2.0,,6.0,10.0,,,,1.0,,2.0,2.0,7.0,37.0,3.0,6.0,,,,,,,1.0,,60.0,3.0,,30.0,7.0,3.0,1.0,1.0,6.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Rio Grande Valley FC Toros,abdlyfqkgv99u6578v3cb1wb9,C. François,Forward,23,2.0,1991.0,21.0,327.0,118.0,40.0,3.0,1.0,252.0,5.0,12.0,297.0,4.0,33.0,5.0,1.0,30.0,52.0,10.0,200.0,3.0,2.0,92.0,20.0,332.0,,94.0,143.0,33.0,1.0,32.0,11.0,248.0,8.0,77.0,8.0,405.0,82.0,81.0,25.0,12.0,12.0,4.0,88.0,7.0,26.0,33.0,13.0,,3.0,24.0,3.0,63.0,10.0,29.0,1.0,1.0,110.0,4.0,24.0,52.0,104.0,424.0,1.0,158.0,,41.0,4.0,,4.0,17.0,81.0,3.0,841.0,33.0,24.0,313.0,11.0,12.0,22.0,42.0,152.0,37.0,6.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
