root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CF Pachuca,CF_Pachuca,aevk7yjo0gjbppcpqeb0siead,É. Aguirre,Defender,26,2.0,423.0,4.0,3.0,,237.0,,26.0,2.0,127.0,6.0,9.0,4.0,56.0,81.0,10.0,23.0,238.0,3.0,194.0,3.0,32.0,4.0,25.0,1.0,23.0,5.0,7.0,9.0,318.0,8.0,4.0,38.0,72.0,45.0,18.0,12.0,2.0,3.0,44.0,1.0,4.0,2.0,8.0,22.0,58.0,205.0,206.0,6.0,7.0,26.0,3.0,9.0,16.0,,,,4.0,82.0,,,,,,,,,1.0,4.0,3.0,,3.0,2.0,1.0,4.0,4.0,7.0,14.0,,,1.0,2.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CF Pachuca,CF_Pachuca,asm07nms0t3abdnox6hp8y40l,S. Almeida,Midfielder,14,,22.0,,1.0,,11.0,,5.0,,7.0,,,,1.0,3.0,,1.0,11.0,,9.0,,1.0,1.0,1.0,,,,,,13.0,1.0,,,1.0,86.0,1.0,1.0,,,1.0,,,,1.0,,1.0,10.0,10.0,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CF Pachuca,CF_Pachuca,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Midfielder,25,,16.0,,2.0,,9.0,,,,7.0,,,,5.0,1.0,1.0,1.0,9.0,1.0,7.0,,1.0,,,,2.0,,2.0,1.0,18.0,2.0,,4.0,4.0,57.0,2.0,1.0,,,4.0,,,,2.0,2.0,2.0,8.0,8.0,,,2.0,1.0,,2.0,,,,,3.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CF Pachuca,CF_Pachuca,ai1q7eeu5k90x364z6g4bxl91,A. Blanco,Goalkeeper,13,,900.0,,,19.0,110.0,,,,37.0,34.0,80.0,,82.0,117.0,,1.0,235.0,,88.0,7.0,81.0,,68.0,,69.0,10.0,,13.0,301.0,10.0,,2.0,159.0,55.0,3.0,66.0,,3.0,4.0,6.0,8.0,,10.0,1.0,36.0,82.0,154.0,2.0,,1.0,,1.0,1.0,22.0,93.0,,1.0,40.0,1.0,,11.0,8.0,11.0,2.0,1.0,32.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,,,,,,,,,1.0,,,1.0,1.0,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CF Pachuca,CF_Pachuca,57q6t05rvn7xnrel90osqfljp,R. Botta,Midfielder,11,,90.0,1.0,,,54.0,1.0,9.0,,29.0,,2.0,,17.0,18.0,1.0,6.0,55.0,1.0,44.0,,8.0,1.0,8.0,,4.0,1.0,,,72.0,1.0,,11.0,17.0,97.0,2.0,3.0,,,11.0,,,,1.0,9.0,14.0,46.0,47.0,,1.0,9.0,,,2.0,,,,3.0,15.0,,,,,,,,,,,,,2.0,,2.0,,2.0,4.0,11.0,,,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CF Pachuca,CF_Pachuca,2e14x64zf30rgadc9ylbnll2h,J. Calero,Midfielder,27,1.0,135.0,,2.0,,28.0,2.0,7.0,,23.0,,,,14.0,3.0,1.0,4.0,30.0,1.0,26.0,2.0,4.0,5.0,5.0,,3.0,1.0,1.0,,55.0,3.0,,10.0,4.0,20.0,4.0,,,1.0,11.0,,2.0,1.0,3.0,7.0,8.0,24.0,26.0,1.0,1.0,7.0,,,3.0,,,,3.0,11.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,5.0,8.0,22.0,,1.0,,,,1.0,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CF Pachuca,CF_Pachuca,73ffdzeslizj3vj7pv94071sl,J. Esquivel,Defender,3,,180.0,1.0,,1.0,129.0,,4.0,,21.0,4.0,6.0,2.0,16.0,92.0,1.0,10.0,129.0,,108.0,,16.0,1.0,7.0,,7.0,2.0,,9.0,146.0,2.0,,3.0,35.0,86.0,6.0,5.0,,,10.0,2.0,,,2.0,2.0,52.0,113.0,113.0,7.0,1.0,4.0,,10.0,1.0,,,,1.0,38.0,,,,,,,,,1.0,,,,1.0,5.0,,,1.0,3.0,4.0,,,,,2.0,,2.0,,1.0,2.0,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CF Pachuca,CF_Pachuca,812cfca16y8nduhqknui82ead,A. Estrada,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CF Pachuca,CF_Pachuca,b1rg7kkgu7kcbf1rdsm1mdtk9,A. Figueroa,Midfielder,311,,14.0,,2.0,,7.0,,1.0,,5.0,,,,1.0,2.0,,,7.0,,6.0,,,,,,1.0,,,,9.0,2.0,,,1.0,30.0,,1.0,,,,,,,2.0,,5.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CF Pachuca,CF_Pachuca,gf82wdzqavhxj3iazy4vgst1,E. García,Midfielder,12,,540.0,54.0,,5.0,220.0,1.0,20.0,1.0,106.0,8.0,18.0,,74.0,82.0,16.0,30.0,235.0,3.0,169.0,6.0,48.0,3.0,30.0,6.0,25.0,6.0,3.0,18.0,390.0,6.0,2.0,43.0,130.0,53.0,29.0,18.0,1.0,7.0,46.0,24.0,6.0,,6.0,17.0,11.0,173.0,187.0,3.0,9.0,17.0,7.0,17.0,26.0,,,,4.0,74.0,,,,,,,,,2.0,1.0,,,4.0,3.0,2.0,,,,3.0,,,,,,1.0,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,
