liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Passes Opposition Half,Successful Long Passes,Forward Passes,Starts,Saves Made from Outside Box,Open Play Passes,Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,GK Unsuccessful Distribution,Appearances,Recoveries,Catches,Total Passes,Saves Made from Inside Box,Goals Conceded,Unsuccessful Passes Own Half,Saves Made,Games Played,Index,Unsuccessful Long Passes,Time Played,Goal Kicks,Crosses not Claimed,Total Successful Passes ( Excl Crosses & Corners ) ,GK Successful Distribution,Leftside Passes,Total Losses Of Possession,Saves made - parried,Touches,Winning Goal,Headed Goals,Penalty Goals,Aerial Duels won,Successful Crosses & Corners,Through balls,Corners Won,Times Tackled,Tackles Lost,Blocks,Unsuccessful Crosses open play,Goals Conceded Outside Box,Successful Crosses open play,Backward Passes,Goals from Inside Box,Hit Woodwork,Duels lost,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Interceptions,Throw Ins to Own Player,Ground Duels lost,Goals,Ground Duels,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Successful Corners into Box,Unsuccessful Short Passes,Foul Attempted Tackle,Substitute Off,Successful Lay-offs,Right Foot Goals,Total Tackles,Aerial Duels lost,Successful Dribbles,Aerial Duels,Penalties Taken,Shots On Target ( inc goals ),Total Shots,Penalty Goals Conceded,Duels,Overruns,Substitute On,Duels won,Unsuccessful Dribbles,Handballs conceded,Unsuccessful Crosses & Corners,Attempts from Set Pieces,Total Fouls Won,Corners Taken (incl short corners),Shots Off Target (inc woodwork),Blocked Shots,Ground Duels won,Unsuccessful Corners into Box,Total Touches In Opposition Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Total Clearances,Offsides,Total Fouls Conceded,Key Passes (Attempt Assists),Home Goals,Away Goals,Left Foot Goals,Straight Red Cards,Goals from Outside Box,Successful Launches,Total Red Cards,Yellow Cards,Clearances Off the Line,Assists (Intentional),Goal Assists,Penalties Conceded,Clean Sheets,Penalties Faced,Punches,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Own Goal Scored,Red Cards - 2nd Yellow,Last Man Tackle,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Penalties Off Target,Other Goals
USA_USL_League_One,2023,Lexington SC,c6k5s0xs4l9s70nupiqbly0a,K. Balogun,Forward,14,137.0,106.0,12.0,89.0,10.0,,261.0,21.0,44.0,144.0,69.0,117.0,116.0,,31.0,35.0,,266.0,,26.0,15.0,,31.0,10.0,15.0,1342.0,,,149.0,,35.0,251.0,,566.0,1.0,,,55.0,1.0,,10.0,55.0,3.0,3.0,14.0,5.0,1.0,73.0,4.0,1.0,143.0,5.0,11.0,2.0,1.0,118.0,4.0,198.0,28.0,3.0,8.0,,102.0,30.0,7.0,4.0,4.0,11.0,25.0,27.0,80.0,,12.0,23.0,1.0,278.0,3.0,21.0,135.0,20.0,1.0,14.0,,42.0,,11.0,8.0,80.0,,70.0,1.0,3.0,10.0,8.0,62.0,11.0,3.0,1.0,,,,,,11.0,,1.0,2.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Lexington SC,2gt7kvv6ii3p7sgag37r9zpt6,W. Baynham,Forward,9,65.0,53.0,6.0,28.0,9.0,,110.0,13.0,18.0,67.0,39.0,43.0,37.0,,12.0,13.0,,114.0,,16.0,8.0,,12.0,10.0,3.0,699.0,,,71.0,,28.0,73.0,,189.0,0.0,1.0,,21.0,,1.0,2.0,10.0,3.0,1.0,2.0,3.0,,19.0,1.0,1.0,46.0,1.0,1.0,3.0,,28.0,1.0,47.0,5.0,,8.0,,40.0,3.0,7.0,7.0,,11.0,18.0,3.0,39.0,,2.0,9.0,1.0,86.0,,3.0,40.0,7.0,1.0,2.0,,5.0,,7.0,1.0,19.0,,16.0,,4.0,4.0,2.0,13.0,5.0,0.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Lexington SC,9m2l2wpu8cht54izobml845t6,N. Brown,Forward,77,483.0,344.0,11.0,94.0,30.0,,583.0,41.0,157.0,490.0,123.0,93.0,114.0,,32.0,74.0,,587.0,,50.0,22.0,,32.0,10.0,5.0,2572.0,,,494.0,,142.0,305.0,,1109.0,1.0,1.0,1.0,25.0,7.0,,24.0,70.0,12.0,3.0,43.0,9.0,7.0,228.0,7.0,1.0,183.0,2.0,23.0,14.0,13.0,139.0,8.0,269.0,44.0,5.0,11.0,,88.0,19.0,10.0,13.0,5.0,23.0,44.0,37.0,69.0,1.0,20.0,42.0,2.0,338.0,12.0,2.0,155.0,42.0,3.0,43.0,,70.0,,22.0,10.0,130.0,,110.0,,1.0,13.0,12.0,52.0,16.0,6.0,2.0,2.0,,1.0,2.0,,8.0,,1.0,1.0,,3.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Lexington SC,62awqz56meu6i0fnwg7vynq7e,A. Causey,Goalkeeper,1,134.0,28.0,54.0,137.0,8.0,8.0,139.0,11.0,160.0,105.0,62.0,67.0,40.0,14.0,8.0,75.0,7.0,255.0,17.0,11.0,27.0,25.0,8.0,10.0,60.0,719.0,66.0,,188.0,92.0,56.0,68.0,7.0,346.0,0.0,,,5.0,,,,,,,,,,,,,,9.0,1.0,,,,,2.0,1.0,,1.0,,7.0,,1.0,,,1.0,,,5.0,,,,1.0,7.0,,,7.0,,,,,1.0,,,,2.0,,,,,12.0,,,,,,,,,7.0,,,,,,,1.0,1.0,8.0,2.0,,1.0,,,,,,,,,,
USA_USL_League_One,2023,Lexington SC,8x1m9jmypxtxezmzbc5t9zfh0,E. Ceja,Defender,17,729.0,261.0,55.0,426.0,17.0,,904.0,22.0,523.0,763.0,298.0,142.0,78.0,,17.0,77.0,,926.0,,30.0,66.0,,17.0,10.0,62.0,1484.0,,,784.0,,130.0,165.0,,1108.0,0.0,,,46.0,,1.0,3.0,5.0,4.0,9.0,2.0,8.0,,72.0,,,66.0,14.0,8.0,18.0,,28.0,,75.0,14.0,,11.0,,80.0,7.0,3.0,,,15.0,38.0,9.0,84.0,,2.0,6.0,,159.0,1.0,,93.0,4.0,,2.0,,23.0,,4.0,4.0,47.0,,14.0,1.0,,42.0,,20.0,3.0,,,,,,5.0,,4.0,,,,,2.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Lexington SC,1cqnjzgntshx2ag3crh0p2uzu,A. Diouf,Forward,32,435.0,313.0,31.0,136.0,27.0,,532.0,37.0,154.0,429.0,175.0,103.0,98.0,,30.0,85.0,,569.0,,43.0,13.0,,30.0,10.0,11.0,2351.0,,,466.0,,114.0,248.0,,1008.0,2.0,3.0,3.0,21.0,1.0,4.0,23.0,69.0,8.0,2.0,7.0,6.0,1.0,144.0,12.0,2.0,174.0,,17.0,5.0,8.0,117.0,15.0,249.0,32.0,3.0,20.0,,92.0,14.0,10.0,9.0,10.0,28.0,57.0,48.0,78.0,4.0,32.0,64.0,2.0,327.0,6.0,3.0,153.0,38.0,5.0,8.0,2.0,56.0,1.0,32.0,15.0,132.0,,84.0,,,12.0,12.0,36.0,21.0,6.0,9.0,2.0,,3.0,,,9.0,,1.0,1.0,,4.0,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2023,Lexington SC,3lk14igzx8wpponolpqehy1p0,P. Dlamini,Midfielder,22,462.0,258.0,45.0,145.0,18.0,,573.0,24.0,249.0,474.0,180.0,99.0,80.0,,28.0,78.0,,606.0,,28.0,22.0,,28.0,10.0,35.0,1368.0,,,507.0,,140.0,148.0,,783.0,0.0,,,3.0,,3.0,5.0,21.0,4.0,4.0,3.0,4.0,,141.0,,,55.0,13.0,11.0,15.0,1.0,48.0,1.0,114.0,20.0,,12.0,,64.0,7.0,14.0,6.0,1.0,16.0,7.0,9.0,10.0,,1.0,6.0,3.0,124.0,1.0,10.0,69.0,14.0,1.0,3.0,,41.0,3.0,5.0,1.0,66.0,,6.0,,,4.0,,18.0,13.0,0.0,1.0,,,1.0,1.0,,6.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Lexington SC,6a9s7obrfl3v40jei3wl5tzah,K. Fox,Defender,5,1192.0,460.0,122.0,610.0,30.0,,1463.0,45.0,856.0,1253.0,228.0,214.0,148.0,,31.0,176.0,,1528.0,,55.0,74.0,,31.0,10.0,99.0,2714.0,2.0,,1314.0,2.0,585.0,254.0,,1845.0,0.0,,,70.0,2.0,,8.0,9.0,7.0,27.0,8.0,10.0,2.0,105.0,,,82.0,31.0,6.0,27.0,13.0,39.0,,95.0,22.0,,14.0,,115.0,7.0,,,,21.0,43.0,14.0,113.0,,3.0,6.0,3.0,208.0,2.0,1.0,126.0,4.0,,8.0,,21.0,1.0,3.0,2.0,56.0,,18.0,3.0,,97.0,,21.0,7.0,,,,1.0,,15.0,1.0,6.0,2.0,,,1.0,4.0,,,,,,,1.0,,,,,,,,
USA_USL_League_One,2023,Lexington SC,ayd3hhutk6ahrbet7d5jz9vdg,O. Green,Defender,3,780.0,458.0,79.0,436.0,28.0,,1053.0,40.0,406.0,842.0,62.0,212.0,178.0,,30.0,114.0,,1071.0,,48.0,58.0,,30.0,10.0,72.0,2430.0,,,859.0,,393.0,318.0,,1582.0,1.0,1.0,,27.0,5.0,2.0,11.0,15.0,17.0,12.0,24.0,8.0,5.0,180.0,1.0,,118.0,25.0,22.0,37.0,133.0,77.0,1.0,150.0,36.0,,24.0,,140.0,14.0,5.0,,,41.0,41.0,14.0,68.0,,1.0,7.0,3.0,218.0,3.0,2.0,100.0,7.0,1.0,24.0,,18.0,,6.0,,73.0,,12.0,47.0,1.0,67.0,3.0,31.0,12.0,1.0,0.0,,,,15.0,,10.0,,1.0,1.0,,4.0,,,,,,,1.0,,,,,,,,
USA_USL_League_One,2023,Lexington SC,bikghkyimv852hg8y5f6ddfro,J. Head,Forward,80,3.0,1.0,,3.0,1.0,,10.0,1.0,2.0,3.0,2.0,7.0,7.0,,3.0,,,10.0,,1.0,1.0,,3.0,10.0,,58.0,,,3.0,,3.0,10.0,,17.0,0.0,,,4.0,,,1.0,,,,1.0,,,2.0,,,10.0,,,,,4.0,,5.0,,,,,7.0,,1.0,,,,6.0,,10.0,,,,,15.0,,2.0,5.0,,,1.0,,1.0,,,1.0,1.0,,2.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
