liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Foul Won Penalty,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Headed Goals,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocks,Interceptions,Penalties Conceded,Successful Launches,Unsuccessful Launches,Corners Taken (incl short corners),Hit Woodwork,Successful Corners into Box,Through balls,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Offsides,Total Big Chances Missed,Unsuccessful lay-offs,Attempts from Set Pieces,Left Foot Goals,Clean Sheets,GK Successful Distribution,Goal Kicks,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Saves Made,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Overruns,Straight Red Cards,Total Red Cards,Punches,Saves Made from Inside Box,Total Big Chances Saved,Clearances Off the Line,Last Player Tackle,Goalkeeper Smother,Penalties Saved,Saves from Penalty,Own Goal Scored,Second Goal Assists,Crosses not Claimed,Red Cards - 2nd Yellow,Direct Corner Goals,Direct Setpiece Goals,Set Pieces Goals
USA_USL_League_One,2026,Greenville Triumph SC,aopflvfo187z716j6wqjk7l04,I. Agyaakwah,Defender,6,6.0,2.0,4.0,4.0,15.0,,23.0,1.0,22.0,11.0,11.0,29.0,29.0,1.0,,4.0,,3.0,3.0,,,,,16.0,9.0,7.0,,,1.0,11.0,67.0,,,,18.0,4.0,4.0,4.0,,12.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,2.0,54.0,32.0,22.0,52.0,,6.0,,,131.0,4.0,,,3.0,4.0,,23.0,67.0,2.0,54.0,6.0,5.0,13.0,99.0,1.0,1.0,2.0,3.0,13.0,1.0,10.0,1.0,,,0.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Greenville Triumph SC,7q6h161f7gcqnpy07x80hbpck,W. Akio,Forward,10,7.0,3.0,4.0,3.0,6.0,,10.0,,18.0,13.0,5.0,19.0,12.0,2.0,,3.0,,4.0,3.0,1.0,,,,11.0,10.0,1.0,,,1.0,3.0,25.0,,,,3.0,2.0,1.0,4.0,,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,1.0,14.0,,,,,156.0,4.0,1.0,,1.0,6.0,,21.0,25.0,2.0,15.0,,5.0,10.0,45.0,3.0,3.0,2.0,1.0,10.0,3.0,9.0,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Greenville Triumph SC,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,Midfielder,31,2.0,2.0,,4.0,21.0,1.0,51.0,2.0,38.0,21.0,17.0,65.0,20.0,1.0,,4.0,1.0,5.0,5.0,,1.0,1.0,,36.0,19.0,17.0,1.0,,4.0,15.0,62.0,,,,29.0,3.0,2.0,17.0,1.0,9.0,4.0,3.0,3.0,4.0,3.0,,,,11.0,4.0,3.0,48.0,28.0,23.0,48.0,,2.0,,2.0,281.0,15.0,3.0,,1.0,2.0,4.0,45.0,65.0,6.0,51.0,2.0,17.0,14.0,136.0,8.0,8.0,10.0,4.0,20.0,2.0,10.0,1.0,1.0,0.0,1.0,,1.0,,,3.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Greenville Triumph SC,455giqy5a93c8qxrsjx3vzlgq,D. Boyce,Midfielder,7,4.0,4.0,,3.0,15.0,,18.0,1.0,21.0,12.0,9.0,46.0,27.0,2.0,,3.0,1.0,5.0,3.0,2.0,1.0,1.0,,17.0,8.0,9.0,,,6.0,25.0,73.0,,,,5.0,3.0,1.0,10.0,1.0,6.0,6.0,,2.0,2.0,1.0,1.0,5.0,1.0,,2.0,3.0,56.0,37.0,24.0,53.0,3.0,2.0,,1.0,172.0,3.0,1.0,1.0,3.0,3.0,4.0,31.0,73.0,2.0,56.0,5.0,4.0,17.0,117.0,6.0,3.0,1.0,2.0,19.0,4.0,15.0,1.0,1.0,0.0,0.0,,1.0,,,,5.0,,3.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Greenville Triumph SC,bg1cn3lg80zgoqxopli41ec5w,Z. Bubb,Defender,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Greenville Triumph SC,74kulsc49v28gagdio1exxv4l,L. Castro,Forward,25,10.0,6.0,4.0,5.0,9.0,1.0,14.0,1.0,18.0,10.0,8.0,38.0,11.0,2.0,,5.0,,2.0,2.0,,,,,8.0,4.0,4.0,,,1.0,11.0,38.0,,,,7.0,2.0,1.0,4.0,,8.0,1.0,2.0,2.0,,,5.0,,,2.0,2.0,1.0,28.0,21.0,8.0,28.0,1.0,1.0,,,93.0,1.0,,,1.0,3.0,,21.0,39.0,4.0,29.0,2.0,6.0,10.0,65.0,,,,2.0,9.0,1.0,8.0,,,,0.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Greenville Triumph SC,3bi8kqbkms3es7cfy666ti044,L. Dender,Goalkeeper,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Greenville Triumph SC,737f775n5p7uuryubk48zcwh6,C. Evans,Defender,18,12.0,4.0,8.0,6.0,40.0,2.0,82.0,5.0,53.0,30.0,23.0,137.0,119.0,3.0,,6.0,,11.0,10.0,1.0,,,,41.0,26.0,15.0,,,15.0,54.0,245.0,,,,28.0,12.0,4.0,21.0,,55.0,15.0,1.0,3.0,5.0,,1.0,9.0,4.0,5.0,4.0,20.0,178.0,126.0,82.0,179.0,,2.0,4.0,14.0,495.0,12.0,,,8.0,7.0,8.0,125.0,268.0,4.0,199.0,2.0,5.0,69.0,401.0,29.0,12.0,3.0,27.0,81.0,17.0,42.0,1.0,,,0.0,2.0,4.0,,2.0,13.0,19.0,,4.0,,10.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
USA_USL_League_One,2026,Greenville Triumph SC,ee12f0u7m07sw81xkozouyd3p,B. Fricke,Defender,5,35.0,13.0,22.0,6.0,11.0,,59.0,1.0,48.0,16.0,32.0,12.0,140.0,2.0,,6.0,1.0,12.0,10.0,2.0,,,1.0,13.0,3.0,10.0,,,,83.0,264.0,,,,26.0,4.0,2.0,20.0,1.0,41.0,,4.0,1.0,6.0,1.0,,,,,,19.0,206.0,59.0,156.0,196.0,1.0,6.0,,,527.0,,,,34.0,2.0,4.0,62.0,275.0,5.0,215.0,7.0,8.0,60.0,355.0,,,,33.0,47.0,13.0,27.0,,1.0,0.0,0.0,5.0,12.0,,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_League_One,2026,Greenville Triumph SC,a0v0fob12j8e76so3fcnmgftg,K. Fritz,Defender,22,12.0,2.0,10.0,6.0,40.0,,57.0,2.0,56.0,20.0,36.0,73.0,109.0,6.0,,6.0,,12.0,10.0,2.0,,,,44.0,18.0,26.0,1.0,,4.0,76.0,233.0,,,,20.0,10.0,6.0,19.0,,13.0,4.0,2.0,,6.0,,,4.0,4.0,3.0,,16.0,187.0,84.0,112.0,176.0,9.0,8.0,10.0,50.0,540.0,2.0,2.0,,17.0,11.0,7.0,80.0,238.0,2.0,192.0,17.0,1.0,46.0,400.0,7.0,7.0,2.0,20.0,40.0,13.0,26.0,1.0,,,0.0,1.0,10.0,1.0,4.0,14.0,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
