liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Successful Lay-offs,Successful Passes Own Half,Starts,Successful Short Passes,Touches,Total Fouls Conceded,Duels won,Duels lost,Tackles Won,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Interceptions,Shots On Target ( inc goals ),Successful Long Passes,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Clearances,Goals,Successful Crosses open play,Total Losses Of Possession,Substitute Off,Offsides,Aerial Duels won,Clean Sheets,Blocked Shots,Goals from Inside Box,Unsuccessful Crosses & Corners,Ground Duels won,Backward Passes,Tackles Lost,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Total Shots,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Aerial Duels lost,Successful Passes Opposition Half,Unsuccessful lay-offs,Throw Ins to Own Player,Leftside Passes,Goals Conceded Inside Box,Key Passes (Attempt Assists),Goals Conceded,Total Touches In Opposition Box,Unsuccessful Crosses open play,Appearances,Blocks,GK Successful Distribution,Yellow Cards,Open Play Passes,Times Tackled,Ground Duels lost,Right Foot Goals,Rightside Passes,Unsuccessful Long Passes,Forward Passes,Successful Crosses & Corners,Successful Dribbles,Unsuccessful Launches,Successful Open Play Passes,Headed Goals,Time Played,Goal Kicks,Duels,Recoveries,Unsuccessful Short Passes,Substitute On,Total Fouls Won,Foul Attempted Tackle,Total Passes,Corners Won,Games Played,Penalty Goals Conceded,Index,Aerial Duels,Ground Duels,Home Goals,Away Goals,Winning Goal,Foul Won Penalty,Throw Ins to Opposition Player,Total Red Cards,Red Cards - 2nd Yellow,Successful Launches,Straight Red Cards,Overruns,Hit Woodwork,Penalties Conceded,Attempts from Set Pieces,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Assists (Intentional),Goal Assists,Goals from Outside Box,Penalties Faced,Saves Made,Catches,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made from Outside Box,Left Foot Goals,Through balls,Last Player Tackle,Second Goal Assists,Penalties Taken,Penalty Goals,Goalkeeper Smother,Saves from Penalty,Penalties Saved,Saves made - parried,Punches,Drops,Clearances Off the Line,Own Goal Scored,Saves made - caught,Crosses not Claimed,Penalties Off Target,Set Pieces Goals
Mexico_Liga_MX,2024-2025,CF Monterrey,aevk7yjo0gjbppcpqeb0siead,É. Aguirre,Midfielder,14,12.0,,84.0,6.0,214.0,402.0,8.0,23.0,18.0,9.0,11.0,54.0,1.0,11.0,1.0,15.0,4.0,13.0,9.0,,7.0,82.0,4.0,,8.0,1.0,,,15.0,15.0,49.0,2.0,,229.0,1.0,2.0,56.0,1.0,5.0,152.0,,30.0,103.0,5.0,4.0,6.0,6.0,14.0,8.0,,,3.0,282.0,1.0,13.0,,16.0,15.0,115.0,7.0,3.0,8.0,229.0,,445.0,,41.0,22.0,39.0,2.0,1.0,7.0,283.0,5.0,8.0,2.0,10.0,13.0,28.0,,,0.0,,3.0,,,2.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Monterrey,bei486ox42219hyokmlee8kq1,A. Alvarado,Forward,11,4.0,,22.0,2.0,53.0,128.0,3.0,18.0,28.0,2.0,3.0,21.0,7.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,,37.0,2.0,,7.0,,4.0,1.0,1.0,11.0,18.0,1.0,,54.0,2.0,9.0,15.0,1.0,17.0,32.0,1.0,1.0,25.0,6.0,1.0,7.0,20.0,1.0,13.0,,,,68.0,5.0,11.0,,18.0,6.0,14.0,,4.0,2.0,48.0,1.0,368.0,,46.0,6.0,15.0,11.0,4.0,,75.0,2.0,13.0,,10.0,24.0,22.0,0.0,1.0,0.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Monterrey,2ufp5icqczg2wvcxl5axnxu96,F. Ambríz,Midfielder,5,12.0,,153.0,7.0,285.0,450.0,13.0,37.0,38.0,8.0,16.0,37.0,3.0,10.0,2.0,21.0,7.0,17.0,20.0,1.0,,52.0,3.0,,10.0,1.0,,1.0,2.0,27.0,43.0,8.0,,306.0,2.0,5.0,22.0,,12.0,153.0,,,94.0,13.0,1.0,13.0,4.0,2.0,16.0,4.0,,1.0,333.0,7.0,26.0,1.0,91.0,5.0,115.0,,3.0,3.0,297.0,,662.0,,75.0,26.0,32.0,9.0,8.0,7.0,343.0,2.0,16.0,,10.0,22.0,53.0,1.0,0.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Monterrey,5e1an2e7bnk0269e1tvislv4l,E. Andrada,Goalkeeper,1,,,267.0,12.0,230.0,496.0,,10.0,1.0,,,65.0,,,,63.0,,16.0,14.0,,,73.0,,,6.0,3.0,,,,4.0,,,,293.0,,,49.0,2.0,,26.0,,1.0,87.0,15.0,,17.0,,,12.0,,109.0,1.0,268.0,,1.0,,89.0,62.0,182.0,,1.0,28.0,234.0,,1080.0,56.0,11.0,121.0,3.0,,3.0,,358.0,,12.0,1.0,10.0,6.0,5.0,,,0.0,,,,,15.0,,,,,,,,,,,,1.0,33.0,5.0,21.0,20.0,12.0,,,,,,,2.0,,,10.0,7.0,1.0,,,,,,
Mexico_Liga_MX,2024-2025,CF Monterrey,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,Defender,3,27.0,,227.0,16.0,598.0,1111.0,10.0,76.0,67.0,19.0,28.0,96.0,3.0,15.0,4.0,14.0,13.0,36.0,27.0,1.0,7.0,207.0,2.0,1.0,19.0,2.0,2.0,1.0,20.0,57.0,135.0,9.0,1.0,612.0,30.0,7.0,80.0,1.0,6.0,392.0,,127.0,44.0,22.0,12.0,23.0,21.0,20.0,21.0,3.0,,2.0,699.0,43.0,61.0,,232.0,35.0,297.0,7.0,11.0,25.0,604.0,,1501.0,,143.0,55.0,61.0,5.0,18.0,5.0,708.0,4.0,21.0,1.0,10.0,25.0,118.0,1.0,0.0,0.0,,15.0,,,4.0,,6.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Monterrey,4kcb2tbdazorfc5fqejh8sbo4,L. Basulto,Defender,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Monterrey,bfwr4kqbk0sqnlv8he4hyezft,G. Berterame,Forward,7,16.0,23.0,76.0,17.0,226.0,482.0,6.0,44.0,45.0,6.0,9.0,60.0,22.0,4.0,26.0,11.0,5.0,10.0,4.0,10.0,,119.0,8.0,4.0,20.0,2.0,7.0,10.0,7.0,24.0,95.0,3.0,,237.0,4.0,48.0,57.0,1.0,23.0,161.0,4.0,4.0,71.0,18.0,13.0,19.0,83.0,7.0,17.0,1.0,,2.0,265.0,13.0,22.0,7.0,76.0,4.0,55.0,,6.0,1.0,206.0,2.0,1449.0,,89.0,31.0,56.0,,9.0,,297.0,10.0,17.0,1.0,10.0,43.0,46.0,8.0,2.0,4.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Monterrey,75079gtd2efpviyo605ozsd79,Sergio Canales,Midfielder,10,35.0,17.0,183.0,15.0,682.0,1218.0,10.0,57.0,74.0,5.0,12.0,124.0,10.0,3.0,21.0,32.0,12.0,11.0,,7.0,5.0,298.0,4.0,8.0,4.0,,14.0,6.0,73.0,53.0,200.0,7.0,3.0,714.0,22.0,31.0,186.0,1.0,6.0,564.0,1.0,28.0,274.0,21.0,43.0,22.0,61.0,28.0,16.0,1.0,,1.0,796.0,53.0,68.0,1.0,136.0,16.0,228.0,33.0,13.0,,677.0,1.0,1360.0,,131.0,62.0,108.0,1.0,28.0,3.0,838.0,20.0,16.0,1.0,10.0,10.0,121.0,4.0,3.0,1.0,,2.0,,,,,3.0,2.0,,6.0,71.0,33.0,22.0,6.0,6.0,1.0,,,,,,,5.0,8.0,,,3.0,3.0,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Monterrey,ctiesvd76yq85nbnwfxvll39x,R. Chávez,Defender,2,29.0,2.0,198.0,13.0,531.0,1061.0,27.0,91.0,69.0,31.0,47.0,119.0,6.0,10.0,5.0,31.0,11.0,30.0,39.0,2.0,14.0,209.0,3.0,2.0,28.0,2.0,3.0,2.0,41.0,63.0,102.0,16.0,2.0,562.0,6.0,11.0,130.0,1.0,19.0,378.0,,113.0,251.0,20.0,18.0,21.0,24.0,39.0,18.0,4.0,,5.0,673.0,15.0,50.0,2.0,43.0,33.0,285.0,14.0,4.0,18.0,556.0,,1262.0,,160.0,38.0,86.0,5.0,12.0,17.0,681.0,12.0,18.0,,10.0,47.0,113.0,0.0,2.0,0.0,,11.0,,,5.0,,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Monterrey,aaw54l5a40rviv8w0um4h12ol,J. Corona,Midfielder,17,17.0,9.0,66.0,11.0,322.0,739.0,8.0,78.0,78.0,18.0,20.0,72.0,10.0,7.0,5.0,16.0,5.0,10.0,3.0,1.0,15.0,232.0,10.0,8.0,6.0,1.0,4.0,1.0,46.0,72.0,115.0,2.0,2.0,338.0,42.0,15.0,108.0,1.0,4.0,296.0,1.0,10.0,59.0,12.0,23.0,13.0,61.0,30.0,18.0,,,1.0,398.0,65.0,74.0,1.0,138.0,5.0,98.0,24.0,30.0,2.0,327.0,,971.0,,156.0,46.0,67.0,7.0,22.0,5.0,410.0,13.0,18.0,2.0,10.0,10.0,146.0,0.0,1.0,0.0,,,,,,,6.0,,,,21.0,11.0,5.0,5.0,8.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
