liga,temporada,equipo,id,nombre,posicion,dorsal,Key Passes (Attempt Assists),Substitute Off,Interceptions,Aerial Duels lost,Foul Attempted Tackle,PutThrough/Blocked Distribution,Successful Launches,Unsuccessful Launches,Headed Goals,Forward Passes,Penalty Goals Conceded,Successful Crosses open play,Successful Passes Own Half,Aerial Duels,Ground Duels lost,Successful Crosses & Corners,Total Passes,Unsuccessful Dribbles,Duels lost,Total Touches In Opposition Box,Games Played,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Backward Passes,Unsuccessful Crosses & Corners,Unsuccessful Passes Opposition Half,Ground Duels won,Starts,Goals Conceded Inside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Times Tackled,Time Played,Successful Open Play Passes,Goals,Unsuccessful Short Passes,Successful Short Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Successful Lay-offs,Tackles Lost,Total Clearances,Successful Long Passes,Goals Conceded,Touches,Appearances,Leftside Passes,Unsuccessful Passes Own Half,Total Shots,Recoveries,Hit Woodwork,Rightside Passes,Successful Dribbles,Total Tackles,Duels,Corners Won,Open Play Passes,PutThrough/Blocked Distribution Won,Through balls,Index,Duels won,Aerial Duels won,Yellow Cards,Goals from Inside Box,Successful Passes Opposition Half,Tackles Won,Total Fouls Won,Unsuccessful Crosses open play,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels,Total Fouls Conceded,Clean Sheets,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Blocks,Offsides,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Corners into Box,Goal Assists,GK Successful Distribution,Penalties Conceded,GK Unsuccessful Distribution,Handballs conceded,Straight Red Cards,Right Foot Goals,Penalties Taken,Total Red Cards,Unsuccessful lay-offs,Goals from Outside Box,Penalty Goals,Foul Won Penalty,Other Goals,Left Foot Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Saved,Saves Made,Catches,Saves from Penalty,Saves Made from Outside Box,Saves Made from Inside Box,Punches,Penalties Faced,Saves made - parried,Goalkeeper Smother,Set Pieces Goals,Drops,Saves made - caught,Crosses not Claimed,Own Goal Scored,Last Man Tackle,Second Goal Assists,Successful Fifty Fifty,Fifty Fifty,Penalties Off Target
USA_USL_Championship,2021,Tacoma Defiance,cgay77hw96w3z8ooc3pfnlbvu,S. Adeniran,Forward,98,17.0,11.0,10.0,43.0,21.0,39.0,,2.0,1.0,82.0,1.0,4.0,54.0,98.0,127.0,4.0,302.0,32.0,170.0,121.0,30.0,38.0,28.0,8.0,56.0,20.0,101.0,57.0,22.0,21.0,203.0,290.0,63.0,1938.0,182.0,13.0,91.0,183.0,27.0,7.0,6.0,8.0,18.0,20.0,28.0,764.0,30.0,75.0,18.0,65.0,67.0,,89.0,31.0,19.0,282.0,29.0,281.0,27.0,,10.0,112.0,55.0,4.0,10.0,153.0,11.0,8.0,20.0,8.0,99.0,184.0,53.0,1.0,11.0,2.0,4.0,,,,,5.0,18.0,10.0,,,1.0,,,,4.0,,2.0,1.0,,4.0,3.0,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Tacoma Defiance,euao82yra2ky4ze4i2q1l0uay,J. Alvarez,Midfielder,97,9.0,12.0,3.0,11.0,4.0,16.0,,2.0,,58.0,,4.0,86.0,15.0,44.0,8.0,295.0,13.0,55.0,27.0,21.0,5.0,2.0,7.0,98.0,25.0,74.0,44.0,12.0,8.0,234.0,150.0,32.0,978.0,225.0,1.0,54.0,227.0,1.0,3.0,12.0,8.0,4.0,7.0,11.0,481.0,21.0,74.0,12.0,6.0,45.0,,65.0,12.0,15.0,103.0,5.0,286.0,8.0,3.0,10.0,48.0,4.0,,1.0,156.0,7.0,17.0,7.0,9.0,61.0,88.0,5.0,,1.0,0.0,0.0,,19.0,14.0,,,2.0,7.0,,4.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Tacoma Defiance,9vw8izvdgvl9afa5cjwrrx2lm,C. Anguiano,Midfielder,88,36.0,7.0,8.0,14.0,26.0,36.0,,7.0,,288.0,,2.0,565.0,23.0,112.0,28.0,1207.0,13.0,126.0,11.0,28.0,4.0,3.0,25.0,253.0,59.0,152.0,88.0,23.0,22.0,1067.0,288.0,36.0,2049.0,985.0,3.0,115.0,995.0,2.0,7.0,4.0,16.0,6.0,72.0,29.0,1538.0,28.0,325.0,47.0,6.0,124.0,,341.0,13.0,29.0,223.0,4.0,1123.0,12.0,2.0,10.0,97.0,9.0,8.0,2.0,530.0,13.0,46.0,9.0,5.0,140.0,200.0,50.0,4.0,2.0,1.0,2.0,2.0,62.0,37.0,,,,6.0,,22.0,2.0,,,,1.0,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Tacoma Defiance,3p7l8nat5o6ry2pmm8hgfnmui,J. Atencio,Midfielder,84,2.0,1.0,5.0,1.0,1.0,2.0,,,,20.0,,1.0,40.0,2.0,7.0,1.0,85.0,1.0,8.0,2.0,2.0,,1.0,2.0,24.0,,9.0,9.0,2.0,2.0,73.0,19.0,3.0,104.0,69.0,,10.0,68.0,,,1.0,4.0,1.0,5.0,2.0,115.0,2.0,21.0,3.0,,7.0,,20.0,4.0,5.0,18.0,1.0,81.0,2.0,,10.0,10.0,1.0,,,34.0,1.0,,,,12.0,16.0,2.0,,0.0,0.0,0.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Tacoma Defiance,7mnh4dln104xhunf6u9f2546i,C. Baker,Defender,41,6.0,4.0,12.0,9.0,4.0,16.0,2.0,8.0,,131.0,1.0,7.0,89.0,17.0,24.0,7.0,283.0,8.0,33.0,12.0,18.0,2.0,,27.0,42.0,14.0,74.0,26.0,7.0,8.0,196.0,176.0,12.0,756.0,195.0,,60.0,179.0,1.0,1.0,,6.0,26.0,17.0,9.0,519.0,18.0,94.0,27.0,3.0,26.0,,16.0,2.0,20.0,67.0,8.0,282.0,6.0,1.0,10.0,34.0,8.0,,,114.0,14.0,5.0,14.0,11.0,87.0,50.0,9.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,49.0,51.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Tacoma Defiance,809wpocve7kf4vpdn7wd84v3e,R. Baker-Whiting,Midfielder,76,10.0,9.0,3.0,12.0,7.0,17.0,2.0,8.0,,85.0,1.0,1.0,80.0,20.0,46.0,4.0,271.0,10.0,58.0,13.0,16.0,,,23.0,69.0,6.0,57.0,33.0,11.0,7.0,202.0,117.0,19.0,839.0,199.0,,46.0,188.0,5.0,4.0,4.0,5.0,11.0,14.0,11.0,407.0,16.0,54.0,18.0,5.0,45.0,,63.0,4.0,17.0,99.0,3.0,264.0,10.0,2.0,10.0,41.0,8.0,,,126.0,12.0,12.0,3.0,5.0,69.0,79.0,14.0,,0.0,0.0,0.0,,7.0,2.0,,2.0,3.0,2.0,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Tacoma Defiance,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,Midfielder,99,2.0,2.0,40.0,20.0,14.0,16.0,8.0,20.0,1.0,397.0,1.0,,1066.0,83.0,48.0,,1459.0,3.0,68.0,26.0,29.0,5.0,5.0,51.0,87.0,1.0,77.0,44.0,26.0,28.0,1307.0,188.0,10.0,2419.0,1241.0,2.0,101.0,1247.0,10.0,6.0,1.0,15.0,68.0,60.0,34.0,1744.0,29.0,496.0,76.0,15.0,160.0,1.0,479.0,1.0,33.0,175.0,2.0,1391.0,7.0,,10.0,107.0,63.0,8.0,2.0,241.0,18.0,14.0,,3.0,152.0,92.0,25.0,5.0,1.0,1.0,0.0,,,,,21.0,1.0,6.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Tacoma Defiance,d99eakp27bro9g50wpzti8rca,A. Cissoko,Defender,92,1.0,1.0,7.0,7.0,1.0,4.0,1.0,6.0,,77.0,,,158.0,8.0,8.0,,223.0,1.0,15.0,2.0,5.0,1.0,,21.0,8.0,,18.0,21.0,5.0,7.0,190.0,42.0,3.0,405.0,182.0,1.0,12.0,179.0,1.0,3.0,,3.0,11.0,11.0,10.0,294.0,5.0,87.0,15.0,2.0,32.0,1.0,51.0,3.0,11.0,37.0,,213.0,3.0,,10.0,22.0,1.0,,1.0,32.0,8.0,7.0,,,33.0,29.0,4.0,,0.0,1.0,0.0,,,,,6.0,,6.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Tacoma Defiance,ei4ddhpc4jooivjfq9uw3092h,S. Cleveland,Goalkeeper,30,,,,,,,2.0,8.0,,25.0,,,44.0,1.0,,,65.0,,,,2.0,,,18.0,,,10.0,1.0,2.0,,47.0,18.0,,180.0,29.0,,,43.0,,1.0,,,3.0,4.0,1.0,92.0,2.0,22.0,8.0,,24.0,,18.0,,,2.0,,39.0,,,10.0,2.0,1.0,,,3.0,,1.0,,,18.0,1.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,28.0,,3.0,,,,,,,,,,,,,,,8.0,,,1.0,7.0,1.0,,4.0,,,,,,,,,,,
USA_USL_Championship,2021,Tacoma Defiance,28kg6zbpgbb8zrnhidogpxi0a,A. Díaz,Forward,32,7.0,7.0,4.0,34.0,3.0,15.0,,2.0,,35.0,,,23.0,46.0,38.0,,153.0,10.0,72.0,51.0,24.0,8.0,6.0,5.0,51.0,4.0,42.0,25.0,11.0,14.0,108.0,119.0,28.0,1076.0,88.0,3.0,40.0,106.0,12.0,3.0,5.0,,7.0,2.0,17.0,322.0,24.0,35.0,7.0,20.0,27.0,,32.0,16.0,1.0,109.0,3.0,133.0,6.0,,10.0,37.0,12.0,1.0,3.0,85.0,1.0,8.0,4.0,13.0,45.0,63.0,7.0,,2.0,1.0,1.0,,,,1.0,1.0,8.0,1.0,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
