liga,temporada,equipo,id,nombre,posicion,dorsal,Handballs conceded,Shots On Target ( inc goals ),Goal Assists,Tackles Won,Key Passes (Attempt Assists),Total Touches In Opposition Box,Unsuccessful Crosses open play,Total Tackles,Yellow Cards,Tackles Lost,Throw Ins to Own Player,Unsuccessful Crosses & Corners,Leftside Passes,Successful Passes Opposition Half,Rightside Passes,Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Blocks,Goals from Inside Box,Ground Duels lost,Aerial Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Short Passes,Interceptions,Successful Open Play Passes,Duels won,Times Tackled,Penalties Conceded,Unsuccessful Passes Own Half,Total Passes,Goals,Successful Passes Own Half,Aerial Duels,Duels lost,Successful Dribbles,Total Fouls Won,Total Clearances,Backward Passes,Ground Duels won,Index,Penalty Goals Conceded,Substitute On,Games Played,Goals Conceded Inside Box,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Clean Sheets,Touches,Goals Conceded,Substitute Off,Total Losses Of Possession,Corners Won,PutThrough/Blocked Distribution Won,Total Shots,Duels,Successful Long Passes,Time Played,Forward Passes,Starts,Unsuccessful Dribbles,Unsuccessful Short Passes,Foul Attempted Tackle,Unsuccessful Long Passes,Total Fouls Conceded,Recoveries,Right Foot Goals,Aerial Duels lost,Open Play Passes,Successful Lay-offs,Unsuccessful Launches,Successful Launches,Ground Duels,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Throw Ins to Opposition Player,Goals Conceded Outside Box,Successful Crosses & Corners,Successful Corners into Box,Successful Crosses open play,Goals from Outside Box,Attempts from Set Pieces,Second Goal Assists,Assists (Intentional),Unsuccessful Corners into Box,Offsides,Blocked Shots,Hit Woodwork,Headed Goals,Unsuccessful lay-offs,Through balls,Last Man Tackle,Total Red Cards,Left Foot Goals,Straight Red Cards,GK Unsuccessful Distribution,Catches,Punches,Saves made - caught,Saves from Penalty,Penalties Faced,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Drops,Penalties Saved,GK Successful Distribution,Saves Made from Inside Box,Own Goal Scored,Saves made - parried,Crosses not Claimed,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Off Target,Clearances Off the Line,Red Cards - 2nd Yellow,Set Pieces Goals,Other Goals
USA_MLS,2019,Toronto FC,7c3asx73extld50awe557y3ft,A. Akinola,Forward,20,,3.0,,1.0,3.0,17.0,1.0,1.0,1.0,,,1.0,18.0,37.0,16.0,4.0,53.0,8.0,,1.0,16.0,4.0,8.0,51.0,,47.0,12.0,,1.0,2.0,61.0,1.0,16.0,9.0,21.0,3.0,4.0,3.0,21.0,8.0,21.0,2.0,6.0,8.0,5.0,,7.0,,108.0,5.0,2.0,29.0,2.0,,7.0,33.0,2.0,253.0,6.0,2.0,7.0,7.0,2.0,1.0,3.0,3.0,1.0,5.0,55.0,7.0,,,24.0,,,,,,,,,,,,1.0,,,3.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Toronto FC,cvz7rxusmcxxv17fij7dxx6mt,J. Altidore,Forward,17,3.0,25.0,5.0,2.0,19.0,115.0,3.0,4.0,4.0,2.0,4.0,3.0,118.0,289.0,139.0,17.0,368.0,23.0,2.0,10.0,68.0,33.0,109.0,347.0,1.0,345.0,83.0,,,4.0,477.0,12.0,81.0,58.0,93.0,14.0,33.0,11.0,107.0,50.0,100.0,3.0,5.0,23.0,21.0,19.0,108.0,1.0,731.0,27.0,5.0,200.0,10.0,8.0,42.0,176.0,21.0,1713.0,113.0,18.0,13.0,102.0,13.0,7.0,31.0,28.0,7.0,25.0,453.0,37.0,,,118.0,,,,1.0,,6.0,2.0,,2.0,2.0,3.0,2.0,3.0,,9.0,9.0,1.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,
USA_MLS,2019,Toronto FC,4ba5k9nags1osdel19zd25fpx,N. Benezet,Midfielder,7,1.0,8.0,,4.0,7.0,35.0,12.0,9.0,2.0,5.0,,12.0,59.0,219.0,116.0,11.0,289.0,12.0,1.0,2.0,44.0,2.0,87.0,278.0,8.0,286.0,43.0,,,23.0,376.0,3.0,72.0,11.0,53.0,10.0,22.0,3.0,92.0,41.0,95.0,1.0,3.0,12.0,6.0,16.0,76.0,,550.0,8.0,7.0,159.0,5.0,4.0,19.0,96.0,11.0,711.0,109.0,9.0,15.0,79.0,8.0,8.0,10.0,60.0,2.0,9.0,373.0,9.0,1.0,,85.0,,,,,,2.0,2.0,,2.0,1.0,,,,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Toronto FC,boojy2a86m5qkyqqzxvdk9jv9,A. Bono,Goalkeeper,25,,,,,,,,,,,,,21.0,9.0,20.0,,82.0,7.0,,,1.0,4.0,53.0,59.0,1.0,48.0,4.0,,,15.0,135.0,,73.0,4.0,1.0,,1.0,7.0,,,47.0,3.0,1.0,7.0,11.0,,38.0,1.0,201.0,11.0,,55.0,,,,5.0,23.0,555.0,94.0,6.0,,1.0,,52.0,,52.0,,,64.0,,19.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,19.0,5.0,3.0,2.0,,3.0,2.0,16.0,8.0,2.0,,55.0,8.0,,6.0,,,,,,,,,
USA_MLS,2019,Toronto FC,edi3t79zgcknggoq4vmdtqz11,T. Boyd,Forward,91,1.0,2.0,,1.0,,17.0,1.0,1.0,1.0,,,1.0,16.0,32.0,21.0,2.0,63.0,11.0,,,20.0,20.0,26.0,62.0,2.0,58.0,27.0,,,3.0,89.0,,32.0,36.0,36.0,1.0,6.0,6.0,34.0,7.0,57.0,1.0,8.0,11.0,7.0,4.0,24.0,,149.0,7.0,2.0,53.0,3.0,3.0,4.0,63.0,1.0,339.0,18.0,3.0,3.0,26.0,2.0,,5.0,11.0,,16.0,84.0,4.0,,,27.0,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Toronto FC,2c8lm8pc33blr2596jt0fxkgl,M. Bradley,Midfielder,4,1.0,5.0,1.0,33.0,24.0,12.0,2.0,59.0,6.0,26.0,3.0,37.0,645.0,1068.0,637.0,15.0,2056.0,31.0,12.0,3.0,97.0,12.0,263.0,1873.0,23.0,1931.0,101.0,,1.0,64.0,2319.0,3.0,1002.0,20.0,105.0,17.0,14.0,29.0,288.0,89.0,59.0,5.0,1.0,31.0,34.0,25.0,236.0,5.0,2691.0,42.0,,369.0,4.0,17.0,20.0,206.0,183.0,2762.0,749.0,30.0,8.0,166.0,27.0,97.0,36.0,274.0,3.0,8.0,2168.0,4.0,14.0,5.0,186.0,,,,36.0,,8.0,14.0,12.0,1.0,,,3.0,,21.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Toronto FC,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,Midfielder,14,,2.0,2.0,4.0,7.0,32.0,7.0,7.0,1.0,3.0,4.0,7.0,86.0,156.0,45.0,3.0,222.0,17.0,,2.0,24.0,9.0,45.0,212.0,8.0,219.0,27.0,,,7.0,267.0,2.0,70.0,25.0,40.0,9.0,2.0,1.0,68.0,18.0,100.0,1.0,12.0,17.0,12.0,14.0,45.0,,367.0,12.0,4.0,84.0,3.0,5.0,5.0,67.0,10.0,522.0,68.0,5.0,5.0,37.0,5.0,8.0,6.0,29.0,2.0,16.0,264.0,4.0,2.0,,42.0,,,,2.0,,,4.0,2.0,2.0,,,,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Toronto FC,9tvviubdnw847lrexh88yue39,L. Ciman,Defender,26,,3.0,1.0,12.0,3.0,9.0,3.0,21.0,4.0,9.0,9.0,3.0,227.0,250.0,280.0,9.0,793.0,20.0,10.0,,38.0,26.0,114.0,673.0,24.0,762.0,54.0,,,29.0,907.0,,543.0,46.0,58.0,5.0,2.0,65.0,61.0,28.0,45.0,9.0,3.0,20.0,28.0,9.0,88.0,1.0,1094.0,28.0,2.0,128.0,5.0,6.0,12.0,112.0,120.0,1562.0,339.0,17.0,1.0,48.0,10.0,66.0,15.0,80.0,,20.0,869.0,,21.0,10.0,66.0,,,,,2.0,,,,,,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
USA_MLS,2019,Toronto FC,3vscyl50qba385iuu4odsu505,N. DeLeon,Midfielder,18,5.0,21.0,2.0,31.0,25.0,75.0,27.0,51.0,3.0,20.0,41.0,28.0,259.0,474.0,158.0,14.0,731.0,36.0,4.0,5.0,99.0,30.0,154.0,698.0,17.0,721.0,136.0,,2.0,41.0,885.0,8.0,265.0,59.0,128.0,37.0,19.0,20.0,199.0,106.0,46.0,9.0,13.0,36.0,36.0,45.0,141.0,1.0,1348.0,41.0,15.0,297.0,16.0,25.0,35.0,264.0,33.0,1992.0,269.0,23.0,27.0,124.0,15.0,30.0,29.0,109.0,7.0,29.0,875.0,21.0,14.0,2.0,205.0,,,,4.0,2.0,5.0,8.0,1.0,7.0,3.0,,3.0,1.0,1.0,5.0,11.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Toronto FC,a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,Midfielder,8,2.0,9.0,5.0,46.0,41.0,64.0,29.0,73.0,5.0,27.0,11.0,29.0,625.0,1177.0,431.0,20.0,1762.0,34.0,6.0,2.0,113.0,15.0,306.0,1681.0,31.0,1755.0,133.0,,,75.0,2068.0,3.0,591.0,42.0,140.0,18.0,29.0,24.0,325.0,118.0,60.0,9.0,1.0,34.0,40.0,89.0,260.0,4.0,2560.0,48.0,7.0,433.0,18.0,44.0,29.0,273.0,81.0,2944.0,687.0,33.0,16.0,259.0,19.0,47.0,34.0,183.0,2.0,27.0,2061.0,31.0,17.0,1.0,231.0,,,,1.0,,8.0,6.0,,6.0,1.0,,2.0,1.0,,5.0,16.0,,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
