liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Forward Passes,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Successful Short Passes,Unsuccessful Passes Own Half,Duels,Touches,Duels won,Corners Won,Unsuccessful Long Passes,Successful Passes Opposition Half,Ground Duels won,Times Tackled,Duels lost,Recoveries,Unsuccessful Short Passes,Total Tackles,Tackles Won,Total Passes,Leftside Passes,Ground Duels,Throw Ins to Own Player,Ground Duels lost,Total Losses Of Possession,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Home Goals,Away Goals,Winning Goal,Aerial Duels lost,Shots On Target ( inc goals ),Foul Won Penalty,Successful Lay-offs,Unsuccessful Crosses open play,Successful Passes Own Half,Unsuccessful Crosses & Corners,Unsuccessful Dribbles,Successful Open Play Passes,Goals Conceded,Right Foot Goals,Rightside Passes,Unsuccessful lay-offs,Interceptions,Offsides,Successful Dribbles,Shots Off Target (inc woodwork),Penalty Goals Conceded,Goals from Inside Box,Total Fouls Won,Goals Conceded Inside Box,Open Play Passes,Through balls,Starts,Aerial Duels won,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded Outside Box,Total Shots,Successful Long Passes,Total Clearances,Total Fouls Conceded,Backward Passes,Aerial Duels,Handballs conceded,Attempts from Set Pieces,Successful Crosses & Corners,Corners Taken (incl short corners),Unsuccessful Launches,Second Goal Assists,Successful Crosses open play,Penalties Taken,Throw Ins to Opposition Player,Penalty Goals,Tackles Lost,Headed Goals,Goals from Outside Box,Left Foot Goals,Clean Sheets,Successful Launches,Blocks,Goal Assists,Assists (Intentional),Hit Woodwork,Total Touches In Opposition Box,Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Set Pieces Goals,Last Man Tackle,Own Goal Scored,Catches,Saves made - parried,Goalkeeper Smother,Saves Made from Outside Box,GK Successful Distribution,GK Unsuccessful Distribution,Drops,Saves Made from Inside Box,Saves Made,Crosses not Claimed,Punches,Penalties Faced,Saves made - caught,Clearances Off the Line,Penalties Off Target,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2011,New England Revolution,1afsq18lr7xfdzwhtkmibqsb9,K. Alston,Defender,30.0,33.0,,1.0,,,,,2.0,478.0,227.0,273.0,2954.0,670.0,77.0,243.0,1775.0,158.0,4.0,82.0,332.0,144.0,32.0,85.0,120.0,191.0,89.0,70.0,1016.0,383.0,205.0,210.0,61.0,494.0,43.0,743.0,33.0,0.0,0.0,0.0,24.0,1.0,,4.0,31.0,419.0,31.0,6.0,38.0,56.0,,59.0,,53.0,,10.0,11.0,7.0,,45.0,52.0,53.0,3.0,33.0,14.0,2.0,11.0,4.0,12.0,73.0,114.0,25.0,96.0,38.0,1.0,,8.0,,59.0,1.0,7.0,,93.0,,19.0,,,,5.0,12.0,14.0,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,3.0,,,,
USA_MLS,2011,New England Revolution,1bctghw908bfup67le11sv0lx,D. Barnes,Defender,25.0,28.0,,1.0,,,,6.0,1.0,315.0,124.0,186.0,2153.0,352.0,67.0,143.0,1033.0,92.0,2.0,57.0,129.0,61.0,19.0,51.0,66.0,129.0,48.0,42.0,584.0,61.0,97.0,87.0,36.0,348.0,20.0,398.0,28.0,0.0,0.0,0.0,15.0,1.0,,,5.0,269.0,5.0,3.0,22.0,40.0,,158.0,,39.0,1.0,1.0,1.0,3.0,,12.0,35.0,33.0,1.0,22.0,31.0,,10.0,5.0,2.0,46.0,86.0,14.0,50.0,46.0,1.0,,,,32.0,,,,84.0,,6.0,,,,3.0,9.0,23.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
USA_MLS,2011,New England Revolution,257s2e3n7h5j2vn5f9hx20991,Z. Boggs,Midfielder,33.0,20.0,1.0,2.0,,,,4.0,7.0,73.0,96.0,69.0,1348.0,191.0,16.0,94.0,517.0,41.0,6.0,13.0,141.0,36.0,33.0,53.0,62.0,56.0,15.0,10.0,272.0,116.0,79.0,20.0,43.0,192.0,20.0,203.0,20.0,0.0,1.0,0.0,10.0,7.0,,7.0,41.0,73.0,43.0,8.0,21.0,18.0,1.0,26.0,1.0,23.0,2.0,5.0,7.0,2.0,1.0,16.0,17.0,31.0,1.0,16.0,5.0,2.0,12.0,1.0,14.0,12.0,4.0,9.0,57.0,15.0,2.0,,11.0,7.0,7.0,,6.0,,8.0,,5.0,,,,,,,1.0,1.0,,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,New England Revolution,bgzncyc6929doqcjo47z4stlh,M. Caraglio,Forward,9.0,12.0,3.0,5.0,,,,,5.0,70.0,79.0,82.0,991.0,163.0,9.0,95.0,413.0,29.0,8.0,3.0,129.0,26.0,31.0,66.0,27.0,79.0,2.0,1.0,254.0,52.0,77.0,,51.0,161.0,50.0,172.0,12.0,2.0,1.0,0.0,15.0,15.0,,19.0,6.0,44.0,6.0,9.0,,25.0,,50.0,5.0,6.0,13.0,5.0,25.0,2.0,3.0,19.0,24.0,,3.0,12.0,3.0,6.0,6.0,1.0,40.0,9.0,10.0,22.0,82.0,18.0,2.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,New England Revolution,2mbfaja4ze1ysdqka0gab987p,R. Cochrane,Defender,45.0,22.0,1.0,4.0,1.0,,1.0,3.0,12.0,197.0,85.0,124.0,1478.0,251.0,41.0,103.0,627.0,56.0,2.0,46.0,59.0,33.0,,47.0,35.0,78.0,29.0,24.0,422.0,118.0,70.0,,37.0,173.0,23.0,298.0,22.0,1.0,0.0,0.0,10.0,1.0,,1.0,2.0,239.0,2.0,,10.0,26.0,1.0,75.0,,28.0,,,6.0,3.0,1.0,4.0,23.0,11.0,,19.0,23.0,1.0,2.0,3.0,7.0,47.0,106.0,29.0,32.0,33.0,,,,,37.0,,,,,,5.0,,,,2.0,8.0,9.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2011,New England Revolution,6fuurseorp1gth2tbwo85mndh,F. Coria,Defender,2.0,18.0,,5.0,,,,4.0,4.0,253.0,97.0,139.0,1250.0,232.0,42.0,98.0,656.0,53.0,,73.0,90.0,35.0,5.0,45.0,71.0,66.0,28.0,26.0,446.0,111.0,75.0,2.0,40.0,192.0,16.0,307.0,18.0,0.0,0.0,0.0,5.0,,,,,217.0,,1.0,9.0,27.0,,64.0,,48.0,,2.0,4.0,3.0,,5.0,25.0,17.0,,14.0,18.0,,3.0,2.0,4.0,75.0,74.0,29.0,18.0,23.0,,,,,57.0,,,,,,2.0,,,,,16.0,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,New England Revolution,al8y0qagyq7dqdscgnnwb7ff9,O. Dabo,Midfielder,6.0,3.0,,,,,,,3.0,29.0,14.0,22.0,148.0,53.0,8.0,12.0,102.0,7.0,1.0,3.0,23.0,5.0,,5.0,7.0,19.0,5.0,5.0,90.0,32.0,9.0,,4.0,23.0,22.0,68.0,3.0,0.0,0.0,0.0,1.0,,,,,45.0,,,,,,18.0,,2.0,,,,,,,,,2.0,3.0,2.0,,1.0,,,15.0,3.0,1.0,11.0,3.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,New England Revolution,bcn5t3qarm2uovue0gnr3r2l1,D. Domi,Defender,3.0,9.0,,1.0,,,,1.0,2.0,150.0,56.0,66.0,680.0,190.0,21.0,55.0,469.0,30.0,,19.0,109.0,21.0,6.0,25.0,33.0,47.0,15.0,13.0,274.0,10.0,41.0,65.0,20.0,119.0,23.0,208.0,9.0,0.0,0.0,0.0,5.0,,,,9.0,102.0,11.0,,,12.0,,88.0,,17.0,,2.0,1.0,3.0,,4.0,12.0,,2.0,8.0,9.0,2.0,4.0,,1.0,18.0,36.0,8.0,26.0,14.0,,,3.0,,4.0,1.0,3.0,,14.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,New England Revolution,wb332eb7izqam5b753h3ht5h,K. Dube,Forward,11.0,5.0,,,,,,5.0,,13.0,15.0,11.0,114.0,29.0,1.0,14.0,72.0,9.0,1.0,1.0,24.0,8.0,3.0,5.0,9.0,10.0,7.0,6.0,42.0,15.0,13.0,2.0,5.0,25.0,22.0,31.0,5.0,0.0,0.0,0.0,,1.0,,3.0,4.0,9.0,5.0,,,1.0,,5.0,1.0,1.0,2.0,,2.0,1.0,,1.0,1.0,,,,1.0,,4.0,,3.0,2.0,1.0,2.0,9.0,1.0,,,2.0,3.0,,,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,New England Revolution,ca82vaxv1vz6x0dye3gafzjkl,D. Fagúndez,Midfielder,14.0,6.0,2.0,,,,,3.0,1.0,18.0,27.0,26.0,314.0,49.0,1.0,19.0,124.0,4.0,3.0,1.0,41.0,4.0,7.0,15.0,8.0,25.0,,,75.0,20.0,17.0,2.0,13.0,51.0,34.0,49.0,6.0,2.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,9.0,2.0,3.0,,9.0,,18.0,,1.0,2.0,1.0,5.0,,2.0,3.0,9.0,,,3.0,,3.0,8.0,,9.0,,,4.0,19.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,New England Revolution,em7zqutnzh6mvbpc2gbs84jpx,B. Feilhaber,Midfielder,22.0,23.0,4.0,2.0,1.0,,1.0,,,335.0,242.0,226.0,2046.0,628.0,45.0,274.0,1361.0,162.0,15.0,52.0,424.0,160.0,65.0,112.0,129.0,174.0,74.0,59.0,937.0,178.0,266.0,14.0,106.0,420.0,60.0,711.0,23.0,1.0,3.0,0.0,6.0,11.0,2.0,22.0,25.0,302.0,61.0,14.0,,46.0,3.0,278.0,3.0,28.0,1.0,15.0,14.0,5.0,3.0,71.0,42.0,,17.0,23.0,2.0,11.0,26.0,4.0,25.0,83.0,12.0,37.0,146.0,8.0,2.0,4.0,15.0,39.0,10.0,1.0,5.0,,2.0,,15.0,1.0,1.0,,3.0,,,6.0,6.0,1.0,,26.0,,9.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,New England Revolution,u86rtfjs0nth2nbyjgblchjp,R. Guy,Midfielder,13.0,11.0,2.0,1.0,,,,5.0,1.0,65.0,66.0,66.0,610.0,136.0,16.0,44.0,341.0,27.0,1.0,10.0,108.0,23.0,7.0,17.0,24.0,56.0,15.0,11.0,206.0,61.0,38.0,18.0,15.0,118.0,88.0,140.0,11.0,0.0,2.0,0.0,2.0,6.0,,1.0,16.0,40.0,16.0,3.0,,18.0,,34.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,6.0,17.0,,1.0,6.0,4.0,1.0,15.0,1.0,7.0,4.0,8.0,5.0,46.0,6.0,,,8.0,,5.0,,8.0,,3.0,,4.0,,,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
