root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Appearances,Goals Conceded Inside Box,Starts,Total Tackles,Duels won,Ground Duels won,Goals Conceded,Total Fouls Conceded,Recoveries,Total Passes,Touches,Unsuccessful Short Passes,Ground Duels,Index,Unsuccessful Passes Opposition Half,Games Played,Total Losses Of Possession,Leftside Passes,Successful Passes Opposition Half,Duels lost,Forward Passes,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Backward Passes,Open Play Passes,Penalty Goals Conceded,Tackles Won,Ground Duels lost,Successful Short Passes,Successful Open Play Passes,Substitute Off,Interceptions,Total Fouls Won,Winning Goal,Rightside Passes,Saves Made,Saves Made from Inside Box,GK Successful Distribution,Unsuccessful Passes Own Half,Catches,GK Unsuccessful Distribution,Penalties Faced,Goal Kicks,Unsuccessful Long Passes,Successful Long Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Foul Attempted Tackle,Substitute On,Aerial Duels,Successful Launches,Throw Ins to Own Player,Aerial Duels won,Tackles Lost,Throw Ins to Opposition Player,Blocks,Times Tackled,Successful Crosses & Corners,Successful Dribbles,Successful Corners into Box,Successful Lay-offs,Yellow Cards,Unsuccessful Crosses & Corners,Corners Won,Overruns,Unsuccessful Corners into Box,Unsuccessful Crosses open play,Corners Taken (incl short corners),Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Crosses open play,Total Touches In Opposition Box,Total Shots,Offsides,Shots On Target ( inc goals ),Unsuccessful Launches,Penalties Conceded,Handballs conceded,Shots Off Target (inc woodwork),Clearances Off the Line,Drops,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Blocked Shots,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Through balls,Goal Assists,Goals,Left Foot Goals,Goals from Inside Box,Assists (Intentional),Right Foot Goals,Home Goals,Away Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Headed Goals,Hit Woodwork,Unsuccessful lay-offs,Goals from Outside Box,Own Goal Scored,Punches,Saves from Penalty,Penalties Saved,Set Pieces Goals,Clean Sheets,Goalkeeper Smother,Second Goal Assists,Last Man Tackle,Other Goals,Last Player Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Nicaragua,Nicaragua,vq78qiuvg7uwks2mpimmvqad,Ó. Acevedo,Defender,0,5.0,,5.0,5.0,15.0,8.0,,5.0,23.0,218.0,304.0,23.0,15.0,10.0,34.0,5.0,51.0,10.0,100.0,11.0,58.0,26.0,187.0,94.0,31.0,404.0,61.0,212.0,,5.0,7.0,170.0,181.0,2.0,2.0,1.0,0.0,89.0,,,,8.0,,,,,8.0,17.0,,,5.0,5.0,4.0,2.0,4.0,,11.0,1.0,29.0,7.0,,2.0,,1.0,7.0,2.0,5.0,,1.0,11.0,5.0,1.0,3.0,8.0,10.0,6.0,,2.0,10.0,6.0,,3.0,2.0,,1.0,3.0,,,,,,3.0,,,,2.0,1.0,,,2.0,1.0,0.0,1.0,,,,,,,,1.0,,,,,,3.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Nicaragua,Nicaragua,56ngvp7j1iasf4fnexuguhhih,A. Acuña,Midfielder,0,1.0,,1.0,,2.0,2.0,,1.0,6.0,18.0,27.0,2.0,6.0,10.0,2.0,1.0,8.0,,8.0,4.0,5.0,6.0,15.0,7.0,3.0,45.0,5.0,18.0,,,4.0,14.0,15.0,1.0,,,0.0,8.0,,,,1.0,,,,,1.0,1.0,,,,2.0,,1.0,,,,,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Nicaragua,Nicaragua,2u3d74ufaolq6fspmrfr9cpgp,B. Arana,Midfielder,0,1.0,,,,,,,,1.0,3.0,7.0,,,10.0,2.0,1.0,3.0,,2.0,,,,3.0,1.0,,21.0,1.0,3.0,,,,3.0,3.0,,,,0.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Nicaragua,Nicaragua,55xs1o7hiqwyspi1nx7axc962,J. Arteaga,Midfielder,0,4.0,,1.0,2.0,6.0,6.0,1.0,5.0,3.0,64.0,81.0,3.0,12.0,10.0,3.0,4.0,8.0,20.0,28.0,7.0,13.0,13.0,61.0,33.0,3.0,95.0,11.0,62.0,,1.0,6.0,55.0,59.0,1.0,2.0,2.0,1.0,20.0,,,,1.0,,,,,,6.0,,,1.0,2.0,1.0,1.0,3.0,3.0,1.0,,,,1.0,,1.0,1.0,,2.0,,,2.0,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,0.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Nicaragua,Nicaragua,9d8t7wj24hlck4o3v5r4qbaol,J. Barrera,Midfielder,0,5.0,,4.0,3.0,12.0,7.0,1.0,6.0,12.0,72.0,113.0,12.0,19.0,10.0,12.0,5.0,25.0,19.0,44.0,12.0,19.0,24.0,59.0,16.0,13.0,297.0,13.0,69.0,,3.0,12.0,50.0,56.0,4.0,2.0,2.0,0.0,21.0,,,,2.0,,,,,1.0,9.0,,,3.0,1.0,,,3.0,1.0,5.0,1.0,1.0,5.0,,,1.0,4.0,1.0,2.0,,,1.0,1.0,2.0,,,1.0,,3.0,1.0,1.0,12.0,6.0,6.0,3.0,,,,3.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Nicaragua,Nicaragua,big3exu63k4j0wxawnut1doiy,B. Bonilla,Forward,0,1.0,,,1.0,1.0,1.0,1.0,1.0,,27.0,33.0,6.0,3.0,10.0,6.0,1.0,7.0,10.0,17.0,2.0,10.0,3.0,21.0,4.0,6.0,45.0,6.0,26.0,,,2.0,20.0,20.0,,,,0.0,1.0,,,,,,,,,,1.0,,,,2.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Nicaragua,Nicaragua,9bf2mhrmbaufa218t5ust36ui,J. Chávez,Defender,0,1.0,,,1.0,1.0,1.0,,1.0,4.0,18.0,23.0,2.0,3.0,10.0,2.0,1.0,5.0,,7.0,2.0,4.0,3.0,14.0,7.0,4.0,33.0,4.0,17.0,,1.0,2.0,14.0,13.0,,,,0.0,10.0,,,,2.0,,,,,2.0,,,,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Nicaragua,Nicaragua,99bh2a1ei7afh7oipc1opf2s5,J. Coronel,Midfielder,0,5.0,,5.0,9.0,20.0,18.0,1.0,7.0,26.0,214.0,262.0,17.0,31.0,10.0,13.0,5.0,32.0,59.0,74.0,20.0,71.0,40.0,191.0,117.0,23.0,450.0,22.0,211.0,,6.0,13.0,166.0,188.0,,6.0,9.0,0.0,62.0,,,,10.0,,,,,6.0,25.0,,,6.0,3.0,7.0,1.0,7.0,,9.0,3.0,1.0,2.0,3.0,,2.0,3.0,,,,,1.0,,,1.0,,,,3.0,2.0,,2.0,2.0,,,2.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Nicaragua,Nicaragua,azmqnm1bompfyeislkdzmazmd,L. Coronel,Forward,0,5.0,,3.0,3.0,7.0,7.0,,3.0,10.0,51.0,74.0,5.0,15.0,10.0,5.0,5.0,11.0,11.0,31.0,10.0,12.0,17.0,46.0,16.0,5.0,247.0,11.0,50.0,,2.0,8.0,43.0,45.0,3.0,1.0,4.0,0.0,17.0,,,,1.0,,,,,,3.0,,,1.0,,2.0,,2.0,2.0,2.0,,,,1.0,,,4.0,1.0,,1.0,,,1.0,,,,1.0,2.0,5.0,2.0,,7.0,5.0,1.0,4.0,,,,1.0,,,,,,,,,,1.0,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Nicaragua,Nicaragua,4er0oi3yngvgs4124h3zjtbzd,M. Fletes,Defender,0,6.0,,6.0,4.0,25.0,8.0,1.0,11.0,26.0,290.0,339.0,22.0,24.0,10.0,19.0,6.0,46.0,100.0,98.0,17.0,125.0,42.0,251.0,154.0,39.0,531.0,27.0,270.0,,4.0,16.0,210.0,232.0,1.0,8.0,3.0,0.0,38.0,,,5.0,20.0,,,,5.0,17.0,41.0,,,12.0,2.0,1.0,2.0,8.0,,18.0,2.0,,17.0,,,5.0,3.0,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,2.0,1.0,2.0,2.0,,,8.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
