liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,Minnesota United FC,tc5nl1hz1w06jobp5ckktr3e,J. Adebayo-Smith,Forward,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Minnesota United FC,1w1bsi9t9fl2xnsdj96h67vf9,M. Boxall,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Minnesota United FC,3zqd0tpfkwf3ijib2agyo4rv8,M. Caldeira,Forward,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Minnesota United FC,29rxabx4plofa06zgwuxlejca,D. Callender,Goalkeeper,12,1.0,,,,,19.0,1.0,4.0,3.0,,,,2.0,18.0,2.0,3.0,,,,,,10.0,2.0,13.0,11.0,,90.0,,10.0,24.0,,15.0,,9.0,32.0,,6.0,9.0,9.0,,,0.0,,,,,,,,,,1.0,1.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,1.0,2.0,1.0,1.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_US_Open_Cup,2026,Minnesota United FC,3s5k43ngpwa66vj4ypvcdu8a2,T. Chancalay,Forward,8,2.0,16.0,19.0,7.0,63.0,16.0,2.0,4.0,3.0,19.0,7.0,4.0,20.0,82.0,9.0,31.0,4.0,,1.0,1.0,,70.0,52.0,20.0,69.0,,144.0,2.0,32.0,83.0,3.0,71.0,10.0,12.0,119.0,9.0,,5.0,20.0,1.0,7.0,0.0,,,,2.0,12.0,,1.0,3.0,2.0,1.0,,4.0,2.0,,1.0,,5.0,1.0,,8.0,,,,,1.0,4.0,,1.0,7.0,2.0,12.0,,3.0,,7.0,1.0,3.0,2.0,,,,,,,,,,,1.0,,,,,,,10.0,7.0,,1.0,1.0,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Minnesota United FC,7unzngjpd0xtw1tjvi4wtk2dw,K. Chandler,Defender,33,1.0,19.0,15.0,6.0,32.0,13.0,1.0,,,13.0,6.0,,3.0,47.0,4.0,12.0,,1.0,,,,38.0,25.0,13.0,37.0,5.0,119.0,1.0,19.0,47.0,1.0,38.0,3.0,9.0,73.0,4.0,1.0,2.0,11.0,2.0,7.0,0.0,2.0,2.0,,,9.0,,2.0,3.0,2.0,1.0,,,1.0,2.0,2.0,,,4.0,,,,,,1.0,,1.0,,,,,7.0,1.0,,,5.0,4.0,2.0,,,,,,,,,,,,,,,,,,,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Minnesota United FC,9izknjlz6zunwjpo4u94q855g,M. Dieng,Forward,29,2.0,11.0,12.0,4.0,22.0,2.0,2.0,,,6.0,2.0,1.0,3.0,24.0,2.0,9.0,1.0,3.0,1.0,,,17.0,13.0,5.0,18.0,1.0,114.0,2.0,13.0,25.0,4.0,18.0,5.0,7.0,40.0,,,,7.0,,7.0,0.0,6.0,4.0,2.0,,8.0,,,,,1.0,,3.0,,,,,3.0,,,,,,,1.0,,,,,,3.0,4.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Minnesota United FC,aqqjtiyr2nayy6rjq6wxk6ec4,M. Duggan,Defender,23,2.0,3.0,19.0,10.0,7.0,40.0,2.0,4.0,3.0,7.0,5.0,,31.0,124.0,7.0,54.0,,2.0,,,,105.0,44.0,65.0,100.0,,170.0,1.0,20.0,128.0,2.0,109.0,4.0,19.0,148.0,,1.0,12.0,17.0,2.0,7.0,0.0,12.0,7.0,5.0,,9.0,,3.0,2.0,,2.0,2.0,,9.0,,4.0,8.0,,4.0,,,,,,1.0,,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,27.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Minnesota United FC,1o6ncw2f6h5uodlhavzsswvrp,K. Duncan,Defender,3,1.0,12.0,8.0,4.0,24.0,8.0,1.0,4.0,3.0,7.0,3.0,,19.0,41.0,7.0,4.0,,,,,,36.0,20.0,18.0,38.0,,76.0,2.0,17.0,43.0,,38.0,2.0,5.0,69.0,3.0,,,7.0,1.0,5.0,0.0,1.0,,1.0,,4.0,,1.0,3.0,2.0,1.0,,,,1.0,,2.0,2.0,1.0,,,,,,1.0,,,3.0,,,,4.0,,,,2.0,3.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Minnesota United FC,5ak7b1de78143s2mutcbtwpka,J. Díaz,Defender,28,2.0,8.0,12.0,7.0,20.0,43.0,2.0,4.0,3.0,9.0,6.0,,26.0,84.0,10.0,12.0,,1.0,1.0,,,69.0,32.0,41.0,67.0,7.0,130.0,3.0,18.0,89.0,1.0,73.0,3.0,16.0,123.0,1.0,2.0,5.0,10.0,7.0,11.0,0.0,3.0,2.0,1.0,1.0,5.0,,3.0,4.0,4.0,1.0,,,6.0,1.0,2.0,5.0,1.0,3.0,1.0,,,,,,,,,1.0,,,3.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
